epoch,step,train_loss2,train_loss1,test_acc,train_acc1,train_acc2
0,49,0.01635303534567356,0.015533648431301117,,,
0,99,0.015669649466872215,0.015442458912730217,,,
0,149,0.015286744572222233,0.015124079771339893,,,
0,199,0.015269605442881584,0.015198853798210621,,,
0,249,0.014610009267926216,0.014482107013463974,,,
0,299,0.014823929406702518,0.01458453293889761,,,
0,349,0.014448681846261024,0.01408329512923956,,,
0,389,,,0.4007999897003174,0.28567707538604736,0.27786457538604736
1,399,0.015354527160525322,0.014908825978636742,,,
1,449,0.01324682217091322,0.013095979578793049,,,
1,499,0.013582538813352585,0.012640522792935371,,,
1,549,0.014095327816903591,0.014217986725270748,,,
1,599,0.014751364476978779,0.015003937296569347,,,
1,649,0.01322215050458908,0.013507276773452759,,,
1,699,0.012891396880149841,0.012317025102674961,,,
1,749,0.014053300954401493,0.014074024744331837,,,
1,779,,,0.4885999858379364,0.3770432770252228,0.3677884638309479
2,799,0.01314456295222044,0.012937773019075394,,,
2,849,0.012895642779767513,0.012526432052254677,,,
2,899,0.01415176223963499,0.013457450084388256,,,
2,949,0.011955471709370613,0.011224428191781044,,,
2,999,0.013564086519181728,0.014056572690606117,,,
2,1049,0.01302696019411087,0.012396557256579399,,,
2,1099,0.013807079754769802,0.013951240107417107,,,
2,1149,0.0119819026440382,0.011270483955740929,,,
2,1169,,,0.6165000200271606,0.4202123284339905,0.40669071674346924
3,1199,0.012052737176418304,0.011216731742024422,,,
3,1249,0.013799118809401989,0.013400119729340076,,,
3,1299,0.012966296635568142,0.012844693847000599,,,
3,1349,0.0111012551933527,0.011771422810852528,,,
3,1399,0.011900212615728378,0.011741758324205875,,,
3,1449,0.012852612882852554,0.012575259432196617,,,
3,1499,0.011172199621796608,0.011555209755897522,,,
3,1549,0.011583482846617699,0.011362466961145401,,,
3,1559,,,0.6370999813079834,0.44711539149284363,0.43547675013542175
4,1599,0.012869931757450104,0.012907256372272968,,,
4,1649,0.011256096884608269,0.011596275493502617,,,
4,1699,0.012884802184998989,0.013091121800243855,,,
4,1749,0.011270184069871902,0.010846915654838085,,,
4,1799,0.011484610848128796,0.011228121817111969,,,
4,1849,0.011920399963855743,0.011332182213664055,,,
4,1899,0.011785118840634823,0.011813255026936531,,,
4,1949,0.01134699210524559,0.010907165706157684,,,
4,1949,,,0.5982999801635742,0.47119390964508057,0.4556490480899811
5,1999,0.013564806431531906,0.012661788612604141,,,
5,2049,0.011208749376237392,0.011894375085830688,,,
5,2099,0.01161334291100502,0.011294630356132984,,,
5,2149,0.009758767671883106,0.009193508885800838,,,
5,2199,0.011069602333009243,0.01102394238114357,,,
5,2249,0.008878843858838081,0.008679122664034367,,,
5,2299,0.011124548502266407,0.010706387460231781,,,
5,2339,,,0.6700000166893005,0.4826121926307678,0.4705929458141327
6,2349,0.009657060727477074,0.00912946555763483,,,
6,2399,0.012614717707037926,0.012635624967515469,,,
6,2449,0.011101500131189823,0.010528726503252983,,,
6,2499,0.008839224465191364,0.009173518046736717,,,
6,2549,0.010341081768274307,0.009804078377783298,,,
6,2599,0.01063934713602066,0.010185740888118744,,,
6,2649,0.009487591683864594,0.009313054382801056,,,
6,2699,0.011426044628024101,0.010382567532360554,,,
6,2729,,,0.6987000107765198,0.5031450390815735,0.49036458134651184
7,2749,0.010252858512103558,0.009649406187236309,,,
7,2799,0.007790965028107166,0.007339026778936386,,,
7,2849,0.009440205059945583,0.008525240235030651,,,
7,2899,0.010614723898470402,0.010066621005535126,,,
7,2949,0.008553968742489815,0.008211751468479633,,,
7,2999,0.009214172139763832,0.008074205368757248,,,
7,3049,0.01054538693279028,0.010292978957295418,,,
7,3099,0.00965728797018528,0.009028324857354164,,,
7,3119,,,0.6776000261306763,0.5115384459495544,0.5001803040504456
8,3149,0.010173165239393711,0.01025134976953268,,,
8,3199,0.008885791525244713,0.00877332966774702,,,
8,3249,0.008220884948968887,0.008363485336303711,,,
8,3299,0.010172105394303799,0.009191230870783329,,,
8,3349,0.006395505741238594,0.006307611241936684,,,
8,3399,0.010295337066054344,0.010074985213577747,,,
8,3449,0.009181317873299122,0.009894865565001965,,,
8,3499,0.008064595982432365,0.007758812978863716,,,
8,3509,,,0.696399986743927,0.5200721025466919,0.5116786956787109
9,3549,0.008953126147389412,0.008512916974723339,,,
9,3599,0.010083390399813652,0.010009171441197395,,,
9,3649,0.008331399410963058,0.0072759720496833324,,,
9,3699,0.009172981604933739,0.008981863968074322,,,
9,3749,0.009629536420106888,0.008910502307116985,,,
9,3799,0.009193450212478638,0.008146368898451328,,,
9,3849,0.006575026083737612,0.007179741282016039,,,
9,3899,0.00862782821059227,0.008571446873247623,,,
9,3899,,,0.722000002861023,0.5288060903549194,0.5236778855323792
10,3949,0.008094565011560917,0.008598859421908855,,,
10,3999,0.008227506652474403,0.008652928285300732,,,
