train_loss,epoch,step,test_acc,train_acc
3.8484253883361816,0,49,,
3.507350444793701,0,99,,
3.3182241916656494,0,149,,
3.3452682495117188,0,199,,
3.4572160243988037,0,249,,
3.2777817249298096,0,299,,
2.956726551055908,0,349,,
,0,389,0.5062000155448914,0.3511718809604645
3.03244686126709,1,399,,
2.838932514190674,1,449,,
2.8977091312408447,1,499,,
2.984494686126709,1,549,,
2.4475440979003906,1,599,,
2.4717824459075928,1,649,,
2.4590306282043457,1,699,,
2.7372164726257324,1,749,,
,1,779,0.6179999709129333,0.49430087208747864
2.8248963356018066,2,799,,
2.4973795413970947,2,849,,
2.4323928356170654,2,899,,
2.25943922996521,2,949,,
2.587283134460449,2,999,,
2.4538543224334717,2,1049,,
2.167766809463501,2,1099,,
2.3029842376708984,2,1149,,
,2,1169,0.7332000136375427,0.5654046535491943
2.4890401363372803,3,1199,,
2.206366777420044,3,1249,,
2.5999908447265625,3,1299,,
1.7487812042236328,3,1349,,
2.4557883739471436,3,1399,,
2.4104490280151367,3,1449,,
2.099283218383789,3,1499,,
2.2782154083251953,3,1549,,
,3,1559,0.7541999816894531,0.6079126596450806
1.7994922399520874,4,1599,,
2.202148199081421,4,1649,,
2.002230405807495,4,1699,,
1.9873769283294678,4,1749,,
2.3507614135742188,4,1799,,
2.143188953399658,4,1849,,
2.231940269470215,4,1899,,
1.6424199342727661,4,1949,,
,4,1949,0.7763000130653381,0.634184718132019
1.9042589664459229,5,1999,,
1.8815150260925293,5,2049,,
1.7023223638534546,5,2099,,
2.034558057785034,5,2149,,
2.0941436290740967,5,2199,,
2.1487865447998047,5,2249,,
2.16239857673645,5,2299,,
,5,2339,0.7785999774932861,0.651292085647583
2.2073135375976562,6,2349,,
1.6609269380569458,6,2399,,
1.6890738010406494,6,2449,,
1.9233169555664062,6,2499,,
1.9013855457305908,6,2549,,
2.0016026496887207,6,2599,,
2.221236228942871,6,2649,,
1.6967777013778687,6,2699,,
,6,2729,0.7746000289916992,0.6646133661270142
1.656966209411621,7,2749,,
1.5670981407165527,7,2799,,
1.620087742805481,7,2849,,
1.7730157375335693,7,2899,,
1.829957365989685,7,2949,,
1.8876304626464844,7,2999,,
1.8092713356018066,7,3049,,
1.9138939380645752,7,3099,,
,7,3119,0.8104000091552734,0.675200343132019
1.7597861289978027,8,3149,,
1.6631419658660889,8,3199,,
1.7386281490325928,8,3249,,
1.7761180400848389,8,3299,,
1.5961862802505493,8,3349,,
1.4876210689544678,8,3399,,
1.45536470413208,8,3449,,
1.7387115955352783,8,3499,,
,8,3509,0.83160001039505,0.6827624440193176
1.5751864910125732,9,3549,,
1.7867687940597534,9,3599,,
1.450719952583313,9,3649,,
1.5803951025009155,9,3699,,
1.6615779399871826,9,3749,,
1.8933132886886597,9,3799,,
1.5569539070129395,9,3849,,
1.803568720817566,9,3899,,
,9,3899,0.8242999911308289,0.6948617696762085
1.5660563707351685,10,3949,,
1.7032313346862793,10,3999,,
1.73972487449646,10,4049,,
1.455209732055664,10,4099,,
1.5716131925582886,10,4149,,
1.5242681503295898,10,4199,,
1.4058889150619507,10,4249,,
,10,4289,0.8580999970436096,0.700270414352417
1.3266992568969727,11,4299,,
1.4453933238983154,11,4349,,
1.5554494857788086,11,4399,,
1.3272801637649536,11,4449,,
1.4524270296096802,11,4499,,
1.468341588973999,11,4549,,
1.4076892137527466,11,4599,,
1.3596290349960327,11,4649,,
,11,4679,0.8614000082015991,0.706250011920929
1.4892407655715942,12,4699,,
1.4665541648864746,12,4749,,
1.680596947669983,12,4799,,
1.3344550132751465,12,4849,,
1.086683988571167,12,4899,,
1.5581908226013184,12,4949,,
1.4098374843597412,12,4999,,
1.2563974857330322,12,5049,,
,12,5069,0.8144999742507935,0.7096454501152039
1.427215814590454,13,5099,,
1.2907594442367554,13,5149,,
1.2165186405181885,13,5199,,
1.496301293373108,13,5249,,
1.2858847379684448,13,5299,,
1.3555635213851929,13,5349,,
1.2938498258590698,13,5399,,
1.2081764936447144,13,5449,,
,13,5459,0.8665000200271606,0.7147436141967773
1.2154649496078491,14,5499,,
1.1317660808563232,14,5549,,
0.9856147170066833,14,5599,,
1.2975150346755981,14,5649,,
1.2598958015441895,14,5699,,
1.3130899667739868,14,5749,,
1.0682637691497803,14,5799,,
1.3942947387695312,14,5849,,
,14,5849,0.870199978351593,0.7211138010025024
1.0009996891021729,15,5899,,
1.2848320007324219,15,5949,,
1.2811938524246216,15,5999,,
1.0171796083450317,15,6049,,
1.1818534135818481,15,6099,,
1.3918665647506714,15,6149,,
1.2450006008148193,15,6199,,
,15,6239,0.859000027179718,0.7254106402397156
1.166318655014038,16,6249,,
1.1449456214904785,16,6299,,
1.354792594909668,16,6349,,
1.41566801071167,16,6399,,
1.2819620370864868,16,6449,,
1.2320457696914673,16,6499,,
1.4430291652679443,16,6549,,
1.2763303518295288,16,6599,,
,16,6629,0.876800000667572,0.7276743054389954
1.210893988609314,17,6649,,
1.1517442464828491,17,6699,,
1.2797136306762695,17,6749,,
1.3528962135314941,17,6799,,
1.4289908409118652,17,6849,,
1.3389086723327637,17,6899,,
1.1692655086517334,17,6949,,
1.3129545450210571,17,6999,,
,17,7019,0.8783000111579895,0.7326422333717346
0.9306879043579102,18,7049,,
1.2340128421783447,18,7099,,
1.137049674987793,18,7149,,
1.0965168476104736,18,7199,,
0.9393455386161804,18,7249,,
1.2337307929992676,18,7299,,
1.1366305351257324,18,7349,,
0.9929239749908447,18,7399,,
,18,7409,0.8615999817848206,0.734535276889801
1.0020326375961304,19,7449,,
1.2630687952041626,19,7499,,
1.2708362340927124,19,7549,,
0.9557980895042419,19,7599,,
1.1669174432754517,19,7649,,
0.9841611385345459,19,7699,,
1.1155959367752075,19,7749,,
1.0786429643630981,19,7799,,
,19,7799,0.8819000124931335,0.7378405332565308
1.1818251609802246,20,7849,,
1.025322437286377,20,7899,,
1.305780053138733,20,7949,,
1.0826120376586914,20,7999,,
1.089951753616333,20,8049,,
1.179766058921814,20,8099,,
0.9833574891090393,20,8149,,
,20,8189,0.8820000290870667,0.7402243614196777
0.9214204549789429,21,8199,,
1.1474368572235107,21,8249,,
1.1144675016403198,21,8299,,
1.0546414852142334,21,8349,,
1.2865691184997559,21,8399,,
0.9843398332595825,21,8449,,
1.0858145952224731,21,8499,,
1.1288801431655884,21,8549,,
,21,8579,0.8881999850273132,0.7416566610336304
1.0027087926864624,22,8599,,
1.0766701698303223,22,8649,,
1.0853583812713623,22,8699,,
0.8942270278930664,22,8749,,
1.106068730354309,22,8799,,
1.2201054096221924,22,8849,,
1.0085384845733643,22,8899,,
1.167067289352417,22,8949,,
,22,8969,0.8824999928474426,0.7446614503860474
1.0619184970855713,23,8999,,
0.9998805522918701,23,9049,,
1.0732992887496948,23,9099,,
0.9577480554580688,23,9149,,
0.9359453916549683,23,9199,,
1.0032538175582886,23,9249,,
1.0178802013397217,23,9299,,
1.2196166515350342,23,9349,,
,23,9359,0.8935999870300293,0.7480969429016113
1.086771845817566,24,9399,,
0.8783547282218933,24,9449,,
1.069464087486267,24,9499,,
1.0418777465820312,24,9549,,
1.215181589126587,24,9599,,
1.0464739799499512,24,9649,,
1.2864922285079956,24,9699,,
1.1041069030761719,24,9749,,
,24,9749,0.8740000128746033,0.7480368614196777
0.9783195853233337,25,9799,,
1.1154311895370483,25,9849,,
0.9566488265991211,25,9899,,
0.9931330680847168,25,9949,,
1.1815769672393799,25,9999,,
0.9554725885391235,25,10049,,
1.0506279468536377,25,10099,,
,25,10139,0.8899999856948853,0.7503004670143127
1.1752101182937622,26,10149,,
1.1448569297790527,26,10199,,
0.8634105920791626,26,10249,,
0.9843815565109253,26,10299,,
0.8826705813407898,26,10349,,
0.8763668537139893,26,10399,,
0.8791084289550781,26,10449,,
1.0477964878082275,26,10499,,
,26,10529,0.895799994468689,0.7513321042060852
0.8954626321792603,27,10549,,
0.953805148601532,27,10599,,
1.0397157669067383,27,10649,,
0.9949245452880859,27,10699,,
0.9358389973640442,27,10749,,
1.1230614185333252,27,10799,,
1.1987384557724,27,10849,,
0.988633394241333,27,10899,,
,27,10919,0.8845000267028809,0.7534655332565308
1.0327820777893066,28,10949,,
0.8672778010368347,28,10999,,
0.8642342686653137,28,11049,,
0.9820873141288757,28,11099,,
0.9479921460151672,28,11149,,
0.9888818264007568,28,11199,,
0.9427035450935364,28,11249,,
1.0905168056488037,28,11299,,
,28,11309,0.902999997138977,0.7537860870361328
0.7273513078689575,29,11349,,
1.0167417526245117,29,11399,,
0.934136152267456,29,11449,,
0.8163670897483826,29,11499,,
0.8749099373817444,29,11549,,
0.9858218431472778,29,11599,,
1.0734983682632446,29,11649,,
1.2186493873596191,29,11699,,
,29,11699,0.8959000110626221,0.7546774744987488
1.0087521076202393,30,11749,,
0.9745157957077026,30,11799,,
0.919757604598999,30,11849,,
0.9600571990013123,30,11899,,
1.1644504070281982,30,11949,,
1.0545868873596191,30,11999,,
1.0312774181365967,30,12049,,
,30,12089,0.8715999722480774,0.7556290030479431
0.9525307416915894,31,12099,,
1.0266780853271484,31,12149,,
1.0032036304473877,31,12199,,
1.0496630668640137,31,12249,,
0.9778300523757935,31,12299,,
0.9308978319168091,31,12349,,
0.8576730489730835,31,12399,,
0.8505481481552124,31,12449,,
,31,12479,0.8970000147819519,0.7569811940193176
0.8898751139640808,32,12499,,
1.0084309577941895,32,12549,,
0.9563962817192078,32,12599,,
0.7300240397453308,32,12649,,
0.9937794208526611,32,12699,,
0.9293798804283142,32,12749,,
1.1595121622085571,32,12799,,
0.9326277375221252,32,12849,,
,32,12869,0.8935999870300293,0.7572215795516968
0.9013370871543884,33,12899,,
0.6633133888244629,33,12949,,
0.979440450668335,33,12999,,
0.9389843940734863,33,13049,,
0.9254485964775085,33,13099,,
1.047855019569397,33,13149,,
0.8452367782592773,33,13199,,
0.7147849798202515,33,13249,,
,33,13259,0.8942999839782715,0.7582932710647583
0.9496843814849854,34,13299,,
0.8976600170135498,34,13349,,
0.8592366576194763,34,13399,,
0.8969592452049255,34,13449,,
1.1338951587677002,34,13499,,
0.9459414482116699,34,13549,,
0.9885129928588867,34,13599,,
1.1062302589416504,34,13649,,
,34,13649,0.8884000182151794,0.7593148946762085
0.965196967124939,35,13699,,
1.0251493453979492,35,13749,,
0.9072005748748779,35,13799,,
0.9689874649047852,35,13849,,
0.9154214262962341,35,13899,,
1.1398316621780396,35,13949,,
1.0389275550842285,35,13999,,
,35,14039,0.8995000123977661,0.7593048810958862
0.8034563064575195,36,14049,,
0.9696646332740784,36,14099,,
0.8038606643676758,36,14149,,
0.9067976474761963,36,14199,,
0.8815892934799194,36,14249,,
1.168988823890686,36,14299,,
0.9238535165786743,36,14349,,
0.9390696883201599,36,14399,,
,36,14429,0.8917999863624573,0.7594851851463318
0.9304772019386292,37,14449,,
1.0651952028274536,37,14499,,
0.8042802810668945,37,14549,,
0.8928599953651428,37,14599,,
0.9591156244277954,37,14649,,
0.9271273612976074,37,14699,,
0.8957889080047607,37,14749,,
0.7963257431983948,37,14799,,
,37,14819,0.881600022315979,0.7615084052085876
1.0181586742401123,38,14849,,
1.1387250423431396,38,14899,,
0.9066519737243652,38,14949,,
0.7380397319793701,38,14999,,
1.0472261905670166,38,15049,,
0.8583447933197021,38,15099,,
1.145304560661316,38,15149,,
0.9374784231185913,38,15199,,
,38,15209,0.8952999711036682,0.7622495889663696
1.0268100500106812,39,15249,,
0.8370366096496582,39,15299,,
0.834080159664154,39,15349,,
0.9989367723464966,39,15399,,
1.0350228548049927,39,15449,,
0.9932063221931458,39,15499,,
0.9676456451416016,39,15549,,
0.7698680758476257,39,15599,,
,39,15599,0.9049999713897705,0.7624298930168152
0.8347557783126831,40,15649,,
0.9855818748474121,40,15699,,
1.0924885272979736,40,15749,,
0.9623359441757202,40,15799,,
0.9506363868713379,40,15849,,
0.7485674619674683,40,15899,,
1.039407730102539,40,15949,,
,40,15989,0.9050999879837036,0.7631911039352417
0.8894853591918945,41,15999,,
0.9067555665969849,41,16049,,
1.0158486366271973,41,16099,,
0.9026119709014893,41,16149,,
1.0289543867111206,41,16199,,
0.9945416450500488,41,16249,,
0.992993950843811,41,16299,,
1.0642106533050537,41,16349,,
,41,16379,0.8945000171661377,0.7607572078704834
0.8823688626289368,42,16399,,
0.8625311851501465,42,16449,,
0.796110987663269,42,16499,,
1.0713013410568237,42,16549,,
1.058412790298462,42,16599,,
0.8865913152694702,42,16649,,
0.8594979047775269,42,16699,,
1.2923117876052856,42,16749,,
,42,16769,0.9002000093460083,0.7631710767745972
0.9021285772323608,43,16799,,
1.035805583000183,43,16849,,
0.947304368019104,43,16899,,
0.9659432172775269,43,16949,,
0.9169119596481323,43,16999,,
0.8898584246635437,43,17049,,
0.9583536386489868,43,17099,,
1.0240092277526855,43,17149,,
,43,17159,0.8913000226020813,0.7628806233406067
1.027108907699585,44,17199,,
0.8084386587142944,44,17249,,
1.0130527019500732,44,17299,,
1.0186090469360352,44,17349,,
1.0131784677505493,44,17399,,
1.1341675519943237,44,17449,,
0.9840952754020691,44,17499,,
0.8793241381645203,44,17549,,
,44,17549,0.9088000059127808,0.7632812261581421
0.9278335571289062,45,17599,,
0.8392549753189087,45,17649,,
0.9686579704284668,45,17699,,
0.919604480266571,45,17749,,
0.7910669445991516,45,17799,,
0.8419569134712219,45,17849,,
0.8577581644058228,45,17899,,
,45,17939,0.8878999948501587,0.7650139927864075
1.0325632095336914,46,17949,,
0.8906388282775879,46,17999,,
0.8227428197860718,46,18049,,
0.9387249946594238,46,18099,,
0.8176502585411072,46,18149,,
0.9972594976425171,46,18199,,
0.9018793702125549,46,18249,,
0.9404228925704956,46,18299,,
,46,18329,0.9072999954223633,0.7630107998847961
1.074417233467102,47,18349,,
0.8685302734375,47,18399,,
0.8884609937667847,47,18449,,
0.8534385561943054,47,18499,,
0.9105755090713501,47,18549,,
1.0608426332473755,47,18599,,
0.8688128590583801,47,18649,,
0.7834261059761047,47,18699,,
,47,18719,0.9068999886512756,0.7643730044364929
0.9776297211647034,48,18749,,
0.8529049158096313,48,18799,,
0.8724398612976074,48,18849,,
