train_loss,epoch,step,val_loss,val_acc,train_acc,test_acc
2.1511318683624268,0,49,,,,
1.9177733659744263,0,99,,,,
1.887351632118225,0,149,,,,
1.7529149055480957,0,199,,,,
1.7725828886032104,0,249,,,,
1.9186729192733765,0,299,,,,
,0,311,1.8258999586105347,0.4097000062465668,,
,0,311,,,0.35081130266189575,0.43479999899864197
1.6730692386627197,1,349,,,,
1.6330686807632446,1,399,,,,
1.5470417737960815,1,449,,,,
1.496243953704834,1,499,,,,
1.5368512868881226,1,549,,,,
1.5704829692840576,1,599,,,,
,1,623,1.6263487339019775,0.5058000087738037,,
,1,623,,,0.5124198794364929,0.5273000001907349
1.5123401880264282,2,649,,,,
1.3322899341583252,2,699,,,,
1.495748519897461,2,749,,,,
1.4595296382904053,2,799,,,,
1.364646077156067,2,849,,,,
1.464914083480835,2,899,,,,
,2,935,1.3961902856826782,0.6093999743461609,,
,2,935,,,0.5995843410491943,0.6233999729156494
1.4918452501296997,3,949,,,,
1.2217432260513306,3,999,,,,
1.3976811170578003,3,1049,,,,
1.2031084299087524,3,1099,,,,
1.246565818786621,3,1149,,,,
1.2684653997421265,3,1199,,,,
,3,1247,1.254313588142395,0.6751999855041504,,
,3,1247,,,0.656174898147583,0.7105000019073486
1.260840654373169,4,1249,,,,
1.2862006425857544,4,1299,,,,
1.2803757190704346,4,1349,,,,
1.2788302898406982,4,1399,,,,
1.2018238306045532,4,1449,,,,
1.1439790725708008,4,1499,,,,
1.3050891160964966,4,1549,,,,
,4,1559,1.235428810119629,0.6789000034332275,,
,4,1559,,,0.694260835647583,0.6991999745368958
1.0815632343292236,5,1599,,,,
1.178968906402588,5,1649,,,,
1.2238420248031616,5,1699,,,,
1.0809447765350342,5,1749,,,,
1.1128991842269897,5,1799,,,,
1.1877021789550781,5,1849,,,,
,5,1871,1.1723878383636475,0.7045999765396118,,
,5,1871,,,0.7201772928237915,0.7372000217437744
1.0902146100997925,6,1899,,,,
1.1497982740402222,6,1949,,,,
1.063550353050232,6,1999,,,,
1.1565500497817993,6,2049,,,,
1.1380046606063843,6,2099,,,,
1.1035479307174683,6,2149,,,,
,6,2183,1.21248197555542,0.6722999811172485,,
,6,2183,,,0.7365284562110901,0.6955000162124634
1.0570271015167236,7,2199,,,,
1.051729440689087,7,2249,,,,
1.0594512224197388,7,2299,,,,
1.026113748550415,7,2349,,,,
1.0122954845428467,7,2399,,,,
1.0453373193740845,7,2449,,,,
,7,2495,1.0712010860443115,0.7249000072479248,,
,7,2495,,,0.7568109035491943,0.7616000175476074
0.9551718235015869,8,2499,,,,
1.0525795221328735,8,2549,,,,
1.071669578552246,8,2599,,,,
0.9083092212677002,8,2649,,,,
1.060707449913025,8,2699,,,,
0.8961029052734375,8,2749,,,,
1.1588054895401,8,2799,,,,
,8,2807,1.0020248889923096,0.7599999904632568,,
,8,2807,,,0.7636969089508057,0.7925999760627747
0.8500425219535828,9,2849,,,,
1.0386507511138916,9,2899,,,,
0.9691647291183472,9,2949,,,,
0.9457775354385376,9,2999,,,,
0.9499186873435974,9,3049,,,,
0.9453358054161072,9,3099,,,,
,9,3119,1.0089954137802124,0.7477999925613403,,
,9,3119,,,0.7789713740348816,0.7858999967575073
0.9466114640235901,10,3149,,,,
0.8823519945144653,10,3199,,,,
0.9204086661338806,10,3249,,,,
0.8736566305160522,10,3299,,,,
0.9098064303398132,10,3349,,,,
0.8610008955001831,10,3399,,,,
,10,3431,0.9870544075965881,0.7523000240325928,,
,10,3431,,,0.7861328125,0.7907999753952026
0.7947096228599548,11,3449,,,,
0.9159511923789978,11,3499,,,,
0.774921178817749,11,3549,,,,
0.7812228798866272,11,3599,,,,
0.9674128890037537,11,3649,,,,
0.9144867658615112,11,3699,,,,
,11,3743,0.9961783289909363,0.7425000071525574,,
,11,3743,,,0.7964493036270142,0.7782999873161316
0.829678475856781,12,3749,,,,
0.7554728984832764,12,3799,,,,
0.8206781148910522,12,3849,,,,
0.8609464764595032,12,3899,,,,
0.9175578355789185,12,3949,,,,
0.6731253862380981,12,3999,,,,
0.8805477619171143,12,4049,,,,
,12,4055,0.9096835255622864,0.7741000056266785,,
,12,4055,,,0.8055388331413269,0.8127999901771545
0.8974473476409912,13,4099,,,,
0.7206331491470337,13,4149,,,,
0.7446245551109314,13,4199,,,,
0.8226290345191956,13,4249,,,,
0.8300715684890747,13,4299,,,,
0.7712725400924683,13,4349,,,,
,13,4367,0.8782041072845459,0.7860999703407288,,
,13,4367,,,0.8126252293586731,0.8187999725341797
0.8849416375160217,14,4399,,,,
0.7415304183959961,14,4449,,,,
0.7548350095748901,14,4499,,,,
0.7948810458183289,14,4549,,,,
0.7619029879570007,14,4599,,,,
0.8092218041419983,14,4649,,,,
,14,4679,0.8907354474067688,0.7807000279426575,,
,14,4679,,,0.8190855383872986,0.8206999897956848
0.7210728526115417,15,4699,,,,
0.8915218710899353,15,4749,,,,
0.7762256860733032,15,4799,,,,
0.7551774382591248,15,4849,,,,
0.7487255930900574,15,4899,,,,
0.7261512875556946,15,4949,,,,
,15,4991,0.900627076625824,0.7675999999046326,,
,15,4991,,,0.822340726852417,0.805400013923645
0.700164258480072,16,4999,,,,
0.804916262626648,16,5049,,,,
0.7980054616928101,16,5099,,,,
0.7870291471481323,16,5149,,,,
0.841474711894989,16,5199,,,,
0.8201260566711426,16,5249,,,,
0.8697806596755981,16,5299,,,,
,16,5303,0.8330532908439636,0.7939000129699707,,
,16,5303,,,0.8316556215286255,0.8402000069618225
0.8642987012863159,17,5349,,,,
0.6581435203552246,17,5399,,,,
0.6234118938446045,17,5449,,,,
0.728583037853241,17,5499,,,,
0.760880172252655,17,5549,,,,
0.7369167804718018,17,5599,,,,
,17,5615,0.8304598927497864,0.7906000018119812,,
,17,5615,,,0.8356370329856873,0.8327999711036682
0.7526117563247681,18,5649,,,,
0.7342144846916199,18,5699,,,,
0.7153750658035278,18,5749,,,,
0.6932702660560608,18,5799,,,,
0.7755187749862671,18,5849,,,,
0.7779626846313477,18,5899,,,,
,18,5927,0.8266322016716003,0.786899983882904,,
,18,5927,,,0.8376652598381042,0.8370000123977661
0.6466452479362488,19,5949,,,,
0.7305649518966675,19,5999,,,,
0.7881963849067688,19,6049,,,,
0.6450344920158386,19,6099,,,,
0.7514265179634094,19,6149,,,,
0.6011613607406616,19,6199,,,,
,19,6239,0.8056268095970154,0.7972000241279602,,
,19,6239,,,0.8427984714508057,0.8295999765396118
0.736716628074646,20,6249,,,,
0.6486481428146362,20,6299,,,,
0.5450664162635803,20,6349,,,,
0.6363264918327332,20,6399,,,,
0.6985176801681519,20,6449,,,,
0.7795259952545166,20,6499,,,,
0.6693302392959595,20,6549,,,,
,20,6551,0.7594430446624756,0.8119000196456909,,
,20,6551,,,0.8478565812110901,0.8531000018119812
0.5290282964706421,21,6599,,,,
0.6686475872993469,21,6649,,,,
0.7595973014831543,21,6699,,,,
0.577316403388977,21,6749,,,,
0.8040611147880554,21,6799,,,,
0.7009351253509521,21,6849,,,,
,21,6863,0.7426956295967102,0.814300000667572,,
,21,6863,,,0.8515374660491943,0.8571000099182129
0.6398288607597351,22,6899,,,,
0.4959697425365448,22,6949,,,,
0.7898237705230713,22,6999,,,,
0.5344799160957336,22,7049,,,,
0.6226032972335815,22,7099,,,,
0.5825850963592529,22,7149,,,,
,22,7175,0.7741896510124207,0.800599992275238,,
,22,7175,,,0.856370210647583,0.838699996471405
0.7457405924797058,23,7199,,,,
0.5900917053222656,23,7249,,,,
0.8698849081993103,23,7299,,,,
0.5998542308807373,23,7349,,,,
0.6758065819740295,23,7399,,,,
0.5151543021202087,23,7449,,,,
,23,7487,0.7275179028511047,0.816100001335144,,
,23,7487,,,0.8585236668586731,0.8604999780654907
0.6556050777435303,24,7499,,,,
0.6524240970611572,24,7549,,,,
0.638967752456665,24,7599,,,,
0.672318160533905,24,7649,,,,
0.5808762907981873,24,7699,,,,
0.6360601782798767,24,7749,,,,
0.6290081143379211,24,7799,,,,
,24,7799,0.7331300377845764,0.8141999840736389,,
,24,7799,,,0.8628555536270142,0.8604000210762024
0.44686827063560486,25,7849,,,,
0.5031440258026123,25,7899,,,,
0.6915898323059082,25,7949,,,,
0.572537899017334,25,7999,,,,
0.432664692401886,25,8049,,,,
0.6436105966567993,25,8099,,,,
,25,8111,0.7805771231651306,0.7942000031471252,,
,25,8111,,,0.8652594089508057,0.8302000164985657
0.703339159488678,26,8149,,,,
0.497711718082428,26,8199,,,,
0.49902376532554626,26,8249,,,,
0.5650553703308105,26,8299,,,,
0.6159030795097351,26,8349,,,,
0.543724775314331,26,8399,,,,
,26,8423,0.7077975273132324,0.8177000284194946,,
,26,8423,,,0.8700170516967773,0.8601999878883362
0.6344348788261414,27,8449,,,,
0.5034257173538208,27,8499,,,,
0.5333191752433777,27,8549,,,,
0.495434045791626,27,8599,,,,
0.5421508550643921,27,8649,,,,
0.5198116302490234,27,8699,,,,
,27,8735,0.7429908514022827,0.8073999881744385,,
