train_loss,epoch,step,val_acc,val_loss,train_acc,test_acc
2.399768590927124,0,49,,,,
2.3638813495635986,0,99,,,,
2.321619749069214,0,149,,,,
1.8768738508224487,0,199,,,,
1.94719660282135,0,249,,,,
2.0071518421173096,0,299,,,,
,0,312,0.23440000414848328,2.2069246768951416,,
,0,312,,,0.21032500267028809,0.2741297483444214
1.8209134340286255,1,349,,,,
1.833303689956665,1,399,,,,
1.6795464754104614,1,449,,,,
1.942552924156189,1,499,,,,
1.7465097904205322,1,549,,,,
1.708635687828064,1,599,,,,
,1,625,0.3537999987602234,1.6918327808380127,,
,1,625,,,0.31619998812675476,0.3785601258277893
1.6340949535369873,2,649,,,,
1.625571846961975,2,699,,,,
1.6038477420806885,2,749,,,,
1.705565094947815,2,799,,,,
1.6495527029037476,2,849,,,,
1.595536470413208,2,899,,,,
,2,938,0.3889000117778778,1.6353604793548584,,
,2,938,,,0.3853999972343445,0.4222705662250519
1.546015977859497,3,949,,,,
1.5353237390518188,3,999,,,,
1.4679588079452515,3,1049,,,,
1.4477189779281616,3,1099,,,,
1.5763238668441772,3,1149,,,,
1.582855224609375,3,1199,,,,
1.5128275156021118,3,1249,,,,
,3,1251,0.48649999499320984,1.4205726385116577,,
,3,1251,,,0.4251750111579895,0.4758702516555786
1.4712498188018799,4,1299,,,,
1.4361371994018555,4,1349,,,,
1.4832813739776611,4,1399,,,,
1.4702426195144653,4,1449,,,,
1.3674112558364868,4,1499,,,,
1.4833464622497559,4,1549,,,,
,4,1564,0.49559998512268066,1.3894785642623901,,
,4,1564,,,0.46837499737739563,0.5047468543052673
1.284906029701233,5,1599,,,,
1.3644353151321411,5,1649,,,,
1.268662452697754,5,1699,,,,
1.3685551881790161,5,1749,,,,
1.187964916229248,5,1799,,,,
1.3446811437606812,5,1849,,,,
,5,1877,0.5174000263214111,1.3212767839431763,,
,5,1877,,,0.5092499852180481,0.5391613841056824
1.295538306236267,6,1899,,,,
1.3785094022750854,6,1949,,,,
1.4545217752456665,6,1999,,,,
1.287784457206726,6,2049,,,,
1.3126357793807983,6,2099,,,,
1.183279037475586,6,2149,,,,
,6,2190,0.5724999904632568,1.1867462396621704,,
,6,2190,,,0.538224995136261,0.5727847814559937
1.1525099277496338,7,2199,,,,
1.1471887826919556,7,2249,,,,
1.1858208179473877,7,2299,,,,
1.186900019645691,7,2349,,,,
0.9923088550567627,7,2399,,,,
1.0793075561523438,7,2449,,,,
1.2984895706176758,7,2499,,,,
,7,2503,0.507099986076355,1.3957003355026245,,
,7,2503,,,0.5716000199317932,0.5786194801330566
1.2345317602157593,8,2549,,,,
1.2249670028686523,8,2599,,,,
1.0027939081192017,8,2649,,,,
1.0851037502288818,8,2699,,,,
1.0882561206817627,8,2749,,,,
1.0058434009552002,8,2799,,,,
,8,2816,0.604200005531311,1.127076506614685,,
,8,2816,,,0.5924749970436096,0.620945394039154
1.326255440711975,9,2849,,,,
1.1464627981185913,9,2899,,,,
1.2241851091384888,9,2949,,,,
1.0084419250488281,9,2999,,,,
0.9878364205360413,9,3049,,,,
0.9848636984825134,9,3099,,,,
,9,3129,0.6037999987602234,1.1422139406204224,,
,9,3129,,,0.614549994468689,0.6320213675498962
1.020346999168396,10,3149,,,,
1.1475507020950317,10,3199,,,,
1.0296937227249146,10,3249,,,,
0.8899149894714355,10,3299,,,,
1.1941814422607422,10,3349,,,,
0.9737043976783752,10,3399,,,,
,10,3442,0.5741999745368958,1.3419477939605713,,
,10,3442,,,0.6288999915122986,0.6473496556282043
1.1402934789657593,11,3449,,,,
1.0355961322784424,11,3499,,,,
1.0837286710739136,11,3549,,,,
1.0689557790756226,11,3599,,,,
1.0673491954803467,11,3649,,,,
1.0651676654815674,11,3699,,,,
0.9611813426017761,11,3749,,,,
,11,3755,0.646399974822998,1.018672227859497,,
,11,3755,,,0.6485000252723694,0.6630735993385315
0.9926254749298096,12,3799,,,,
0.9137041568756104,12,3849,,,,
0.9123745560646057,12,3899,,,,
1.052470088005066,12,3949,,,,
0.9947572350502014,12,3999,,,,
0.8107790350914001,12,4049,,,,
,12,4068,0.6761000156402588,0.9459491968154907,,
,12,4068,,,0.6631249785423279,0.6702927350997925
0.8279892206192017,13,4099,,,,
0.9888045787811279,13,4149,,,,
1.0504698753356934,13,4199,,,,
0.7435650825500488,13,4249,,,,
0.8074442148208618,13,4299,,,,
1.096051573753357,13,4349,,,,
,13,4381,0.6934999823570251,0.8849888443946838,,
,13,4381,,,0.6714249849319458,0.6894778609275818
0.9399734139442444,14,4399,,,,
0.7794244289398193,14,4449,,,,
0.9621602296829224,14,4499,,,,
0.8615998029708862,14,4549,,,,
0.8510976433753967,14,4599,,,,
