train_loss2,epoch,step,train_loss1,val_acc2,val_acc1,train_acc1,train_acc2,test_acc
0.015575663186609745,0,49,0.015752311795949936,,,,,
0.016203148290514946,0,99,0.016863685101270676,,,,,
0.01445083413273096,0,149,0.014981778338551521,,,,,
0.015367225743830204,0,199,0.015596339479088783,,,,,
0.016760949045419693,0,249,0.01628490909934044,,,,,
0.015933575108647346,0,299,0.016269974410533905,,,,,
,0,311,,0.31869998574256897,0.24940000474452972,,,
,0,311,,,,0.24709534645080566,0.26369690895080566,0.3156000077724457
0.014546864666044712,1,349,0.014464041218161583,,,,,
0.014198701828718185,1,399,0.014953849837183952,,,,,
0.015754669904708862,1,449,0.016154054552316666,,,,,
0.014402404427528381,1,499,0.014829044230282307,,,,,
0.013490719720721245,1,549,0.01395541150122881,,,,,
0.014892712235450745,1,599,0.01555480808019638,,,,,
,1,623,,0.3718999922275543,0.3215999901294708,,,
,1,623,,,,0.31886017322540283,0.3511618673801422,0.39719998836517334
0.012681662105023861,2,649,0.013141102157533169,,,,,
0.013113075867295265,2,699,0.013070715591311455,,,,,
0.013654620386660099,2,749,0.0135613102465868,,,,,
0.012371146120131016,2,799,0.012561770156025887,,,,,
0.01421195175498724,2,849,0.014709883369505405,,,,,
0.014417829923331738,2,899,0.014732178300619125,,,,,
,2,935,,0.40959998965263367,0.37779998779296875,,,
,2,935,,,,0.3678886294364929,0.3893730044364929,0.47099998593330383
0.011798866093158722,3,949,0.01196669414639473,,,,,
0.011820247396826744,3,999,0.01257999800145626,,,,,
0.011242464184761047,3,1049,0.011553655378520489,,,,,
0.01213844958692789,3,1099,0.012460947036743164,,,,,
0.012371445074677467,3,1149,0.012208238244056702,,,,,
0.011356823146343231,3,1199,0.011894957162439823,,,,,
,3,1247,,0.4343999922275543,0.41190001368522644,,,
,3,1247,,,,0.4022686183452606,0.4161408245563507,0.550000011920929
0.013853910379111767,4,1249,0.013381041586399078,,,,,
0.013175083324313164,4,1299,0.013712423853576183,,,,,
0.011839061975479126,4,1349,0.012000668793916702,,,,,
0.013154991902410984,4,1399,0.013823667541146278,,,,,
0.01153089664876461,4,1449,0.012081410735845566,,,,,
0.011638473719358444,4,1499,0.012052147649228573,,,,,
0.010638441890478134,4,1549,0.01091777253895998,,,,,
,4,1559,,0.44510000944137573,0.4230000078678131,,,
,4,1559,,,,0.4249298870563507,0.43654847145080566,0.5705000162124634
0.011142399162054062,5,1599,0.011730744503438473,,,,,
0.010954510420560837,5,1649,0.010935400612652302,,,,,
0.01236259937286377,5,1699,0.012649687007069588,,,,,
0.009874541312456131,5,1749,0.010251592844724655,,,,,
0.010928883217275143,5,1799,0.011391274631023407,,,,,
0.010719111189246178,5,1849,0.0108493622392416,,,,,
,5,1871,,0.4659000039100647,0.44200000166893005,,,
,5,1871,,,,0.44138121604919434,0.44984474778175354,0.5885999798774719
0.010869636200368404,6,1899,0.010931904427707195,,,,,
0.01166151650249958,6,1949,0.011781667359173298,,,,,
0.012281433679163456,6,1999,0.012219216674566269,,,,,
0.010444584302604198,6,2049,0.010191027075052261,,,,,
0.009496648795902729,6,2099,0.009877661243081093,,,,,
0.010380574502050877,6,2149,0.010479207150638103,,,,,
,6,2183,,0.4498000144958496,0.4553000032901764,,,
,6,2183,,,,0.45415163040161133,0.4606119692325592,0.607699990272522
0.008428400382399559,7,2199,0.008298702538013458,,,,,
0.010562892071902752,7,2249,0.010356671176850796,,,,,
0.012216535396873951,7,2299,0.01225903071463108,,,,,
0.010313142091035843,7,2349,0.010232553817331791,,,,,
0.010954624973237514,7,2399,0.010401611216366291,,,,,
0.011017512530088425,7,2449,0.010808932594954967,,,,,
,7,2495,,0.47749999165534973,0.4514999985694885,,,
,7,2495,,,,0.46890023350715637,0.4765625,0.6007999777793884
0.009204970672726631,8,2499,0.009273005649447441,,,,,
0.008575151674449444,8,2549,0.00904470682144165,,,,,
0.011163989081978798,8,2599,0.01187747623771429,,,,,
0.00957219023257494,8,2649,0.009756168350577354,,,,,
0.009482473134994507,8,2699,0.009611057117581367,,,,,
0.008434155024588108,8,2749,0.00855768471956253,,,,,
0.009442945010960102,8,2799,0.009699025191366673,,,,,
,8,2807,,0.48190000653266907,0.4749999940395355,,,
,8,2807,,,,0.48545172810554504,0.48735475540161133,0.6567000150680542
0.008280054666101933,9,2849,0.008385452441871166,,,,,
0.011712844483554363,9,2899,0.011945733800530434,,,,,
0.008788670413196087,9,2949,0.00874700304120779,,,,,
0.00853284727782011,9,2999,0.00868455320596695,,,,,
0.009238313883543015,9,3049,0.010582437738776207,,,,,
0.009595684707164764,9,3099,0.009884333238005638,,,,,
,9,3119,,0.4810999929904938,0.49639999866485596,,,
,9,3119,,,,0.49807190895080566,0.5008513331413269,0.6912000179290771
0.008511712774634361,10,3149,0.008314855396747589,,,,,
0.009246821515262127,10,3199,0.00948389247059822,,,,,
0.008804897777736187,10,3249,0.008632008917629719,,,,,
0.010603596456348896,10,3299,0.01042160578072071,,,,,
0.009083940647542477,10,3349,0.008951134979724884,,,,,
0.011051423847675323,10,3399,0.011986184865236282,,,,,
