step,epoch,train_loss,train_acc,test_acc
49,0,3.375887393951416,,
99,0,3.132018566131592,,
149,0,2.852210521697998,,
199,0,3.0074620246887207,,
249,0,3.0453062057495117,,
299,0,2.6793503761291504,,
349,0,2.22322416305542,,
389,0,,0.4039062559604645,0.5627999901771545
399,1,2.3840510845184326,,
449,1,2.424548625946045,,
499,1,2.2406318187713623,,
549,1,2.064742088317871,,
599,1,2.1514041423797607,,
649,1,2.3185179233551025,,
699,1,2.172481060028076,,
749,1,2.454113006591797,,
779,1,,0.5529847741127014,0.6395999789237976
799,2,2.1981921195983887,,
849,2,1.9800307750701904,,
899,2,1.978778600692749,,
949,2,1.715285301208496,,
999,2,1.7139902114868164,,
1049,2,1.686154842376709,,
1099,2,1.6940099000930786,,
1149,2,1.9863660335540771,,
1169,2,,0.6146634817123413,0.732699990272522
1199,3,2.230945110321045,,
1249,3,1.6990272998809814,,
1299,3,2.01869535446167,,
1349,3,2.140000104904175,,
1399,3,1.9129334688186646,,
1449,3,1.7741948366165161,,
1499,3,1.7578678131103516,,
1549,3,1.758980631828308,,
1559,3,,0.6600160002708435,0.7325999736785889
1599,4,2.0799496173858643,,
1649,4,1.8512686491012573,,
1699,4,1.6309258937835693,,
1749,4,1.739842176437378,,
1799,4,1.357377052307129,,
1849,4,1.604419231414795,,
1899,4,1.8641043901443481,,
1949,4,1.4415595531463623,,
1949,4,,0.6833133101463318,0.7745000123977661
1999,5,1.6847939491271973,,
2049,5,1.4193344116210938,,
2099,5,1.722339391708374,,
2149,5,1.586124062538147,,
2199,5,1.4377074241638184,,
2249,5,1.5773683786392212,,
2299,5,1.2597496509552002,,
2339,5,,0.6991786956787109,0.7926999926567078
2349,6,1.642553448677063,,
2399,6,1.3228693008422852,,
2449,6,1.5451490879058838,,
2499,6,1.139697551727295,,
2549,6,1.478342056274414,,
2599,6,1.4633378982543945,,
2649,6,1.436214804649353,,
2699,6,1.385079264640808,,
2729,6,,0.7093549966812134,0.7975000143051147
2749,7,1.5290312767028809,,
2799,7,1.1543983221054077,,
2849,7,1.1673046350479126,,
2899,7,1.15639328956604,,
2949,7,1.299208402633667,,
2999,7,0.9980686902999878,,
