train_loss,epoch,step,train_acc,test_acc
2.3894426822662354,0,49,,
2.1140222549438477,0,99,,
2.0804758071899414,0,149,,
2.1452105045318604,0,199,,
1.9462224245071411,0,249,,
2.0051121711730957,0,299,,
1.994039535522461,0,349,,
,0,389,0.2130008041858673,0.3156999945640564
2.053170919418335,1,399,,
1.9396458864212036,1,449,,
2.112614631652832,1,499,,
1.872434377670288,1,549,,
2.083563804626465,1,599,,
1.965437650680542,1,649,,
2.0390119552612305,1,699,,
1.9367845058441162,1,749,,
,1,779,0.2846153974533081,0.38580000400543213
1.775723934173584,2,799,,
1.90434992313385,2,849,,
2.1531195640563965,2,899,,
1.8340818881988525,2,949,,
1.8808568716049194,2,999,,
1.951084017753601,2,1049,,
1.8117387294769287,2,1099,,
1.8492929935455322,2,1149,,
,2,1169,0.32179486751556396,0.4408999979496002
1.8582295179367065,3,1199,,
1.8924096822738647,3,1249,,
1.950480580329895,3,1299,,
1.7535440921783447,3,1349,,
2.056281805038452,3,1399,,
1.9119623899459839,3,1449,,
1.848470687866211,3,1499,,
1.9137895107269287,3,1549,,
,3,1559,0.35460737347602844,0.46480000019073486
1.7530477046966553,4,1599,,
1.7675409317016602,4,1649,,
1.7354955673217773,4,1699,,
1.7810214757919312,4,1749,,
1.7952603101730347,4,1799,,
1.802790880203247,4,1849,,
1.7277525663375854,4,1899,,
1.7567884922027588,4,1949,,
,4,1949,0.37892627716064453,0.5077999830245972
1.690178394317627,5,1999,,
1.7816275358200073,5,2049,,
1.7011879682540894,5,2099,,
1.8198943138122559,5,2149,,
1.8224767446517944,5,2199,,
1.7926026582717896,5,2249,,
1.8410438299179077,5,2299,,
,5,2339,0.4044871926307678,0.5342000126838684
1.7268422842025757,6,2349,,
1.9370828866958618,6,2399,,
1.7517926692962646,6,2449,,
1.6913340091705322,6,2499,,
1.6751430034637451,6,2549,,
1.609093427658081,6,2599,,
1.7397905588150024,6,2649,,
1.8235260248184204,6,2699,,
,6,2729,0.4229166805744171,0.5734999775886536
1.6155941486358643,7,2749,,
1.581371784210205,7,2799,,
1.7309874296188354,7,2849,,
1.6443662643432617,7,2899,,
1.489318609237671,7,2949,,
1.6022446155548096,7,2999,,
1.4474730491638184,7,3049,,
1.5463230609893799,7,3099,,
,7,3119,0.44529247283935547,0.5546000003814697
1.629923939704895,8,3149,,
1.7365407943725586,8,3199,,
1.61473548412323,8,3249,,
1.6779544353485107,8,3299,,
1.5402928590774536,8,3349,,
1.4534375667572021,8,3399,,
1.5680406093597412,8,3449,,
1.4599254131317139,8,3499,,
,8,3509,0.46247997879981995,0.6054999828338623
1.5193125009536743,9,3549,,
1.6035784482955933,9,3599,,
1.6370396614074707,9,3649,,
1.713438868522644,9,3699,,
1.6937191486358643,9,3749,,
1.5329020023345947,9,3799,,
1.6212341785430908,9,3849,,
1.4205430746078491,9,3899,,
,9,3899,0.4793870151042938,0.6686000227928162
1.6011378765106201,10,3949,,
1.4770044088363647,10,3999,,
1.5266815423965454,10,4049,,
1.6727253198623657,10,4099,,
1.6843360662460327,10,4149,,
1.6309868097305298,10,4199,,
1.5908868312835693,10,4249,,
,10,4289,0.4954727590084076,0.6341000199317932
1.6101200580596924,11,4299,,
1.628124475479126,11,4349,,
1.5671813488006592,11,4399,,
1.6387317180633545,11,4449,,
1.7183353900909424,11,4499,,
1.4130070209503174,11,4549,,
1.3749972581863403,11,4599,,
1.5340996980667114,11,4649,,
,11,4679,0.503745973110199,0.6550999879837036
1.448298454284668,12,4699,,
1.4651098251342773,12,4749,,
1.618398666381836,12,4799,,
1.4403659105300903,12,4849,,
1.592782974243164,12,4899,,
1.5480924844741821,12,4949,,
1.4301302433013916,12,4999,,
1.537696123123169,12,5049,,
,12,5069,0.5106169581413269,0.6819999814033508
1.5535144805908203,13,5099,,
1.2438335418701172,13,5149,,
1.4950052499771118,13,5199,,
1.410987377166748,13,5249,,
1.4500453472137451,13,5299,,
1.6112676858901978,13,5349,,
1.4245835542678833,13,5399,,
1.57138991355896,13,5449,,
,13,5459,0.5135617256164551,0.642300009727478
1.3422367572784424,14,5499,,
1.506720781326294,14,5549,,
1.6139963865280151,14,5599,,
1.446364402770996,14,5649,,
1.3782960176467896,14,5699,,
1.7176036834716797,14,5749,,
1.56562340259552,14,5799,,
1.5288931131362915,14,5849,,
,14,5849,0.5170873403549194,0.685699999332428
1.456857681274414,15,5899,,
1.6576873064041138,15,5949,,
1.5919994115829468,15,5999,,
1.446928858757019,15,6049,,
1.540247917175293,15,6099,,
1.491623878479004,15,6149,,
1.3127894401550293,15,6199,,
,15,6239,0.5206730961799622,0.6466000080108643
1.5901527404785156,16,6249,,
1.3661513328552246,16,6299,,
1.4830164909362793,16,6349,,
1.5239520072937012,16,6399,,
1.4578807353973389,16,6449,,
1.385244369506836,16,6499,,
1.3323599100112915,16,6549,,
1.551945686340332,16,6599,,
,16,6629,0.5246594548225403,0.7314000129699707
1.759460210800171,17,6649,,
1.738461971282959,17,6699,,
1.4979315996170044,17,6749,,
1.6737066507339478,17,6799,,
1.4164056777954102,17,6849,,
1.5534645318984985,17,6899,,
1.6137531995773315,17,6949,,
1.5677814483642578,17,6999,,
,17,7019,0.5253806114196777,0.6747999787330627
1.2868660688400269,18,7049,,
1.5005459785461426,18,7099,,
1.59439218044281,18,7149,,
1.4349526166915894,18,7199,,
1.560449481010437,18,7249,,
1.5643491744995117,18,7299,,
1.575764536857605,18,7349,,
1.3188927173614502,18,7399,,
,18,7409,0.5268629789352417,0.6775000095367432
1.410561442375183,19,7449,,
1.4518094062805176,19,7499,,
1.5181264877319336,19,7549,,
1.520551323890686,19,7599,,
1.3051148653030396,19,7649,,
1.5601683855056763,19,7699,,
1.3812174797058105,19,7749,,
1.3770952224731445,19,7799,,
,19,7799,0.5292668342590332,0.7251999974250793
1.4391920566558838,20,7849,,
1.4871411323547363,20,7899,,
1.4561349153518677,20,7949,,
1.6255213022232056,20,7999,,
1.4883580207824707,20,8049,,
1.4451072216033936,20,8099,,
1.4395816326141357,20,8149,,
,20,8189,0.5335536599159241,0.6883999705314636
1.553077220916748,21,8199,,
1.3943439722061157,21,8249,,
1.292716383934021,21,8299,,
1.7130249738693237,21,8349,,
1.3342620134353638,21,8399,,
1.5904154777526855,21,8449,,
1.4101938009262085,21,8499,,
1.5608036518096924,21,8549,,
,21,8579,0.532732367515564,0.6694999933242798
1.5343605279922485,22,8599,,
1.5785248279571533,22,8649,,
1.4979161024093628,22,8699,,
1.443182110786438,22,8749,,
1.5072007179260254,22,8799,,
1.4846843481063843,22,8849,,
1.5692507028579712,22,8899,,
1.3905638456344604,22,8949,,
,22,8969,0.5367788672447205,0.7057999968528748
1.451335072517395,23,8999,,
1.5474700927734375,23,9049,,
1.505021095275879,23,9099,,
1.4131810665130615,23,9149,,
1.6080533266067505,23,9199,,
1.3400969505310059,23,9249,,
1.4893710613250732,23,9299,,
1.459572196006775,23,9349,,
,23,9359,0.5333533883094788,0.6723999977111816
1.5574731826782227,24,9399,,
1.4469542503356934,24,9449,,
1.7257453203201294,24,9499,,
1.4171879291534424,24,9549,,
1.3970075845718384,24,9599,,
1.3280549049377441,24,9649,,
1.6914963722229004,24,9699,,
1.4334256649017334,24,9749,,
,24,9749,0.5369190573692322,0.710099995136261
1.3183599710464478,25,9799,,
1.3694623708724976,25,9849,,
1.3292142152786255,25,9899,,
1.5174931287765503,25,9949,,
1.4818201065063477,25,9999,,
1.6329574584960938,25,10049,,
1.507270097732544,25,10099,,
,25,10139,0.5373597741127014,0.7307000160217285
1.5496938228607178,26,10149,,
1.5796828269958496,26,10199,,
1.5288608074188232,26,10249,,
1.3233524560928345,26,10299,,
1.53481125831604,26,10349,,
