train_loss,step,epoch,val_loss,val_acc,test_acc,train_acc,mix_match_loss
1.614518165588379,2249,7,,,,,
1.7145627737045288,2299,7,,,,,
1.621525526046753,2349,7,,,,,
1.6995644569396973,2399,7,,,,,
1.5055551528930664,2449,7,,,,,
,2495,7,1.597062110900879,0.47870001196861267,,,
,2495,7,,,0.6499000191688538,0.4916115701198578,
1.6686806678771973,2499,8,,,,,
1.6120569705963135,2549,8,,,,,
1.546864628791809,2599,8,,,,,
1.284182071685791,2649,8,,,,,
1.5338844060897827,2699,8,,,,,
1.6653306484222412,2749,8,,,,,
1.4555222988128662,2799,8,,,,,
,2807,8,1.5307087898254395,0.5146999955177307,,,
,2807,8,,,0.7253000140190125,0.5014773607254028,
1.6110548973083496,2849,9,,,,,
1.511859655380249,2899,9,,,,,
1.5254011154174805,2949,9,,,,,
1.5525119304656982,2999,9,,,,,
1.5974748134613037,3049,9,,,,,
1.5407224893569946,3099,9,,,,,
,3119,9,1.575258493423462,0.49799999594688416,,,
,3119,9,,,0.6820999979972839,0.5125450491905212,
1.2884386777877808,3149,10,,,,,
1.5260026454925537,3199,10,,,,,
1.4411213397979736,3249,10,,,,,
1.6630733013153076,3299,10,,,,,
1.5628114938735962,3349,10,,,,,
1.597982406616211,3399,10,,,,,
,3431,10,1.519816517829895,0.5252000093460083,,,
,3431,10,,,0.7458999752998352,0.5232121348381042,
1.5546808242797852,3449,11,,,,,
1.5306634902954102,3499,11,,,,,
1.5639123916625977,3549,11,,,,,
1.6052392721176147,3599,11,,,,,
1.4744527339935303,3649,11,,,,,
1.4346683025360107,3699,11,,,,,
,3743,11,1.5242085456848145,0.5174999833106995,,,
,3743,11,,,0.7300999760627747,0.532151460647583,
1.4044228792190552,3749,12,,,,,
1.4772672653198242,3799,12,,,,,
1.4268397092819214,3849,12,,,,,
1.494988203048706,3899,12,,,,,
1.5043811798095703,3949,12,,,,,
1.5727680921554565,3999,12,,,,,
1.484375238418579,4049,12,,,,,
,4055,12,1.5245612859725952,0.520799994468689,,,
,4055,12,,,0.7182999849319458,0.5399138331413269,
1.4617936611175537,4099,13,,,,,
1.4925479888916016,4149,13,,,,,
1.374833106994629,4199,13,,,,,
1.4894850254058838,4249,13,,,,,
1.309950590133667,4299,13,,,,,
1.5066050291061401,4349,13,,,,,
,4367,13,1.5253336429595947,0.5192000269889832,,,
,4367,13,,,0.739799976348877,0.5431190133094788,
1.2827292680740356,4399,14,,,,,
1.584665060043335,4449,14,,,,,
1.4092743396759033,4499,14,,,,,
1.5774192810058594,4549,14,,,,,
1.469875454902649,4599,14,,,,,
1.3325344324111938,4649,14,,,,,
,4679,14,1.5010265111923218,0.5285999774932861,,,
,4679,14,,,0.718999981880188,0.5471754670143127,
1.6586774587631226,4699,15,,,,,
1.3594856262207031,4749,15,,,,,
1.2748184204101562,4799,15,,,,,
1.3539596796035767,4849,15,,,,,
1.2705727815628052,4899,15,,,,,
1.438815712928772,4949,15,,,,,
,4991,15,1.4897148609161377,0.5351999998092651,,,
,4991,15,,,0.7526000142097473,0.5544371008872986,
1.2955502271652222,4999,16,,,,,
1.7269699573516846,5049,16,,,,,
1.3991599082946777,5099,16,,,,,
1.4036977291107178,5149,16,,,,,
1.4956321716308594,5199,16,,,,,
1.3656665086746216,5249,16,,,,,
1.5135151147842407,5299,16,,,,,
,5303,16,1.4834233522415161,0.542900025844574,,,
,5303,16,,,0.7666000127792358,0.554612398147583,
1.2658323049545288,5349,17,,,,,
1.4028370380401611,5399,17,,,,,
1.3844029903411865,5449,17,,,,,
1.3542704582214355,5499,17,,,,,
1.4602863788604736,5549,17,,,,,
1.284179449081421,5599,17,,,,,
,5615,17,1.5614838600158691,0.5146999955177307,,,
,5615,17,,,0.7069000005722046,0.5607472062110901,
1.4177225828170776,5649,18,,,,,
1.357132911682129,5699,18,,,,,
1.3604857921600342,5749,18,,,,,
1.5049362182617188,5799,18,,,,,
1.4715763330459595,5849,18,,,,,
1.429246425628662,5899,18,,,,,
,5927,18,1.494881272315979,0.5306000113487244,,,
,5927,18,,,0.7426999807357788,0.5641776919364929,
1.5037153959274292,5949,19,,,,,
1.496836543083191,5999,19,,,,,
1.4906044006347656,6049,19,,,,,
1.3185855150222778,6099,19,,,,,
1.3903682231903076,6149,19,,,,,
1.5468262434005737,6199,19,,,,,
,6239,19,1.47556734085083,0.5414000153541565,,,
,6239,19,,,0.7549999952316284,0.5670071840286255,
,6249,20,,,,,2.3528504371643066
,6299,20,,,,,2.326693058013916
,6349,20,,,,,2.270162582397461
,6399,20,,,,,2.300218105316162
,6449,20,,,,,2.3676066398620605
,6499,20,,,,,2.418888568878174
,6549,20,,,,,2.2870283126831055
,6553,20,2.305366277694702,0.09759999811649323,,,
1.5405688285827637,6553,20,,,0.10000000149011612,0.5604667663574219,
,6599,21,,,,,0.12289121747016907
,6649,21,,,,,0.04466354101896286
,6699,21,,,,,0.03003355674445629
,6749,21,,,,,0.02296346426010132
,6799,21,,,,,0.018745003268122673
,6849,21,,,,,0.01593729481101036
,6899,21,,,,,0.013933171518146992
,6949,21,,,,,0.012431417591869831
,6999,21,,,,,0.011265034787356853
,7049,21,,,,,0.010333009995520115
,7099,21,,,,,0.009567223489284515
,7120,21,6.214076519012451,0.09759999811649323,,,
,7120,21,,,0.10000000149011612,,
,7149,22,,,,,0.008852483704686165
,7199,22,,,,,0.0021179779432713985
,7249,22,,,,,1.786822576832492e-05
,7299,22,,,,,1.4505264516628813e-05
,7349,22,,,,,1.3575814591604285e-05
,7399,22,,,,,1.3655908333021216e-05
,7449,22,,,,,1.3719242815568577e-05
,7499,22,,,,,1.4098283827479463e-05
,7549,22,,,,,1.3798406143905595e-05
,7599,22,,,,,1.4588159501727205e-05
,7649,22,,,,,1.445032648916822e-05
,7687,22,12.129485130310059,0.09759999811649323,,,
,7687,22,,,0.10000000149011612,,
,7699,23,,,,,1.4975580597820226e-05
,7749,23,,,,,1.5447760233655572e-05
,7799,23,,,,,1.5361147234216332e-05
,7849,23,,,,,1.5584664652124047e-05
,7899,23,,,,,1.616952613403555e-05
,7949,23,,,,,1.632692146813497e-05
,7999,23,,,,,1.687173789832741e-05
,8049,23,,,,,1.6727390175219625e-05
,8099,23,,,,,1.7349504560115747e-05
,8149,23,,,,,1.7611204384593293e-05
,8199,23,,,,,1.8355323845753446e-05
,8249,23,,,,,1.8451251889928244e-05
,8254,23,11.883371353149414,0.09759999811649323,,,
,8254,23,,,0.10000000149011612,,
,8299,24,,,,,1.8832146452041343e-05
,8349,24,,,,,1.90035152627388e-05
,8399,24,,,,,1.8957880456582643e-05
,8449,24,,,,,1.9271732526249252e-05
,8499,24,,,,,1.9642398910946213e-05
,8549,24,,,,,1.9716908354894258e-05
,8599,24,,,,,2.0097815649933182e-05
,8649,24,,,,,2.040235631284304e-05
,8699,24,,,,,2.0778605176019482e-05
,8749,24,,,,,2.106917781929951e-05
,8799,24,,,,,2.128058622474782e-05
,8821,24,11.724979400634766,0.09759999811649323,,,
,8821,24,,,0.10000000149011612,,
,8849,25,,,,,2.1278716303640977e-05
,8899,25,,,,,2.16959433601005e-05
,8949,25,,,,,2.1966025087749586e-05
,8999,25,,,,,2.2160673324833624e-05
,9049,25,,,,,2.2229594833333977e-05
,9099,25,,,,,2.2548105334863067e-05
,9149,25,,,,,2.2565802282770164e-05
,9199,25,,,,,2.2910389816388488e-05
,9249,25,,,,,2.326335379621014e-05
,9299,25,,,,,2.352878072997555e-05
,9349,25,,,,,2.3739261450828053e-05
,9388,25,11.617494583129883,0.09759999811649323,,,
,9388,25,,,0.10000000149011612,,
,9399,26,,,,,2.38640441239113e-05
,9449,26,,,,,2.425706225039903e-05
,9499,26,,,,,2.4409800971625373e-05
,9549,26,,,,,2.47543903242331e-05
,9599,26,,,,,2.5041235858225264e-05
,9649,26,,,,,2.5377441488672048e-05
,9699,26,,,,,2.558978485467378e-05
,9749,26,,,,,2.5752764486242086e-05
,9799,26,,,,,2.602843233034946e-05
,9849,26,,,,,2.6225874535157345e-05
,9899,26,,,,,2.6500621970626526e-05
,9949,26,,,,,2.6683164833229966e-05
,9955,26,11.523240089416504,0.09759999811649323,,,
,9955,26,,,0.10000000149011612,,
,9999,27,,,,,2.686382140382193e-05
,10049,27,,,,,2.712925197556615e-05
,10099,27,,,,,2.733879955485463e-05
,10149,27,,,,,2.7685249733622186e-05
,10199,27,,,,,2.774764652713202e-05
,10249,27,,,,,2.810713522194419e-05
,10299,27,,,,,2.8159294743090868e-05
,10349,27,,,,,2.848991789505817e-05
,10399,27,,,,,2.8663147531915456e-05
,10449,27,,,,,2.8894119168398902e-05
,10499,27,,,,,2.9100876417942345e-05
,10522,27,11.443050384521484,0.09759999811649323,,,
,10522,27,,,0.10000000149011612,,
,10549,28,,,,,2.9397011530818418e-05
,10599,28,,,,,2.9368153263931163e-05
,10649,28,,,,,2.9750915928161703e-05
,10699,28,,,,,2.9913895559730008e-05
,10749,28,,,,,3.010389264090918e-05
,10799,28,,,,,3.0360939490492456e-05
,10849,28,,,,,3.047829341085162e-05
,10899,28,,,,,3.078749432461336e-05
,10949,28,,,,,3.0969109502620995e-05
,10999,28,,,,,3.114699211437255e-05
,11049,28,,,,,3.1247585866367444e-05
,11089,28,11.370979309082031,0.09759999811649323,,,
,11089,28,,,0.10000000149011612,,
,11099,29,,,,,3.147200186504051e-05
,11149,29,,,,,3.1673167541157454e-05
,11199,29,,,,,3.189482231391594e-05
,11249,29,,,,,3.200007267878391e-05
,11299,29,,,,,3.2137912057805806e-05
,11349,29,,,,,3.220776852685958e-05
,11399,29,,,,,3.253093746025115e-05
,11449,29,,,,,3.275352719356306e-05
,11499,29,,,,,3.287740037194453e-05
,11549,29,,,,,3.305062637082301e-05
,11599,29,,,,,3.31568080582656e-05
,11649,29,,,,,3.3383112167939544e-05
,11656,29,11.309613227844238,0.09759999811649323,,,
,11656,29,,,0.10000000149011612,,
,11699,30,,,,,3.3507887565065175e-05
,11749,30,,,,,3.371557249920443e-05
,11799,30,,,,,3.3815234928624704e-05
,11849,30,,,,,3.393630686332472e-05
,11899,30,,,,,3.4034103009616956e-05
,11949,30,,,,,3.418312189751305e-05
,11999,30,,,,,3.43833708029706e-05
,12049,30,,,,,3.452307646512054e-05
,12099,30,,,,,3.462273525656201e-05
,12149,30,,,,,3.4758711990434676e-05
,12199,30,,,,,3.484253102215007e-05
,12223,30,11.262099266052246,0.09759999811649323,,,
,12223,30,,,0.10000000149011612,,
,12249,31,,,,,3.5031560400966555e-05
,12299,31,,,,,3.517033110256307e-05
,12349,31,,,,,3.526253567542881e-05
,12399,31,,,,,3.5389206459512934e-05
,12449,31,,,,,3.54711664840579e-05
,12499,31,,,,,3.5599696275312454e-05
,12549,31,,,,,3.569655746105127e-05
,12599,31,,,,,3.583906072890386e-05
,12649,31,,,,,3.5930333979194984e-05
,12699,31,,,,,3.602906144806184e-05
,12749,31,,,,,3.614082743297331e-05
,12790,31,11.224264144897461,0.09759999811649323,,,
,12790,31,,,0.10000000149011612,,
,12799,32,,,,,3.626280158641748e-05
,12849,32,,,,,3.632054722402245e-05
,12899,32,,,,,3.645652759587392e-05
,12949,32,,,,,3.65263840649277e-05
,12999,32,,,,,3.662138260551728e-05
,13049,32,,,,,3.670427031465806e-05
,13099,32,,,,,3.6790890590054914e-05
,13149,32,,,,,3.687657954287715e-05
,13199,32,,,,,3.695575287565589e-05
,13249,32,,,,,3.7004192563472316e-05
,13299,32,,,,,3.711409226525575e-05
,13349,32,,,,,3.7197922210907564e-05
,13357,32,11.195199012756348,0.09759999811649323,,,
,13357,32,,,0.10000000149011612,,
,13399,33,,,,,3.7273326597642154e-05
,13449,33,,,,,3.733853009180166e-05
,13499,33,,,,,3.736089274752885e-05
,13549,33,,,,,3.749035386135802e-05
,13599,33,,,,,3.755742000066675e-05
,13649,33,,,,,3.764124994631857e-05
,13699,33,,,,,3.767664748011157e-05
,13749,33,,,,,3.7739984691143036e-05
,13799,33,,,,,3.781357008847408e-05
,13849,33,,,,,3.785735316341743e-05
,13899,33,,,,,3.791137714870274e-05
,13924,33,11.173547744750977,0.09759999811649323,,,
,13924,33,,,0.10000000149011612,,
,13949,34,,,,,3.799982005148195e-05
,13999,34,,,,,3.806129825534299e-05
,14049,34,,,,,3.810693306149915e-05
,14099,34,,,,,3.820751953753643e-05
,14149,34,,,,,3.826060856226832e-05
,14199,34,,,,,3.827924228971824e-05
,14249,34,,,,,3.835841562249698e-05
,14299,34,,,,,3.842454680125229e-05
,14349,34,,,,,3.843853119178675e-05
,14399,34,,,,,3.849255517707206e-05
,14449,34,,,,,3.8585694710491225e-05
,14491,34,11.156142234802246,0.09759999811649323,,,
,14491,34,,,0.10000000149011612,,
,14499,35,,,,,3.8599631807301193e-05
,14549,35,,,,,3.862385347019881e-05
,14599,35,,,,,3.8678812416037545e-05
,14649,35,,,,,3.876450500683859e-05
,14699,35,,,,,3.8795245927758515e-05
,14749,35,,,,,3.882133751176298e-05
,14799,35,,,,,3.88474109058734e-05
,14849,35,,,,,3.8921913073863834e-05
,14899,35,,,,,3.8970334571786225e-05
,14949,35,,,,,3.8982441765256226e-05
,14999,35,,,,,3.901783566107042e-05
,15049,35,,,,,3.910910527338274e-05
,15058,35,11.142635345458984,0.09759999811649323,,,
,15058,35,,,0.10000000149011612,,
,15099,36,,,,,3.915753768524155e-05
,15149,36,,,,,3.9194794226204976e-05
,15199,36,,,,,3.9207829104270786e-05
,15249,36,,,,,3.9228321838891134e-05
,15299,36,,,,,3.930748061975464e-05
,15349,36,,,,,3.936522625735961e-05
,15399,36,,,,,3.940806709579192e-05
,15449,36,,,,,3.943880437873304e-05
,15499,36,,,,,3.951889448217116e-05
,15549,36,,,,,3.957291482947767e-05
,15599,36,,,,,3.9579434087499976e-05
,15625,36,11.129928588867188,0.09759999811649323,,,
,15625,36,,,0.10000000149011612,,
,15649,37,,,,,3.958781962865032e-05
,15699,37,,,,,3.967442171415314e-05
,15749,37,,,,,3.978524910053238e-05
,15799,37,,,,,3.977872620453127e-05
,15849,37,,,,,3.9802009268896654e-05
,15899,37,,,,,3.9814116462366655e-05
,15949,37,,,,,3.981504778494127e-05
,15999,37,,,,,3.988676326116547e-05
,16049,37,,,,,3.9942646253621206e-05
,16099,37,,,,,3.9974307583179325e-05
,16149,37,,,,,4.002180867246352e-05
,16192,37,11.118891716003418,0.09759999811649323,,,
,16192,37,,,0.10000000149011612,,
,16199,38,,,,,4.0046023059403524e-05
,16249,38,,,,,4.014939986518584e-05
,16299,38,,,,,4.0189450373873115e-05
,16349,38,,,,,4.0211802115663886e-05
,16399,38,,,,,4.02481273340527e-05
,16449,38,,,,,4.03328740503639e-05
,16499,38,,,,,4.0437189454678446e-05
,16549,38,,,,,4.039620762341656e-05
,16599,38,,,,,4.0447434002999216e-05
,16649,38,,,,,4.047537368023768e-05
,16699,38,,,,,4.0493068809155375e-05
,16749,38,,,,,4.051263022120111e-05
,16759,38,11.108681678771973,0.09759999811649323,,,
,16759,38,,,0.10000000149011612,,
,16799,39,,,,,4.0607625123811886e-05
,16849,39,,,,,4.066350811626762e-05
,16899,39,,,,,4.070541763212532e-05
,16949,39,,,,,4.073149466421455e-05
,16999,39,,,,,4.075571268913336e-05
,17049,39,,,,,4.0763163269730285e-05
,17099,39,,,,,4.076595723745413e-05
,17149,39,,,,,4.087957495357841e-05
,17199,39,,,,,4.08786436310038e-05
,17249,39,,,,,4.088609421160072e-05
,17299,39,,,,,4.088888817932457e-05
,17326,39,11.100744247436523,0.09759999811649323,,,
,17326,39,,,0.10000000149011612,,
,17349,40,,,,,4.089261346962303e-05
,17399,40,,,,,4.0991340938489884e-05
,17449,40,,,,,4.1097515349974856e-05
,17499,40,,,,,4.112545502721332e-05
,17549,40,,,,,4.1126386349787936e-05
,17599,40,,,,,4.112731767236255e-05
,17649,40,,,,,4.112731767236255e-05
,17699,40,,,,,4.112731767236255e-05
,17749,40,,,,,4.112731767236255e-05
,17799,40,,,,,4.129866647417657e-05
,17849,40,,,,,4.132847243454307e-05
,17893,40,11.092503547668457,0.09759999811649323,,,
,17893,40,,,0.10000000149011612,,
,17899,41,,,,,4.1354549466632307e-05
,17949,41,,,,,4.136479401495308e-05
,17999,41,,,,,4.136572533752769e-05
,18049,41,,,,,4.136572533752769e-05
,18099,41,,,,,4.136572533752769e-05
,18149,41,,,,,4.136851930525154e-05
,18199,41,,,,,4.1484934627078474e-05
,18249,41,,,,,4.1568757296772674e-05
,18299,41,,,,,4.158552110311575e-05
,18349,41,,,,,4.159576565143652e-05
,18399,41,,,,,4.1603216232033446e-05
,18449,41,,,,,4.160414755460806e-05
,18460,41,11.085729598999023,0.09759999811649323,,,
,18460,41,,,0.10000000149011612,,
,18499,42,,,,,4.160414755460806e-05
,18549,42,,,,,4.160414755460806e-05
,18599,42,,,,,4.160414755460806e-05
,18649,42,,,,,4.172336412011646e-05
,18699,42,,,,,4.172336412011646e-05
,18749,42,,,,,4.172336412011646e-05
,18799,42,,,,,4.1798783058766276e-05
,18849,42,,,,,4.1801573388511315e-05
,18899,42,,,,,4.182019620202482e-05
,18949,42,,,,,4.1831368434941396e-05
,18999,42,,,,,4.182019256404601e-05
,19027,42,11.080453872680664,0.09759999811649323,,,
,19027,42,,,0.10000000149011612,,
,19049,43,,,,,4.183695637038909e-05
,19099,43,,,,,4.1837887692963704e-05
,19149,43,,,,,4.1842540667857975e-05
,19199,43,,,,,4.1842540667857975e-05
,19249,43,,,,,4.1842540667857975e-05
,19299,43,,,,,4.1842540667857975e-05
,19349,43,,,,,4.1842540667857975e-05
,19399,43,,,,,4.192916094325483e-05
,19449,43,,,,,4.192915730527602e-05
,19499,43,,,,,4.1944062104448676e-05
,19549,43,,,,,4.1928225982701406e-05
,19594,43,11.078977584838867,0.09759999811649323,,,
,19594,43,,,0.10000000149011612,,
,19599,44,,,,,4.194126813672483e-05
,19649,44,,,,,4.192356936982833e-05
,19699,44,,,,,4.1940336814150214e-05
,19749,44,,,,,4.19338139181491e-05
,19799,44,,,,,4.192356936982833e-05
,19849,44,,,,,4.1928225982701406e-05
,19899,44,,,,,4.192264168523252e-05
,19949,44,,,,,4.1914256144082174e-05
,19999,44,,,,,4.190028630546294e-05
,20049,44,,,,,4.18919044022914e-05
,20099,44,,,,,4.1907736886059865e-05
,20149,44,,,,,4.188817911199294e-05
,20161,44,11.079463958740234,0.09759999811649323,,,
,20161,44,,,0.10000000149011612,,
,20199,45,,,,,4.186303340247832e-05
,20249,45,,,,,4.188259117654525e-05
,20299,45,,,,,4.186117075732909e-05
,20349,45,,,,,4.185185389360413e-05
,20399,45,,,,,4.1842540667857975e-05
,20449,45,,,,,4.1842540667857975e-05
,20499,45,,,,,4.1842540667857975e-05
,20549,45,,,,,4.1842540667857975e-05
,20599,45,,,,,4.182391785434447e-05
,20649,45,,,,,4.1782022890402004e-05
,20699,45,,,,,4.1771778342081234e-05
,20728,45,11.080577850341797,0.09759999811649323,,,
,20728,45,,,0.10000000149011612,,
,20749,46,,,,,4.178016024525277e-05
,20799,46,,,,,4.175036519882269e-05
,20849,46,,,,,4.174198329565115e-05
,20899,46,,,,,4.172894841758534e-05
,20949,46,,,,,4.172336412011646e-05
,20999,46,,,,,4.172336412011646e-05
,21049,46,,,,,4.172336412011646e-05
,21099,46,,,,,4.172336412011646e-05
,21149,46,,,,,4.172336412011646e-05
,21199,46,,,,,4.172336412011646e-05
,21249,46,,,,,4.160414755460806e-05
,21295,46,11.085097312927246,0.09759999811649323,,,
,21295,46,,,0.10000000149011612,,
,21299,47,,,,,4.160414755460806e-05
,21349,47,,,,,4.160414755460806e-05
,21399,47,,,,,4.160414755460806e-05
,21449,47,,,,,4.137410724069923e-05
,21499,47,,,,,4.136572533752769e-05
,21549,47,,,,,4.136572533752769e-05
,21599,47,,,,,4.136572533752769e-05
,21649,47,,,,,4.126141357119195e-05
,21699,47,,,,,4.127166175749153e-05
,21749,47,,,,,4.1270726796938106e-05
,21799,47,,,,,4.1246512409998104e-05
,21849,47,,,,,4.1246512409998104e-05
,21862,47,11.090164184570312,0.09759999811649323,,,
,21862,47,,,0.10000000149011612,,
,21899,48,,,,,4.1246512409998104e-05
,21949,48,,,,,4.1246512409998104e-05
,21999,48,,,,,4.1246512409998104e-05
,22049,48,,,,,4.112731767236255e-05
,22099,48,,,,,4.112731767236255e-05
,22149,48,,,,,4.100810474483296e-05
,22199,48,,,,,4.100810474483296e-05
,22249,48,,,,,4.088888817932457e-05
,22299,48,,,,,4.088888817932457e-05
,22349,48,,,,,4.088888817932457e-05
,22399,48,,,,,4.088888817932457e-05
,22429,48,11.101776123046875,0.09759999811649323,,,
,22429,48,,,0.10000000149011612,,
,22449,49,,,,,4.088888817932457e-05
,22499,49,,,,,4.06504659622442e-05
,22549,49,,,,,4.06504659622442e-05
,22599,49,,,,,4.06504659622442e-05
,22649,49,,,,,4.06504659622442e-05
,22699,49,,,,,4.06504659622442e-05
,22749,49,,,,,4.06504659622442e-05
,22799,49,,,,,4.053125303471461e-05
,22849,49,,,,,4.053125303471461e-05
,22899,49,,,,,4.041204010718502e-05
,22949,49,,,,,4.041204010718502e-05
,22996,49,11.1132230758667,0.09759999811649323,,,
,22996,49,,,0.10000000149011612,,
,22999,50,,,,,4.029283081763424e-05
,23049,50,,,,,4.029283081763424e-05
,23099,50,,,,,4.029283081763424e-05
,23149,50,,,,,4.0173614252125844e-05
,23199,50,,,,,4.0054401324596256e-05
,23249,50,,,,,4.0054401324596256e-05
,23299,50,,,,,3.993519567302428e-05
,23349,50,,,,,3.993519567302428e-05
,23399,50,,,,,3.993519567302428e-05
,23449,50,,,,,3.9815979107515886e-05
,23499,50,,,,,3.9815979107515886e-05
,23549,50,,,,,3.9815979107515886e-05
,23563,50,11.12545108795166,0.09759999811649323,,,
,23563,50,,,0.10000000149011612,,
,23599,51,,,,,3.96967661799863e-05
,23649,51,,,,,3.9577571442350745e-05
,23699,51,,,,,3.9577571442350745e-05
,23749,51,,,,,3.9577571442350745e-05
,23799,51,,,,,3.9577571442350745e-05
,23849,51,,,,,3.9577571442350745e-05
,23899,51,,,,,3.945835851482116e-05
,23949,51,,,,,3.933914558729157e-05
,23999,51,,,,,3.933914558729157e-05
,24049,51,,,,,3.921993629774079e-05
,24099,51,,,,,3.921993629774079e-05
,24130,51,11.139923095703125,0.09759999811649323,,,
,24130,51,,,0.10000000149011612,,
,24149,52,,,,,3.921993629774079e-05
,24199,52,,,,,3.898151044268161e-05
,24249,52,,,,,3.898151044268161e-05
,24299,52,,,,,3.8862319343024865e-05
,24349,52,,,,,3.8862319343024865e-05
,24399,52,,,,,3.8862319343024865e-05
,24449,52,,,,,3.8743110053474084e-05
,24499,52,,,,,3.8743110053474084e-05
,24549,52,,,,,3.8623897125944495e-05
,24599,52,,,,,3.8623897125944495e-05
,24649,52,,,,,3.850468419841491e-05
,24697,52,11.153836250305176,0.09759999811649323,,,
,24697,52,,,0.10000000149011612,,
,24699,53,,,,,3.85046805604361e-05
,24749,53,,,,,3.85046805604361e-05
,24799,53,,,,,3.85046805604361e-05
,24849,53,,,,,3.826626198133454e-05
,24899,53,,,,,3.826626198133454e-05
,24949,53,,,,,3.826626198133454e-05
,24999,53,,,,,3.826626198133454e-05
,25049,53,,,,,3.814707088167779e-05
,25099,53,,,,,3.814707088167779e-05
,25149,53,,,,,3.80278579541482e-05
,25199,53,,,,,3.790864138863981e-05
,25249,53,,,,,3.790864138863981e-05
,25264,53,11.171238899230957,0.09759999811649323,,,
,25264,53,,,0.10000000149011612,,
,25299,54,,,,,3.7789435737067834e-05
,25349,54,,,,,3.7670222809538245e-05
,25399,54,,,,,3.755100624402985e-05
,25449,54,,,,,3.755100624402985e-05
,25499,54,,,,,3.755100624402985e-05
,25549,54,,,,,3.743179331650026e-05
,25599,54,,,,,3.743179331650026e-05
,25649,54,,,,,3.743179331650026e-05
,25699,54,,,,,3.743179331650026e-05
,25749,54,,,,,3.719337109941989e-05
,25799,54,,,,,3.719337109941989e-05
,25831,54,11.185412406921387,0.09759999811649323,,,
,25831,54,,,0.10000000149011612,,
,25849,55,,,,,3.719337109941989e-05
,25899,55,,,,,3.719337109941989e-05
,25949,55,,,,,3.7074158171890303e-05
,25999,55,,,,,3.6954945244360715e-05
,26049,55,,,,,3.6954945244360715e-05
,26099,55,,,,,3.6835735954809934e-05
,26149,55,,,,,3.6835735954809934e-05
,26199,55,,,,,3.6835735954809934e-05
,26249,55,,,,,3.6597313737729564e-05
,26299,55,,,,,3.647811900009401e-05
,26349,55,,,,,3.647811900009401e-05
,26398,55,11.202837944030762,0.09759999811649323,,,
,26398,55,,,0.10000000149011612,,
,26399,56,,,,,3.647811900009401e-05
,26449,56,,,,,3.647811900009401e-05
,26499,56,,,,,3.635890607256442e-05
,26549,56,,,,,3.635890607256442e-05
,26599,56,,,,,3.623970042099245e-05
,26649,56,,,,,3.623970042099245e-05
,26699,56,,,,,3.612048749346286e-05
,26749,56,,,,,3.612048749346286e-05
,26799,56,,,,,3.612048749346286e-05
,26849,56,,,,,3.612048749346286e-05
,26899,56,,,,,3.5882061638403684e-05
,26949,56,,,,,3.5882061638403684e-05
,26965,56,11.21847152709961,0.09759999811649323,,,
,26965,56,,,0.10000000149011612,,
,26999,57,,,,,3.5882061638403684e-05
,27049,57,,,,,3.5762848710874096e-05
