step,train_loss,epoch,val_loss,val_acc,test_acc,train_acc
49,2.6412551403045654,0,,,,
99,2.555525302886963,0,,,,
149,2.5193183422088623,0,,,,
199,2.110889434814453,0,,,,
249,2.0439870357513428,0,,,,
299,2.010050058364868,0,,,,
312,,0,2.086761236190796,0.2159000039100647,,
312,,0,,,0.24159415066242218,0.18022499978542328
349,2.056199550628662,1,,,,
399,1.9430538415908813,1,,,,
449,1.9359631538391113,1,,,,
499,1.8716237545013428,1,,,,
549,1.8829169273376465,1,,,,
599,2.036821126937866,1,,,,
625,,1,1.8896465301513672,0.28200000524520874,,
625,,1,,,0.29479825496673584,0.2563999891281128
649,1.7940590381622314,2,,,,
699,1.9196265935897827,2,,,,
749,1.889205813407898,2,,,,
799,1.872148871421814,2,,,,
849,1.8997693061828613,2,,,,
899,1.8298661708831787,2,,,,
938,,2,1.7542856931686401,0.3222000002861023,,
938,,2,,,0.3471123278141022,0.2944749891757965
949,1.818141222000122,3,,,,
999,1.8614161014556885,3,,,,
1049,1.8167387247085571,3,,,,
1099,1.675281286239624,3,,,,
1149,1.775247573852539,3,,,,
1199,1.5551191568374634,3,,,,
1249,1.7698153257369995,3,,,,
1251,,3,1.768019199371338,0.33559998869895935,,
1251,,3,,,0.3828125,0.3375000059604645
1299,1.5971189737319946,4,,,,
1349,1.6792340278625488,4,,,,
1399,1.7052932977676392,4,,,,
1449,1.887113094329834,4,,,,
1499,1.6341075897216797,4,,,,
1549,1.649198293685913,4,,,,
1564,,4,1.6852904558181763,0.36640000343322754,,
1564,,4,,,0.4124802350997925,0.37915000319480896
1599,1.6647543907165527,5,,,,
1649,1.6578369140625,5,,,,
1699,1.7160658836364746,5,,,,
1749,1.4415861368179321,5,,,,
1799,1.5303813219070435,5,,,,
1849,1.5236968994140625,5,,,,
1877,,5,1.5316612720489502,0.44029998779296875,,
1877,,5,,,0.46143195033073425,0.41475000977516174
1899,1.5788981914520264,6,,,,
1949,1.469274878501892,6,,,,
1999,1.3603225946426392,6,,,,
2049,1.5513933897018433,6,,,,
2099,1.4978116750717163,6,,,,
2149,1.4387164115905762,6,,,,
2190,,6,1.4146870374679565,0.4794999957084656,,
2190,,6,,,0.4801226258277893,0.4559749960899353
2199,1.3598377704620361,7,,,,
2249,1.4662773609161377,7,,,,
2299,1.492635726928711,7,,,,
2349,1.3345980644226074,7,,,,
2399,1.3174161911010742,7,,,,
2449,1.4877240657806396,7,,,,
2499,1.240797519683838,7,,,,
2503,,7,1.408690094947815,0.4970000088214874,,
2503,,7,,,0.5345134735107422,0.4932500123977661
2549,1.3437516689300537,8,,,,
2599,1.3602385520935059,8,,,,
2649,1.4532825946807861,8,,,,
2699,1.381032943725586,8,,,,
2749,1.3260149955749512,8,,,,
2799,1.2000060081481934,8,,,,
2816,,8,1.267859935760498,0.5295000076293945,,
2816,,8,,,0.5218552350997925,0.5286750197410583
2849,1.275286078453064,9,,,,
2899,1.0751221179962158,9,,,,
2949,1.2697758674621582,9,,,,
2999,1.1816786527633667,9,,,,
3049,1.1528648138046265,9,,,,
3099,1.3722697496414185,9,,,,
3129,,9,1.2237313985824585,0.5551000237464905,,
3129,,9,,,0.5756527185440063,0.5586249828338623
3149,1.4416594505310059,10,,,,
3199,1.1066604852676392,10,,,,
3249,1.2559435367584229,10,,,,
3299,1.2404389381408691,10,,,,
3349,1.2092266082763672,10,,,,
3399,1.1558079719543457,10,,,,
3442,,10,1.1947696208953857,0.5802000164985657,,
3442,,10,,,0.603342592716217,0.5824249982833862
3449,0.9097086191177368,11,,,,
3499,0.9206549525260925,11,,,,
3549,0.8182322978973389,11,,,,
3599,0.845583975315094,11,,,,
3649,0.8464579582214355,11,,,,
3699,1.1654915809631348,11,,,,
3749,1.003709316253662,11,,,,
3755,,11,0.6247037649154663,0.607699990272522,,
3755,,11,,,0.6082871556282043,0.5681999921798706
3799,0.08385753631591797,12,,,,
3849,0.42355477809906006,12,,,,
3899,0.01101171225309372,12,,,,
3949,0.11600574851036072,12,,,,
3999,0.40837380290031433,12,,,,
4049,0.11445292085409164,12,,,,
4068,,12,0.851807713508606,0.4984000027179718,,
4068,,12,,,0.5681368708610535,0.5655750036239624
4099,-0.6308470964431763,13,,,,
4149,-0.33914434909820557,13,,,,
4199,-0.9993308782577515,13,,,,
4249,-0.49493682384490967,13,,,,
4299,-0.9720605611801147,13,,,,
4349,-0.4046647548675537,13,,,,
4381,,13,-0.7311453223228455,0.6086999773979187,,
4381,,13,,,0.5914754867553711,0.5720250010490417
4399,-1.5323622226715088,14,,,,
4449,-0.913657009601593,14,,,,
4499,-1.145996332168579,14,,,,
4549,-1.1701810359954834,14,,,,
4599,-1.0781728029251099,14,,,,
4649,-2.038161277770996,14,,,,
4694,,14,-0.5392773151397705,0.5320000052452087,,
4694,,14,,,0.5803995132446289,0.5863749980926514
4699,-1.8988901376724243,15,,,,
4749,-2.3118457794189453,15,,,,
4799,-1.3929862976074219,15,,,,
4849,-2.4394822120666504,15,,,,
4899,-2.461031436920166,15,,,,
4949,-2.3488049507141113,15,,,,
4999,-1.4984544515609741,15,,,,
5007,,15,-2.1990129947662354,0.5837000012397766,,
5007,,15,,,0.6147152185440063,0.6023749709129333
5049,-3.8406591415405273,16,,,,
5099,-3.678959369659424,16,,,,
5149,-2.8767447471618652,16,,,,
5199,-3.64151930809021,16,,,,
5249,-3.8587191104888916,16,,,,
5299,-3.5543558597564697,16,,,,
5320,,16,-2.5489566326141357,0.5873000025749207,,
5320,,16,,,0.6274722814559937,0.6170250177383423
5349,-4.671417236328125,17,,,,
5399,-3.471071720123291,17,,,,
5449,-4.441716194152832,17,,,,
5499,-4.4842424392700195,17,,,,
5549,-4.053295135498047,17,,,,
5599,-3.6990292072296143,17,,,,
5633,,17,-4.284039497375488,0.6316999793052673,,
5633,,17,,,0.6386471390724182,0.6278250217437744
5649,-5.960601329803467,18,,,,
5699,-4.916201591491699,18,,,,
5749,-5.123285293579102,18,,,,
5799,-5.992861747741699,18,,,,
5849,-6.098876476287842,18,,,,
5899,-4.8680009841918945,18,,,,
5946,,18,-3.506134033203125,0.5746999979019165,,
5946,,18,,,0.6447784900665283,0.6355249881744385
5949,-5.7394795417785645,19,,,,
5999,-6.716619491577148,19,,,,
6049,-6.121299743652344,19,,,,
6099,-6.610146522521973,19,,,,
6149,-6.474832534790039,19,,,,
6199,-7.279925346374512,19,,,,
6249,-6.471200466156006,19,,,,
6259,,19,-6.499378681182861,0.6690000295639038,,
6259,,19,,,0.667820394039154,0.6440749764442444
6299,-7.158347129821777,20,,,,
6349,-7.931433200836182,20,,,,
6399,-7.215793609619141,20,,,,
6449,-7.914595127105713,20,,,,
6499,-6.652397155761719,20,,,,
6549,-6.910172462463379,20,,,,
6572,,20,-7.199032783508301,0.6699000000953674,,
6572,,20,,,0.657436728477478,0.6575999855995178
6599,-8.52161979675293,21,,,,
6649,-8.71979808807373,21,,,,
6699,-7.836637496948242,21,,,,
6749,-8.349696159362793,21,,,,
6799,-8.806024551391602,21,,,,
6849,-8.695175170898438,21,,,,
6885,,21,-8.198352813720703,0.6471999883651733,,
6885,,21,,,0.678500771522522,0.673675000667572
6899,-9.050639152526855,22,,,,
6949,-10.146483421325684,22,,,,
6999,-9.931864738464355,22,,,,
7049,-9.584258079528809,22,,,,
7099,-9.192355155944824,22,,,,
7149,-8.061342239379883,22,,,,
7198,,22,-8.987384796142578,0.6459000110626221,,
7198,,22,,,0.6918512582778931,0.6754000186920166
7199,-10.27570629119873,23,,,,
7249,-10.882630348205566,23,,,,
7299,-10.833028793334961,23,,,,
7349,-10.14315128326416,23,,,,
7399,-10.266307830810547,23,,,,
7449,-10.673585891723633,23,,,,
7499,-9.504100799560547,23,,,,
7511,,23,-9.551119804382324,0.6363000273704529,,
7511,,23,,,0.6710838675498962,0.6839749813079834
7549,-11.523514747619629,24,,,,
7599,-12.551512718200684,24,,,,
7649,-11.315868377685547,24,,,,
7699,-12.54094123840332,24,,,,
7749,-11.89360523223877,24,,,,
7799,-11.795343399047852,24,,,,
7824,,24,-11.321615219116211,0.667900025844574,,
7824,,24,,,0.6835442781448364,0.6903499960899353
7849,-12.888315200805664,25,,,,
7899,-12.683969497680664,25,,,,
7949,-13.694129943847656,25,,,,
7999,-12.417338371276855,25,,,,
8049,-12.400564193725586,25,,,,
8099,-13.680015563964844,25,,,,
8137,,25,-12.760322570800781,0.6955999732017517,,
8137,,25,,,0.7011471390724182,0.6935499906539917
8149,-13.25417423248291,26,,,,
8199,-14.594247817993164,26,,,,
8249,-13.91912841796875,26,,,,
8299,-14.641366958618164,26,,,,
8349,-12.970954895019531,26,,,,
8399,-14.01720142364502,26,,,,
8449,-14.96445369720459,26,,,,
8450,,26,-13.973345756530762,0.7128999829292297,,
8450,,26,,,0.7085641026496887,0.7024250030517578
8499,-14.197601318359375,27,,,,
8549,-15.315668106079102,27,,,,
8599,-15.491510391235352,27,,,,
8649,-15.051969528198242,27,,,,
8699,-14.257001876831055,27,,,,
8749,-15.2386474609375,27,,,,
8763,,27,-14.585195541381836,0.6825000047683716,,
8763,,27,,,0.7029272317886353,0.7035499811172485
8799,-17.148595809936523,28,,,,
8849,-15.705299377441406,28,,,,
8899,-16.755725860595703,28,,,,
8949,-16.014619827270508,28,,,,
8999,-16.219289779663086,28,,,,
9049,-15.959651947021484,28,,,,
9076,,28,-15.721940994262695,0.694599986076355,,
9076,,28,,,0.722507894039154,0.7045750021934509
9099,-16.722929000854492,29,,,,
9149,-16.831478118896484,29,,,,
9199,-17.13001251220703,29,,,,
9249,-16.679447174072266,29,,,,
9299,-15.92590045928955,29,,,,
9349,-17.821563720703125,29,,,,
9389,,29,-16.15128517150879,0.6651999950408936,,
9389,,29,,,0.6956091523170471,0.7124500274658203
9399,-18.24504852294922,30,,,,
9449,-18.682231903076172,30,,,,
9499,-18.507307052612305,30,,,,
9549,-19.41387176513672,30,,,,
9599,-19.10009765625,30,,,,
9649,-17.89187240600586,30,,,,
9699,-18.98143196105957,30,,,,
9702,,30,-18.21649932861328,0.7192000150680542,,
9702,,30,,,0.6982792615890503,0.7127000093460083
9749,-20.180509567260742,31,,,,
9799,-21.397050857543945,31,,,,
9849,-20.920774459838867,31,,,,
9899,-20.9616641998291,31,,,,
9949,-21.203733444213867,31,,,,
9999,-21.753822326660156,31,,,,
10015,,31,-21.428457260131836,0.6190000176429749,,
10015,,31,,,0.6537777185440063,0.6401749849319458
10049,-22.995820999145508,32,,,,
10099,-22.43808364868164,32,,,,
10149,-22.333147048950195,32,,,,
10199,-22.530414581298828,32,,,,
10249,-22.424814224243164,32,,,,
10299,-22.79966926574707,32,,,,
10328,,32,-22.71102523803711,0.6071000099182129,,
10328,,32,,,0.6428006291389465,0.6298999786376953
10349,-24.162181854248047,33,,,,
10399,-23.763635635375977,33,,,,
10449,-24.181550979614258,33,,,,
10499,-23.996517181396484,33,,,,
10549,-24.356849670410156,33,,,,
10599,-23.471893310546875,33,,,,
10641,,33,-23.860849380493164,0.6301000118255615,,
10641,,33,,,0.6432951092720032,0.6376000046730042
10649,-25.553707122802734,34,,,,
10699,-24.931529998779297,34,,,,
10749,-24.660602569580078,34,,,,
10799,-25.018081665039062,34,,,,
10849,-24.648218154907227,34,,,,
10899,-24.34897232055664,34,,,,
10949,-25.491153717041016,34,,,,
10954,,34,-24.865497589111328,0.6029000282287598,,
10954,,34,,,0.6387460231781006,0.6211749911308289
10999,-25.727094650268555,35,,,,
11049,-26.22745704650879,35,,,,
11099,-25.89585304260254,35,,,,
11149,-25.607576370239258,35,,,,
11199,-25.82845115661621,35,,,,
11249,-25.92830467224121,35,,,,
11267,,35,-26.125625610351562,0.5697000026702881,,
11267,,35,,,0.6032436490058899,0.6313250064849854
11299,-27.30731201171875,36,,,,
11349,-27.472888946533203,36,,,,
11399,-27.697568893432617,36,,,,
11449,-27.041242599487305,36,,,,
11499,-27.498611450195312,36,,,,
11549,-26.906455993652344,36,,,,
11580,,36,-27.587047576904297,0.6471999883651733,,
11580,,36,,,0.6571400165557861,0.6320250034332275
11599,-28.193912506103516,37,,,,
11649,-28.462142944335938,37,,,,
11699,-28.83672332763672,37,,,,
11749,-28.380348205566406,37,,,,
11799,-28.186325073242188,37,,,,
11849,-28.91547393798828,37,,,,
11893,,37,-28.146940231323242,0.5504000186920166,,
11893,,37,,,0.6029469966888428,0.628125011920929
11899,-28.613418579101562,38,,,,
11949,-30.439149856567383,38,,,,
11999,-29.155357360839844,38,,,,
12049,-29.22255516052246,38,,,,
12099,-29.919889450073242,38,,,,
12149,-29.212337493896484,38,,,,
12199,-30.347856521606445,38,,,,
12206,,38,-30.00593376159668,0.6229000091552734,,
12206,,38,,,0.6441851258277893,0.6294249892234802
12249,-30.439117431640625,39,,,,
12299,-30.573101043701172,39,,,,
12349,-30.564306259155273,39,,,,
12399,-30.14226722717285,39,,,,
12449,-30.1654052734375,39,,,,
12499,-31.035865783691406,39,,,,
12519,,39,-30.26103973388672,0.5357000231742859,,
12519,,39,,,0.6121439933776855,0.6176249980926514
12549,-30.167003631591797,40,,,,
12599,-30.49204444885254,40,,,,
12649,-30.99529457092285,40,,,,
12699,-30.538711547851562,40,,,,
12749,-30.23224639892578,40,,,,
12799,-30.421710968017578,40,,,,
12832,,40,-30.618627548217773,0.5525000095367432,,
12832,,40,,,0.597804605960846,0.625
12849,-30.445980072021484,41,,,,
12899,-30.451866149902344,41,,,,
12949,-30.865707397460938,41,,,,
12999,-31.19438934326172,41,,,,
13049,-30.819496154785156,41,,,,
13099,-30.933082580566406,41,,,,
13145,,41,-30.759384155273438,0.6105999946594238,,
13145,,41,,,0.631625771522522,0.6247249841690063
13149,-30.27004623413086,42,,,,
13199,-30.523035049438477,42,,,,
13249,-30.540416717529297,42,,,,
13299,-30.581558227539062,42,,,,
13349,-30.104829788208008,42,,,,
13399,-31.242263793945312,42,,,,
13449,-30.659507751464844,42,,,,
13458,,42,-30.921428680419922,0.6273000240325928,,
13458,,42,,,0.6454707384109497,0.6215000152587891
13499,-30.843448638916016,43,,,,
13549,-30.260190963745117,43,,,,
13599,-30.4357967376709,43,,,,
13649,-30.45842742919922,43,,,,
13699,-31.10091209411621,43,,,,
13749,-31.264928817749023,43,,,,
13771,,43,-30.818511962890625,0.63919997215271,,
13771,,43,,,0.6427017450332642,0.6306999921798706
13799,-30.55309295654297,44,,,,
13849,-30.152034759521484,44,,,,
13899,-30.318647384643555,44,,,,
13949,-31.474178314208984,44,,,,
13999,-30.69106101989746,44,,,,
14049,-30.93349266052246,44,,,,
14084,,44,-30.755508422851562,0.6258000135421753,,
14084,,44,,,0.6414161324501038,0.6270250082015991
14099,-31.56255340576172,45,,,,
14149,-30.72311782836914,45,,,,
14199,-31.002153396606445,45,,,,
14249,-30.760417938232422,45,,,,
14299,-31.3837890625,45,,,,
14349,-30.38186264038086,45,,,,
14397,,45,-30.806903839111328,0.6050000190734863,,
14397,,45,,,0.6082871556282043,0.6392750144004822
14399,-30.274911880493164,46,,,,
14449,-30.550554275512695,46,,,,
14499,-30.989788055419922,46,,,,
14549,-30.633310317993164,46,,,,
14599,-31.105024337768555,46,,,,
14649,-30.074230194091797,46,,,,
14699,-30.882286071777344,46,,,,
14710,,46,-30.950124740600586,0.5928999781608582,,
14710,,46,,,0.6135284900665283,0.6183500289916992
14749,-30.5495662689209,47,,,,
14799,-30.458675384521484,47,,,,
14849,-30.294166564941406,47,,,,
14899,-30.467674255371094,47,,,,
14949,-30.444108963012695,47,,,,
14999,-30.734521865844727,47,,,,
15023,,47,-30.649410247802734,0.6065000295639038,,
15023,,47,,,0.6347903609275818,0.6166750192642212
15049,-30.405818939208984,48,,,,
15099,-30.551000595092773,48,,,,
15149,-30.923709869384766,48,,,,
15199,-30.830469131469727,48,,,,
15249,-30.993724822998047,48,,,,
15299,-30.95370864868164,48,,,,
15336,,48,-30.64495277404785,0.5819000005722046,,
15336,,48,,,0.599782407283783,0.6355999708175659
15349,-30.856985092163086,49,,,,
15399,-30.400558471679688,49,,,,
15449,-31.140058517456055,49,,,,
15499,-30.803543090820312,49,,,,
15549,-30.25387191772461,49,,,,
15599,-30.24672508239746,49,,,,
15649,-31.325054168701172,49,,,,
15649,,49,-30.795259475708008,0.6406999826431274,,
15649,,49,,,0.649624228477478,0.6213499903678894
15699,-30.908611297607422,50,,,,
15749,-31.09035873413086,50,,,,
15799,-29.846275329589844,50,,,,
15849,-30.88967514038086,50,,,,
15899,-30.26576042175293,50,,,,
15949,-30.933475494384766,50,,,,
15962,,50,-30.56473731994629,0.6226000189781189,,
15962,,50,,,0.6398338675498962,0.6201249957084656
15999,-30.481922149658203,51,,,,
16049,-30.69460105895996,51,,,,
16099,-30.961776733398438,51,,,,
16149,-30.34861946105957,51,,,,
16199,-30.813024520874023,51,,,,
16249,-30.74909019470215,51,,,,
16275,,51,-30.874496459960938,0.5598000288009644,,
16275,,51,,,0.6158030033111572,0.6162750124931335
16299,-30.2028865814209,52,,,,
16349,-30.880773544311523,52,,,,
16399,-30.770517349243164,52,,,,
16449,-30.22555923461914,52,,,,
16499,-31.021873474121094,52,,,,
16549,-30.039691925048828,52,,,,
16588,,52,-30.96417808532715,0.6611999869346619,,
16588,,52,,,0.6540743708610535,0.6216999888420105
16599,-30.753158569335938,53,,,,
16649,-30.461702346801758,53,,,,
16699,-31.282386779785156,53,,,,
16749,-30.882057189941406,53,,,,
16799,-30.83560562133789,53,,,,
16849,-30.652328491210938,53,,,,
16899,-30.78461456298828,53,,,,
16901,,53,-31.030075073242188,0.614799976348877,,
16901,,53,,,0.6127373576164246,0.6276249885559082
16949,-30.383764266967773,54,,,,
16999,-30.65053939819336,54,,,,
17049,-31.224660873413086,54,,,,
17099,-30.355566024780273,54,,,,
17149,-30.293367385864258,54,,,,
17199,-31.162738800048828,54,,,,
17214,,54,-31.007150650024414,0.6539999842643738,,
17214,,54,,,0.6545688509941101,0.6330749988555908
17249,-30.593341827392578,55,,,,
17299,-30.591659545898438,55,,,,
17349,-30.982242584228516,55,,,,
17399,-31.016719818115234,55,,,,
17449,-31.16075325012207,55,,,,
17499,-30.965660095214844,55,,,,
17527,,55,-30.753278732299805,0.6141999959945679,,
17527,,55,,,0.6236155033111572,0.6405749917030334
17549,-30.783742904663086,56,,,,
17599,-30.38172149658203,56,,,,
17649,-31.112327575683594,56,,,,
17699,-29.563024520874023,56,,,,
17749,-31.609848022460938,56,,,,
17799,-30.84626007080078,56,,,,
17840,,56,-30.52509117126465,0.6485000252723694,,
17840,,56,,,0.6268789768218994,0.612975001335144
17849,-30.240427017211914,57,,,,
17899,-30.72458267211914,57,,,,
17949,-30.454784393310547,57,,,,
17999,-30.35608673095703,57,,,,
18049,-29.982969284057617,57,,,,
18099,-30.496166229248047,57,,,,
18149,-30.656923294067383,57,,,,
18153,,57,-30.53807258605957,0.600600004196167,,
18153,,57,,,0.6152096390724182,0.6260499954223633
18199,-30.889739990234375,58,,,,
18249,-30.799169540405273,58,,,,
18299,-30.493410110473633,58,,,,
18349,-31.52323341369629,58,,,,
18399,-31.847070693969727,58,,,,
18449,-29.880661010742188,58,,,,
18466,,58,-31.009138107299805,0.6462000012397766,,
18466,,58,,,0.6474485993385315,0.6348000168800354
18499,-30.80112648010254,59,,,,
18549,-30.3136043548584,59,,,,
18599,-31.529640197753906,59,,,,
18649,-30.65889549255371,59,,,,
18699,-30.619752883911133,59,,,,
18749,-30.921730041503906,59,,,,
18779,,59,-30.408708572387695,0.5568000078201294,,
18779,,59,,,0.6273733973503113,0.62152498960495
18799,-30.660579681396484,60,,,,
18849,-30.658369064331055,60,,,,
18899,-31.306957244873047,60,,,,
18949,-30.90397071838379,60,,,,
18999,-31.02773094177246,60,,,,
19049,-31.4126033782959,60,,,,
19092,,60,-31.461618423461914,0.7283999919891357,,
19092,,60,,,0.7009493708610535,0.6937999725341797
19099,-31.620237350463867,61,,,,
19149,-31.660799026489258,61,,,,
