step,train_loss,epoch,test_acc,train_acc
49,3.8788034915924072,0,,
99,3.678227663040161,0,,
149,3.4463095664978027,0,,
199,3.2819907665252686,0,,
249,3.379570484161377,0,,
299,3.1713621616363525,0,,
349,2.8782012462615967,0,,
389,,0,0.4950000047683716,0.365234375
399,2.5605053901672363,1,,
449,2.676262855529785,1,,
499,2.6306986808776855,1,,
549,2.450237989425659,1,,
599,2.5952446460723877,1,,
649,2.5309386253356934,1,,
699,2.802727460861206,1,,
749,2.6830875873565674,1,,
779,,1,0.6445000171661377,0.5123497843742371
799,2.56567645072937,2,,
849,2.400104522705078,2,,
899,2.6344354152679443,2,,
949,2.2780778408050537,2,,
999,2.435943841934204,2,,
1049,2.3831496238708496,2,,
1099,2.3301467895507812,2,,
1149,2.3705501556396484,2,,
1169,,2,0.7251999974250793,0.5776242017745972
1199,2.057551860809326,3,,
1249,2.1942858695983887,3,,
1299,2.067760467529297,3,,
1349,2.3016910552978516,3,,
1399,2.178557872772217,3,,
1449,2.17407488822937,3,,
1499,2.0130369663238525,3,,
1549,2.168991804122925,3,,
1559,,3,0.7336999773979187,0.6182692050933838
1599,2.119020938873291,4,,
1649,2.0967371463775635,4,,
1699,2.0533204078674316,4,,
1749,2.1409173011779785,4,,
1799,2.0841143131256104,4,,
1849,1.989888072013855,4,,
1899,2.506455421447754,4,,
1949,1.965706467628479,4,,
1949,,4,0.7793999910354614,0.6408753991127014
1999,2.0971171855926514,5,,
2049,2.0181870460510254,5,,
2099,1.930155873298645,5,,
2149,1.6149600744247437,5,,
2199,1.9878178834915161,5,,
2249,1.9493998289108276,5,,
2299,2.0141348838806152,5,,
2339,,5,0.8040000200271606,0.659375011920929
2349,1.9916619062423706,6,,
2399,1.5534292459487915,6,,
2449,1.8478081226348877,6,,
2499,1.8441818952560425,6,,
2549,1.8791413307189941,6,,
2599,2.2790634632110596,6,,
2649,1.689542293548584,6,,
2699,2.0142674446105957,6,,
2729,,6,0.8033999800682068,0.6716145873069763
2749,1.727555751800537,7,,
2799,1.7747061252593994,7,,
2849,1.6721477508544922,7,,
2899,1.9163336753845215,7,,
2949,1.8035976886749268,7,,
2999,1.588846206665039,7,,
3049,1.7512646913528442,7,,
3099,1.6474153995513916,7,,
3119,,7,0.8342999815940857,0.6839442849159241
3149,1.6507893800735474,8,,
3199,1.8161861896514893,8,,
3249,1.6967889070510864,8,,
3299,1.4155900478363037,8,,
3349,1.8704391717910767,8,,
3399,1.9703774452209473,8,,
3449,1.608853816986084,8,,
3499,1.7881633043289185,8,,
3509,,8,0.8331999778747559,0.691877007484436
3549,1.742844820022583,9,,
3599,1.6771352291107178,9,,
3649,1.4247074127197266,9,,
3699,1.5164768695831299,9,,
3749,1.5347461700439453,9,,
3799,1.2937414646148682,9,,
3849,1.6782962083816528,9,,
3899,1.4255343675613403,9,,
3899,,9,0.8307999968528748,0.6982271671295166
3949,1.6966679096221924,10,,
