step,epoch,train_loss,val_loss,val_acc,test_acc,train_acc
49,0,1.688124656677246,,,,
99,0,1.7327780723571777,,,,
149,0,1.5446728467941284,,,,
199,0,1.5010501146316528,,,,
249,0,1.2467353343963623,,,,
299,0,1.3158338069915771,,,,
311,0,,2.845346450805664,0.36070001125335693,,
311,0,,,,0.38839998841285706,0.33498597145080566
349,1,1.244344711303711,,,,
399,1,0.8171093463897705,,,,
449,1,0.8589324951171875,,,,
499,1,0.9410279989242554,,,,
549,1,0.8240208625793457,,,,
599,1,1.0852833986282349,,,,
623,1,,1.491864800453186,0.5274999737739563,,
623,1,,,,0.5837000012397766,0.46727263927459717
649,2,0.3768256902694702,,,,
699,2,0.4406161308288574,,,,
749,2,0.5761915445327759,,,,
799,2,0.17062783241271973,,,,
849,2,0.7516782283782959,,,,
899,2,0.3788715600967407,,,,
935,2,,1.6210788488388062,0.5164999961853027,,
935,2,,,,0.5690000057220459,0.5478765964508057
949,3,0.06405436992645264,,,,
999,3,-0.14574337005615234,,,,
1049,3,-0.3892550468444824,,,,
1099,3,-0.6022123098373413,,,,
1149,3,-0.33930134773254395,,,,
1199,3,-0.5965542793273926,,,,
1247,3,,1.3455153703689575,0.6098999977111816,,
1247,3,,,,0.6952000260353088,0.5976812839508057
1249,4,-0.7366749048233032,,,,
1299,4,-1.266900658607483,,,,
1349,4,-0.7593246698379517,,,,
1399,4,-0.6549794673919678,,,,
1449,4,-1.1917462348937988,,,,
1499,4,-0.8287252187728882,,,,
1549,4,-0.7127281427383423,,,,
1559,4,,1.320227861404419,0.6366000175476074,,
1559,4,,,,0.7217000126838684,0.6392227411270142
1599,5,-1.2583736181259155,,,,
1649,5,-1.5597809553146362,,,,
1699,5,-2.045459508895874,,,,
1749,5,-1.4711968898773193,,,,
1799,5,-1.8680071830749512,,,,
1849,5,-1.5614434480667114,,,,
1871,5,,1.407081961631775,0.646399974822998,,
1871,5,,,,0.7307999730110168,0.6669921875
1899,6,-2.420008420944214,,,,
1949,6,-2.5477943420410156,,,,
1999,6,-1.8946387767791748,,,,
2049,6,-1.8480561971664429,,,,
2099,6,-2.611701726913452,,,,
2149,6,-1.8993571996688843,,,,
2183,6,,1.3580161333084106,0.6830999851226807,,
2183,6,,,,0.7742000222206116,0.6919320821762085
2199,7,-3.0351815223693848,,,,
2249,7,-3.145993947982788,,,,
