train_loss2,train_loss1,epoch,step,train_acc2,test_acc,train_acc1
0.015004058368504047,0.015158900991082191,0,49,,,
0.01398997288197279,0.013590569607913494,0,99,,,
0.014929047785699368,0.01413397490978241,0,149,,,
0.013891732320189476,0.01396887470036745,0,199,,,
0.01345542911440134,0.013162534683942795,0,249,,,
0.01270939689129591,0.013604407198727131,0,299,,,
0.01337809395045042,0.013440074399113655,0,349,,,
,,0,389,0.34262821078300476,0.5295000076293945,0.36921074986457825
0.013132290914654732,0.011899266391992569,1,399,,,
0.01231490820646286,0.011957762762904167,1,449,,,
0.011147028766572475,0.010477951727807522,1,499,,,
0.010910733602941036,0.010363845154643059,1,549,,,
0.011558028869330883,0.01091053057461977,1,599,,,
0.011459052562713623,0.01122191734611988,1,649,,,
0.009430809877812862,0.009418088011443615,1,699,,,
0.010656749829649925,0.010340467095375061,1,749,,,
,,1,779,0.49312901496887207,0.5730999708175659,0.5138421654701233
0.009489555843174458,0.0096561498939991,2,799,,,
0.010401234962046146,0.010041723027825356,2,849,,,
0.008303823880851269,0.007855200208723545,2,899,,,
0.007508564740419388,0.007295506540685892,2,949,,,
0.008780218660831451,0.008293992839753628,2,999,,,
0.007543436251580715,0.007642355747520924,2,1049,,,
0.00909418798983097,0.009252013638615608,2,1099,,,
0.008462703786790371,0.007873503491282463,2,1149,,,
,,2,1169,0.5615184307098389,0.6448000073432922,0.5784054398536682
0.007600579410791397,0.0063132066279649734,3,1199,,,
0.006532303057610989,0.007056972477585077,3,1249,,,
0.009060874581336975,0.00819949060678482,3,1299,,,
0.007339039351791143,0.006771076936274767,3,1349,,,
0.008252734318375587,0.00846388190984726,3,1399,,,
0.007124252617359161,0.006447612773627043,3,1449,,,
0.007057282608002424,0.007157275918871164,3,1499,,,
0.007291879970580339,0.007049245294183493,3,1549,,,
,,3,1559,0.6040664911270142,0.6909999847412109,0.6201722621917725
0.008828015998005867,0.007324197329580784,4,1599,,,
0.007397827226668596,0.006921342574059963,4,1649,,,
0.008069160394370556,0.007809292059391737,4,1699,,,
0.00682389922440052,0.005805398803204298,4,1749,,,
0.007612911053001881,0.007007787469774485,4,1799,,,
0.005302966572344303,0.005351885687559843,4,1849,,,
0.007751486264169216,0.008261357434093952,4,1899,,,
0.007319568656384945,0.007188880816102028,4,1949,,,
,,4,1949,0.6418069005012512,0.7601000070571899,0.6496394276618958
0.006068049930036068,0.0055601755157113075,5,1999,,,
0.005650509148836136,0.005344991572201252,5,2049,,,
0.0048602065071463585,0.004544274415820837,5,2099,,,
0.005788782611489296,0.006010666023939848,5,2149,,,
0.003976866137236357,0.004101935774087906,5,2199,,,
0.004050904884934425,0.0038722222670912743,5,2249,,,
0.008833510801196098,0.009880571626126766,5,2299,,,
,,5,2339,0.6652043461799622,0.7296000123023987,0.6701522469520569
0.004384779836982489,0.0038711135275661945,6,2349,,,
0.006420949939638376,0.006263281684368849,6,2399,,,
0.0052543021738529205,0.005513827316462994,6,2449,,,
0.006605703849345446,0.005519477650523186,6,2499,,,
0.00510373106226325,0.004356201738119125,6,2549,,,
0.0061281593516469,0.005389614962041378,6,2599,,,
0.0048889038152992725,0.005221526138484478,6,2649,,,
0.003936463501304388,0.0035540529061108828,6,2699,,,
,,6,2729,0.6820112466812134,0.7773000001907349,0.687339723110199
0.00452752411365509,0.004456481896340847,7,2749,,,
0.004197813104838133,0.00456326873973012,7,2799,,,
0.004282045178115368,0.0046851192601025105,7,2849,,,
0.005334870889782906,0.00545543385669589,7,2899,,,
0.0038327290676534176,0.003543053288012743,7,2949,,,
0.003797186305746436,0.003480789950117469,7,2999,,,
0.005190192721784115,0.0053255269303917885,7,3049,,,
0.0032117078080773354,0.0023346932139247656,7,3099,,,
,,7,3119,0.6963741779327393,0.7813000082969666,0.7007812261581421
0.004511131439357996,0.004338544327765703,8,3149,,,
0.0026414492167532444,0.003163185203447938,8,3199,,,
0.0020574266090989113,0.002221866277977824,8,3249,,,
0.007363170385360718,0.007086421828716993,8,3299,,,
0.0031868130899965763,0.0035478761419653893,8,3349,,,
0.004762982949614525,0.004477831069380045,8,3399,,,
0.003322080010548234,0.0027810547035187483,8,3449,,,
0.004590495023876429,0.0047606211155653,8,3499,,,
,,8,3509,0.707191526889801,0.8033999800682068,0.7091947197914124
0.003323499346151948,0.003979264758527279,9,3549,,,
0.0028577905613929033,0.002943129511550069,9,3599,,,
0.003285876475274563,0.0032040951773524284,9,3649,,,
0.002858379390090704,0.003196293255314231,9,3699,,,
0.0024487837217748165,0.0030685539823025465,9,3749,,,
0.003939306829124689,0.0037619660142809153,9,3799,,,
0.00351393548771739,0.003409154014661908,9,3849,,,
0.003505097469314933,0.0031140130013227463,9,3899,,,
,,9,3899,0.715424656867981,0.8036999702453613,0.7159254550933838
0.003833270166069269,0.0038015299942344427,10,3949,,,
0.0023512542247772217,0.001961065223440528,10,3999,,,
0.002468961291015148,0.002198742935433984,10,4049,,,
0.0016149041475728154,0.002001814544200897,10,4099,,,
0.004722910467535257,0.005253736861050129,10,4149,,,
0.004046870861202478,0.004185162018984556,10,4199,,,
0.0032948513980954885,0.003600379452109337,10,4249,,,
,,10,4289,0.7209535241127014,0.8113999962806702,0.7217347621917725
0.002101352671161294,0.0024552708491683006,11,4299,,,
0.0033752811141312122,0.0036214550491422415,11,4349,,,
0.0033700037747621536,0.00330374832265079,11,4399,,,
0.0050087617710232735,0.005153859965503216,11,4449,,,
0.0022394713014364243,0.0029013787861913443,11,4499,,,
0.004941700957715511,0.004327696748077869,11,4549,,,
0.001954711740836501,0.0023991733323782682,11,4599,,,
0.0038225988391786814,0.0033310591243207455,11,4649,,,
,,11,4679,0.7287259697914124,0.8325999975204468,0.7316706776618958
0.0026479351799935102,0.0020986914169043303,12,4699,,,
0.00231721717864275,0.0018271562876179814,12,4749,,,
0.0026054561603814363,0.002942190272733569,12,4799,,,
0.0029775474686175585,0.0031927574891597033,12,4849,,,
0.0023259094450622797,0.0025008688680827618,12,4899,,,
0.0023908859584480524,0.0025100591592490673,12,4949,,,
0.0017979996046051383,0.0009788108291104436,12,4999,,,
0.0020529732573777437,0.0021151204127818346,12,5049,,,
,,12,5069,0.7359374761581421,0.8312000036239624,0.7381811141967773
0.001993977464735508,0.0017492942279204726,13,5099,,,
0.0018814891809597611,0.0017670572269707918,13,5149,,,
