step,train_loss,epoch,val_acc,train_acc,test_acc
49,0.43744397163391113,0,,,
99,0.3763498067855835,0,,,
149,0.39307737350463867,0,,,
199,0.2933368682861328,0,,,
249,0.3141202926635742,0,,,
299,0.3284895122051239,0,,,
311,,0,0.3443000018596649,,
311,,0,,0.31663161516189575,0.3849000036716461
349,0.21523335576057434,1,,,
399,0.2952934205532074,1,,,
449,0.23174166679382324,1,,,
499,0.1368645578622818,1,,,
549,0.2206515073776245,1,,,
599,0.25015515089035034,1,,,
623,,1,0.46299999952316284,,
623,,1,,0.4278595745563507,0.5231999754905701
649,0.18531322479248047,2,,,
699,0.10470336675643921,2,,,
749,0.15948012471199036,2,,,
799,0.06934250146150589,2,,,
849,0.08488096296787262,2,,,
899,0.15851707756519318,2,,,
935,,2,0.5177000164985657,,
935,,2,,0.49366486072540283,0.5824999809265137
949,0.17457473278045654,3,,,
999,0.03961732238531113,3,,,
1049,0.04101940244436264,3,,,
1099,0.06488156318664551,3,,,
1149,0.05990305915474892,3,,,
1199,0.10404667258262634,3,,,
1247,,3,0.5680000185966492,,
1247,,3,,0.5406901240348816,0.6341000199317932
1249,0.011748459190130234,4,,,
1299,0.06765254586935043,4,,,
1349,0.0060248952358961105,4,,,
1399,0.00043226033449172974,4,,,
1449,0.02623670920729637,4,,,
1499,0.029323313385248184,4,,,
1549,-0.01868235506117344,4,,,
1559,,4,0.5687999725341797,,
1559,,4,,0.5729417204856873,0.6445000171661377
1599,0.02734171226620674,5,,,
1649,0.018999705091118813,5,,,
1699,-0.013757557608187199,5,,,
1749,-0.06139855831861496,5,,,
1799,0.0405072458088398,5,,,
1849,0.015700388699769974,5,,,
1871,,5,0.6121000051498413,,
1871,,5,,0.6043920516967773,0.7002000212669373
1899,-0.030106324702501297,6,,,
1949,-0.057527199387550354,6,,,
1999,-0.09391500055789948,6,,,
2049,-0.12583285570144653,6,,,
2099,0.004245944321155548,6,,,
2149,-0.10862644016742706,6,,,
2183,,6,0.6114000082015991,,
2183,,6,,0.6248247027397156,0.6901000142097473
2199,-0.08490979671478271,7,,,
2249,-0.07492654770612717,7,,,
2299,-0.14556966722011566,7,,,
2349,-0.20811131596565247,7,,,
2399,-0.0596766322851181,7,,,
2449,-0.11267648637294769,7,,,
2495,,7,0.59170001745224,,
2495,,7,,0.6389723420143127,0.6656000018119812
2499,-0.10898038744926453,8,,,
2549,-0.06117268651723862,8,,,
2599,-0.011361747980117798,8,,,
2649,-0.09623389691114426,8,,,
2699,-0.005965346470475197,8,,,
