step,epoch,train_loss,val_loss,val_acc,train_acc,test_acc
49,0,3.987011194229126,,,,
99,0,3.676908493041992,,,,
149,0,3.5114777088165283,,,,
199,0,3.441108226776123,,,,
249,0,3.335538387298584,,,,
299,0,4.281525611877441,,,,
312,0,,8.123842239379883,0.19789999723434448,,
312,0,,,,0.2068749964237213,0.21538765728473663
349,1,4.201998233795166,,,,
399,1,3.4249815940856934,,,,
449,1,3.401061534881592,,,,
499,1,3.060779333114624,,,,
549,1,3.1257619857788086,,,,
599,1,3.3259928226470947,,,,
625,1,,2.4036788940429688,0.3059999942779541,,
625,1,,,,0.2796249985694885,0.33445411920547485
649,2,3.139265537261963,,,,
699,2,3.1607041358947754,,,,
749,2,2.859433650970459,,,,
799,2,2.8752989768981934,,,,
849,2,2.6784965991973877,,,,
899,2,2.7786624431610107,,,,
938,2,,3.2298049926757812,0.4023999869823456,,
938,2,,,,0.3590250015258789,0.4078322649002075
949,3,2.493311643600464,,,,
999,3,2.8931884765625,,,,
1049,3,2.8311662673950195,,,,
1099,3,3.012604236602783,,,,
1149,3,2.8174142837524414,,,,
1199,3,2.748342514038086,,,,
1249,3,2.982149600982666,,,,
1251,3,,12.030548095703125,0.46470001339912415,,
1251,3,,,,0.41657501459121704,0.4661788046360016
1299,4,2.816929817199707,,,,
1349,4,2.765674591064453,,,,
1399,4,2.479616165161133,,,,
1449,4,2.388237953186035,,,,
1499,4,2.8430025577545166,,,,
1549,4,3.008758544921875,,,,
1564,4,,2.0805490016937256,0.421999990940094,,
1564,4,,,,0.4094249904155731,0.45263054966926575
1599,5,2.8898308277130127,,,,
1649,5,2.4615209102630615,,,,
1699,5,2.7314648628234863,,,,
1749,5,2.6189560890197754,,,,
1799,5,2.6104979515075684,,,,
1849,5,2.444761276245117,,,,
1877,5,,16.327190399169922,0.4156999886035919,,
1877,5,,,,0.4307500123977661,0.4671677350997925
1899,6,2.7637674808502197,,,,
1949,6,2.489983081817627,,,,
1999,6,2.407233715057373,,,,
2049,6,2.558546304702759,,,,
2099,6,3.020737648010254,,,,
2149,6,2.9859089851379395,,,,
2190,6,,3.359050750732422,0.3303000032901764,,
2190,6,,,,0.43517500162124634,0.3977452516555786
2199,7,2.9396352767944336,,,,
2249,7,2.9126956462860107,,,,
2299,7,3.2521142959594727,,,,
2349,7,2.914078950881958,,,,
2399,7,2.974944591522217,,,,
2449,7,2.7815160751342773,,,,
2499,7,3.147569179534912,,,,
2503,7,,5.775503158569336,0.328000009059906,,
2503,7,,,,0.3597249984741211,0.3827136158943176
2549,8,3.1850881576538086,,,,
2599,8,3.0807290077209473,,,,
2649,8,2.507676124572754,,,,
2699,8,2.485987663269043,,,,
2749,8,2.701681137084961,,,,
2799,8,2.743412971496582,,,,
2816,8,,1.4117952585220337,0.48399999737739563,,
2816,8,,,,0.40712499618530273,0.49001187086105347
2849,9,2.601623296737671,,,,
2899,9,2.1101131439208984,,,,
2949,9,2.3681118488311768,,,,
2999,9,2.2073755264282227,,,,
3049,9,2.255986213684082,,,,
3099,9,1.9972262382507324,,,,
3129,9,,1.3236289024353027,0.5185999870300293,,
3129,9,,,,0.4862000048160553,0.5328322649002075
3149,10,2.3922648429870605,,,,
3199,10,2.0633602142333984,,,,
3249,10,2.090920925140381,,,,
3299,10,2.0172295570373535,,,,
3349,10,2.512387752532959,,,,
3399,10,2.099454879760742,,,,
3442,10,,1.28526771068573,0.5547000169754028,,
3442,10,,,,0.5318999886512756,0.5692246556282043
3449,11,1.6664814949035645,,,,
3499,11,1.6992995738983154,,,,
3549,11,1.9412932395935059,,,,
3599,11,1.7387315034866333,,,,
3649,11,1.787674069404602,,,,
3699,11,1.94857656955719,,,,
3749,11,2.294179916381836,,,,
3755,11,,1.1716694831848145,0.5789999961853027,,
3755,11,,,,0.5645999908447266,0.587717592716217
3799,12,2.096334457397461,,,,
3849,12,1.9604865312576294,,,,
3899,12,1.6767927408218384,,,,
3949,12,1.742976427078247,,,,
3999,12,1.5073593854904175,,,,
4049,12,1.8182244300842285,,,,
4068,12,,1.1118710041046143,0.6075000166893005,,
4068,12,,,,0.5906749963760376,0.6166930198669434
4099,13,1.5230298042297363,,,,
4149,13,1.7403573989868164,,,,
4199,13,1.5178160667419434,,,,
4249,13,1.7904260158538818,,,,
4299,13,1.5947617292404175,,,,
4349,13,1.6617186069488525,,,,
4381,13,,1.076778769493103,0.631600022315979,,
4381,13,,,,0.6091750264167786,0.6383504867553711
4399,14,1.5185292959213257,,,,
4449,14,1.5646345615386963,,,,
4499,14,1.4103925228118896,,,,
4549,14,1.375961422920227,,,,
4599,14,1.528856635093689,,,,
4649,14,1.5690323114395142,,,,
4694,14,,1.012986183166504,0.6523000001907349,,
4694,14,,,,0.6220750212669373,0.6551621556282043
4699,15,1.4843093156814575,,,,
4749,15,1.5872186422348022,,,,
4799,15,1.3022501468658447,,,,
4849,15,1.3421354293823242,,,,
4899,15,1.4753308296203613,,,,
4949,15,1.3767049312591553,,,,
4999,15,1.419691562652588,,,,
5007,15,,1.3150604963302612,0.5748000144958496,,
5007,15,,,,0.6359249949455261,0.6555577516555786
5049,16,1.2844305038452148,,,,
