step,epoch,train_loss2,train_loss1,val_acc1,val_acc2,test_acc,train_acc2,train_acc1
3499,11,0.006237071007490158,0.0056792148388922215,,,,,
3549,11,0.005765790585428476,0.006263592280447483,,,,,
3599,11,0.00786587130278349,0.006886355113238096,,,,,
3649,11,0.005636303685605526,0.005691468715667725,,,,,
3699,11,0.0069881947711110115,0.007738800719380379,,,,,
3743,11,,,0.6036999821662903,0.613099992275238,,,
3743,11,,,,,0.646657407283783,0.6103515625,0.6106269955635071
3749,12,0.0065604522824287415,0.007331965956836939,,,,,
3799,12,0.006892861798405647,0.007377095520496368,,,,,
3849,12,0.0058019571006298065,0.006127465050667524,,,,,
3899,12,0.005211804062128067,0.0062883878126740456,,,,,
3949,12,0.006269404198974371,0.006418000441044569,,,,,
3999,12,0.006288435775786638,0.006494335830211639,,,,,
4049,12,0.006228054407984018,0.006507090292870998,,,,,
4055,12,,,0.6234999895095825,0.6017000079154968,,,
4055,12,,,,,0.6621835231781006,0.6191155910491943,0.6164112687110901
4099,13,0.008023087866604328,0.007182177156209946,,,,,
4149,13,0.008290844969451427,0.008600735105574131,,,,,
4199,13,0.006927910726517439,0.00686928816139698,,,,,
4249,13,0.006880915258079767,0.008529799990355968,,,,,
4299,13,0.006335844285786152,0.006587611511349678,,,,,
4349,13,0.0068027484230697155,0.006020995322614908,,,,,
4367,13,,,0.6100999712944031,0.6534000039100647,,,
4367,13,,,,,0.6732594966888428,0.625,0.6280549168586731
4399,14,0.005674449261277914,0.005643820855766535,,,,,
4449,14,0.0073607550002634525,0.006122684106230736,,,,,
4499,14,0.004349128343164921,0.0045355516485869884,,,,,
4549,14,0.006370953284204006,0.006698979064822197,,,,,
4599,14,0.00790964625775814,0.007287279237061739,,,,,
4649,14,0.0071926177479326725,0.008044910617172718,,,,,
4679,14,,,0.6412000060081482,0.6431000232696533,,,
4679,14,,,,,0.6747428774833679,0.6352664232254028,0.6366937160491943
4699,15,0.006109277717769146,0.006547051016241312,,,,,
4749,15,0.006325257010757923,0.0065345619805157185,,,,,
4799,15,0.0069188023917376995,0.006760539021342993,,,,,
4849,15,0.008528698235750198,0.008256382308900356,,,,,
4899,15,0.0066644903272390366,0.006666926201432943,,,,,
4949,15,0.006841463968157768,0.007446650881320238,,,,,
4991,15,,,0.6269000172615051,0.6111999750137329,,,
4991,15,,,,,0.6850277185440063,0.6432291865348816,0.6398237347602844
4999,16,0.005912046879529953,0.006117143202573061,,,,,
5049,16,0.0047872113063931465,0.005323175340890884,,,,,
5099,16,0.00628338847309351,0.00554879242554307,,,,,
5149,16,0.006863969378173351,0.005875019822269678,,,,,
5199,16,0.004635028541088104,0.004217434208840132,,,,,
5249,16,0.005766022019088268,0.006306590046733618,,,,,
5299,16,0.008972090668976307,0.008352546021342278,,,,,
5303,16,,,0.6092000007629395,0.5641999840736389,,,
5303,16,,,,,0.688686728477478,0.6437800526618958,0.6456330418586731
5349,17,0.007773754186928272,0.007567819207906723,,,,,
5399,17,0.005886099301278591,0.005820168647915125,,,,,
5449,17,0.006418115459382534,0.006282603368163109,,,,,
5499,17,0.005471828859299421,0.0057534570805728436,,,,,
5549,17,0.0073554557748138905,0.006773395463824272,,,,,
5599,17,0.005163514520972967,0.005568136926740408,,,,,
5615,17,,,0.6273000240325928,0.6226000189781189,,,
5615,17,,,,,0.6754351258277893,0.6530448794364929,0.6496644616127014
5649,18,0.007003146689385176,0.0062325079925358295,,,,,
5699,18,0.004850114695727825,0.004659697413444519,,,,,
5749,18,0.00716636935248971,0.006692626513540745,,,,,
5799,18,0.004632158670574427,0.004815149120986462,,,,,
5849,18,0.0065123289823532104,0.006778317503631115,,,,,
5899,18,0.006929128430783749,0.006586196832358837,,,,,
5927,18,,,0.6144000291824341,0.6535999774932861,,,
5927,18,,,,,0.6895767450332642,0.6554237008094788,0.6545472741127014
5949,19,0.004676725249737501,0.005751793272793293,,,,,
5999,19,0.005979457404464483,0.006189653184264898,,,,,
6049,19,0.006950857117772102,0.00696192029863596,,,,,
6099,19,0.006568527314811945,0.007162056863307953,,,,,
6149,19,0.007085687480866909,0.006808955688029528,,,,,
6199,19,0.0063809980638325214,0.007079246453940868,,,,,
6239,19,,,0.6403999924659729,0.661300003528595,,,
6239,19,,,,,0.6914557218551636,0.6570762991905212,0.6613832116127014
6249,20,0.005659120157361031,0.0055049932561814785,,,,,
6299,20,0.004584107082337141,0.004683817736804485,,,,,
6349,20,0.006544815842062235,0.00672689126804471,,,,,
6399,20,0.004987023305147886,0.0056602079421281815,,,,,
6449,20,0.006044281180948019,0.006655432749539614,,,,,
6499,20,0.006527983117848635,0.006994354072958231,,,,,
6549,20,0.007147245109081268,0.0065538594499230385,,,,,
6551,20,,,0.6399000287055969,0.6543999910354614,,,
6551,20,,,,,0.6997626423835754,0.6645382642745972,0.6647385954856873
6599,21,0.004759857431054115,0.004704284947365522,,,,,
6649,21,0.006334978621453047,0.006796019617468119,,,,,
6699,21,0.006405941676348448,0.005964892916381359,,,,,
6749,21,0.006715124007314444,0.006982280407100916,,,,,
6799,21,0.006091402843594551,0.006497999653220177,,,,,
6849,21,0.007022805977612734,0.0060910750180482864,,,,,
6863,21,,,0.6363999843597412,0.6360999941825867,,,
6863,21,,,,,0.693532407283783,0.6689703464508057,0.669020414352417
6899,22,0.005936823319643736,0.005453168880194426,,,,,
6949,22,0.005414377897977829,0.005955638363957405,,,,,
6999,22,0.006696952506899834,0.00638396805152297,,,,,
7049,22,0.005723976995795965,0.0062551312148571014,,,,,
7099,22,0.005242370069026947,0.004641327541321516,,,,,
7149,22,0.006692662835121155,0.00641377829015255,,,,,
7175,22,,,0.6427000164985657,0.6531000137329102,,,
7175,22,,,,,0.6838409900665283,0.6759064793586731,0.6790114045143127
7199,23,0.006101837381720543,0.005859775934368372,,,,,
7249,23,0.004716894589364529,0.005284060724079609,,,,,
7299,23,0.006580183748155832,0.007335042580962181,,,,,
7349,23,0.004764826036989689,0.004852008074522018,,,,,
7399,23,0.00534573569893837,0.003962015267461538,,,,,
7449,23,0.0058480193838477135,0.0055214473977684975,,,,,
7487,23,,,0.6567000150680542,0.6700999736785889,,,
7487,23,,,,,0.7076740264892578,0.6736277937889099,0.6789863705635071
7499,24,0.004712091293185949,0.00435431906953454,,,,,
7549,24,0.004520288668572903,0.004922560416162014,,,,,
7599,24,0.006258787587285042,0.006607343442738056,,,,,
7649,24,0.005780945997685194,0.006595027633011341,,,,,
7699,24,0.005260430742055178,0.005342744290828705,,,,,
7749,24,0.0051643019542098045,0.004655504133552313,,,,,
7799,24,0.005691010970622301,0.005334009416401386,,,,,
7799,24,,,0.6870999932289124,0.684499979019165,,,
7799,24,,,,,0.7160798907279968,0.6819160580635071,0.6829928159713745
7849,25,0.0048039196990430355,0.004675241187214851,,,,,
7899,25,0.0063911620527505875,0.005565496161580086,,,,,
7949,25,0.006472295615822077,0.005873365793377161,,,,,
7999,25,0.0044686682522296906,0.004369489848613739,,,,,
8049,25,0.005937682464718819,0.005257294047623873,,,,,
8099,25,0.004188703838735819,0.004217536188662052,,,,,
8111,25,,,0.6478999853134155,0.6298999786376953,,,
8111,25,,,,,0.6997626423835754,0.6814903616905212,0.6860226392745972
8149,26,0.005815888289362192,0.005399629473686218,,,,,
8199,26,0.0046509429812431335,0.0052169510163366795,,,,,
8249,26,0.006846331059932709,0.00611085444688797,,,,,
8299,26,0.004142791964113712,0.0045706420205533504,,,,,
8349,26,0.005378623493015766,0.00557820126414299,,,,,
8399,26,0.006324475165456533,0.00687683979049325,,,,,
8423,26,,,0.6707000136375427,0.6470999717712402,,,
8423,26,,,,,0.7183544039726257,0.6886268258094788,0.6856721043586731
8449,27,0.005480529274791479,0.00666899373754859,,,,,
8499,27,0.005466568749397993,0.004995760507881641,,,,,
8549,27,0.006539763417094946,0.006564647890627384,,,,,
8599,27,0.004244674928486347,0.0045565273612737656,,,,,
8649,27,0.005786731373518705,0.005597969517111778,,,,,
8699,27,0.0060236952267587185,0.006900787819176912,,,,,
8735,27,,,0.6518999934196472,0.6873999834060669,,,
8735,27,,,,,0.7110363841056824,0.6892778277397156,0.6890524625778198
8749,28,0.004702466540038586,0.005318370182067156,,,,,
8799,28,0.005339236464351416,0.004887485411018133,,,,,
8849,28,0.006281440611928701,0.0065784030593931675,,,,,
8899,28,0.00509852496907115,0.005915414076298475,,,,,
8949,28,0.0050471071153879166,0.004587426781654358,,,,,
8999,28,0.006749663036316633,0.006314998026937246,,,,,
9047,28,,,0.6779000163078308,0.6894000172615051,,,
9047,28,,,,,0.7134097814559937,0.6933343410491943,0.6901041865348816
9049,29,0.004956977441906929,0.004645336419343948,,,,,
9099,29,0.006058935075998306,0.006218485534191132,,,,,
9149,29,0.004797032568603754,0.004585912451148033,,,,,
9199,29,0.0043699960224330425,0.004359026439487934,,,,,
9249,29,0.004066108725965023,0.004390894901007414,,,,,
9299,29,0.005565627012401819,0.006050654221326113,,,,,
9349,29,0.003822661703452468,0.0038917495403438807,,,,,
9359,29,,,0.6912999749183655,0.6399000287055969,,,
9359,29,,,,,0.7249802350997925,0.6912309527397156,0.6911808848381042
9399,30,0.005139611195772886,0.005288504064083099,,,,,
9449,30,0.0038281686138361692,0.0038543646223843098,,,,,
9499,30,0.004418499302119017,0.004435769282281399,,,,,
9549,30,0.003879110561683774,0.00413035973906517,,,,,
9599,30,0.0047266846522688866,0.005218843929469585,,,,,
9649,30,0.004096495918929577,0.0045861247926950455,,,,,
9671,30,,,0.650600016117096,0.6225000023841858,,,
9671,30,,,,,0.7222112417221069,0.6925080418586731,0.6939352750778198
9699,31,0.003714354243129492,0.00390632264316082,,,,,
9749,31,0.004080652724951506,0.004178395960479975,,,,,
9799,31,0.005399476736783981,0.004488106817007065,,,,,
9849,31,0.0038225082680583,0.004089645575731993,,,,,
9899,31,0.0047227805480360985,0.004653631709516048,,,,,
9949,31,0.004406190477311611,0.00466257194057107,,,,,
9983,31,,,0.6761000156402588,0.6827999949455261,,,
9983,31,,,,,0.7252768874168396,0.6933343410491943,0.6963891983032227
9999,32,0.003657765919342637,0.004182775039225817,,,,,
10049,32,0.005596325732767582,0.005185327958315611,,,,,
10099,32,0.005171554163098335,0.004641210660338402,,,,,
10149,32,0.004887303803116083,0.004413973540067673,,,,,
10199,32,0.004560318775475025,0.003905306803062558,,,,,
10249,32,0.004181064199656248,0.004349913448095322,,,,,
10295,32,,,0.6790000200271606,0.6904000043869019,,,
10295,32,,,,,0.7087618708610535,0.6963391304016113,0.6945613026618958
10299,33,0.005193894729018211,0.004618579056113958,,,,,
10349,33,0.003902632975950837,0.0043287118896842,,,,,
10399,33,0.005374303087592125,0.004709369968622923,,,,,
10449,33,0.004553783219307661,0.004605315160006285,,,,,
10499,33,0.005635926965624094,0.0058292485773563385,,,,,
10549,33,0.005350870545953512,0.005853376351296902,,,,,
10599,33,0.003955432213842869,0.004109520465135574,,,,,
10607,33,,,0.6643999814987183,0.6527000069618225,,,
10607,33,,,,,0.7364517450332642,0.6947616338729858,0.6995442509651184
10649,34,0.004492730833590031,0.004476204048842192,,,,,
10699,34,0.004967017099261284,0.005648153368383646,,,,,
10749,34,0.005447393283247948,0.0051750848069787025,,,,,
10799,34,0.005788768175989389,0.0060304622165858746,,,,,
10849,34,0.005314342211931944,0.00500916875898838,,,,,
10899,34,0.006054904777556658,0.005669870879501104,,,,,
10919,34,,,0.6660000085830688,0.6636000275611877,,,
10919,34,,,,,0.733188271522522,0.6979667544364929,0.6969901919364929
10949,35,0.005591345019638538,0.005920869298279285,,,,,
10999,35,0.005791482515633106,0.005758081562817097,,,,,
11049,35,0.004383090417832136,0.004688048269599676,,,,,
11099,35,0.005380015820264816,0.006016161292791367,,,,,
11149,35,0.005366649478673935,0.005374687723815441,,,,,
11199,35,0.006020508240908384,0.005472482182085514,,,,,
11231,35,,,0.6952000260353088,0.659500002861023,,,
11231,35,,,,,0.7278481125831604,0.6994691491127014,0.7023237347602844
11249,36,0.005098424851894379,0.00515224551782012,,,,,
11299,36,0.004697198513895273,0.005222340580075979,,,,,
11349,36,0.006254562176764011,0.0055994451977312565,,,,,
11399,36,0.004838577006012201,0.004855262115597725,,,,,
11449,36,0.005458264611661434,0.006394138094037771,,,,,
11499,36,0.005588622763752937,0.005989525932818651,,,,,
11543,36,,,0.6944000124931335,0.6875,,,
11543,36,,,,,0.7174643874168396,0.6983423233032227,0.6965644955635071
11549,37,0.005959885660558939,0.00680948793888092,,,,,
11599,37,0.004265050869435072,0.004724078346043825,,,,,
11649,37,0.003933964762836695,0.0035210615023970604,,,,,
11699,37,0.006941562052816153,0.006661877501755953,,,,,
11749,37,0.004925768356770277,0.004352214280515909,,,,,
11799,37,0.005040754098445177,0.004989297594875097,,,,,
11849,37,0.0058869170024991035,0.006090942770242691,,,,,
11855,37,,,0.6761000156402588,0.6468999981880188,,,
11855,37,,,,,0.7245846390724182,0.7000200152397156,0.6984675526618958
11899,38,0.005673959851264954,0.005563116166740656,,,,,
11949,38,0.0068598296493291855,0.006332023069262505,,,,,
11999,38,0.005476361606270075,0.0054616983979940414,,,,,
12049,38,0.00563229713588953,0.005131818819791079,,,,,
12099,38,0.005230984650552273,0.005604223348200321,,,,,
12149,38,0.004826520103961229,0.0054854447953403,,,,,
12167,38,,,0.6736999750137329,0.6714000105857849,,,
12167,38,,,,,0.7221123576164246,0.7017477750778198,0.7025240659713745
12199,39,0.0067700110375881195,0.0059862565249204636,,,,,
12249,39,0.005300183780491352,0.005033600144088268,,,,,
12299,39,0.00479755736887455,0.005842559039592743,,,,,
12349,39,0.004681151360273361,0.0051596458069980145,,,,,
12399,39,0.00554689671844244,0.00520017696544528,,,,,
12449,39,0.005393783561885357,0.005547433625906706,,,,,
12479,39,,,0.6922000050544739,0.6825000047683716,,,
12479,39,,,,,0.7242879867553711,0.6984174847602844,0.6990684866905212
12499,40,0.006695150397717953,0.00642442237585783,,,,,
12549,40,0.003664810676127672,0.004083436448127031,,,,,
12599,40,0.005562878213822842,0.0059931459836661816,,,,,
12649,40,0.004619828891009092,0.004706129897385836,,,,,
12699,40,0.006114959716796875,0.007145733572542667,,,,,
12749,40,0.00725782522931695,0.006627637427300215,,,,,
12791,40,,,0.6970999836921692,0.6904000043869019,,,
12791,40,,,,,0.727155864238739,0.6986678838729858,0.698317289352417
12799,41,0.0069679077714681625,0.0065453494898974895,,,,,
12849,41,0.003728622803464532,0.004491867963224649,,,,,
12899,41,0.0042139156721532345,0.004151748958975077,,,,,
12949,41,0.00579571258276701,0.005200889892876148,,,,,
12999,41,0.0047145807184278965,0.005199460778385401,,,,,
13049,41,0.004641495645046234,0.0048618679866194725,,,,,
13099,41,0.006874228361994028,0.007513797376304865,,,,,
13103,41,,,0.6639999747276306,0.6728000044822693,,,
13103,41,,,,,0.7280458807945251,0.7040014266967773,0.7042518258094788
13149,42,0.0034131931606680155,0.004328809678554535,,,,,
13199,42,0.00435253232717514,0.005221801809966564,,,,,
13249,42,0.007012730930000544,0.0069676898419857025,,,,,
13299,42,0.004043709486722946,0.004038051702082157,,,,,
13349,42,0.004849045537412167,0.005049878731369972,,,,,
13399,42,0.005405938718467951,0.0052022188901901245,,,,,
13415,42,,,0.6837000250816345,0.6746000051498413,,,
13415,42,,,,,0.7251780033111572,0.7023487687110901,0.7026993036270142
13449,43,0.004145427141338587,0.004449463449418545,,,,,
13499,43,0.004949255846440792,0.004038545768707991,,,,,
13549,43,0.0033255410380661488,0.003524179570376873,,,,,
13599,43,0.0057383873499929905,0.006308188196271658,,,,,
13649,43,0.006173138972371817,0.005709819030016661,,,,,
13699,43,0.005269226152449846,0.007352091837674379,,,,,
13727,43,,,0.6219000220298767,0.6761999726295471,,,
13727,43,,,,,0.719936728477478,0.7066556215286255,0.7055038213729858
13749,44,0.004366100765764713,0.004271009936928749,,,,,
13799,44,0.004882859066128731,0.00457196356728673,,,,,
13849,44,0.004988514352589846,0.005067725200206041,,,,,
13899,44,0.006138792261481285,0.007590350694954395,,,,,
13949,44,0.0034610142465680838,0.0036270853597670794,,,,,
13999,44,0.007858287543058395,0.0066019268706440926,,,,,
14039,44,,,0.6845999956130981,0.6886000037193298,,,
14039,44,,,,,0.730617105960846,0.7050530910491943,0.7016726732254028
14049,45,0.004424883518368006,0.0044935825280845165,,,,,
14099,45,0.004752705805003643,0.005109886638820171,,,,,
14149,45,0.004734151531010866,0.004991411697119474,,,,,
14199,45,0.004981652367860079,0.005452738143503666,,,,,
14249,45,0.0049836887046694756,0.006127411033958197,,,,,
14299,45,0.004582928493618965,0.004452073480933905,,,,,
14349,45,0.0067138965241611,0.006628342438489199,,,,,
14351,45,,,0.6639999747276306,0.6646999716758728,,,
14351,45,,,,,0.7307159900665283,0.7061548233032227,0.7073066830635071
14399,46,0.007260074373334646,0.006610360462218523,,,,,
14449,46,0.005221444182097912,0.005449332762509584,,,,,
14499,46,0.005784647539258003,0.00587556092068553,,,,,
14549,46,0.005758889950811863,0.00519004138186574,,,,,
14599,46,0.004840756766498089,0.00450348574668169,,,,,
14649,46,0.00794286746531725,0.007167240139096975,,,,,
14663,46,,,0.6912000179290771,0.6816999912261963,,,
14663,46,,,,,0.7357594966888428,0.7037259340286255,0.7091096043586731
14699,47,0.004521099850535393,0.005530454684048891,,,,,
14749,47,0.004690114874392748,0.004023256246000528,,,,,
14799,47,0.004692555405199528,0.004643647465854883,,,,,
14849,47,0.005141737405210733,0.004352706018835306,,,,,
14899,47,0.0043768803589046,0.004073596093803644,,,,,
14949,47,0.004951853770762682,0.004871623124927282,,,,,
14975,47,,,0.7081999778747559,0.6970000267028809,,,
14975,47,,,,,0.7279469966888428,0.7055789232254028,0.7064303159713745
14999,48,0.005380946211516857,0.004946465138345957,,,,,
15049,48,0.005832625087350607,0.004704639315605164,,,,,
15099,48,0.0038508421275764704,0.004198780283331871,,,,,
15149,48,0.0060918801464140415,0.005554427858442068,,,,,
15199,48,0.006012353580445051,0.005896503105759621,,,,,
15249,48,0.004899052437394857,0.004849201999604702,,,,,
15287,48,,,0.682699978351593,0.6834999918937683,,,
15287,48,,,,,0.7368472814559937,0.7052784562110901,0.7058543562889099
15299,49,0.004938079509884119,0.004777159541845322,,,,,
15349,49,0.0035963107366114855,0.0031537944450974464,,,,,
15399,49,0.00580105185508728,0.005520930513739586,,,,,
15449,49,0.0037194080650806427,0.0035069799050688744,,,,,
15499,49,0.005189846269786358,0.004910316783934832,,,,,
15549,49,0.00392174581065774,0.004264045041054487,,,,,
15599,49,0.003970790188759565,0.004375855904072523,,,,,
15599,49,,,0.6646999716758728,0.6859999895095825,,,
15599,49,,,,,0.7373417615890503,0.7064303159713745,0.7085336446762085
15649,50,0.004259768407791853,0.0035279132425785065,,,,,
15699,50,0.0044798036105930805,0.004270707722753286,,,,,
15749,50,0.005545683670789003,0.0053043365478515625,,,,,
15799,50,0.005928094033151865,0.005842162761837244,,,,,
15849,50,0.005301878787577152,0.005784537643194199,,,,,
15899,50,0.0043113743886351585,0.0034351677168160677,,,,,
15911,50,,,0.6769000291824341,0.6908000111579895,,,
15911,50,,,,,0.727155864238739,0.7030248641967773,0.7103615999221802
15949,51,0.004998273216187954,0.005287172272801399,,,,,
15999,51,0.0036555728875100613,0.0035641638096421957,,,,,
16049,51,0.006383856758475304,0.006104860920459032,,,,,
16099,51,0.005892610643059015,0.0055589801631867886,,,,,
16149,51,0.005056456197053194,0.004540340043604374,,,,,
16199,51,0.0049365209415555,0.005453785415738821,,,,,
16223,51,,,0.6388000249862671,0.6593999862670898,,,
16223,51,,,,,0.7287381291389465,0.7078325152397156,0.7049528956413269
16249,52,0.0045168218202888966,0.003942974377423525,,,,,
16299,52,0.005386160686612129,0.006250820122659206,,,,,
16349,52,0.0051450468599796295,0.005106085445731878,,,,,
16399,52,0.004362558946013451,0.005016850307583809,,,,,
16449,52,0.004715557210147381,0.004811658523976803,,,,,
16499,52,0.005410113371908665,0.005453051533550024,,,,,
16535,52,,,0.7184000015258789,0.6477000117301941,,,
16535,52,,,,,0.734968364238739,0.7089593410491943,0.7111878991127014
16549,53,0.006336972117424011,0.00661679171025753,,,,,
16599,53,0.003371339524164796,0.003555594477802515,,,,,
16649,53,0.0040238904766738415,0.004920776002109051,,,,,
16699,53,0.005159012507647276,0.004567589145153761,,,,,
16749,53,0.00402578292414546,0.0041656531393527985,,,,,
16799,53,0.005252627190202475,0.004881469067186117,,,,,
16847,53,,,0.6883999705314636,0.6761999726295471,,,
16847,53,,,,,0.7230023741722107,0.7063050866127014,0.7084835767745972
16849,54,0.005136196501553059,0.005732282530516386,,,,,
16899,54,0.006446943152695894,0.005983388051390648,,,,,
16949,54,0.004769367165863514,0.004514719359576702,,,,,
16999,54,0.005555354058742523,0.005173548590391874,,,,,
17049,54,0.005185846239328384,0.004594143480062485,,,,,
17099,54,0.006904431618750095,0.005718264263123274,,,,,
17149,54,0.004368135239928961,0.004501508083194494,,,,,
17159,54,,,0.6926000118255615,0.6834999918937683,,,
17159,54,,,,,0.7293314933776855,0.7044771909713745,0.707106351852417
17199,55,0.0042309146374464035,0.004428389016538858,,,,,
17249,55,0.005706577096134424,0.005601117853075266,,,,,
17299,55,0.005389208439737558,0.0057532633654773235,,,,,
17349,55,0.005963769741356373,0.00632140226662159,,,,,
17399,55,0.005787440109997988,0.006159421522170305,,,,,
17449,55,0.004104293417185545,0.003509465605020523,,,,,
17471,55,,,0.7046999931335449,0.6984000205993652,,,
17471,55,,,,,0.7238923907279968,0.7081831097602844,0.7101863026618958
17499,56,0.004776657558977604,0.004461561795324087,,,,,
17549,56,0.004334878642112017,0.0035638054832816124,,,,,
17599,56,0.006666096858680248,0.006879182066768408,,,,,
17649,56,0.004580724984407425,0.00524559710174799,,,,,
17699,56,0.004619393963366747,0.004571359604597092,,,,,
17749,56,0.004566882271319628,0.004440417047590017,,,,,
17783,56,,,0.7096999883651733,0.6784999966621399,,,
17783,56,,,,,0.7407041192054749,0.7048777937889099,0.7088341116905212
17799,57,0.004752505104988813,0.0043259779922664165,,,,,
17849,57,0.004944609943777323,0.004623662680387497,,,,,
17899,57,0.005068150814622641,0.005082693882286549,,,,,
17949,57,0.005207068752497435,0.004997854121029377,,,,,
17999,57,0.003250967478379607,0.0032811358105391264,,,,,
18049,57,0.005052966997027397,0.004636609926819801,,,,,
18095,57,,,0.707099974155426,0.6898000240325928,,,
18095,57,,,,,0.7358583807945251,0.7087590098381042,0.7082331776618958
18099,58,0.004377801436930895,0.004332916345447302,,,,,
