epoch,step,train_loss,val_loss,val_acc,test_acc,train_acc
0,49,9.179709434509277,,,,
0,99,4.306124210357666,,,,
0,149,4.8180155754089355,,,,
0,199,4.445328712463379,,,,
0,249,4.214820861816406,,,,
0,299,4.321787357330322,,,,
0,312,,2.1140739917755127,0.17430000007152557,,
0,312,,,,0.17138053476810455,0.1449124962091446
1,349,4.163578510284424,,,,
1,399,4.09393310546875,,,,
1,449,3.9966211318969727,,,,
1,499,3.901599407196045,,,,
1,549,3.688199520111084,,,,
1,599,3.816053867340088,,,,
1,625,,1.8541251420974731,0.25769999623298645,,
1,625,,,,0.23912183940410614,0.19523750245571136
2,649,3.6856625080108643,,,,
2,699,3.8942668437957764,,,,
2,749,4.04128360748291,,,,
2,799,3.5797128677368164,,,,
2,849,3.545954942703247,,,,
2,899,3.6056203842163086,,,,
2,938,,1.7091736793518066,0.33390000462532043,,
2,938,,,,0.3202136158943176,0.25152501463890076
3,949,3.6306705474853516,,,,
3,999,3.744736671447754,,,,
3,1049,3.4786887168884277,,,,
3,1099,3.480786085128784,,,,
3,1149,3.271379232406616,,,,
3,1199,3.4790892601013184,,,,
3,1249,3.6082828044891357,,,,
3,1251,,1.5920472145080566,0.4043000042438507,,
3,1251,,,,0.3985363841056824,0.3108625113964081
4,1299,3.5034573078155518,,,,
4,1349,3.027616024017334,,,,
4,1399,3.299304723739624,,,,
4,1449,3.1660075187683105,,,,
4,1499,3.399038076400757,,,,
4,1549,3.398160219192505,,,,
4,1564,,1.5086153745651245,0.4293000102043152,,
4,1564,,,,0.44877374172210693,0.3813624978065491
5,1599,3.112124443054199,,,,
5,1649,3.181478261947632,,,,
5,1699,3.083373785018921,,,,
5,1749,3.319845199584961,,,,
5,1799,3.0342724323272705,,,,
5,1849,2.7155654430389404,,,,
5,1877,,1.3232262134552002,0.5220000147819519,,
5,1877,,,,0.5534018874168396,0.4395749866962433
6,1899,2.5805656909942627,,,,
6,1949,2.8894665241241455,,,,
6,1999,2.626145362854004,,,,
6,2049,3.032176971435547,,,,
6,2099,2.8330163955688477,,,,
6,2149,2.52998685836792,,,,
6,2190,,1.2345080375671387,0.5691999793052673,,
6,2190,,,,0.569719135761261,0.48989999294281006
7,2199,2.671597957611084,,,,
7,2249,2.83925199508667,,,,
7,2299,2.626117706298828,,,,
7,2349,2.694756507873535,,,,
7,2399,2.558300256729126,,,,
7,2449,2.5548737049102783,,,,
7,2499,2.307386636734009,,,,
7,2503,,1.065528392791748,0.6298999786376953,,
7,2503,,,,0.621242105960846,0.5240125060081482
8,2549,2.3446900844573975,,,,
8,2599,2.302314043045044,,,,
8,2649,2.4251863956451416,,,,
8,2699,2.3785743713378906,,,,
8,2749,2.3882648944854736,,,,
8,2799,2.629143238067627,,,,
8,2816,,1.0949846506118774,0.6122000217437744,,
8,2816,,,,0.6438884735107422,0.5548999905586243
9,2849,2.2218377590179443,,,,
9,2899,2.8761491775512695,,,,
9,2949,1.8995704650878906,,,,
9,2999,2.3697385787963867,,,,
9,3049,2.571341037750244,,,,
9,3099,2.493516445159912,,,,
