epoch,mix_match_loss_epoch,mix_match_loss_step,step,test_acc,train_acc,train_loss
0,,,49,,,2.164903402328491
0,,,99,,,2.171196699142456
0,,,149,,,2.0380752086639404
0,,,199,,,2.041975259780884
0,,,249,,,1.9492634534835815
0,,,299,,,2.049190044403076
0,,,349,,,2.0379600524902344
0,,,389,0.42260000109672546,0.26203927397727966,
1,,,399,,,1.8618075847625732
1,,,449,,,1.9175089597702026
1,,,499,,,1.9690896272659302
1,,,549,,,1.9959737062454224
1,,,599,,,1.766048789024353
1,,,649,,,1.72283136844635
1,,,699,,,1.9468358755111694
1,,,749,,,1.778364658355713
1,,,779,0.45559999346733093,0.3576722741127014,
2,,,799,,,1.7534786462783813
2,,,849,,,1.697402000427246
2,,,899,,,1.6872581243515015
2,,,949,,,1.9601691961288452
2,,,999,,,1.8321315050125122
2,,,1049,,,1.6395825147628784
2,,,1099,,,1.8776934146881104
2,,,1149,,,1.7187410593032837
2,,,1169,0.5113000273704529,0.3911859095096588,
3,,,1199,,,1.7358546257019043
3,,,1249,,,1.5151761770248413
3,,,1299,,,1.7537437677383423
3,,,1349,,,1.4399335384368896
3,,,1399,,,1.5497552156448364
3,,,1449,,,1.6766088008880615
3,,,1499,,,1.8551771640777588
3,,,1549,,,1.6957430839538574
3,,,1559,0.616100013256073,0.43020832538604736,
4,,,1599,,,1.5755252838134766
4,,,1649,,,1.6443207263946533
4,,,1699,,,1.7149637937545776
4,,,1749,,,1.7498937845230103
4,,,1799,,,1.6771153211593628
4,,,1849,,,1.609701156616211
4,,,1899,,,1.7005302906036377
4,,,1949,,,1.593438982963562
4,,,1949,0.6366999745368958,0.45596954226493835,
5,,,1999,,,1.6423346996307373
5,,,2049,,,1.6086041927337646
5,,,2099,,,1.574468970298767
5,,,2149,,,1.6454108953475952
5,,,2199,,,1.745395541191101
5,,,2249,,,1.5389162302017212
5,,,2299,,,1.8193814754486084
5,,,2339,0.6434000134468079,0.47694310545921326,
6,,,2349,,,1.3947197198867798
6,,,2399,,,1.6242281198501587
6,,,2449,,,1.5059561729431152
6,,,2499,,,1.4007431268692017
6,,,2549,,,1.604866862297058
6,,,2599,,,1.5802730321884155
6,,,2649,,,1.692008137702942
6,,,2699,,,1.478150725364685
6,,,2729,0.6937999725341797,0.4928084909915924,
7,,,2749,,,1.464714527130127
7,,,2799,,,1.689753770828247
7,,,2849,,,1.5389070510864258
7,,,2899,,,1.5587316751480103
7,,,2949,,,1.3930712938308716
7,,,2999,,,1.437636137008667
7,,,3049,,,1.5399218797683716
7,,,3099,,,1.546875238418579
7,,,3119,0.661899983882904,0.5069912075996399,
8,,,3149,,,1.3778849840164185
8,,,3199,,,1.4710897207260132
8,,,3249,,,1.4902955293655396
8,,,3299,,,1.4194389581680298
8,,,3349,,,1.5520751476287842
8,,,3399,,,1.386518120765686
8,,,3449,,,1.6973105669021606
8,,,3499,,,1.5877869129180908
8,,,3509,0.7014999985694885,0.517307698726654,
9,,,3549,,,1.6063423156738281
9,,,3599,,,1.404796838760376
9,,,3649,,,1.5422619581222534
9,,,3699,,,1.5285990238189697
9,,,3749,,,1.4743924140930176
9,,,3799,,,1.3871158361434937
9,,,3849,,,1.557560920715332
9,,,3899,,,1.5590940713882446
9,,,3899,0.7190999984741211,0.525661051273346,
10,,,3949,,,1.4683135747909546
10,,,3999,,,1.3510537147521973
10,,,4049,,,1.3445056676864624
10,,,4099,,,1.339180827140808
10,,,4149,,,1.340980052947998
10,,,4199,,,1.4202160835266113
10,,,4249,,,1.5849125385284424
10,,,4289,0.7208999991416931,0.5320512652397156,
11,,,4299,,,1.422110676765442
11,,,4349,,,1.4213981628417969
11,,,4399,,,1.5355277061462402
11,,,4449,,,1.6147737503051758
11,,,4499,,,1.6550472974777222
