train_loss,step,epoch,val_acc,test_acc,train_acc
0.40991467237472534,49,0,,,
0.3203986883163452,99,0,,,
0.3334932327270508,149,0,,,
0.2775198519229889,199,0,,,
0.23279322683811188,249,0,,,
0.30118638277053833,299,0,,,
,311,0,0.3961000144481659,,
,311,0,,0.40630000829696655,0.341796875
0.1477266550064087,349,1,,,
0.1949203610420227,399,1,,,
0.1023377925157547,449,1,,,
0.14733682572841644,499,1,,,
0.10835914313793182,549,1,,,
0.14323943853378296,599,1,,,
,623,1,0.4941999912261963,,
,623,1,,0.5091999769210815,0.46486878395080566
0.11614012718200684,649,2,,,
0.012993463315069675,699,2,,,
0.07027415186166763,749,2,,,
0.0035614296793937683,799,2,,,
-0.017852209508419037,849,2,,,
0.05196566879749298,899,2,,,
,935,2,0.5250999927520752,,
,935,2,,0.5479999780654907,0.5432191491127014
0.08609139919281006,949,3,,,
-0.050899673253297806,999,3,,,
0.005300894379615784,1049,3,,,
-0.04929066821932793,1099,3,,,
-0.045015182346105576,1149,3,,,
0.00936474185436964,1199,3,,,
,1247,3,0.637499988079071,,
,1247,3,,0.6608999967575073,0.6043419241905212
-0.13182556629180908,1249,4,,,
-0.04192809760570526,1299,4,,,
-0.125110924243927,1349,4,,,
-0.11428550630807877,1399,4,,,
-0.0061086323112249374,1449,4,,,
-0.03667348995804787,1499,4,,,
-0.07339175045490265,1549,4,,,
,1559,4,0.6370000243186951,,
,1559,4,,0.6664000153541565,0.6414012312889099
-0.028409667313098907,1599,5,,,
-0.10550878942012787,1649,5,,,
-0.14220301806926727,1699,5,,,
-0.1252833902835846,1749,5,,,
-0.052841536700725555,1799,5,,,
-0.14486807584762573,1849,5,,,
,1871,5,0.65829998254776,,
,1871,5,,0.6927000284194946,0.6736277937889099
-0.1651270091533661,1899,6,,,
-0.16016420722007751,1949,6,,,
-0.1744733601808548,1999,6,,,
-0.21473082900047302,2049,6,,,
-0.02563846856355667,2099,6,,,
-0.1279783844947815,2149,6,,,
,2183,6,0.6984999775886536,,
,2183,6,,0.727400004863739,0.6904296875
-0.11528128385543823,2199,7,,,
-0.13678377866744995,2249,7,,,
-0.16718623042106628,2299,7,,,
-0.24244867265224457,2349,7,,,
-0.16253848373889923,2399,7,,,
-0.13017241656780243,2449,7,,,
,2495,7,0.7135999798774719,,
,2495,7,,0.7506999969482422,0.7124649286270142
-0.15712882578372955,2499,8,,,
-0.24402716755867004,2549,8,,,
-0.1376320719718933,2599,8,,,
-0.15656504034996033,2649,8,,,
-0.20010265707969666,2699,8,,,
-0.18583524227142334,2749,8,,,
-0.16280686855316162,2799,8,,,
,2807,8,0.6875,,
,2807,8,,0.7226999998092651,0.725661039352417
-0.22393235564231873,2849,9,,,
-0.19466832280158997,2899,9,,,
-0.2158798724412918,2949,9,,,
-0.08739171922206879,2999,9,,,
-0.18207675218582153,3049,9,,,
-0.15213090181350708,3099,9,,,
,3119,9,0.737500011920929,,
,3119,9,,0.7710999846458435,0.7376301884651184
-0.1402675360441208,3149,10,,,
-0.2640867233276367,3199,10,,,
-0.28394317626953125,3249,10,,,
-0.15212111175060272,3299,10,,,
-0.3127969801425934,3349,10,,,
-0.23574727773666382,3399,10,,,
,3431,10,0.7462999820709229,,
,3431,10,,0.785099983215332,0.7493239045143127
-0.233681783080101,3449,11,,,
-0.21136774122714996,3499,11,,,
-0.20971399545669556,3549,11,,,
-0.22116409242153168,3599,11,,,
-0.26118528842926025,3649,11,,,
-0.24582715332508087,3699,11,,,
,3743,11,0.7422000169754028,,
,3743,11,,0.7748000025749207,0.7603164911270142
-0.1902390867471695,3749,12,,,
-0.3100670874118805,3799,12,,,
-0.26751482486724854,3849,12,,,
-0.20085468888282776,3899,12,,,
-0.1751258373260498,3949,12,,,
-0.2577340304851532,3999,12,,,
-0.1761077344417572,4049,12,,,
,4055,12,0.7401000261306763,,
,4055,12,,0.771399974822998,0.7659254670143127
-0.26535287499427795,4099,13,,,
-0.27934709191322327,4149,13,,,
-0.16362112760543823,4199,13,,,
-0.24611708521842957,4249,13,,,
-0.26269030570983887,4299,13,,,
-0.18483363091945648,4349,13,,,
,4367,13,0.7125999927520752,,
,4367,13,,0.737500011920929,0.7713090777397156
-0.229444220662117,4399,14,,,
-0.15976352989673615,4449,14,,,
-0.2850065231323242,4499,14,,,
-0.24965937435626984,4549,14,,,
-0.1604531854391098,4599,14,,,
-0.22643956542015076,4649,14,,,
,4679,14,0.7508000135421753,,
,4679,14,,0.7950000166893005,0.7818509340286255
-0.25010114908218384,4699,15,,,
-0.25757020711898804,4749,15,,,
-0.20682507753372192,4799,15,,,
-0.2580152153968811,4849,15,,,
-0.26579922437667847,4899,15,,,
-0.18627122044563293,4949,15,,,
,4991,15,0.7667999863624573,,
,4991,15,,0.8111000061035156,0.7847305536270142
-0.1923753321170807,4999,16,,,
-0.2824004888534546,5049,16,,,
-0.325294554233551,5099,16,,,
-0.2673545479774475,5149,16,,,
-0.217275008559227,5199,16,,,
-0.19656521081924438,5249,16,,,
-0.25726768374443054,5299,16,,,
,5303,16,0.7559999823570251,,
,5303,16,,0.7957000136375427,0.7868589758872986
-0.308796763420105,5349,17,,,
-0.24009889364242554,5399,17,,,
-0.2006782591342926,5449,17,,,
-0.37663936614990234,5499,17,,,
-0.28347450494766235,5549,17,,,
-0.31680360436439514,5599,17,,,
,5615,17,0.7342000007629395,,
,5615,17,,0.7782999873161316,0.7943209409713745
-0.27703869342803955,5649,18,,,
-0.3541632890701294,5699,18,,,
-0.2293546497821808,5749,18,,,
-0.30986660718917847,5799,18,,,
-0.250913143157959,5849,18,,,
-0.23121334612369537,5899,18,,,
,5927,18,0.7498000264167786,,
,5927,18,,0.7875000238418579,0.7976512312889099
-0.24819470942020416,5949,19,,,
-0.3175393342971802,5999,19,,,
-0.25363218784332275,6049,19,,,
-0.27023643255233765,6099,19,,,
-0.3261370062828064,6149,19,,,
-0.2644241154193878,6199,19,,,
,6239,19,0.7602999806404114,,
,6239,19,,0.8027999997138977,0.8018830418586731
-0.3298964500427246,6249,20,,,
-0.26849305629730225,6299,20,,,
-0.3568468391895294,6349,20,,,
-0.3383215367794037,6399,20,,,
-0.33273088932037354,6449,20,,,
-0.2795812785625458,6499,20,,,
-0.25337421894073486,6549,20,,,
,6551,20,0.7694000005722046,,
,6551,20,,0.8015000224113464,0.8083683848381042
-0.2819693684577942,6599,21,,,
-0.28097614645957947,6649,21,,,
-0.2801814675331116,6699,21,,,
-0.35657376050949097,6749,21,,,
-0.24005305767059326,6799,21,,,
-0.30154338479042053,6849,21,,,
,6863,21,0.7807999849319458,,
,6863,21,,0.8246999979019165,0.8111979365348816
-0.27570056915283203,6899,22,,,
-0.32364174723625183,6949,22,,,
-0.30166682600975037,6999,22,,,
-0.29083192348480225,7049,22,,,
-0.17078690230846405,7099,22,,,
-0.2637953758239746,7149,22,,,
,7175,22,0.7623999714851379,,
,7175,22,,0.8054999709129333,0.8156550526618958
-0.30258840322494507,7199,23,,,
-0.2879854440689087,7249,23,,,
-0.3280715048313141,7299,23,,,
-0.2510124146938324,7349,23,,,
-0.24409762024879456,7399,23,,,
-0.27140507102012634,7449,23,,,
,7487,23,0.7901999950408936,,
,7487,23,,0.8356000185012817,0.8162559866905212
-0.2998828887939453,7499,24,,,
-0.33175960183143616,7549,24,,,
-0.28295987844467163,7599,24,,,
-0.28499191999435425,7649,24,,,
-0.26184210181236267,7699,24,,,
-0.33513617515563965,7749,24,,,
-0.366535484790802,7799,24,,,
,7799,24,0.7814000248908997,,
,7799,24,,0.8251000046730042,0.8232922554016113
-0.36590874195098877,7849,25,,,
-0.285102903842926,7899,25,,,
-0.21980690956115723,7949,25,,,
-0.2984592318534851,7999,25,,,
-0.3574014902114868,8049,25,,,
-0.27321934700012207,8099,25,,,
,8111,25,0.7918999791145325,,
,8111,25,,0.8313999772071838,0.8228164911270142
-0.2670319378376007,8149,26,,,
-0.22933226823806763,8199,26,,,
-0.2691262364387512,8249,26,,,
-0.2871657609939575,8299,26,,,
-0.29175350069999695,8349,26,,,
-0.34488600492477417,8399,26,,,
,8423,26,0.785099983215332,,
,8423,26,,0.82669997215271,0.8247696161270142
-0.3308923840522766,8449,27,,,
-0.3792131841182709,8499,27,,,
-0.329226016998291,8549,27,,,
-0.32727599143981934,8599,27,,,
-0.31358712911605835,8649,27,,,
-0.33651003241539,8699,27,,,
,8735,27,0.777400016784668,,
,8735,27,,0.8130999803543091,0.8306289911270142
-0.3018375635147095,8749,28,,,
-0.36067402362823486,8799,28,,,
-0.34401100873947144,8849,28,,,
-0.3061336874961853,8899,28,,,
-0.21522143483161926,8949,28,,,
-0.25777846574783325,8999,28,,,
,9047,28,0.7993999719619751,,
,9047,28,,0.8392000198364258,0.8328074812889099
-0.30697861313819885,9049,29,,,
-0.26959899067878723,9099,29,,,
-0.27585601806640625,9149,29,,,
-0.29499685764312744,9199,29,,,
-0.3585653305053711,9249,29,,,
-0.4012666940689087,9299,29,,,
-0.34659844636917114,9349,29,,,
,9359,29,0.7889000177383423,,
,9359,29,,0.83160001039505,0.8351863026618958
-0.3322821855545044,9399,30,,,
-0.3305993974208832,9449,30,,,
-0.385070264339447,9499,30,,,
-0.29797062277793884,9549,30,,,
-0.31948715448379517,9599,30,,,
-0.28705015778541565,9649,30,,,
,9671,30,0.7717999815940857,,
,9671,30,,0.8112000226974487,0.8370392918586731
-0.26235431432724,9699,31,,,
-0.3612005114555359,9749,31,,,
-0.3466099500656128,9799,31,,,
-0.36546826362609863,9849,31,,,
-0.37374982237815857,9899,31,,,
-0.3070840835571289,9949,31,,,
,9983,31,0.7961999773979187,,
,9983,31,,0.8456000089645386,0.8370643258094788
-0.3078656792640686,9999,32,,,
-0.37440529465675354,10049,32,,,
-0.3305681645870209,10099,32,,,
-0.3264845907688141,10149,32,,,
-0.3403223156929016,10199,32,,,
-0.3243184983730316,10249,32,,,
,10295,32,0.8095999956130981,,
,10295,32,,0.8564000129699707,0.8375400900840759
-0.341452032327652,10299,33,,,
-0.34387215971946716,10349,33,,,
-0.3739405870437622,10399,33,,,
-0.3785001039505005,10449,33,,,
-0.29185420274734497,10499,33,,,
-0.28114116191864014,10549,33,,,
-0.2922336459159851,10599,33,,,
,10607,33,0.8051999807357788,,
,10607,33,,0.8447999954223633,0.8431991338729858
-0.34719395637512207,10649,34,,,
-0.32979893684387207,10699,34,,,
-0.32316794991493225,10749,34,,,
-0.30032259225845337,10799,34,,,
-0.4105987250804901,10849,34,,,
-0.40190309286117554,10899,34,,,
,10919,34,0.8082000017166138,,
,10919,34,,0.8526999950408936,0.8429737687110901
-0.4591200351715088,10949,35,,,
-0.4209418296813965,10999,35,,,
-0.28690314292907715,11049,35,,,
-0.23737801611423492,11099,35,,,
-0.23567871749401093,11149,35,,,
-0.4025087058544159,11199,35,,,
,11231,35,0.8034999966621399,,
,11231,35,,0.8475000262260437,0.8454026579856873
-0.3721364140510559,11249,36,,,
-0.23831789195537567,11299,36,,,
-0.2632240951061249,11349,36,,,
-0.32269734144210815,11399,36,,,
-0.37058746814727783,11449,36,,,
-0.38872647285461426,11499,36,,,
,11543,36,0.8044000267982483,,
,11543,36,,0.8457000255584717,0.8453525900840759
-0.34034597873687744,11549,37,,,
-0.29664212465286255,11599,37,,,
-0.42049843072891235,11649,37,,,
-0.31722748279571533,11699,37,,,
-0.3827931880950928,11749,37,,,
-0.3530539870262146,11799,37,,,
-0.4275825023651123,11849,37,,,
,11855,37,0.8065999746322632,,
,11855,37,,0.8508999943733215,0.8485827445983887
-0.33567318320274353,11899,38,,,
-0.3533779978752136,11949,38,,,
-0.33616960048675537,11999,38,,,
-0.3091731667518616,12049,38,,,
-0.34345871210098267,12099,38,,,
-0.4326118528842926,12149,38,,,
,12167,38,0.8144999742507935,,
,12167,38,,0.8582000136375427,0.8512620329856873
-0.2612411677837372,12199,39,,,
-0.38052821159362793,12249,39,,,
-0.3596418797969818,12299,39,,,
-0.32022279500961304,12349,39,,,
-0.3882516026496887,12399,39,,,
-0.39087051153182983,12449,39,,,
,12479,39,0.8203999996185303,,
,12479,39,,0.8639000058174133,0.8533903956413269
-0.44361817836761475,12499,40,,,
-0.4331396818161011,12549,40,,,
-0.41633984446525574,12599,40,,,
-0.40893757343292236,12649,40,,,
-0.4550320506095886,12699,40,,,
-0.43494895100593567,12749,40,,,
,12791,40,0.8098000288009644,,
,12791,40,,0.8518999814987183,0.8596754670143127
-0.4596903622150421,12799,41,,,
-0.4314285218715668,12849,41,,,
-0.44171658158302307,12899,41,,,
-0.43122798204421997,12949,41,,,
-0.41037696599960327,12999,41,,,
-0.43478909134864807,13049,41,,,
-0.44302400946617126,13099,41,,,
,13103,41,0.8220000267028809,,
,13103,41,,0.8744000196456909,0.8634064793586731
-0.39543190598487854,13149,42,,,
-0.43437036871910095,13199,42,,,
-0.4273126423358917,13249,42,,,
-0.3629046082496643,13299,42,,,
-0.4047488570213318,13349,42,,,
-0.4250394105911255,13399,42,,,
,13415,42,0.8205999732017517,,
,13415,42,,0.8526999950408936,0.8615034222602844
-0.4302752614021301,13449,43,,,
-0.4510077238082886,13499,43,,,
-0.44263195991516113,13549,43,,,
-0.426379919052124,13599,43,,,
-0.4344284236431122,13649,43,,,
-0.40914803743362427,13699,43,,,
,13727,43,0.8127999901771545,,
,13727,43,,0.8478999733924866,0.8613781929016113
-0.39595547318458557,13749,44,,,
-0.4102242887020111,13799,44,,,
-0.4312988221645355,13849,44,,,
-0.45071399211883545,13899,44,,,
-0.39727598428726196,13949,44,,,
-0.41408148407936096,13999,44,,,
,14039,44,0.8209999799728394,,
,14039,44,,0.8694999814033508,0.8605268597602844
-0.41296881437301636,14049,45,,,
-0.3797670602798462,14099,45,,,
-0.40797966718673706,14149,45,,,
-0.3917895555496216,14199,45,,,
-0.4316674470901489,14249,45,,,
-0.41559624671936035,14299,45,,,
-0.4230559170246124,14349,45,,,
,14351,45,0.8087999820709229,,
,14351,45,,0.8569999933242798,0.8597506284713745
-0.45723822712898254,14399,46,,,
-0.46389758586883545,14449,46,,,
-0.4156543016433716,14499,46,,,
-0.43422287702560425,14549,46,,,
-0.4360197186470032,14599,46,,,
-0.4524015784263611,14649,46,,,
,14663,46,0.8241000175476074,,
,14663,46,,0.8675000071525574,0.8631560206413269
-0.4765079915523529,14699,47,,,
-0.43418851494789124,14749,47,,,
-0.3767766058444977,14799,47,,,
-0.4806874990463257,14849,47,,,
-0.4341057240962982,14899,47,,,
-0.4209253489971161,14949,47,,,
,14975,47,0.819100022315979,,
,14975,47,,0.8694000244140625,0.8618289232254028
-0.43696144223213196,14999,48,,,
-0.43498092889785767,15049,48,,,
-0.38836759328842163,15099,48,,,
-0.42644745111465454,15149,48,,,
-0.3808332085609436,15199,48,,,
-0.4247804880142212,15249,48,,,
,15287,48,0.8184999823570251,,
,15287,48,,0.8718000054359436,0.8611528277397156
-0.3913729786872864,15299,49,,,
-0.4296998083591461,15349,49,,,
-0.35957515239715576,15399,49,,,
-0.4321129322052002,15449,49,,,
-0.41735970973968506,15499,49,,,
-0.46451815962791443,15549,49,,,
-0.41521695256233215,15599,49,,,
,15599,49,0.8208000063896179,,
,15599,49,,0.8676999807357788,0.8628054857254028
-0.4505850076675415,15649,50,,,
-0.4432082772254944,15699,50,,,
-0.4481576979160309,15749,50,,,
-0.4407384991645813,15799,50,,,
-0.4240676164627075,15849,50,,,
-0.39166948199272156,15899,50,,,
,15911,50,0.8098000288009644,,
,15911,50,,0.8539999723434448,0.8637069463729858
-0.452003538608551,15949,51,,,
-0.3838629722595215,15999,51,,,
-0.43013083934783936,16049,51,,,
-0.38242441415786743,16099,51,,,
-0.4245179295539856,16149,51,,,
-0.4081260561943054,16199,51,,,
,16223,51,0.8113999962806702,,
,16223,51,,0.8614000082015991,0.8601011633872986
-0.4049021005630493,16249,52,,,
-0.4572898745536804,16299,52,,,
-0.4032095670700073,16349,52,,,
-0.36159127950668335,16399,52,,,
-0.4300430417060852,16449,52,,,
-0.4374585747718811,16499,52,,,
,16535,52,0.822700023651123,,
,16535,52,,0.8677999973297119,0.8621544241905212
-0.45534104108810425,16549,53,,,
-0.4339945614337921,16599,53,,,
-0.402793288230896,16649,53,,,
-0.4185065031051636,16699,53,,,
-0.4008682370185852,16749,53,,,
-0.4471518397331238,16799,53,,,
,16847,53,0.8199999928474426,,
,16847,53,,0.8679999709129333,0.8618539571762085
-0.44953423738479614,16849,54,,,
-0.407524049282074,16899,54,,,
-0.4384737014770508,16949,54,,,
-0.4001280963420868,16999,54,,,
-0.4346771538257599,17049,54,,,
-0.3994976878166199,17099,54,,,
-0.39239466190338135,17149,54,,,
,17159,54,0.8176000118255615,,
,17159,54,,0.868399977684021,0.8608773946762085
-0.4117094576358795,17199,55,,,
-0.4636874794960022,17249,55,,,
-0.421285480260849,17299,55,,,
-0.43208181858062744,17349,55,,,
-0.4261397123336792,17399,55,,,
-0.42935675382614136,17449,55,,,
,17471,55,0.8264999985694885,,
,17471,55,,0.878000020980835,0.8647586107254028
-0.42336755990982056,17499,56,,,
-0.4451933801174164,17549,56,,,
-0.43428611755371094,17599,56,,,
-0.429970383644104,17649,56,,,
-0.40838441252708435,17699,56,,,
-0.41817134618759155,17749,56,,,
,17783,56,0.8201000094413757,,
,17783,56,,0.8720999956130981,0.8658353090286255
-0.43958836793899536,17799,57,,,
-0.4665367603302002,17849,57,,,
-0.4695271849632263,17899,57,,,
-0.42218226194381714,17949,57,,,
-0.4027586281299591,17999,57,,,
-0.4757680296897888,18049,57,,,
,18095,57,0.8282999992370605,,
,18095,57,,0.8784999847412109,0.8648838400840759
-0.4206376075744629,18099,58,,,
-0.45254647731781006,18149,58,,,
-0.4573252201080322,18199,58,,,
-0.3947473466396332,18249,58,,,
-0.442607581615448,18299,58,,,
-0.43931522965431213,18349,58,,,
-0.4562148451805115,18399,58,,,
,18407,58,0.8194000124931335,,
,18407,58,,0.8615000247955322,0.8658102750778198
-0.4400355815887451,18449,59,,,
-0.42018991708755493,18499,59,,,
-0.3990766704082489,18549,59,,,
-0.4697583019733429,18599,59,,,
-0.47002488374710083,18649,59,,,
-0.46325069665908813,18699,59,,,
,18719,59,0.8205999732017517,,
,18719,59,,0.8702999949455261,0.8671875
-0.42537999153137207,18749,60,,,
-0.4364979863166809,18799,60,,,
-0.4467007517814636,18849,60,,,
-0.40358054637908936,18899,60,,,
-0.462117999792099,18949,60,,,
-0.43779563903808594,18999,60,,,
,19031,60,0.8443999886512756,,
,19031,60,,0.8978999853134155,0.8789563179016113
-0.4915972352027893,19049,61,,,
-0.4586032032966614,19099,61,,,
-0.4107794165611267,19149,61,,,
-0.44569069147109985,19199,61,,,
-0.4758543372154236,19249,61,,,
-0.44259488582611084,19299,61,,,
,19343,61,0.847599983215332,,
,19343,61,,0.9004999995231628,0.8865434527397156
-0.42531001567840576,19349,62,,,
-0.4730340838432312,19399,62,,,
-0.4473423957824707,19449,62,,,
-0.47040969133377075,19499,62,,,
-0.4370046854019165,19549,62,,,
-0.4670073390007019,19599,62,,,
-0.46831628680229187,19649,62,,,
,19655,62,0.8482999801635742,,
,19655,62,,0.9000999927520752,0.890700101852417
-0.4644080400466919,19699,63,,,
-0.4809236526489258,19749,63,,,
-0.45267295837402344,19799,63,,,
-0.48163193464279175,19849,63,,,
-0.42426133155822754,19899,63,,,
-0.4247611165046692,19949,63,,,
,19967,63,0.8485000133514404,,
,19967,63,,0.9014000296592712,0.8913261294364929
-0.4264075756072998,19999,64,,,
-0.4444843530654907,20049,64,,,
-0.4417237639427185,20099,64,,,
-0.46058547496795654,20149,64,,,
-0.4630765914916992,20199,64,,,
-0.4436865746974945,20249,64,,,
,20279,64,0.8500999808311462,,
,20279,64,,0.9014000296592712,0.8921273946762085
-0.4532385468482971,20299,65,,,
-0.47844982147216797,20349,65,,,
-0.4186039865016937,20399,65,,,
-0.4763815104961395,20449,65,,,
-0.4970313608646393,20499,65,,,
-0.4794803857803345,20549,65,,,
,20591,65,0.8485000133514404,,
,20591,65,,0.9004999995231628,0.8933042883872986
-0.46274685859680176,20599,66,,,
-0.4442901909351349,20649,66,,,
-0.4717446565628052,20699,66,,,
-0.48697271943092346,20749,66,,,
-0.4603986442089081,20799,66,,,
-0.4350566267967224,20849,66,,,
-0.454784631729126,20899,66,,,
,20903,66,0.8517000079154968,,
,20903,66,,0.9031000137329102,0.8940554857254028
-0.44987666606903076,20949,67,,,
-0.48520272970199585,20999,67,,,
-0.4834139347076416,21049,67,,,
-0.4684779644012451,21099,67,,,
-0.4134480953216553,21149,67,,,
-0.4447813630104065,21199,67,,,
,21215,67,0.8517000079154968,,
,21215,67,,0.9021999835968018,0.8947065472602844
-0.4454551935195923,21249,68,,,
-0.4717870354652405,21299,68,,,
-0.4869607985019684,21349,68,,,
-0.4540567398071289,21399,68,,,
-0.46920180320739746,21449,68,,,
-0.4172104597091675,21499,68,,,
,21527,68,0.8515999913215637,,
,21527,68,,0.9025999903678894,0.8947065472602844
-0.4843880534172058,21549,69,,,
-0.4432907700538635,21599,69,,,
-0.445864737033844,21649,69,,,
-0.4536263048648834,21699,69,,,
-0.48713183403015137,21749,69,,,
-0.4619397521018982,21799,69,,,
,21839,69,0.8519999980926514,,
,21839,69,,0.9028000235557556,0.8958082795143127
-0.45233702659606934,21849,70,,,
-0.48717379570007324,21899,70,,,
-0.4745137393474579,21949,70,,,
-0.47588062286376953,21999,70,,,
-0.4951777756214142,22049,70,,,
-0.46737879514694214,22099,70,,,
-0.4663853645324707,22149,70,,,
,22151,70,0.8515999913215637,,
,22151,70,,0.9049999713897705,0.8956330418586731
-0.5112742781639099,22199,71,,,
-0.5053664445877075,22249,71,,,
-0.48860523104667664,22299,71,,,
-0.4839473366737366,22349,71,,,
-0.4830588698387146,22399,71,,,
-0.5030932426452637,22449,71,,,
,22463,71,0.8539000153541565,,
,22463,71,,0.9041000008583069,0.897536039352417
-0.4760732054710388,22499,72,,,
-0.48125723004341125,22549,72,,,
-0.4760150909423828,22599,72,,,
-0.49850285053253174,22649,72,,,
-0.4586864709854126,22699,72,,,
-0.5096011161804199,22749,72,,,
,22775,72,0.8518000245094299,,
,22775,72,,0.9049999713897705,0.8980118036270142
-0.4914127588272095,22799,73,,,
-0.48359325528144836,22849,73,,,
-0.47339582443237305,22899,73,,,
-0.4855251908302307,22949,73,,,
-0.45049774646759033,22999,73,,,
-0.5082412362098694,23049,73,,,
,23087,73,0.8515999913215637,,
,23087,73,,0.9046000242233276,0.8995893597602844
-0.47049975395202637,23099,74,,,
-0.487007737159729,23149,74,,,
-0.4901750087738037,23199,74,,,
-0.4806968867778778,23249,74,,,
-0.47199222445487976,23299,74,,,
-0.4765895903110504,23349,74,,,
-0.48308265209198,23399,74,,,
,23399,74,0.8521999716758728,,
,23399,74,,0.9049000144004822,0.8997896909713745
-0.477334201335907,23449,75,,,
-0.4692908525466919,23499,75,,,
-0.4532298445701599,23549,75,,,
-0.4608563184738159,23599,75,,,
-0.49180251359939575,23649,75,,,
-0.4791455864906311,23699,75,,,
,23711,75,0.8529000282287598,,
,23711,75,,0.9068999886512756,0.8997896909713745
-0.4992386996746063,23749,76,,,
-0.4927738904953003,23799,76,,,
-0.48220720887184143,23849,76,,,
-0.45851802825927734,23899,76,,,
-0.480895459651947,23949,76,,,
-0.46869325637817383,23999,76,,,
,24023,76,0.8529999852180481,,
,24023,76,,0.9071000218391418,0.9003655910491943
-0.5134967565536499,24049,77,,,
-0.48417747020721436,24099,77,,,
-0.4759466052055359,24149,77,,,
-0.4588274359703064,24199,77,,,
-0.48001599311828613,24249,77,,,
-0.4863310754299164,24299,77,,,
,24335,77,0.8536999821662903,,
,24335,77,,0.9047999978065491,0.8992637991905212
-0.49306562542915344,24349,78,,,
-0.5061999559402466,24399,78,,,
-0.4863423705101013,24449,78,,,
-0.4837813973426819,24499,78,,,
-0.4595949947834015,24549,78,,,
-0.48930805921554565,24599,78,,,
,24647,78,0.8531000018119812,,
,24647,78,,0.9042999744415283,0.9017177224159241
-0.45065170526504517,24649,79,,,
-0.4275480806827545,24699,79,,,
-0.507954478263855,24749,79,,,
-0.49210795760154724,24799,79,,,
-0.5073868036270142,24849,79,,,
-0.47741812467575073,24899,79,,,
-0.5039048790931702,24949,79,,,
,24959,79,0.8539000153541565,,
,24959,79,,0.9031999707221985,0.9009665250778198
-0.5058208703994751,24999,80,,,
-0.4831521213054657,25049,80,,,
-0.4942814111709595,25099,80,,,
-0.4989112615585327,25149,80,,,
-0.4766889810562134,25199,80,,,
-0.4795178472995758,25249,80,,,
,25271,80,0.8529000282287598,,
