epoch,train_loss,step,val_acc1,val_acc2,train_acc2,test_acc,train_acc1
0,0.4488993287086487,49,,,,,
0,0.41696158051490784,99,,,,,
0,0.41416579484939575,149,,,,,
0,0.36148086190223694,199,,,,,
0,0.3840795159339905,249,,,,,
0,0.40207067131996155,299,,,,,
0,,311,0.21719999611377716,0.2214999943971634,,,
0,,311,,,0.1953125,0.2337999939918518,0.19586338102817535
