train_loss,epoch,step,test_acc
2.3339552879333496,0,49,
2.018608570098877,0,99,
1.9476447105407715,0,149,
1.9037834405899048,0,199,
2.1084096431732178,0,249,
1.917938470840454,0,299,
1.597145438194275,0,349,
,0,389,0.4652999937534332
2.5753836631774902,1,399,
1.9584368467330933,1,449,
1.7645843029022217,1,499,
2.050837516784668,1,549,
1.5300922393798828,1,599,
1.7276719808578491,1,649,
1.5868171453475952,1,699,
1.9891557693481445,1,749,
,1,779,0.4733999967575073
1.5075421333312988,2,799,
1.4282644987106323,2,849,
1.4759907722473145,2,899,
1.169071912765503,2,949,
1.8794476985931396,2,999,
1.6279410123825073,2,1049,
1.6696226596832275,2,1099,
0.9906073212623596,2,1149,
,2,1169,0.5291000008583069
1.092294692993164,3,1199,
1.1039446592330933,3,1249,
1.2492517232894897,3,1299,
1.4612908363342285,3,1349,
0.9621694087982178,3,1399,
1.0333822965621948,3,1449,
1.678635597229004,3,1499,
0.9840635061264038,3,1549,
,3,1559,0.6065999865531921
1.0585120916366577,4,1599,
1.0038607120513916,4,1649,
1.38201105594635,4,1699,
0.6935547590255737,4,1749,
1.652712345123291,4,1799,
1.2584859132766724,4,1849,
0.6423780918121338,4,1899,
1.4121410846710205,4,1949,
,4,1949,0.631600022315979
1.5236419439315796,5,1999,
0.8138295412063599,5,2049,
1.131859540939331,5,2099,
1.1787806749343872,5,2149,
0.27866828441619873,5,2199,
1.3264424800872803,5,2249,
1.474380373954773,5,2299,
,5,2339,0.6748999953269958
1.2905588150024414,6,2349,
1.3326112031936646,6,2399,
1.1469902992248535,6,2449,
1.2865220308303833,6,2499,
0.13357889652252197,6,2549,
1.5121746063232422,6,2599,
1.0433138608932495,6,2649,
1.3399180173873901,6,2699,
,6,2729,0.6748999953269958
0.7799577713012695,7,2749,
1.2589969635009766,7,2799,
-0.2058565616607666,7,2849,
0.5927731990814209,7,2899,
0.14036953449249268,7,2949,
0.29323792457580566,7,2999,
1.160008192062378,7,3049,
-0.22613012790679932,7,3099,
,7,3119,0.6998999714851379
0.39263081550598145,8,3149,
0.6310771703720093,8,3199,
0.9066236019134521,8,3249,
-0.2501347064971924,8,3299,
0.4718761444091797,8,3349,
0.24383795261383057,8,3399,
0.7743409872055054,8,3449,
0.07392287254333496,8,3499,
,8,3509,0.7074000239372253
0.8752425312995911,9,3549,
1.2696285247802734,9,3599,
0.45842111110687256,9,3649,
0.9835096597671509,9,3699,
1.1123329401016235,9,3749,
0.18687057495117188,9,3799,
0.09182476997375488,9,3849,
0.7881908416748047,9,3899,
,9,3899,0.7071999907493591
-0.8056893348693848,10,3949,
0.9723407030105591,10,3999,
0.7480168342590332,10,4049,
0.6060466766357422,10,4099,
-0.4674510955810547,10,4149,
0.7101974487304688,10,4199,
-0.25749659538269043,10,4249,
,10,4289,0.7278000116348267
0.8789211511611938,11,4299,
0.727161169052124,11,4349,
-0.7790114283561707,11,4399,
-1.2183098793029785,11,4449,
0.09420192241668701,11,4499,
0.9839380979537964,11,4549,
-1.5222924947738647,11,4599,
-0.6311686038970947,11,4649,
,11,4679,0.7723000049591064
0.513740062713623,12,4699,
0.8199632167816162,12,4749,
0.9693021774291992,12,4799,
-1.1187776327133179,12,4849,
-0.06200528144836426,12,4899,
0.07336974143981934,12,4949,
0.06894326210021973,12,4999,
0.3778843879699707,12,5049,
,12,5069,0.7698000073432922
0.1202460527420044,13,5099,
0.5645912885665894,13,5149,
-1.1074589490890503,13,5199,
0.912733793258667,13,5249,
0.5788805484771729,13,5299,
-0.17689108848571777,13,5349,
-0.3828928470611572,13,5399,
-1.3721766471862793,13,5449,
,13,5459,0.7677000164985657
0.5643144845962524,14,5499,
-0.32370495796203613,14,5549,
-0.40923047065734863,14,5599,
0.1719963550567627,14,5649,
0.5124332904815674,14,5699,
0.49213695526123047,14,5749,
0.09409463405609131,14,5799,
-0.4991050958633423,14,5849,
,14,5849,0.7904000282287598
0.5802814960479736,15,5899,
0.42216944694519043,15,5949,
-1.9804388284683228,15,5999,
-0.6805700063705444,15,6049,
-0.21586644649505615,15,6099,
0.6699583530426025,15,6149,
0.7590153217315674,15,6199,
,15,6239,0.7998999953269958
0.6562501192092896,16,6249,
0.41881847381591797,16,6299,
-0.07013189792633057,16,6349,
-1.6634395122528076,16,6399,
-2.3822836875915527,16,6449,
0.6476198434829712,16,6499,
0.10133278369903564,16,6549,
-1.2296944856643677,16,6599,
,16,6629,0.7940000295639038
0.5350676774978638,17,6649,
0.47652578353881836,17,6699,
1.2022027969360352,17,6749,
-0.8096033334732056,17,6799,
-2.1705527305603027,17,6849,
-0.4604499340057373,17,6899,
-1.6118900775909424,17,6949,
-2.483330011367798,17,6999,
,17,7019,0.7756999731063843
-1.6992087364196777,18,7049,
0.09241664409637451,18,7099,
-0.2432570457458496,18,7149,
-2.481086254119873,18,7199,
-1.7248787879943848,18,7249,
0.0540233850479126,18,7299,
-3.238109588623047,18,7349,
0.3238409757614136,18,7399,
,18,7409,0.7759000062942505
-1.0629632472991943,19,7449,
-3.5009870529174805,19,7499,
-1.2739534378051758,19,7549,
-0.7282285690307617,19,7599,
-1.4257166385650635,19,7649,
-0.785260796546936,19,7699,
-0.41424310207366943,19,7749,
0.8281536102294922,19,7799,
,19,7799,0.8230000138282776
-1.3893444538116455,20,7849,
0.27397990226745605,20,7899,
-0.8728394508361816,20,7949,
-0.7110310792922974,20,7999,
-1.2340993881225586,20,8049,
-1.6258578300476074,20,8099,
0.6029714345932007,20,8149,
,20,8189,0.8179000020027161
-3.394084930419922,21,8199,
-0.9929732084274292,21,8249,
0.23650908470153809,21,8299,
-2.3355491161346436,21,8349,
-2.447216033935547,21,8399,
0.6893820762634277,21,8449,
-1.5614900588989258,21,8499,
-1.2094032764434814,21,8549,
,21,8579,0.8094000220298767
-0.059233665466308594,22,8599,
0.7341547012329102,22,8649,
0.5807054042816162,22,8699,
-3.135578155517578,22,8749,
-1.0977723598480225,22,8799,
0.14480829238891602,22,8849,
0.4927554130554199,22,8899,
-4.177479267120361,22,8949,
,22,8969,0.8091999888420105
-1.1002403497695923,23,8999,
0.09984052181243896,23,9049,
0.11341965198516846,23,9099,
-1.4619488716125488,23,9149,
0.04527688026428223,23,9199,
-4.6716766357421875,23,9249,
-0.12424683570861816,23,9299,
-2.953629732131958,23,9349,
,23,9359,0.8295999765396118
-3.4518494606018066,24,9399,
-0.01608741283416748,24,9449,
-1.8040797710418701,24,9499,
-2.9220409393310547,24,9549,
-1.8212473392486572,24,9599,
-1.503796935081482,24,9649,
-0.4283926486968994,24,9699,
0.5444488525390625,24,9749,
,24,9749,0.8328999876976013
-1.8707529306411743,25,9799,
0.031530022621154785,25,9849,
0.2018367052078247,25,9899,
-1.727247953414917,25,9949,
-0.8828727006912231,25,9999,
-2.159799575805664,25,10049,
-1.9427573680877686,25,10099,
,25,10139,0.8251000046730042
-1.9015231132507324,26,10149,
-2.31345272064209,26,10199,
-0.9278101921081543,26,10249,
0.05333757400512695,26,10299,
0.19122183322906494,26,10349,
-1.411763072013855,26,10399,
-4.474745273590088,26,10449,
-2.173642635345459,26,10499,
,26,10529,0.8345000147819519
-1.8146320581436157,27,10549,
-0.13088297843933105,27,10599,
-3.5169973373413086,27,10649,
-3.069202184677124,27,10699,
-3.399808406829834,27,10749,
-4.39882230758667,27,10799,
-2.2576992511749268,27,10849,
-4.363286018371582,27,10899,
,27,10919,0.8467000126838684
-1.6324970722198486,28,10949,
-0.4494600296020508,28,10999,
-1.1791760921478271,28,11049,
0.0032396316528320312,28,11099,
0.2866804599761963,28,11149,
-1.7707465887069702,28,11199,
-0.5601922273635864,28,11249,
-0.18870365619659424,28,11299,
,28,11309,0.8425999879837036
-2.717616558074951,29,11349,
-0.2240431308746338,29,11399,
-2.19840407371521,29,11449,
-4.99828577041626,29,11499,
-0.14258098602294922,29,11549,
0.3811056613922119,29,11599,
-1.8345946073532104,29,11649,
-3.9914298057556152,29,11699,
,29,11699,0.8328999876976013
-4.162143707275391,30,11749,
-0.03214430809020996,30,11799,
-4.72819709777832,30,11849,
-0.10207629203796387,30,11899,
-1.3191239833831787,30,11949,
-0.031467556953430176,30,11999,
-1.4116703271865845,30,12049,
,30,12089,0.8632000088691711
-1.4741332530975342,31,12099,
0.2184818983078003,31,12149,
-4.905750751495361,31,12199,
-1.6248230934143066,31,12249,
-5.2255167961120605,31,12299,
-2.469191551208496,31,12349,
-0.9619107246398926,31,12399,
-0.045633792877197266,31,12449,
,31,12479,0.864300012588501
-1.5359134674072266,32,12499,
-2.571009635925293,32,12549,
-1.5127086639404297,32,12599,
-3.663144111633301,32,12649,
-1.806225061416626,32,12699,
-1.9766333103179932,32,12749,
-1.7935817241668701,32,12799,
-6.729922294616699,32,12849,
,32,12869,0.8589000105857849
-1.1194748878479004,33,12899,
0.0378190279006958,33,12949,
-1.9452362060546875,33,12999,
-2.240283727645874,33,13049,
-3.8682427406311035,33,13099,
-0.5703532695770264,33,13149,
-0.3266308307647705,33,13199,
-1.1644467115402222,33,13249,
,33,13259,0.8647000193595886
-0.16034460067749023,34,13299,
-0.7761662006378174,34,13349,
-1.01579749584198,34,13399,
-0.29905200004577637,34,13449,
-0.4241313934326172,34,13499,
-6.527102470397949,34,13549,
