epoch,step,train_loss,train_acc,test_acc
0,49,2.6946206092834473,,
0,99,2.676706314086914,,
0,149,2.463995933532715,,
0,199,2.212238311767578,,
0,249,2.4693477153778076,,
0,299,2.81223726272583,,
0,349,2.452382802963257,,
0,389,,0.1617988795042038,0.1979999989271164
1,399,2.062497854232788,,
1,449,2.816053867340088,,
1,499,2.208447217941284,,
1,549,2.3402528762817383,,
1,599,2.4405112266540527,,
1,649,2.4212095737457275,,
1,699,2.038440227508545,,
1,749,2.1667237281799316,,
1,779,,0.22165465354919434,0.2874000072479248
2,799,2.0281822681427,,
2,849,2.061598300933838,,
2,899,2.2724969387054443,,
2,949,2.4314920902252197,,
2,999,2.2087771892547607,,
2,1049,2.191765546798706,,
2,1099,2.044853925704956,,
2,1149,1.9596954584121704,,
2,1169,,0.2256009578704834,0.2669000029563904
3,1199,1.9721680879592896,,
3,1249,1.9554640054702759,,
3,1299,2.023851156234741,,
3,1349,1.8974746465682983,,
3,1399,1.803282380104065,,
3,1449,1.960129737854004,,
3,1499,1.9091957807540894,,
3,1549,1.9207290410995483,,
3,1559,,0.30156248807907104,0.3910999894142151
4,1599,1.9418553113937378,,
4,1649,1.7371671199798584,,
4,1699,1.8065056800842285,,
4,1749,1.7969173192977905,,
4,1799,1.720307469367981,,
4,1849,1.766984224319458,,
4,1899,1.6706119775772095,,
4,1949,1.862253189086914,,
4,1949,,0.3688301146030426,0.4196000099182129
5,1999,1.7806905508041382,,
5,2049,1.7856208086013794,,
5,2099,1.9579758644104004,,
5,2149,1.5742604732513428,,
5,2199,1.6274455785751343,,
5,2249,1.5849088430404663,,
5,2299,1.4173601865768433,,
5,2339,,0.4150240421295166,0.4724000096321106
6,2349,1.7230987548828125,,
6,2399,1.646101951599121,,
6,2449,1.5998241901397705,,
6,2499,1.5976169109344482,,
6,2549,1.5731037855148315,,
6,2599,1.4331343173980713,,
6,2649,1.5506350994110107,,
6,2699,1.5583000183105469,,
6,2729,,0.46290063858032227,0.5297999978065491
7,2749,1.3842051029205322,,
7,2799,1.5228108167648315,,
7,2849,1.5396183729171753,,
7,2899,1.3870922327041626,,
7,2949,1.419424057006836,,
7,2999,1.3996500968933105,,
7,3049,1.378730297088623,,
7,3099,1.3301441669464111,,
7,3119,,0.5169070363044739,0.6190999746322632
8,3149,1.4068961143493652,,
8,3199,1.4184409379959106,,
8,3249,1.2990937232971191,,
8,3299,1.0647560358047485,,
8,3349,1.3444693088531494,,
8,3399,1.3406606912612915,,
8,3449,1.105974555015564,,
8,3499,1.3925806283950806,,
8,3509,,0.5670071840286255,0.6132000088691711
9,3549,1.2650920152664185,,
9,3599,1.4011272192001343,,
9,3649,1.2287323474884033,,
9,3699,1.240684986114502,,
9,3749,1.4413087368011475,,
9,3799,1.0577471256256104,,
9,3849,1.237473487854004,,
9,3899,1.1809149980545044,,
9,3899,,0.603946328163147,0.6960999965667725
10,3949,1.1632575988769531,,
10,3999,1.1222515106201172,,
10,4049,1.2799627780914307,,
10,4099,1.1502035856246948,,
10,4149,1.322052001953125,,
10,4199,1.1922434568405151,,
10,4249,1.122902512550354,,
10,4289,,0.6315905451774597,0.7368999719619751
11,4299,0.8700993061065674,,
11,4349,0.7885279059410095,,
11,4399,0.7883291244506836,,
11,4449,1.1861025094985962,,
11,4499,0.7195886373519897,,
11,4549,0.8448265194892883,,
11,4599,0.7275521159172058,,
11,4649,0.8375542163848877,,
11,4679,,0.6399839520454407,0.7032999992370605
12,4699,0.44994956254959106,,
12,4749,0.8260300755500793,,
12,4799,0.568070650100708,,
12,4849,0.6545827388763428,,
12,4899,0.6857407689094543,,
12,4949,0.5333499312400818,,
12,4999,0.8301864862442017,,
12,5049,0.003109276294708252,,
12,5069,,0.6391226053237915,0.6561999917030334
13,5099,0.2791658639907837,,
13,5149,0.35761475563049316,,
13,5199,0.2034207582473755,,
13,5249,0.17701351642608643,,
13,5299,0.2765101194381714,,
13,5349,0.38076305389404297,,
13,5399,0.36084258556365967,,
13,5449,-0.07659268379211426,,
13,5459,,0.6423277258872986,0.6887000203132629
14,5499,-0.8197358846664429,,
14,5549,-0.48433446884155273,,
14,5599,-0.507123589515686,,
14,5649,-1.0379234552383423,,
14,5699,0.056503891944885254,,
14,5749,-0.19736874103546143,,
14,5799,-0.3574925661087036,,
14,5849,-0.14958882331848145,,
14,5849,,0.6471754908561707,0.6895999908447266
15,5899,-0.6884646415710449,,
15,5949,-0.9058582782745361,,
15,5999,-0.7091350555419922,,
15,6049,-0.6711546182632446,,
15,6099,-1.4657843112945557,,
15,6149,-0.8144111633300781,,
15,6199,-1.0465545654296875,,
15,6239,,0.6529046297073364,0.644599974155426
16,6249,-1.406936764717102,,
16,6299,-1.4541913270950317,,
16,6349,-0.838120698928833,,
16,6399,-1.8015573024749756,,
16,6449,-2.037141799926758,,
16,6499,-1.601242184638977,,
16,6549,-1.2286841869354248,,
16,6599,-1.3581091165542603,,
16,6629,,0.6619591116905212,0.6934000253677368
17,6649,-2.5134806632995605,,
17,6699,-2.314518451690674,,
17,6749,-1.8602089881896973,,
17,6799,-2.114976406097412,,
17,6849,-2.2953035831451416,,
17,6899,-1.9796173572540283,,
17,6949,-2.0270025730133057,,
17,6999,-2.07779598236084,,
17,7019,,0.6666466593742371,0.7472000122070312
18,7049,-2.929579019546509,,
18,7099,-2.7709264755249023,,
18,7149,-2.759341239929199,,
18,7199,-3.037646770477295,,
18,7249,-2.6141138076782227,,
18,7299,-2.1749346256256104,,
18,7349,-2.980745792388916,,
18,7399,-2.5081214904785156,,
18,7409,,0.6733373403549194,0.7304999828338623
19,7449,-3.815141201019287,,
19,7499,-3.2666146755218506,,
19,7549,-3.4960665702819824,,
19,7599,-3.33351993560791,,
19,7649,-3.7074904441833496,,
19,7699,-3.6050705909729004,,
19,7749,-2.240199089050293,,
19,7799,-3.4868648052215576,,
19,7799,,0.678826093673706,0.7081999778747559
20,7849,-3.9307403564453125,,
20,7899,-4.253432273864746,,
20,7949,-3.7391088008880615,,
20,7999,-3.769611358642578,,
20,8049,-3.992551803588867,,
20,8099,-3.8907341957092285,,
20,8149,-3.4630308151245117,,
20,8189,,0.6844751834869385,0.7785000205039978
21,8199,-4.463510513305664,,
21,8249,-4.658594608306885,,
21,8299,-5.144610404968262,,
21,8349,-4.141449451446533,,
21,8399,-5.3319807052612305,,
21,8449,-4.264262676239014,,
21,8499,-4.769807815551758,,
21,8549,-4.994199752807617,,
21,8579,,0.6849559545516968,0.7773000001907349
22,8599,-4.645410060882568,,
22,8649,-4.669942855834961,,
22,8699,-5.435622215270996,,
22,8749,-4.9549407958984375,,
22,8799,-5.350222587585449,,
22,8849,-5.258206367492676,,
22,8899,-5.656198024749756,,
22,8949,-5.579002857208252,,
22,8969,,0.6904046535491943,0.7376000285148621
23,8999,-5.449544906616211,,
23,9049,-5.822816848754883,,
23,9099,-5.585176467895508,,
23,9149,-5.866292953491211,,
23,9199,-5.977320194244385,,
23,9249,-6.225703239440918,,
23,9299,-5.244935035705566,,
23,9349,-5.703221321105957,,
23,9359,,0.691987156867981,0.714900016784668
24,9399,-6.885252475738525,,
24,9449,-5.975035667419434,,
24,9499,-6.591279983520508,,
24,9549,-6.5203447341918945,,
24,9599,-6.050265789031982,,
24,9649,-6.870789051055908,,
24,9699,-5.762657165527344,,
24,9749,-5.577465057373047,,
24,9749,,0.6944711804389954,0.7560999989509583
25,9799,-6.801304340362549,,
25,9849,-5.793018341064453,,
25,9899,-7.118250370025635,,
25,9949,-7.267101287841797,,
25,9999,-7.104086399078369,,
25,10049,-7.490609169006348,,
25,10099,-7.374462127685547,,
25,10139,,0.698357343673706,0.754800021648407
26,10149,-8.27481746673584,,
26,10199,-7.359485149383545,,
26,10249,-8.487176895141602,,
26,10299,-7.259903907775879,,
26,10349,-8.055886268615723,,
26,10399,-6.754050254821777,,
26,10449,-7.583980560302734,,
26,10499,-7.700450420379639,,
26,10529,,0.6998798251152039,0.7626000046730042
27,10549,-8.508223533630371,,
27,10599,-8.725223541259766,,
27,10649,-8.638388633728027,,
27,10699,-8.120132446289062,,
27,10749,-8.406557083129883,,
27,10799,-8.294055938720703,,
27,10849,-8.380928993225098,,
27,10899,-8.883502960205078,,
27,10919,,0.7006410360336304,0.718500018119812
28,10949,-8.999141693115234,,
28,10999,-9.420162200927734,,
28,11049,-9.25182056427002,,
28,11099,-8.716291427612305,,
28,11149,-8.952184677124023,,
28,11199,-8.907315254211426,,
28,11249,-9.14232063293457,,
28,11299,-8.339509963989258,,
28,11309,,0.7027243375778198,0.7063999772071838
29,11349,-9.57651424407959,,
29,11399,-9.49343490600586,,
29,11449,-9.39272689819336,,
29,11499,-9.426834106445312,,
29,11549,-9.799554824829102,,
29,11599,-9.492990493774414,,
29,11649,-9.206467628479004,,
29,11699,-8.585383415222168,,
29,11699,,0.7048878073692322,0.77920001745224
30,11749,-10.787599563598633,,
30,11799,-10.538228988647461,,
30,11849,-9.511513710021973,,
30,11899,-9.991744995117188,,
30,11949,-10.16366958618164,,
30,11999,-10.134659767150879,,
30,12049,-9.691107749938965,,
30,12089,,0.7069711685180664,0.7896999716758728
31,12099,-11.077857971191406,,
31,12149,-10.838827133178711,,
31,12199,-9.84367847442627,,
31,12249,-11.355537414550781,,
31,12299,-10.097208023071289,,
31,12349,-10.455175399780273,,
31,12399,-11.047041893005371,,
31,12449,-10.671903610229492,,
31,12479,,0.7075320482254028,0.7261000275611877
32,12499,-11.847295761108398,,
32,12549,-12.097253799438477,,
32,12599,-11.629298210144043,,
32,12649,-11.43187141418457,,
32,12699,-11.461343765258789,,
32,12749,-11.758578300476074,,
32,12799,-10.794780731201172,,
32,12849,-11.797834396362305,,
32,12869,,0.707812488079071,0.7545999884605408
33,12899,-11.490092277526855,,
33,12949,-12.754690170288086,,
33,12999,-11.976052284240723,,
33,13049,-12.517915725708008,,
33,13099,-11.849488258361816,,
33,13149,-12.21517562866211,,
33,13199,-12.94066047668457,,
33,13249,-11.68160629272461,,
33,13259,,0.7066907286643982,0.7857000231742859
34,13299,-12.66891098022461,,
34,13349,-12.964760780334473,,
34,13399,-13.235315322875977,,
34,13449,-12.3651704788208,,
34,13499,-13.620367050170898,,
34,13549,-13.353727340698242,,
34,13599,-12.750936508178711,,
34,13649,-12.650527954101562,,
34,13649,,0.7112780213356018,0.7838000059127808
35,13699,-13.777617454528809,,
35,13749,-12.871293067932129,,
35,13799,-13.468467712402344,,
35,13849,-13.30375862121582,,
35,13899,-13.25150203704834,,
35,13949,-12.892592430114746,,
35,13999,-13.200695037841797,,
35,14039,,0.7090144157409668,0.7730000019073486
36,14049,-13.611952781677246,,
36,14099,-14.629868507385254,,
36,14149,-13.661863327026367,,
36,14199,-13.919276237487793,,
36,14249,-14.54624080657959,,
36,14299,-14.14897632598877,,
36,14349,-13.65241813659668,,
36,14399,-14.198301315307617,,
36,14429,,0.711718738079071,0.7581999897956848
37,14449,-15.674222946166992,,
37,14499,-14.787213325500488,,
37,14549,-15.488162994384766,,
37,14599,-15.535285949707031,,
37,14649,-15.078837394714355,,
37,14699,-14.346918106079102,,
37,14749,-14.227855682373047,,
37,14799,-14.50979232788086,,
37,14819,,0.7107371687889099,0.7587000131607056
38,14849,-15.564765930175781,,
38,14899,-15.646720886230469,,
38,14949,-15.074857711791992,,
38,14999,-15.176091194152832,,
38,15049,-14.511916160583496,,
38,15099,-16.348407745361328,,
38,15149,-15.458316802978516,,
38,15199,-16.18399429321289,,
38,15209,,0.7082532048225403,0.73580002784729
39,15249,-16.560277938842773,,
39,15299,-16.957439422607422,,
39,15349,-16.700965881347656,,
39,15399,-16.458589553833008,,
39,15449,-16.356386184692383,,
39,15499,-16.502838134765625,,
39,15549,-15.986553192138672,,
39,15599,-15.492951393127441,,
39,15599,,0.7099959850311279,0.7103000283241272
40,15649,-16.203754425048828,,
40,15699,-16.688146591186523,,
40,15749,-16.576297760009766,,
40,15799,-17.034366607666016,,
40,15849,-16.487253189086914,,
40,15899,-17.5943603515625,,
