step,train_loss,epoch,train_acc,test_acc
49,2.317481756210327,0,,
99,2.419961929321289,0,,
149,2.4624345302581787,0,,
199,2.885049819946289,0,,
249,2.8873796463012695,0,,
299,2.5364363193511963,0,,
349,2.4004642963409424,0,,
389,,0,0.1330929547548294,0.1623000055551529
399,2.4590556621551514,1,,
449,2.5373752117156982,1,,
499,2.314844846725464,1,,
549,2.327655076980591,1,,
599,2.4203507900238037,1,,
649,2.227993965148926,1,,
699,2.231609344482422,1,,
749,2.272573709487915,1,,
779,,1,0.18066906929016113,0.24779999256134033
799,2.263427734375,2,,
849,2.2431321144104004,2,,
899,2.3041839599609375,2,,
949,2.2038164138793945,2,,
999,2.4374773502349854,2,,
1049,2.287869453430176,2,,
1099,2.270223617553711,2,,
1149,2.189970016479492,2,,
1169,,2,0.21133814752101898,0.2935999929904938
1199,2.266728162765503,3,,
1249,2.0922422409057617,3,,
1299,2.090264081954956,3,,
1349,2.0193309783935547,3,,
1399,1.9521410465240479,3,,
1449,2.051356792449951,3,,
1499,2.005007266998291,3,,
1549,2.1112051010131836,3,,
1559,,3,0.2543870210647583,0.3776000142097473
1599,1.9850711822509766,4,,
1649,2.0045435428619385,4,,
1699,1.9377762079238892,4,,
1749,2.0533735752105713,4,,
1799,1.86974036693573,4,,
1849,2.0489234924316406,4,,
1899,1.9377028942108154,4,,
1949,1.9474748373031616,4,,
1949,,4,0.28986379504203796,0.4034999907016754
1999,1.9244170188903809,5,,
2049,1.9894697666168213,5,,
2099,2.0500435829162598,5,,
2149,2.0064101219177246,5,,
2199,1.8564294576644897,5,,
2249,1.8612605333328247,5,,
2299,1.8518245220184326,5,,
2339,,5,0.3091947138309479,0.3880999982357025
2349,1.97275972366333,6,,
2399,1.9766596555709839,6,,
2449,1.768164038658142,6,,
2499,1.8514407873153687,6,,
2549,1.9572871923446655,6,,
2599,1.8240883350372314,6,,
2649,1.9294068813323975,6,,
2699,2.019254207611084,6,,
2729,,6,0.33898237347602844,0.4772000014781952
2749,1.6886969804763794,7,,
2799,1.8357362747192383,7,,
2849,1.9100637435913086,7,,
2899,1.8747693300247192,7,,
2949,1.8376271724700928,7,,
2999,1.647191047668457,7,,
3049,1.847986102104187,7,,
3099,1.838330626487732,7,,
3119,,7,0.36604568362236023,0.49900001287460327
3149,1.8784687519073486,8,,
3199,1.6963374614715576,8,,
3249,1.9250367879867554,8,,
3299,1.643535852432251,8,,
3349,1.744053602218628,8,,
3399,1.7197918891906738,8,,
3449,1.6826531887054443,8,,
3499,1.8775928020477295,8,,
3509,,8,0.3896634578704834,0.5364000201225281
3549,1.7660224437713623,9,,
3599,1.9697455167770386,9,,
3649,1.6530553102493286,9,,
3699,1.8402657508850098,9,,
3749,1.9536226987838745,9,,
3799,1.654660940170288,9,,
3849,1.618361234664917,9,,
3899,1.656283974647522,9,,
3899,,9,0.4122996926307678,0.5289999842643738
3949,1.635520100593567,10,,
3999,1.7800071239471436,10,,
4049,1.6988434791564941,10,,
4099,1.7127079963684082,10,,
4149,1.6667729616165161,10,,
4199,1.5637989044189453,10,,
4249,1.6810790300369263,10,,
4289,,10,0.43998396396636963,0.6057999730110168
4299,1.3789290189743042,11,,
4349,1.3548705577850342,11,,
4399,1.6763499975204468,11,,
4449,1.4610998630523682,11,,
4499,1.4608256816864014,11,,
4549,1.4958252906799316,11,,
4599,1.3322480916976929,11,,
4649,1.3983567953109741,11,,
4679,,11,0.45122194290161133,0.6410999894142151
4699,1.2704075574874878,12,,
4749,1.1112459897994995,12,,
4799,1.2289456129074097,12,,
4849,1.4620391130447388,12,,
4899,1.209746241569519,12,,
4949,1.1789218187332153,12,,
4999,1.4467837810516357,12,,
5049,0.8610734939575195,12,,
5069,,12,0.4653245210647583,0.5795000195503235
5099,0.8682478666305542,13,,
5149,0.7932782769203186,13,,
5199,0.9917016625404358,13,,
5249,0.9949550032615662,13,,
5299,1.411036729812622,13,,
5349,0.9816345572471619,13,,
5399,0.8255031704902649,13,,
5449,0.8483930826187134,13,,
5459,,13,0.4689503312110901,0.6054999828338623
5499,1.0443228483200073,14,,
5549,0.5630874633789062,14,,
5599,0.8927778005599976,14,,
5649,0.4491734504699707,14,,
5699,1.0906611680984497,14,,
5749,0.7137020826339722,14,,
5799,0.4109985828399658,14,,
5849,0.5492485761642456,14,,
5849,,14,0.4728766083717346,0.5680000185966492
5899,0.5911610126495361,15,,
5949,0.5288169384002686,15,,
5999,0.37104201316833496,15,,
6049,0.29216861724853516,15,,
6099,-0.1990373134613037,15,,
6149,0.479697585105896,15,,
6199,0.041106581687927246,15,,
6239,,15,0.47688302397727966,0.6313999891281128
6249,0.015448331832885742,16,,
6299,-0.43060851097106934,16,,
6349,-0.4654355049133301,16,,
6399,-0.3535001277923584,16,,
6449,0.20358967781066895,16,,
6499,-0.6272011995315552,16,,
6549,-0.17006564140319824,16,,
6599,-0.23099446296691895,16,,
6629,,16,0.4776442348957062,0.6327000260353088
6649,-0.739417314529419,17,,
6699,-1.1608808040618896,17,,
6749,-0.5314276218414307,17,,
6799,-0.7920651435852051,17,,
6849,-0.8072695732116699,17,,
6899,-0.8452904224395752,17,,
6949,-0.6424553394317627,17,,
6999,-0.7980475425720215,17,,
7019,,17,0.4849759638309479,0.6183000206947327
7049,-1.1194067001342773,18,,
7099,-1.2011840343475342,18,,
7149,-1.377899169921875,18,,
7199,-1.3767788410186768,18,,
7249,-1.100313425064087,18,,
7299,-0.7430601119995117,18,,
7349,-1.0507311820983887,18,,
7399,-1.143941879272461,18,,
