train_loss,epoch,step,val_acc1,val_acc2,train_acc1,train_acc2,test_acc
17.624937057495117,0,49,,,,,
1.1458998918533325,0,99,,,,,
0.7159000039100647,0,149,,,,,
0.6390034556388855,0,199,,,,,
0.571759819984436,0,249,,,,,
0.6000702977180481,0,299,,,,,
,0,311,0.10279999673366547,0.10270000249147415,,,
,0,311,,,0.09983473271131516,0.09983473271131516,0.0995846539735794
0.4975354075431824,1,349,,,,,
0.5228808522224426,1,399,,,,,
0.5436630845069885,1,449,,,,,
0.501099705696106,1,499,,,,,
0.4869869649410248,1,549,,,,,
0.4927372932434082,1,599,,,,,
,1,623,0.11110000312328339,0.11100000143051147,,,
,1,623,,,0.11032652109861374,0.1103515625,0.0995846539735794
0.47701454162597656,2,649,,,,,
0.47646215558052063,2,699,,,,,
0.4716973602771759,2,749,,,,,
0.4692991077899933,2,799,,,,,
0.4617631137371063,2,849,,,,,
0.46488383412361145,2,899,,,,,
,2,935,0.10689999908208847,0.10679999738931656,,,
,2,935,,,0.10909955948591232,0.10909955948591232,0.10087025165557861
0.44483324885368347,3,949,,,,,
0.4605959355831146,3,999,,,,,
0.4574456810951233,3,1049,,,,,
0.46215254068374634,3,1099,,,,,
0.44934168457984924,3,1149,,,,,
0.4469285011291504,3,1199,,,,,
,3,1247,0.1111999973654747,0.11089999973773956,,,
,3,1247,,,0.10824819654226303,0.10824819654226303,0.0995846539735794
0.44871482253074646,4,1249,,,,,
0.44610708951950073,4,1299,,,,,
0.4521808624267578,4,1349,,,,,
0.4461313784122467,4,1399,,,,,
0.4485591650009155,4,1449,,,,,
0.44600605964660645,4,1499,,,,,
0.45492610335350037,4,1549,,,,,
,4,1559,0.10279999673366547,0.10289999842643738,,,
,4,1559,,,0.10864883661270142,0.10864883661270142,0.0995846539735794
0.4443020522594452,5,1599,,,,,
0.4417809545993805,5,1649,,,,,
0.43877455592155457,5,1699,,,,,
0.44948163628578186,5,1749,,,,,
0.4462064504623413,5,1799,,,,,
0.43998977541923523,5,1849,,,,,
,5,1871,0.11110000312328339,0.11100000143051147,,,
,5,1871,,,0.10995092242956161,0.10995092242956161,0.0995846539735794
0.445225328207016,6,1899,,,,,
0.4419913589954376,6,1949,,,,,
0.4377366006374359,6,1999,,,,,
0.4380204379558563,6,2049,,,,,
0.4397609233856201,6,2099,,,,,
0.4409198462963104,6,2149,,,,,
,6,2183,0.11110000312328339,0.11089999973773956,,,
,6,2183,,,0.11007612198591232,0.11007612198591232,0.0995846539735794
0.4304402768611908,7,2199,,,,,
0.43464264273643494,7,2249,,,,,
0.4386897683143616,7,2299,,,,,
0.43923211097717285,7,2349,,,,,
0.4393625259399414,7,2399,,,,,
0.4360330402851105,7,2449,,,,,
,7,2495,0.11110000312328339,0.11100000143051147,,,
,7,2495,,,0.10864883661270142,0.10867387801408768,0.0995846539735794
0.42881810665130615,8,2499,,,,,
0.42884960770606995,8,2549,,,,,
0.4255712628364563,8,2599,,,,,
0.44216984510421753,8,2649,,,,,
0.42717844247817993,8,2699,,,,,
0.42237532138824463,8,2749,,,,,
0.4288580119609833,8,2799,,,,,
,8,2807,0.10289999842643738,0.10289999842643738,,,
,8,2807,,,0.10889923572540283,0.10929988324642181,0.0995846539735794
0.43023452162742615,9,2849,,,,,
0.42095521092414856,9,2899,,,,,
0.4196990430355072,9,2949,,,,,
0.43564268946647644,9,2999,,,,,
0.43355733156204224,9,3049,,,,,
0.42344561219215393,9,3099,,,,,
,9,3119,0.11190000176429749,0.11100000143051147,,,
,9,3119,,,0.10902444273233414,0.10817307978868484,0.10166139155626297
0.42283895611763,10,3149,,,,,
0.4406183660030365,10,3199,,,,,
0.43250715732574463,10,3249,,,,,
0.4170301854610443,10,3299,,,,,
0.41469836235046387,10,3349,,,,,
0.45713427662849426,10,3399,,,,,
,10,3431,0.10289999842643738,0.10289999842643738,,,
,10,3431,,,0.1100260391831398,0.10932491719722748,0.0995846539735794
0.42803117632865906,11,3449,,,,,
0.41906777024269104,11,3499,,,,,
0.43054571747779846,11,3549,,,,,
0.4209468364715576,11,3599,,,,,
0.41626304388046265,11,3649,,,,,
0.4197465479373932,11,3699,,,,,
,11,3743,0.10289999842643738,0.10289999842643738,,,
,11,3743,,,0.10809795558452606,0.10874899476766586,0.0995846539735794
0.42155352234840393,12,3749,,,,,
0.41853946447372437,12,3799,,,,,
0.42670372128486633,12,3849,,,,,
0.4208989143371582,12,3899,,,,,
0.4203837215900421,12,3949,,,,,
0.4239000082015991,12,3999,,,,,
0.43369191884994507,12,4049,,,,,
,12,4055,0.10279999673366547,0.10289999842643738,,,
,12,4055,,,0.11007612198591232,0.10982572287321091,0.0995846539735794
0.4402153193950653,13,4099,,,,,
0.41511696577072144,13,4149,,,,,
