step,epoch,train_loss,val_loss,val_acc,test_acc,train_acc
49,0,2.3135182857513428,,,,
99,0,2.080246686935425,,,,
149,0,2.128129482269287,,,,
199,0,1.996497392654419,,,,
249,0,2.0377800464630127,,,,
299,0,1.9581836462020874,,,,
311,0,,1.9184818267822266,0.27959999442100525,,
311,0,,,,0.2858999967575073,0.2005208283662796
349,1,1.9349448680877686,,,,
399,1,1.8584926128387451,,,,
449,1,1.722424030303955,,,,
499,1,1.6612881422042847,,,,
549,1,1.7281301021575928,,,,
599,1,1.8118259906768799,,,,
623,1,,1.6712838411331177,0.3734000027179718,,
623,1,,,,0.3806000053882599,0.32729867100715637
649,2,1.6300625801086426,,,,
699,2,1.6061714887619019,,,,
749,2,1.6703910827636719,,,,
799,2,1.6355639696121216,,,,
849,2,1.65205979347229,,,,
899,2,1.6050447225570679,,,,
935,2,,1.5824699401855469,0.43059998750686646,,
935,2,,,,0.4465999901294708,0.39533254504203796
949,3,1.66253662109375,,,,
999,3,1.634841799736023,,,,
1049,3,1.564326286315918,,,,
1099,3,1.6633496284484863,,,,
1149,3,1.52651846408844,,,,
1199,3,1.4087395668029785,,,,
1247,3,,1.4174606800079346,0.5019000172615051,,
1247,3,,,,0.508899986743927,0.4518229067325592
1249,4,1.371720314025879,,,,
1299,4,1.3434560298919678,,,,
1349,4,1.5122480392456055,,,,
1399,4,1.350180983543396,,,,
1449,4,1.3858753442764282,,,,
1499,4,1.3749163150787354,,,,
1549,4,1.2822024822235107,,,,
1559,4,,1.5173429250717163,0.4724000096321106,,
1559,4,,,,0.484499990940094,0.5003004670143127
1599,5,1.191872239112854,,,,
1649,5,1.2550631761550903,,,,
1699,5,1.3885670900344849,,,,
1749,5,1.3668015003204346,,,,
1799,5,1.3051894903182983,,,,
1849,5,1.3023980855941772,,,,
1871,5,,1.297538161277771,0.5540000200271606,,
1871,5,,,,0.5827000141143799,0.5459485054016113
1899,6,1.1339510679244995,,,,
1949,6,1.2104936838150024,,,,
1999,6,1.4203909635543823,,,,
2049,6,1.226723074913025,,,,
2099,6,1.1186106204986572,,,,
2149,6,1.3199889659881592,,,,
2183,6,,1.1367769241333008,0.6096000075340271,,
2183,6,,,,0.6399999856948853,0.5855118036270142
2199,7,1.2418431043624878,,,,
2249,7,0.9482650756835938,,,,
2299,7,1.0190236568450928,,,,
2349,7,1.2287817001342773,,,,
2399,7,1.0520997047424316,,,,
2449,7,1.0115453004837036,,,,
2495,7,,1.1017955541610718,0.6315000057220459,,
2495,7,,,,0.6514000296592712,0.6218699812889099
2499,8,1.017615556716919,,,,
2549,8,1.1634771823883057,,,,
2599,8,0.9565204977989197,,,,
2649,8,0.9407422542572021,,,,
2699,8,1.1686537265777588,,,,
2749,8,1.1921964883804321,,,,
2799,8,0.9651437401771545,,,,
2807,8,,1.071196436882019,0.6424000263214111,,
2807,8,,,,0.6699000000953674,0.6438551545143127
2849,9,1.0381381511688232,,,,
2899,9,0.9597913026809692,,,,
2949,9,0.9628303647041321,,,,
2999,9,0.8139296174049377,,,,
3049,9,0.9443486928939819,,,,
3099,9,1.0439010858535767,,,,
3119,9,,1.1453379392623901,0.6394000053405762,,
3119,9,,,,0.6714000105857849,0.6663411259651184
3149,10,0.9038999676704407,,,,
3199,10,0.8280903697013855,,,,
3249,10,0.8757711052894592,,,,
3299,10,0.9484686851501465,,,,
3349,10,0.7462738156318665,,,,
3399,10,0.8029879331588745,,,,
3431,10,,0.9798111319541931,0.6758000254631042,,
3431,10,,,,0.7093999981880188,0.6845703125
3449,11,0.8577873706817627,,,,
3499,11,1.0734138488769531,,,,
3549,11,0.878346860408783,,,,
3599,11,0.8773700594902039,,,,
3649,11,0.8883199095726013,,,,
3699,11,0.846305787563324,,,,
3743,11,,0.9026509523391724,0.7077999711036682,,
3743,11,,,,0.7387999892234802,0.7023237347602844
3749,12,0.8401596546173096,,,,
3799,12,0.8505979776382446,,,,
3849,12,0.9622541666030884,,,,
3899,12,0.8662113547325134,,,,
3949,12,0.7461682558059692,,,,
3999,12,0.7421701550483704,,,,
4049,12,0.7880752682685852,,,,
4055,12,,0.8987538814544678,0.7168999910354614,,
4055,12,,,,0.7572000026702881,0.7149438858032227
4099,13,0.6905481219291687,,,,
4149,13,0.7826772928237915,,,,
4199,13,0.9366485476493835,,,,
4249,13,0.8762661814689636,,,,
4299,13,0.6569468975067139,,,,
4349,13,0.7428659796714783,,,,
4367,13,,0.9062269330024719,0.7146999835968018,,
4367,13,,,,0.742900013923645,0.7316706776618958
4399,14,0.8053839802742004,,,,
4449,14,0.7242608666419983,,,,
4499,14,0.8539523482322693,,,,
4549,14,0.626838743686676,,,,
4599,14,0.6045491695404053,,,,
4649,14,0.8166431188583374,,,,
4679,14,,0.946129560470581,0.6990000009536743,,
4679,14,,,,0.7282999753952026,0.7478966116905212
4699,15,0.6727155447006226,,,,
4749,15,0.7960425019264221,,,,
4799,15,0.9911736845970154,,,,
4849,15,0.6728900074958801,,,,
4899,15,0.6949045062065125,,,,
4949,15,0.772708535194397,,,,
4991,15,,0.7800907492637634,0.7552000284194946,,
4991,15,,,,0.7907000184059143,0.7626953125
4999,16,0.47166016697883606,,,,
5049,16,0.6765040159225464,,,,
5099,16,0.7515925765037537,,,,
5149,16,0.718355655670166,,,,
5199,16,0.7002159357070923,,,,
5249,16,0.9189670085906982,,,,
5299,16,0.7494637966156006,,,,
5303,16,,0.7825990319252014,0.7577999830245972,,
5303,16,,,,0.7946000099182129,0.7705078125
5349,17,0.8078535199165344,,,,
5399,17,0.6463934183120728,,,,
