step,train_loss,epoch,train_acc,test_acc
49,1.9630546569824219,0,,
99,1.9213272333145142,0,,
149,1.7559735774993896,0,,
199,1.820268154144287,0,,
249,1.6880654096603394,0,,
299,1.6545041799545288,0,,
349,1.6081938743591309,0,,
389,,0,0.4009615480899811,0.510699987411499
399,1.568603277206421,1,,
449,1.4889791011810303,1,,
499,1.5121089220046997,1,,
549,1.6155204772949219,1,,
599,1.5285916328430176,1,,
649,1.318152666091919,1,,
699,1.4352489709854126,1,,
749,1.2318129539489746,1,,
779,,1,0.5822916626930237,0.5748999714851379
799,1.4452784061431885,2,,
849,1.2294596433639526,2,,
899,1.2052695751190186,2,,
949,1.3556772470474243,2,,
999,1.3765572309494019,2,,
1049,1.2492780685424805,2,,
1099,1.3645325899124146,2,,
1149,1.2126883268356323,2,,
1169,,2,0.6754807829856873,0.6279000043869019
1199,1.1760863065719604,3,,
1249,1.2556419372558594,3,,
1299,1.0852352380752563,3,,
1349,1.014831304550171,3,,
1399,1.0309287309646606,3,,
1449,1.0313160419464111,3,,
1499,0.9788601398468018,3,,
1549,0.9680808782577515,3,,
1559,,3,0.7322916388511658,0.6891999840736389
1599,1.016487956047058,4,,
1649,1.014695167541504,4,,
1699,0.997550368309021,4,,
1749,1.0326159000396729,4,,
1799,1.0027742385864258,4,,
1849,1.0207545757293701,4,,
1899,1.0548278093338013,4,,
1949,0.8434789776802063,4,,
1949,,4,0.7682492136955261,0.7379999756813049
1999,0.8832624554634094,5,,
2049,1.053704857826233,5,,
2099,0.822284996509552,5,,
2149,0.9088991284370422,5,,
2199,0.9063222408294678,5,,
2249,0.8789794445037842,5,,
2299,0.88016676902771,5,,
2339,,5,0.7934094667434692,0.767799973487854
2349,0.8788735866546631,6,,
2399,0.9772774577140808,6,,
2449,0.9545844197273254,6,,
2499,0.9002147912979126,6,,
2549,0.8399108648300171,6,,
2599,0.8879722952842712,6,,
2649,0.8764262795448303,6,,
2699,0.8943430185317993,6,,
2729,,6,0.8101963400840759,0.7851999998092651
2749,0.7308598160743713,7,,
2799,0.7993555068969727,7,,
2849,0.8557342290878296,7,,
2899,0.7643854022026062,7,,
2949,0.7075039148330688,7,,
2999,0.7101413011550903,7,,
3049,0.7804372906684875,7,,
3099,0.8084802031517029,7,,
3119,,7,0.8282051086425781,0.8234000205993652
3149,0.7688460946083069,8,,
3199,0.7140841484069824,8,,
3249,0.6451601386070251,8,,
3299,0.7446027994155884,8,,
3349,0.841093897819519,8,,
3399,0.7567451596260071,8,,
3449,0.6645063161849976,8,,
3499,0.7692105770111084,8,,
3509,,8,0.8414262533187866,0.8349999785423279
3549,0.6282339692115784,9,,
3599,0.8426183462142944,9,,
3649,0.7341746091842651,9,,
3699,0.8449353575706482,9,,
3749,0.7231330275535583,9,,
3799,0.7906616926193237,9,,
3849,0.6332654356956482,9,,
3899,0.6723688840866089,9,,
3899,,9,0.8519831895828247,0.8343999981880188
3949,0.6778873801231384,10,,
3999,0.6411709785461426,10,,
4049,0.6112610697746277,10,,
4099,0.6875611543655396,10,,
4149,0.6122525334358215,10,,
4199,0.5868522524833679,10,,
4249,0.7656241655349731,10,,
