step,epoch,train_loss,val_acc,test_acc,train_acc
2495,7,,,0.6991000175476074,0.7133413553237915
2499,8,-0.1905825436115265,,,
2549,8,-0.21587809920310974,,,
2599,8,-0.09416692703962326,,,
2649,8,-0.2033950388431549,,,
2699,8,-0.17540518939495087,,,
2749,8,-0.1845397651195526,,,
2799,8,-0.08737269788980484,,,
2807,8,,0.7247999906539917,,
2807,8,,,0.7662000060081482,0.7302183508872986
2849,9,-0.289432168006897,,,
2899,9,-0.13992880284786224,,,
2949,9,-0.19417817890644073,,,
2999,9,-0.17205534875392914,,,
3049,9,-0.24400529265403748,,,
3099,9,-0.213967427611351,,,
3119,9,,0.7268000245094299,,
3119,9,,,0.7608000040054321,0.7404597401618958
3149,10,-0.19643796980381012,,,
3199,10,-0.2328735888004303,,,
3249,10,-0.14734604954719543,,,
3299,10,-0.24386554956436157,,,
3349,10,-0.170325368642807,,,
3399,10,-0.21958106756210327,,,
3431,10,,0.7283999919891357,,
3431,10,,,0.7721999883651733,0.748121976852417
3449,11,-0.28591662645339966,,,
3499,11,-0.20366230607032776,,,
3549,11,-0.24701005220413208,,,
3599,11,-0.3026696443557739,,,
3649,11,-0.13801312446594238,,,
3699,11,-0.20392219722270966,,,
3743,11,,0.7297999858856201,,
3743,11,,,0.7696999907493591,0.7561848759651184
3749,12,-0.3115832507610321,,,
3799,12,-0.2531088590621948,,,
3849,12,-0.22510750591754913,,,
3899,12,-0.25191307067871094,,,
3949,12,-0.20051582157611847,,,
3999,12,-0.3335067927837372,,,
4049,12,-0.14321918785572052,,,
4055,12,,0.7595999836921692,,
4055,12,,,0.7986000180244446,0.7635466456413269
4099,13,-0.17550590634346008,,,
4149,13,-0.2667381763458252,,,
4199,13,-0.23658563196659088,,,
4249,13,-0.2006319761276245,,,
4299,13,-0.2199401557445526,,,
4349,13,-0.30997318029403687,,,
4367,13,,0.753600001335144,,
4367,13,,,0.7955999970436096,0.7742137312889099
4399,14,-0.2167605757713318,,,
4449,14,-0.24147619307041168,,,
4499,14,-0.2346343696117401,,,
4549,14,-0.2456773817539215,,,
4599,14,-0.29706060886383057,,,
4649,14,-0.240966796875,,,
4679,14,,0.7282000184059143,,
4679,14,,,0.7634999752044678,0.7783203125
4699,15,-0.2765118479728699,,,
4749,15,-0.24037215113639832,,,
4799,15,-0.2569018602371216,,,
4849,15,-0.25396108627319336,,,
4899,15,-0.3441544771194458,,,
4949,15,-0.3045523464679718,,,
4991,15,,0.7429999709129333,,
4991,15,,,0.7807999849319458,0.7848808169364929
4999,16,-0.3080267906188965,,,
5049,16,-0.19658194482326508,,,
5099,16,-0.2767561972141266,,,
5149,16,-0.20125363767147064,,,
5199,16,-0.21522380411624908,,,
5249,16,-0.22741204500198364,,,
5299,16,-0.1593245565891266,,,
5303,16,,0.7226999998092651,,
5303,16,,,0.7531999945640564,0.788987398147583
5349,17,-0.2571665048599243,,,
5399,17,-0.27248436212539673,,,
5449,17,-0.3082759976387024,,,
5499,17,-0.19892042875289917,,,
5549,17,-0.26923882961273193,,,
5599,17,-0.28480231761932373,,,
5615,17,,0.785099983215332,,
5615,17,,,0.8274000287055969,0.7931690812110901
5649,18,-0.24399888515472412,,,
5699,18,-0.2611856460571289,,,
5749,18,-0.2979808747768402,,,
5799,18,-0.23384851217269897,,,
5849,18,-0.2699545919895172,,,
5899,18,-0.2209935188293457,,,
5927,18,,0.7784000039100647,,
5927,18,,,0.8197000026702881,0.7970252633094788
5949,19,-0.2682092487812042,,,
5999,19,-0.29568278789520264,,,
6049,19,-0.29394423961639404,,,
6099,19,-0.2120334804058075,,,
6149,19,-0.18461689352989197,,,
6199,19,-0.30248093605041504,,,
6239,19,,0.7646999955177307,,
6239,19,,,0.8065999746322632,0.8004807829856873
6249,20,-0.21833905577659607,,,
6299,20,-0.29681283235549927,,,
6349,20,-0.34474870562553406,,,
6399,20,-0.2700117230415344,,,
6449,20,-0.23329083621501923,,,
6499,20,-0.25105053186416626,,,
6549,20,-0.28216224908828735,,,
6551,20,,0.7822999954223633,,
6551,20,,,0.8313000202178955,0.8054887652397156
6599,21,-0.3725290298461914,,,
6649,21,-0.30944958329200745,,,
6699,21,-0.25703880190849304,,,
6749,21,-0.3136351704597473,,,
6799,21,-0.2233080118894577,,,
6849,21,-0.23858557641506195,,,
6863,21,,0.7864999771118164,,
6863,21,,,0.8245999813079834,0.8109976053237915
6899,22,-0.30686166882514954,,,
6949,22,-0.3769001066684723,,,
6999,22,-0.27575579285621643,,,
7049,22,-0.3791685104370117,,,
7099,22,-0.3172984719276428,,,
7149,22,-0.33447718620300293,,,
7175,22,,0.7876999974250793,,
7175,22,,,0.8295999765396118,0.8169070482254028
7199,23,-0.17437362670898438,,,
7249,23,-0.3122439384460449,,,
7299,23,-0.20225800573825836,,,
7349,23,-0.32484787702560425,,,
7399,23,-0.23125380277633667,,,
7449,23,-0.3515986204147339,,,
7487,23,,0.766700029373169,,
7487,23,,,0.8047000169754028,0.8175581097602844
7499,24,-0.25184157490730286,,,
7549,24,-0.25571340322494507,,,
7599,24,-0.2735779881477356,,,
7649,24,-0.2802499830722809,,,
7699,24,-0.2805110812187195,,,
7749,24,-0.3602604269981384,,,
7799,24,-0.2751973271369934,,,
7799,24,,0.781499981880188,,
7799,24,,,0.8224999904632568,0.8206129670143127
7849,25,-0.3789818584918976,,,
7899,25,-0.3164411783218384,,,
7949,25,-0.17815011739730835,,,
7999,25,-0.30388492345809937,,,
8049,25,-0.36142268776893616,,,
8099,25,-0.2691909074783325,,,
8111,25,,0.7914999723434448,,
8111,25,,,0.8296999931335449,0.8210136294364929
8149,26,-0.23302394151687622,,,
8199,26,-0.37678834795951843,,,
8249,26,-0.32476553320884705,,,
8299,26,-0.26989924907684326,,,
8349,26,-0.3417232930660248,,,
8399,26,-0.3150908350944519,,,
8423,26,,0.7989000082015991,,
8423,26,,,0.8425999879837036,0.8231420516967773
8449,27,-0.25224339962005615,,,
8499,27,-0.3353753089904785,,,
8549,27,-0.334675669670105,,,
8599,27,-0.34760746359825134,,,
8649,27,-0.26556655764579773,,,
8699,27,-0.32964396476745605,,,
8735,27,,0.7796000242233276,,
8735,27,,,0.8169999718666077,0.8288511633872986
8749,28,-0.34725308418273926,,,
8799,28,-0.3836151361465454,,,
8849,28,-0.16037046909332275,,,
8899,28,-0.22735905647277832,,,
8949,28,-0.3189820647239685,,,
8999,28,-0.2541838586330414,,,
9047,28,,0.7900000214576721,,
9047,28,,,0.8299999833106995,0.8286758661270142
9049,29,-0.31169959902763367,,,
9099,29,-0.3035705089569092,,,
9149,29,-0.35517141222953796,,,
9199,29,-0.3254653215408325,,,
9249,29,-0.292113721370697,,,
9299,29,-0.3874419331550598,,,
9349,29,-0.23130643367767334,,,
9359,29,,0.8046000003814697,,
9359,29,,,0.8522999882698059,0.8338341116905212
9399,30,-0.3331459164619446,,,
9449,30,-0.3575964868068695,,,
9499,30,-0.39158982038497925,,,
9549,30,-0.3337348699569702,,,
9599,30,-0.24419927597045898,,,
9649,30,-0.39309802651405334,,,
9671,30,,0.7838000059127808,,
9671,30,,,0.8327000141143799,0.8337339758872986
9699,31,-0.295526385307312,,,
9749,31,-0.3019455671310425,,,
9799,31,-0.3355102241039276,,,
9849,31,-0.28778401017189026,,,
9899,31,-0.2446943074464798,,,
9949,31,-0.3802391588687897,,,
9983,31,,0.8044000267982483,,
9983,31,,,0.8475000262260437,0.8336588740348816
9999,32,-0.36339402198791504,,,
10049,32,-0.33028504252433777,,,
10099,32,-0.37821507453918457,,,
10149,32,-0.35337263345718384,,,
10199,32,-0.36216434836387634,,,
10249,32,-0.3008916974067688,,,
10295,32,,0.805899977684021,,
10295,32,,,0.8500000238418579,0.8412460088729858
10299,33,-0.3388352692127228,,,
10349,33,-0.29110294580459595,,,
10399,33,-0.36045217514038086,,,
10449,33,-0.2924290895462036,,,
10499,33,-0.299678236246109,,,
10549,33,-0.37190520763397217,,,
10599,33,-0.28714436292648315,,,
10607,33,,0.7914999723434448,,
10607,33,,,0.8287000060081482,0.8421223759651184
10649,34,-0.2577403783798218,,,
10699,34,-0.2931635081768036,,,
10749,34,-0.30343538522720337,,,
10799,34,-0.31081458926200867,,,
10849,34,-0.3271687924861908,,,
10899,34,-0.3204105496406555,,,
10919,34,,0.8075000047683716,,
10919,34,,,0.8464000225067139,0.8427233695983887
10949,35,-0.36321383714675903,,,
10999,35,-0.364459365606308,,,
11049,35,-0.3378303050994873,,,
11099,35,-0.3725520670413971,,,
11149,35,-0.3568339943885803,,,
11199,35,-0.33108440041542053,,,
11231,35,,0.7973999977111816,,
11231,35,,,0.8432000279426575,0.8468549847602844
11249,36,-0.2923049330711365,,,
11299,36,-0.32985371351242065,,,
11349,36,-0.35586196184158325,,,
11399,36,-0.32305973768234253,,,
11449,36,-0.35955530405044556,,,
11499,36,-0.3116745054721832,,,
11543,36,,0.814300000667572,,
11543,36,,,0.8586999773979187,0.8481820821762085
11549,37,-0.28405439853668213,,,
11599,37,-0.32648760080337524,,,
11649,37,-0.3239164352416992,,,
11699,37,-0.4598767161369324,,,
11749,37,-0.31573039293289185,,,
11799,37,-0.2886015772819519,,,
11849,37,-0.36621302366256714,,,
11855,37,,0.8102999925613403,,
11855,37,,,0.8554999828338623,0.8472806215286255
11899,38,-0.3283662796020508,,,
11949,38,-0.3072298765182495,,,
11999,38,-0.3605489730834961,,,
12049,38,-0.2646961510181427,,,
12099,38,-0.3483811616897583,,,
12149,38,-0.371646910905838,,,
12167,38,,0.7764999866485596,,
12167,38,,,0.822700023651123,0.8516877293586731
12199,39,-0.35944998264312744,,,
12249,39,-0.25734245777130127,,,
12299,39,-0.3654172718524933,,,
12349,39,-0.3470303416252136,,,
12399,39,-0.3421001136302948,,,
12449,39,-0.32313817739486694,,,
12479,39,,0.8011000156402588,,
12479,39,,,0.8511999845504761,0.8518880009651184
12499,40,-0.41013824939727783,,,
12549,40,-0.44007307291030884,,,
12599,40,-0.4335639774799347,,,
12649,40,-0.4020974040031433,,,
12699,40,-0.39101970195770264,,,
12749,40,-0.3809196352958679,,,
12791,40,,0.8230999708175659,,
12791,40,,,0.8672999739646912,0.8596253991127014
12799,41,-0.3796389698982239,,,
12849,41,-0.4225960969924927,,,
12899,41,-0.42285749316215515,,,
12949,41,-0.42376571893692017,,,
12999,41,-0.40449750423431396,,,
13049,41,-0.4305562973022461,,,
13099,41,-0.36197274923324585,,,
13103,41,,0.8141999840736389,,
13103,41,,,0.8551999926567078,0.8596504330635071
13149,42,-0.4378228485584259,,,
13199,42,-0.4226340353488922,,,
13249,42,-0.4548741579055786,,,
13299,42,-0.4347596764564514,,,
13349,42,-0.4017704725265503,,,
13399,42,-0.40261006355285645,,,
13415,42,,0.8046000003814697,,
13415,42,,,0.8461999893188477,0.8579977750778198
13449,43,-0.4680293798446655,,,
13499,43,-0.4173930287361145,,,
13549,43,-0.3721657395362854,,,
13599,43,-0.43523845076560974,,,
13649,43,-0.4671463370323181,,,
13699,43,-0.42027342319488525,,,
13727,43,,0.8184999823570251,,
13727,43,,,0.8629000186920166,0.8616786599159241
13749,44,-0.4630347490310669,,,
13799,44,-0.3864325284957886,,,
13849,44,-0.433291494846344,,,
13899,44,-0.4349648356437683,,,
13949,44,-0.4445977807044983,,,
13999,44,-0.4678927958011627,,,
14039,44,,0.8014000058174133,,
14039,44,,,0.847000002861023,0.8589493036270142
14049,45,-0.4221535325050354,,,
14099,45,-0.38794806599617004,,,
14149,45,-0.4082431197166443,,,
14199,45,-0.4142770767211914,,,
14249,45,-0.43869608640670776,,,
14299,45,-0.4017229676246643,,,
14349,45,-0.42752236127853394,,,
14351,45,,0.791100025177002,,
14351,45,,,0.8331000208854675,0.8596754670143127
14399,46,-0.3928728997707367,,,
14449,46,-0.44397667050361633,,,
14499,46,-0.3551086187362671,,,
14549,46,-0.45967766642570496,,,
14599,46,-0.46706002950668335,,,
14649,46,-0.3774911165237427,,,
14663,46,,0.8167999982833862,,
14663,46,,,0.8621000051498413,0.8622045516967773
14699,47,-0.3870764970779419,,,
14749,47,-0.44786831736564636,,,
14799,47,-0.39486241340637207,,,
14849,47,-0.4245898723602295,,,
14899,47,-0.3994637429714203,,,
14949,47,-0.40013253688812256,,,
14975,47,,0.8205000162124634,,
14975,47,,,0.8661999702453613,0.8593499660491943
14999,48,-0.41521644592285156,,,
15049,48,-0.4484533667564392,,,
15099,48,-0.4523014426231384,,,
15149,48,-0.39450085163116455,,,
15199,48,-0.41612187027931213,,,
15249,48,-0.4251863658428192,,,
15287,48,,0.8162999749183655,,
15287,48,,,0.866100013256073,0.8598507642745972
15299,49,-0.4045344591140747,,,
15349,49,-0.40290939807891846,,,
15399,49,-0.4687025547027588,,,
15449,49,-0.4244038462638855,,,
15499,49,-0.4140647053718567,,,
15549,49,-0.4624556005001068,,,
15599,49,-0.4455201029777527,,,
15599,49,,0.8223000168800354,,
15599,49,,,0.8698999881744385,0.8606770634651184
15649,50,-0.4231061637401581,,,
15699,50,-0.4428352117538452,,,
15749,50,-0.4371090531349182,,,
15799,50,-0.4181697368621826,,,
15849,50,-0.4136376678943634,,,
15899,50,-0.40721064805984497,,,
15911,50,,0.8123999834060669,,
15911,50,,,0.8592000007629395,0.8577223420143127
15949,51,-0.40306520462036133,,,
15999,51,-0.42032909393310547,,,
16049,51,-0.4442985951900482,,,
16099,51,-0.45743611454963684,,,
16149,51,-0.4287591874599457,,,
16199,51,-0.41323423385620117,,,
16223,51,,0.8122000098228455,,
16223,51,,,0.8586999773979187,0.8608773946762085
16249,52,-0.43339961767196655,,,
16299,52,-0.4409758448600769,,,
16349,52,-0.41948235034942627,,,
16399,52,-0.4317767024040222,,,
16449,52,-0.4036681056022644,,,
16499,52,-0.3947916030883789,,,
16535,52,,0.8165000081062317,,
16535,52,,,0.8626999855041504,0.8570713400840759
16549,53,-0.41038766503334045,,,
16599,53,-0.43909457325935364,,,
16649,53,-0.4600285589694977,,,
16699,53,-0.4411447048187256,,,
16749,53,-0.42808103561401367,,,
16799,53,-0.42499005794525146,,,
16847,53,,0.8176000118255615,,
16847,53,,,0.8684999942779541,0.8616786599159241
16849,54,-0.4360774755477905,,,
16899,54,-0.37414222955703735,,,
16949,54,-0.39799386262893677,,,
16999,54,-0.45561662316322327,,,
17049,54,-0.48219701647758484,,,
17099,54,-0.403554230928421,,,
17149,54,-0.41345009207725525,,,
17159,54,,0.8023999929428101,,
17159,54,,,0.8460000157356262,0.8620042204856873
17199,55,-0.47205424308776855,,,
17249,55,-0.4363190233707428,,,
17299,55,-0.4392595589160919,,,
17349,55,-0.44952788949012756,,,
17399,55,-0.38587331771850586,,,
17449,55,-0.4330863356590271,,,
17471,55,,0.8126000165939331,,
17471,55,,,0.8614000082015991,0.8613781929016113
17499,56,-0.4185839295387268,,,
17549,56,-0.42941588163375854,,,
17599,56,-0.451538622379303,,,
17649,56,-0.4243854880332947,,,
17699,56,-0.39663028717041016,,,
17749,56,-0.39950698614120483,,,
17783,56,,0.8137999773025513,,
17783,56,,,0.8690000176429749,0.8638321161270142
17799,57,-0.43054527044296265,,,
17849,57,-0.4496748447418213,,,
17899,57,-0.3881303071975708,,,
17949,57,-0.4302172064781189,,,
17999,57,-0.4411298930644989,,,
18049,57,-0.397030234336853,,,
18095,57,,0.8162999749183655,,
18095,57,,,0.8657000064849854,0.8608523607254028
18099,58,-0.3985016942024231,,,
18149,58,-0.4131639897823334,,,
18199,58,-0.43130069971084595,,,
18249,58,-0.3865751624107361,,,
18299,58,-0.41558170318603516,,,
18349,58,-0.42408955097198486,,,
18399,58,-0.4198952913284302,,,
18407,58,,0.822700023651123,,
18407,58,,,0.8661999702453613,0.8652844429016113
18449,59,-0.4271056056022644,,,
18499,59,-0.4104282259941101,,,
18549,59,-0.4181269109249115,,,
18599,59,-0.4139234721660614,,,
18649,59,-0.4063751697540283,,,
18699,59,-0.4285823702812195,,,
18719,59,,0.8138999938964844,,
18719,59,,,0.8668000102043152,0.8635066151618958
18749,60,-0.4444238841533661,,,
18799,60,-0.43516024947166443,,,
18849,60,-0.43972620368003845,,,
18899,60,-0.46862608194351196,,,
18949,60,-0.4625118374824524,,,
18999,60,-0.4890548586845398,,,
19031,60,,0.8422999978065491,,
19031,60,,,0.8927000164985657,0.8778044581413269
19049,61,-0.4389224946498871,,,
19099,61,-0.4484209716320038,,,
19149,61,-0.45998415350914,,,
19199,61,-0.4083637595176697,,,
19249,61,-0.4584592580795288,,,
19299,61,-0.4408073425292969,,,
19343,61,,0.8450000286102295,,
19343,61,,,0.8939999938011169,0.8842648267745972
19349,62,-0.4810739755630493,,,
19399,62,-0.45115888118743896,,,
19449,62,-0.47092944383621216,,,
19499,62,-0.41539764404296875,,,
19549,62,-0.48271632194519043,,,
19599,62,-0.4568402171134949,,,
19649,62,-0.4915542006492615,,,
19655,62,,0.8478999733924866,,
19655,62,,,0.8963000178337097,0.8866686820983887
19699,63,-0.44247329235076904,,,
19749,63,-0.39891597628593445,,,
19799,63,-0.437369704246521,,,
19849,63,-0.4369509220123291,,,
19899,63,-0.43079397082328796,,,
19949,63,-0.4630991220474243,,,
19967,63,,0.848800003528595,,
19967,63,,,0.8952999711036682,0.8893479704856873
19999,64,-0.42969346046447754,,,
20049,64,-0.47458136081695557,,,
20099,64,-0.43172401189804077,,,
20149,64,-0.45503562688827515,,,
20199,64,-0.4463464021682739,,,
20249,64,-0.479390412569046,,,
20279,64,,0.8489000201225281,,
20279,64,,,0.8963000178337097,0.8906750679016113
20299,65,-0.48388785123825073,,,
20349,65,-0.4852200150489807,,,
20399,65,-0.467063307762146,,,
20449,65,-0.43308454751968384,,,
20499,65,-0.4337928891181946,,,
20549,65,-0.43040043115615845,,,
20591,65,,0.8486999869346619,,
20591,65,,,0.8981000185012817,0.8907502293586731
20599,66,-0.47569966316223145,,,
20649,66,-0.463519424200058,,,
20699,66,-0.41503968834877014,,,
20749,66,-0.46675825119018555,,,
20799,66,-0.43660634756088257,,,
20849,66,-0.4275980591773987,,,
20899,66,-0.48421943187713623,,,
20903,66,,0.8496000170707703,,
20903,66,,,0.8970999717712402,0.8915014266967773
20949,67,-0.4553070068359375,,,
20999,67,-0.4296506941318512,,,
21049,67,-0.4429880380630493,,,
21099,67,-0.4321446120738983,,,
21149,67,-0.4538792371749878,,,
21199,67,-0.47970813512802124,,,
21215,67,,0.8479999899864197,,
21215,67,,,0.8985999822616577,0.8926031589508057
21249,68,-0.5027101039886475,,,
21299,68,-0.452330619096756,,,
21349,68,-0.44009336829185486,,,
21399,68,-0.42353615164756775,,,
21449,68,-0.4857821464538574,,,
21499,68,-0.44300535321235657,,,
21527,68,,0.8511999845504761,,
21527,68,,,0.9004999995231628,0.8926281929016113
21549,69,-0.44773048162460327,,,
21599,69,-0.4782608151435852,,,
21649,69,-0.46137070655822754,,,
21699,69,-0.4635939300060272,,,
21749,69,-0.43148571252822876,,,
21799,69,-0.461678683757782,,,
21839,69,,0.8510000109672546,,
21839,69,,,0.8978000283241272,0.8933293223381042
21849,70,-0.4905322194099426,,,
21899,70,-0.5055789947509766,,,
21949,70,-0.480048805475235,,,
21999,70,-0.44667959213256836,,,
22049,70,-0.46731728315353394,,,
22099,70,-0.4959868788719177,,,
22149,70,-0.4966336786746979,,,
22151,70,,0.8503999710083008,,
22151,70,,,0.8978000283241272,0.8938551545143127
22199,71,-0.5072174072265625,,,
22249,71,-0.4743444621562958,,,
22299,71,-0.43510901927948,,,
22349,71,-0.46734511852264404,,,
22399,71,-0.463853657245636,,,
22449,71,-0.49495425820350647,,,
22463,71,,0.8521999716758728,,
22463,71,,,0.8989999890327454,0.8956330418586731
22499,72,-0.44977036118507385,,,
22549,72,-0.460997998714447,,,
22599,72,-0.4927107095718384,,,
22649,72,-0.49624311923980713,,,
22699,72,-0.48351460695266724,,,
22749,72,-0.4584590792655945,,,
22775,72,,0.8507999777793884,,
22775,72,,,0.8998000025749207,0.8965344429016113
22799,73,-0.5038721561431885,,,
22849,73,-0.4984380006790161,,,
22899,73,-0.48461514711380005,,,
22949,73,-0.4647040367126465,,,
22999,73,-0.4868726134300232,,,
23049,73,-0.4472008943557739,,,
23087,73,,0.8507999777793884,,
23087,73,,,0.9024999737739563,0.8969100713729858
23099,74,-0.4776485562324524,,,
23149,74,-0.4788191318511963,,,
23199,74,-0.4836544394493103,,,
23249,74,-0.49784502387046814,,,
23299,74,-0.47813260555267334,,,
23349,74,-0.4890674352645874,,,
23399,74,-0.4756155014038086,,,
23399,74,,0.8525999784469604,,
23399,74,,,0.8992000222206116,0.8968349099159241
23449,75,-0.47527915239334106,,,
23499,75,-0.4923284947872162,,,
23549,75,-0.4707300662994385,,,
23599,75,-0.49124136567115784,,,
23649,75,-0.4958677589893341,,,
23699,75,-0.4750162959098816,,,
23711,75,,0.852400004863739,,
23711,75,,,0.9006999731063843,0.8974859714508057
23749,76,-0.4881894886493683,,,
23799,76,-0.4988177716732025,,,
23849,76,-0.4593862295150757,,,
23899,76,-0.4596882462501526,,,
23949,76,-0.4932560324668884,,,
23999,76,-0.495202898979187,,,
24023,76,,0.8521000146865845,,
24023,76,,,0.9017999768257141,0.8985376358032227
24049,77,-0.4432000517845154,,,
24099,77,-0.4699709415435791,,,
24149,77,-0.4762544631958008,,,
24199,77,-0.4822112023830414,,,
24249,77,-0.43608587980270386,,,
24299,77,-0.4778432250022888,,,
24335,77,,0.8529000282287598,,
24335,77,,,0.9009000062942505,0.8988882303237915
24349,78,-0.4914567470550537,,,
24399,78,-0.47794854640960693,,,
24449,78,-0.48901689052581787,,,
24499,78,-0.4594585597515106,,,
24549,78,-0.47979098558425903,,,
24599,78,-0.45156314969062805,,,
24647,78,,0.8518000245094299,,
24647,78,,,0.8999999761581421,0.8996394276618958
24649,79,-0.46686336398124695,,,
24699,79,-0.4960496127605438,,,
24749,79,-0.4917689561843872,,,
24799,79,-0.4591835141181946,,,
24849,79,-0.48159924149513245,,,
24899,79,-0.4917171001434326,,,
24949,79,-0.487995445728302,,,
24959,79,,0.8528000116348267,,
24959,79,,,0.8992999792098999,0.8999899625778198
24999,80,-0.482795774936676,,,
25049,80,-0.4953951835632324,,,
25099,80,-0.47309011220932007,,,
25149,80,-0.48976340889930725,,,
25199,80,-0.5022096633911133,,,
25249,80,-0.48298805952072144,,,
25271,80,,0.854200005531311,,
25271,80,,,0.9016000032424927,0.9002403616905212
25299,81,-0.522773802280426,,,
25349,81,-0.48255324363708496,,,
25399,81,-0.5023004412651062,,,
25449,81,-0.5001730918884277,,,
25499,81,-0.4322769343852997,,,
25549,81,-0.4678095281124115,,,
25583,81,,0.8536999821662903,,
25583,81,,,0.9031999707221985,0.9005659222602844
25599,82,-0.5046936273574829,,,
25649,82,-0.46749499440193176,,,
25699,82,-0.467179536819458,,,
25749,82,-0.5048276782035828,,,
25799,82,-0.48800039291381836,,,
25849,82,-0.48926326632499695,,,
25895,82,,0.8521999716758728,,
25895,82,,,0.9016000032424927,0.9011918902397156
25899,83,-0.4625299572944641,,,
25949,83,-0.5069022178649902,,,
25999,83,-0.4800902307033539,,,
26049,83,-0.46672672033309937,,,
26099,83,-0.495375394821167,,,
26149,83,-0.4678250253200531,,,
26199,83,-0.48880326747894287,,,
26207,83,,0.8539999723434448,,
26207,83,,,0.9018999934196472,0.9018930196762085
26249,84,-0.5065284967422485,,,
26299,84,-0.48383116722106934,,,
26349,84,-0.4830619990825653,,,
26399,84,-0.4765867590904236,,,
26449,84,-0.48175010085105896,,,
26499,84,-0.47179222106933594,,,
26519,84,,0.8531000018119812,,
26519,84,,,0.8998000025749207,0.9015174508094788
26549,85,-0.47875744104385376,,,
26599,85,-0.49331533908843994,,,
26649,85,-0.48402169346809387,,,
26699,85,-0.49158692359924316,,,
26749,85,-0.473875492811203,,,
26799,85,-0.4829631447792053,,,
26831,85,,0.8528000116348267,,
26831,85,,,0.8988000154495239,0.9025190472602844
26849,86,-0.46885359287261963,,,
26899,86,-0.47115272283554077,,,
26949,86,-0.47522568702697754,,,
26999,86,-0.4773475229740143,,,
27049,86,-0.49251246452331543,,,
27099,86,-0.4564060866832733,,,
27143,86,,0.8553000092506409,,
27143,86,,,0.9002000093460083,0.9028195142745972
27149,87,-0.5225536823272705,,,
27199,87,-0.497181236743927,,,
27249,87,-0.4954187273979187,,,
27299,87,-0.4583195447921753,,,
27349,87,-0.4733543395996094,,,
27399,87,-0.5064401626586914,,,
27449,87,-0.4963472783565521,,,
27455,87,,0.854200005531311,,
27455,87,,,0.8989999890327454,0.9027944803237915
27499,88,-0.48454850912094116,,,
27549,88,-0.5042733550071716,,,
27599,88,-0.49504005908966064,,,
27649,88,-0.4752386510372162,,,
27699,88,-0.49813300371170044,,,
27749,88,-0.4838186502456665,,,
27767,88,,0.8533999919891357,,
27767,88,,,0.8995000123977661,0.9029948115348816
27799,89,-0.49212467670440674,,,
27849,89,-0.4873374104499817,,,
27899,89,-0.4825577139854431,,,
27949,89,-0.5065348744392395,,,
27999,89,-0.49109357595443726,,,
28049,89,-0.501791775226593,,,
28079,89,,0.8529999852180481,,
28079,89,,,0.9003999829292297,0.9041716456413269
28099,90,-0.49662986397743225,,,
28149,90,-0.4813016951084137,,,
28199,90,-0.4869575500488281,,,
28249,90,-0.44872087240219116,,,
28299,90,-0.5072507858276367,,,
28349,90,-0.47058621048927307,,,
28391,90,,0.8543000221252441,,
28391,90,,,0.9018999934196472,0.9037710428237915
28399,91,-0.49414297938346863,,,
