epoch,step,train_loss,val_acc1,val_acc2,train_acc1,test_acc,train_acc2
16,4999,172.1485595703125,,,,,
16,5049,185.5374755859375,,,,,
16,5099,181.77413940429688,,,,,
16,5149,166.12771606445312,,,,,
16,5199,157.4124298095703,,,,,
16,5249,150.04347229003906,,,,,
16,5299,169.3809814453125,,,,,
16,5303,,0.10180000215768814,0.1046999990940094,,,
16,5303,,,,0.0953776016831398,0.09740901738405228,0.09913361072540283
17,5349,153.6722412109375,,,,,
17,5399,146.46243286132812,,,,,
17,5449,156.62844848632812,,,,,
17,5499,145.79071044921875,,,,,
17,5549,171.51712036132812,,,,,
17,5599,150.9810028076172,,,,,
17,5615,,0.1014999970793724,0.10429999977350235,,,
17,5615,,,,0.09542768448591232,0.09740901738405228,0.09923377633094788
18,5649,143.41363525390625,,,,,
18,5699,138.59512329101562,,,,,
18,5749,125.0993881225586,,,,,
18,5799,126.32552337646484,,,,,
18,5849,112.5660400390625,,,,,
18,5899,107.73929595947266,,,,,
18,5927,,0.10180000215768814,0.10559999942779541,,,
18,5927,,,,0.09512720257043839,0.09740901738405228,0.09845753014087677
19,5949,105.65460968017578,,,,,
19,5999,119.11454772949219,,,,,
19,6049,90.7020492553711,,,,,
19,6099,107.20362091064453,,,,,
19,6149,101.51683807373047,,,,,
19,6199,97.87954711914062,,,,,
19,6239,,0.10180000215768814,0.1054999977350235,,,
19,6239,,,,0.09560296684503555,0.09740901738405228,0.09850761294364929
20,6249,92.34622192382812,,,,,
20,6299,91.265625,,,,,
20,6349,85.18767547607422,,,,,
20,6399,82.54705047607422,,,,,
20,6449,81.21048736572266,,,,,
20,6499,77.61248016357422,,,,,
20,6549,77.95110321044922,,,,,
20,6551,,0.10159999877214432,0.10589999705553055,,,
20,6551,,,,0.09532752633094788,0.09740901738405228,0.09878305345773697
21,6599,80.9096908569336,,,,,
21,6649,78.06683349609375,,,,,
21,6699,61.35445785522461,,,,,
21,6749,60.37593460083008,,,,,
21,6799,58.974456787109375,,,,,
21,6849,63.01689910888672,,,,,
21,6863,,0.10159999877214432,0.10490000247955322,,,
21,6863,,,,0.0953776016831398,0.09740901738405228,0.09890825301408768
22,6899,55.13108444213867,,,,,
22,6949,54.683143615722656,,,,,
22,6999,53.89324951171875,,,,,
22,7049,56.652549743652344,,,,,
22,7099,41.6125602722168,,,,,
22,7149,53.80162048339844,,,,,
22,7175,,0.10180000215768814,0.10540000349283218,,,
22,7175,,,,0.09535256773233414,0.09740901738405228,0.09865785390138626
23,7199,51.30763244628906,,,,,
23,7249,53.567047119140625,,,,,
23,7299,41.7626838684082,,,,,
23,7349,43.255367279052734,,,,,
23,7399,40.25347900390625,,,,,
23,7449,41.042633056640625,,,,,
23,7487,,0.10180000215768814,0.10540000349283218,,,
23,7487,,,,0.09557792544364929,0.09740901738405228,0.09825721383094788
24,7499,42.64858627319336,,,,,
24,7549,34.81851577758789,,,,,
24,7599,37.52061462402344,,,,,
24,7649,38.01457595825195,,,,,
24,7699,30.144359588623047,,,,,
24,7749,35.02818298339844,,,,,
24,7799,30.756513595581055,,,,,
24,7799,,0.10180000215768814,0.1054999977350235,,,
24,7799,,,,0.09540264308452606,0.09740901738405228,0.09915865212678909
25,7849,28.313718795776367,,,,,
25,7899,32.34183120727539,,,,,
25,7949,23.893505096435547,,,,,
25,7999,26.69164276123047,,,,,
25,8049,29.206323623657227,,,,,
25,8099,26.87782859802246,,,,,
25,8111,,0.10170000046491623,0.10520000010728836,,,
25,8111,,,,0.09557792544364929,0.09740901738405228,0.09873297065496445
26,8149,23.661975860595703,,,,,
26,8199,22.6502685546875,,,,,
26,8249,18.088788986206055,,,,,
26,8299,21.429214477539062,,,,,
26,8349,21.448890686035156,,,,,
26,8399,18.50327491760254,,,,,
26,8423,,0.10180000215768814,0.10530000180006027,,,
26,8423,,,,0.09502704441547394,0.09740901738405228,0.09860777109861374
27,8449,18.446638107299805,,,,,
27,8499,15.702717781066895,,,,,
27,8549,15.168173789978027,,,,,
27,8599,18.33159828186035,,,,,
27,8649,13.31136417388916,,,,,
27,8699,13.39267349243164,,,,,
27,8735,,0.10180000215768814,0.10530000180006027,,,
27,8735,,,,0.09525240212678909,0.09740901738405228,0.09805689007043839
28,8749,11.333853721618652,,,,,
28,8799,12.224854469299316,,,,,
28,8849,14.858699798583984,,,,,
28,8899,12.203553199768066,,,,,
28,8949,9.83665657043457,,,,,
28,8999,8.777728080749512,,,,,
28,9047,,0.10170000046491623,0.10509999841451645,,,
28,9047,,,,0.09562800824642181,0.09740901738405228,0.09818208962678909
29,9049,8.022735595703125,,,,,
29,9099,9.73791790008545,,,,,
29,9149,9.089426040649414,,,,,
29,9199,7.750737190246582,,,,,
29,9249,7.093021392822266,,,,,
29,9299,7.0630784034729,,,,,
29,9349,6.386956691741943,,,,,
29,9359,,0.10180000215768814,0.10480000078678131,,,
29,9359,,,,0.09527744352817535,0.09740901738405228,0.099609375
30,9399,6.481544494628906,,,,,
30,9449,3.627650737762451,,,,,
30,9499,4.368856906890869,,,,,
30,9549,4.762343406677246,,,,,
30,9599,4.219897270202637,,,,,
30,9649,3.8935444355010986,,,,,
30,9671,,0.10679999738931656,0.10450000315904617,,,
30,9671,,,,0.09975961595773697,0.10116693377494812,0.10276442021131516
31,9699,3.22408390045166,,,,,
31,9749,3.122745990753174,,,,,
31,9799,3.928741693496704,,,,,
31,9849,3.669628858566284,,,,,
31,9899,2.1034095287323,,,,,
31,9949,2.5498037338256836,,,,,
31,9983,,0.10180000215768814,0.10540000349283218,,,
31,9983,,,,0.10424178838729858,0.09740901738405228,0.1061197891831398
32,9999,1.0103671550750732,,,,,
32,10049,2.2791640758514404,,,,,
32,10099,1.7689849138259888,,,,,
32,10149,2.0177762508392334,,,,,
32,10199,1.946054458618164,,,,,
32,10249,1.7590025663375854,,,,,
32,10295,,0.10679999738931656,0.10769999772310257,,,
32,10295,,,,0.10639522969722748,0.10096914321184158,0.10772235691547394
33,10299,1.0267086029052734,,,,,
33,10349,1.398914098739624,,,,,
33,10399,1.2889083623886108,,,,,
33,10449,2.024611711502075,,,,,
33,10499,1.2053169012069702,,,,,
33,10549,1.3147765398025513,,,,,
33,10599,1.262519121170044,,,,,
33,10607,,0.10679999738931656,0.10750000178813934,,,
33,10607,,,,0.10697115212678909,0.10106803476810455,0.10794771462678909
34,10649,1.1483877897262573,,,,,
34,10699,0.7817218899726868,,,,,
34,10749,1.103988528251648,,,,,
34,10799,1.6329904794692993,,,,,
34,10849,0.5663459300994873,,,,,
34,10899,1.2195680141448975,,,,,
34,10919,,0.11069999635219574,0.11079999804496765,,,
34,10919,,,,0.10747195780277252,0.0982990488409996,0.10887420177459717
35,10949,0.9998764395713806,,,,,
35,10999,1.3230103254318237,,,,,
35,11049,0.8874154090881348,,,,,
35,11099,1.5957809686660767,,,,,
35,11149,1.2755688428878784,,,,,
35,11199,1.869726538658142,,,,,
35,11231,,0.10679999738931656,0.10779999941587448,,,
35,11231,,,,0.10549379140138626,0.10096914321184158,0.10629507154226303
36,11249,1.2543221712112427,,,,,
36,11299,0.5135868787765503,,,,,
36,11349,1.3382089138031006,,,,,
36,11399,0.7470544576644897,,,,,
36,11449,1.451797604560852,,,,,
36,11499,0.5391941666603088,,,,,
36,11543,,0.11069999635219574,0.11020000278949738,,,
36,11543,,,,0.10762219876050949,0.09839794039726257,0.10932491719722748
37,11549,0.8644600510597229,,,,,
37,11599,1.0604881048202515,,,,,
37,11649,0.9013845324516296,,,,,
37,11699,0.42250144481658936,,,,,
37,11749,0.5825985074043274,,,,,
37,11799,0.4260075092315674,,,,,
37,11849,0.42607632279396057,,,,,
37,11855,,0.11060000211000443,0.10999999940395355,,,
37,11855,,,,0.10824819654226303,0.09839794039726257,0.10879907757043839
38,11899,0.5115461349487305,,,,,
38,11949,0.6164209246635437,,,,,
38,11999,0.6328706741333008,,,,,
38,12049,0.7065280079841614,,,,,
38,12099,0.5195578336715698,,,,,
38,12149,0.5190438628196716,,,,,
38,12167,,0.11079999804496765,0.11050000041723251,,,
38,12167,,,,0.10734675824642181,0.09839794039726257,0.10799779742956161
39,12199,0.7361721992492676,,,,,
39,12249,0.5319398641586304,,,,,
39,12299,0.7117453217506409,,,,,
39,12349,0.5612960457801819,,,,,
39,12399,0.47797420620918274,,,,,
39,12449,0.5687612891197205,,,,,
39,12479,,0.11060000211000443,0.11010000109672546,,,
39,12479,,,,0.10554386675357819,0.0982990488409996,0.10664563626050949
40,12499,0.5072783827781677,,,,,
40,12549,0.535127580165863,,,,,
40,12599,0.5627267360687256,,,,,
40,12649,0.5976929664611816,,,,,
40,12699,0.464626282453537,,,,,
40,12749,0.6360940337181091,,,,,
40,12791,,0.10679999738931656,0.10760000348091125,,,
40,12791,,,,0.1087239608168602,0.10096914321184158,0.10889923572540283
41,12799,0.5109043717384338,,,,,
41,12849,11.108329772949219,,,,,
41,12899,14.84378433227539,,,,,
41,12949,13.81467056274414,,,,,
41,12999,10.12058162689209,,,,,
41,13049,13.102755546569824,,,,,
41,13099,11.630926132202148,,,,,
41,13103,,0.10360000282526016,0.10840000212192535,,,
41,13103,,,,0.10248897969722748,0.09651898592710495,0.10732171684503555
42,13149,11.350449562072754,,,,,
42,13199,10.37105655670166,,,,,
42,13249,10.572749137878418,,,,,
42,13299,10.194005966186523,,,,,
42,13349,9.4153413772583,,,,,
42,13399,7.088975429534912,,,,,
42,13415,,0.10350000113248825,0.10890000313520432,,,
42,13415,,,,0.10278946161270142,0.09651898592710495,0.10664563626050949
43,13449,8.931389808654785,,,,,
43,13499,3.390885829925537,,,,,
43,13549,7.570262908935547,,,,,
43,13599,7.206964015960693,,,,,
43,13649,4.950969696044922,,,,,
43,13699,6.636687755584717,,,,,
43,13727,,0.10400000214576721,0.10689999908208847,,,
43,13727,,,,0.10251402109861374,0.0980023741722107,0.10659555345773697
44,13749,6.113209247589111,,,,,
44,13799,3.173909902572632,,,,,
44,13849,5.399609565734863,,,,,
44,13899,4.434630870819092,,,,,
44,13949,2.2085182666778564,,,,,
44,13999,3.633617639541626,,,,,
44,14039,,0.1046999990940094,0.10819999873638153,,,
44,14039,,,,0.10339042544364929,0.0982990488409996,0.10682091116905212
45,14049,4.097370147705078,,,,,
45,14099,3.731693744659424,,,,,
45,14149,1.0805975198745728,,,,,
45,14199,2.520939588546753,,,,,
45,14249,1.5733084678649902,,,,,
45,14299,0.794597864151001,,,,,
45,14349,0.5068474411964417,,,,,
45,14351,,0.1046999990940094,0.1071000024676323,,,
45,14351,,,,0.10366586595773697,0.09869462251663208,0.10632011294364929
46,14399,0.5754651427268982,,,,,
46,14449,0.4799780249595642,,,,,
46,14499,0.4476906359195709,,,,,
46,14549,0.4443761706352234,,,,,
46,14599,2.4974539279937744,,,,,
46,14649,1.6173416376113892,,,,,
46,14663,,0.11230000108480453,0.11010000109672546,,,
46,14663,,,,0.10699619352817535,0.10324367135763168,0.10762219876050949
47,14699,0.5039895176887512,,,,,
47,14749,0.4390038549900055,,,,,
47,14799,0.4419187009334564,,,,,
47,14849,0.4395827353000641,,,,,
47,14899,0.44488418102264404,,,,,
47,14949,0.44110456109046936,,,,,
47,14975,,0.11110000312328339,0.1103999987244606,,,
47,14975,,,,0.1087239608168602,0.10195806622505188,0.10529346764087677
48,14999,0.4366741478443146,,,,,
48,15049,0.43862372636795044,,,,,
48,15099,0.43606260418891907,,,,,
48,15149,0.44917619228363037,,,,,
48,15199,0.46874189376831055,,,,,
48,15249,0.44007083773612976,,,,,
48,15287,,0.10040000081062317,0.0997999981045723,,,
48,15287,,,,0.1106770858168602,0.10166139155626297,0.10586939007043839
49,15299,0.46483588218688965,,,,,
49,15349,0.4487288296222687,,,,,
49,15399,0.45780298113822937,,,,,
49,15449,0.44266021251678467,,,,,
49,15499,0.43863072991371155,,,,,
49,15549,0.43752816319465637,,,,,
49,15599,0.43703266978263855,,,,,
49,15599,,0.11299999803304672,0.10989999771118164,,,
49,15599,,,,0.11237980425357819,0.1035403460264206,0.10794771462678909
50,15649,0.4425033926963806,,,,,
50,15699,0.4430783689022064,,,,,
50,15749,0.46365970373153687,,,,,
50,15799,0.43851280212402344,,,,,
50,15849,0.4430699050426483,,,,,
50,15899,0.43684208393096924,,,,,
50,15911,,0.11320000141859055,0.11100000143051147,,,
50,15911,,,,0.11325620859861374,0.10314477980136871,0.10749699175357819
51,15949,0.43909043073654175,,,,,
51,15999,0.43954750895500183,,,,,
51,16049,0.43704694509506226,,,,,
51,16099,33.14372634887695,,,,,
51,16149,1.7109897136688232,,,,,
51,16199,1.1109273433685303,,,,,
51,16223,,0.09319999814033508,0.08789999783039093,,,
51,16223,,,,0.10722155123949051,0.1126384511590004,0.09860777109861374
52,16249,0.6841492056846619,,,,,
52,16299,0.45502176880836487,,,,,
52,16349,0.4377700686454773,,,,,
52,16399,0.4407351016998291,,,,,
52,16449,0.4511641263961792,,,,,
52,16499,0.435972660779953,,,,,
52,16535,,0.11429999768733978,0.10859999805688858,,,
52,16535,,,,0.10859876126050949,0.10472705960273743,0.10231370478868484
53,16549,0.43413761258125305,,,,,
53,16599,0.44085273146629333,,,,,
53,16649,0.4374752938747406,,,,,
53,16699,0.43837395310401917,,,,,
53,16749,0.4811175763607025,,,,,
53,16799,0.44063523411750793,,,,,
53,16847,,0.10599999874830246,0.09880000352859497,,,
53,16847,,,,0.12071815133094788,0.1116495281457901,0.1126302108168602
54,16849,0.4512288570404053,,,,,
54,16899,0.43613994121551514,,,,,
54,16949,0.4378657639026642,,,,,
54,16999,0.4367520213127136,,,,,
54,17049,0.43797996640205383,,,,,
54,17099,0.44515156745910645,,,,,
54,17149,0.4362929165363312,,,,,
54,17159,,0.11779999732971191,0.10999999940395355,,,
54,17159,,,,0.13055889308452606,0.10858386009931564,0.11924078315496445
55,17199,0.42363783717155457,,,,,
55,17249,0.4298696219921112,,,,,
55,17299,0.4638625383377075,,,,,
55,17349,0.42729508876800537,,,,,
55,17399,0.4320177435874939,,,,,
55,17449,0.4325352907180786,,,,,
55,17471,,0.13850000500679016,0.1339000016450882,,,
55,17471,,,,0.1319611370563507,0.13063687086105347,0.12452423572540283
56,17499,0.43217912316322327,,,,,
56,17549,0.4289248585700989,,,,,
56,17599,0.4408453404903412,,,,,
56,17649,0.4330551028251648,,,,,
56,17699,0.42792847752571106,,,,,
56,17749,0.43652793765068054,,,,,
56,17783,,0.13369999825954437,0.12780000269412994,,,
56,17783,,,,0.14072516560554504,0.13548259437084198,0.13451522588729858
57,17799,0.4369266629219055,,,,,
57,17849,0.42186111211776733,,,,,
57,17899,0.42737632989883423,,,,,
57,17949,0.4250849783420563,,,,,
57,17999,0.429839164018631,,,,,
57,18049,0.4369262158870697,,,,,
57,18095,,0.1306000053882599,0.14010000228881836,,,
57,18095,,,,0.14087539911270142,0.1321202516555786,0.13396434485912323
58,18099,0.4246920049190521,,,,,
58,18149,0.4460640251636505,,,,,
58,18199,0.42751386761665344,,,,,
58,18249,0.4232743978500366,,,,,
58,18299,0.4277063310146332,,,,,
58,18349,0.4184410870075226,,,,,
58,18399,0.4298718273639679,,,,,
58,18407,,0.12449999898672104,0.1388999968767166,,,
58,18407,,,,0.14395533502101898,0.13202136754989624,0.13852164149284363
59,18449,0.4278910160064697,,,,,
59,18499,0.44029414653778076,,,,,
59,18549,0.4144037663936615,,,,,
59,18599,0.4158693552017212,,,,,
59,18649,0.4266413450241089,,,,,
59,18699,0.4173122048377991,,,,,
59,18719,,0.13510000705718994,0.13670000433921814,,,
59,18719,,,,0.1482371836900711,0.13924050331115723,0.14620892703533173
60,18749,0.4123397767543793,,,,,
60,18799,0.41240057349205017,,,,,
60,18849,0.4169449210166931,,,,,
60,18899,0.408601313829422,,,,,
60,18949,0.4227871000766754,,,,,
60,18999,0.4281521141529083,,,,,
60,19031,,0.1451999992132187,0.1467999964952469,,,
60,19031,,,,0.14573317766189575,0.14556962251663208,0.14748597145080566
61,19049,0.4227699339389801,,,,,
61,19099,0.4369058907032013,,,,,
61,19149,0.42671164870262146,,,,,
61,19199,0.41270744800567627,,,,,
61,19249,0.42302510142326355,,,,,
61,19299,0.4150092303752899,,,,,
61,19343,,0.1428000032901764,0.14419999718666077,,,
61,19343,,,,0.15161758661270142,0.13943828642368317,0.1518930345773697
62,19349,0.4119257926940918,,,,,
62,19399,0.41825181245803833,,,,,
62,19449,0.40101632475852966,,,,,
62,19499,0.4174391031265259,,,,,
62,19549,0.41189074516296387,,,,,
62,19599,0.4176923632621765,,,,,
62,19649,0.4041033983230591,,,,,
62,19655,,0.14419999718666077,0.14509999752044678,,,
62,19655,,,,0.15259414911270142,0.1435917764902115,0.15281951427459717
63,19699,0.41302478313446045,,,,,
63,19749,0.41847938299179077,,,,,
63,19799,0.41881927847862244,,,,,
63,19849,0.42175015807151794,,,,,
63,19899,0.40133124589920044,,,,,
63,19949,0.41065844893455505,,,,,
63,19967,,0.14959999918937683,0.14869999885559082,,,
63,19967,,,,0.15407150983810425,0.15051424503326416,0.15427184104919434
64,19999,0.42035114765167236,,,,,
64,20049,0.41324567794799805,,,,,
64,20099,0.4012303054332733,,,,,
64,20149,0.41702133417129517,,,,,
64,20199,0.4117719233036041,,,,,
64,20249,0.4056406319141388,,,,,
64,20279,,0.15160000324249268,0.15240000188350677,,,
64,20279,,,,0.15782752633094788,0.15357990562915802,0.15795272588729858
65,20299,0.411651074886322,,,,,
65,20349,0.41137781739234924,,,,,
65,20399,0.4114641547203064,,,,,
65,20449,0.40853744745254517,,,,,
65,20499,0.40352877974510193,,,,,
65,20549,0.41719403862953186,,,,,
65,20591,,0.15940000116825104,0.1559000015258789,,,
65,20591,,,,0.16193409264087677,0.15862341225147247,0.15975560247898102
66,20599,0.4226320683956146,,,,,
66,20649,0.4142487049102783,,,,,
66,20699,0.40124157071113586,,,,,
66,20749,0.40071287751197815,,,,,
66,20799,0.4025994539260864,,,,,
66,20849,0.40868014097213745,,,,,
66,20899,0.42434853315353394,,,,,
66,20903,,0.16220000386238098,0.16140000522136688,,,
66,20903,,,,0.16291065514087677,0.1627769023180008,0.1635366529226303
67,20949,0.4038023054599762,,,,,
67,20999,0.4024948179721832,,,,,
67,21049,0.4085865318775177,,,,,
67,21099,0.40202757716178894,,,,,
67,21149,0.38713538646698,,,,,
67,21199,0.38388708233833313,,,,,
67,21215,,0.16419999301433563,0.16349999606609344,,,
67,21215,,,,0.1647135466337204,0.1614913046360016,0.16561497747898102
68,21249,0.39060401916503906,,,,,
68,21299,0.41407516598701477,,,,,
68,21349,0.39790329337120056,,,,,
68,21399,0.40092718601226807,,,,,
68,21449,0.4074443280696869,,,,,
68,21499,0.4147259294986725,,,,,
68,21527,,0.16179999709129333,0.16329999268054962,,,
68,21527,,,,0.16403746604919434,0.1605023741722107,0.16281048953533173
69,21549,0.4004407823085785,,,,,
69,21599,0.4165002703666687,,,,,
69,21649,0.41820552945137024,,,,,
69,21699,0.40724122524261475,,,,,
69,21749,0.4088532626628876,,,,,
69,21799,0.39109641313552856,,,,,
69,21839,,0.1639000028371811,0.16429999470710754,,,
69,21839,,,,0.16303585469722748,0.16693037748336792,0.16428786516189575
70,21849,0.3975471556186676,,,,,
70,21899,0.4198952913284302,,,,,
70,21949,0.4047456681728363,,,,,
70,21999,0.4100058972835541,,,,,
70,22049,0.3809029757976532,,,,,
70,22099,0.3934676945209503,,,,,
70,22149,0.4071948826313019,,,,,
70,22151,,0.1696999967098236,0.17579999566078186,,,
70,22151,,,,0.16761818528175354,0.16871044039726257,0.16706730425357819
71,22199,0.3832356631755829,,,,,
71,22249,0.3939451277256012,,,,,
71,22299,0.4008304476737976,,,,,
71,22349,0.39162299036979675,,,,,
71,22399,0.38682639598846436,,,,,
71,22449,0.40295422077178955,,,,,
71,22463,,0.1678999960422516,0.17139999568462372,,,
71,22463,,,,0.17164963483810425,0.16821597516536713,0.1712239533662796
72,22499,0.38417360186576843,,,,,
72,22549,0.40869149565696716,,,,,
72,22599,0.38479042053222656,,,,,
72,22649,0.4156762659549713,,,,,
72,22699,0.384044349193573,,,,,
72,22749,0.3883439898490906,,,,,
72,22775,,0.18299999833106995,0.18539999425411224,,,
72,22775,,,,0.17420372366905212,0.18571993708610535,0.17430388927459717
73,22799,0.3921862542629242,,,,,
73,22849,0.390166699886322,,,,,
73,22899,0.3846328556537628,,,,,
73,22949,0.37545791268348694,,,,,
73,22999,0.39584070444107056,,,,,
73,23049,0.38310113549232483,,,,,
73,23087,,0.1859000027179718,0.1898999959230423,,,
73,23087,,,,0.181640625,0.1793908178806305,0.18141525983810425
74,23099,0.3974018394947052,,,,,
74,23149,0.4027605354785919,,,,,
74,23199,0.3747192323207855,,,,,
74,23249,0.382770299911499,,,,,
74,23299,0.37001949548721313,,,,,
74,23349,0.39183640480041504,,,,,
74,23399,0.37733691930770874,,,,,
74,23399,,0.19539999961853027,0.1876000016927719,,,
74,23399,,,,0.18236678838729858,0.1992681920528412,0.18329326808452606
75,23449,0.39422136545181274,,,,,
75,23499,0.3854753077030182,,,,,
75,23549,0.3721166253089905,,,,,
75,23599,0.40019476413726807,,,,,
75,23649,0.3725416660308838,,,,,
75,23699,0.38448286056518555,,,,,
75,23711,,0.19840000569820404,0.20270000398159027,,,
75,23711,,,,0.1953125,0.20352056622505188,0.1964893788099289
76,23749,0.3801042437553406,,,,,
76,23799,0.38850751519203186,,,,,
76,23849,0.3909238278865814,,,,,
76,23899,0.37927675247192383,,,,,
76,23949,0.37518325448036194,,,,,
76,23999,0.3737770915031433,,,,,
76,24023,,0.20999999344348907,0.20600000023841858,,,
76,24023,,,,0.20029547810554504,0.2125197798013687,0.19859275221824646
77,24049,0.3687591552734375,,,,,
77,24099,0.39673203229904175,,,,,
77,24149,0.3685741722583771,,,,,
77,24199,0.3919985592365265,,,,,
77,24249,0.36516720056533813,,,,,
77,24299,0.36988937854766846,,,,,
77,24335,,0.195700004696846,0.21060000360012054,,,
77,24335,,,,0.20412659645080566,0.2170688360929489,0.20192307233810425
78,24349,0.3726280927658081,,,,,
78,24399,0.3866167366504669,,,,,
78,24449,0.3846334218978882,,,,,
78,24499,0.4533872902393341,,,,,
78,24549,0.3752627968788147,,,,,
78,24599,0.3698920011520386,,,,,
78,24647,,0.21459999680519104,0.1914999932050705,,,
78,24647,,,,0.21198917925357819,0.22517800331115723,0.20713141560554504
