epoch,train_loss2,step,train_loss1,train_acc1,train_acc2,test_acc
19,0.0005287225358188152,7599,0.001012343098409474,,,
19,0.0016003806376829743,7649,0.0008391709998250008,,,
19,0.00039456249214708805,7699,0.0009725019917823374,,,
19,0.0007147584692575037,7749,0.0014184470055624843,,,
19,0.00032039714278653264,7799,0.0012758440570905805,,,
19,,7799,,0.8271234035491943,0.8305689096450806,0.85589998960495
20,2.2872100089443848e-05,7849,9.037567360792309e-05,,,
20,0.000477310037240386,7899,0.0006099442252889276,,,
20,0.0008867742726579309,7949,0.0018558127339929342,,,
20,0.00162602961063385,7999,0.0015051650116220117,,,
20,0.00029848364647477865,8049,0.0004236415552441031,,,
20,0.0006542746559716761,8099,0.00037225012783892453,,,
20,0.0012730062007904053,8149,0.001121856039389968,,,
20,,8189,,0.8309294581413269,0.830548882484436,0.8585000038146973
21,0.0006760643445886672,8199,0.0006345647852867842,,,
21,0.0003813432704191655,8249,0.0005931895575486124,,,
21,0.0009675959008745849,8299,0.00040765086305327713,,,
21,0.0006980147445574403,8349,0.00011995183740509674,,,
21,0.00014012311294209212,8399,0.0007334212423302233,,,
21,0.0005167629569768906,8449,0.0006753961206413805,,,
21,0.0002046076551778242,8499,0.0005474828067235649,,,
21,0.0008297053864225745,8549,0.0003530452959239483,,,
21,,8579,,0.8316105604171753,0.832191526889801,0.859000027179718
22,0.00027641464839689434,8599,8.488716412102804e-05,,,
22,0.0005509365000762045,8649,0.0003613641601987183,,,
22,0.000751881452742964,8699,0.0013063970254734159,,,
22,0.004392681177705526,8749,0.0019066997338086367,,,
22,0.0015073668910190463,8799,0.0005944505683146417,,,
22,0.0005579746793955564,8849,0.0003346902085468173,,,
22,0.0006417460390366614,8899,0.0002485293662175536,,,
22,0.0004260673886165023,8949,0.0005268836976028979,,,
22,,8969,,0.8318910002708435,0.8272435665130615,0.8593999743461609
23,0.0004471715656109154,8999,0.0006091918330639601,,,
23,0.0005978875560685992,9049,0.0010776533745229244,,,
23,0.0003370927879586816,9099,0.0002929085458163172,,,
23,0.0011764791561290622,9149,0.0010654459474608302,,,
23,0.0016742708394303918,9199,0.0011374730383977294,,,
23,0.0011156508699059486,9249,0.0011043557897210121,,,
23,0.002187930978834629,9299,0.0018168955575674772,,,
23,0.0007806636276654899,9349,0.0009222994558513165,,,
23,,9359,,0.8352363705635071,0.8358173370361328,0.8549000024795532
24,0.0010875610169023275,9399,0.0007845452055335045,,,
24,0.0001353577827103436,9449,0.00023081061954144388,,,
24,7.86572418292053e-05,9499,0.0007899070042185485,,,
24,0.00041934731416404247,9549,0.0004924496170133352,,,
24,8.526981400791556e-05,9599,0.0003539768513292074,,,
24,0.00039169061346910894,9649,0.00043809632188640535,,,
24,0.0012066755443811417,9699,0.0012596771121025085,,,
24,0.0008248075027950108,9749,0.0004832196282222867,,,
24,,9749,,0.8367788195610046,0.8394430875778198,0.8700000047683716
25,0.00030283903470262885,9799,0.0005516484379768372,,,
25,0.001892366330139339,9849,0.0006259771180339158,,,
25,0.00042163071339018643,9899,0.0005495126242749393,,,
25,0.0011126655153930187,9949,0.002310744486749172,,,
25,0.0008525390876457095,9999,0.0006298760999925435,,,
25,0.0006901882006786764,10049,0.0010149835143238306,,,
25,0.0004508082056418061,10099,0.0002209249505540356,,,
25,,10139,,0.8398838043212891,0.8413060903549194,0.8702999949455261
26,0.0006621964275836945,10149,0.0005719034234061837,,,
26,0.0002731056301854551,10199,0.00038408467662520707,,,
26,0.0006159279146231711,10249,0.000937041244469583,,,
26,0.0008176329429261386,10299,0.0005671096732839942,,,
26,0.0007396708824671805,10349,0.0004676561220549047,,,
26,0.0003124458307866007,10399,0.00012662136578001082,,,
26,0.0003171514254063368,10449,0.0005903066485188901,,,
26,0.0004444051010068506,10499,0.00019625021377578378,,,
26,,10529,,0.8415665030479431,0.8416065573692322,0.8745999932289124
27,0.00055120320757851,10549,0.0002572080702520907,,,
27,0.0004135924391448498,10599,0.0005963548901490867,,,
27,0.0002912128693424165,10649,0.000610626011621207,,,
27,0.00014890627062413841,10699,0.0004644030414056033,,,
27,0.0003862170851789415,10749,0.000691938737872988,,,
27,6.0077498346799985e-05,10799,4.0601007640361786e-05,,,
27,0.0007690107449889183,10849,0.000613013282418251,,,
27,0.0002762186049949378,10899,4.3563228246057406e-05,,,
27,,10919,,0.8422876596450806,0.8434094786643982,0.8761000037193298
28,0.0005914433859288692,10949,0.00035204930463805795,,,
28,0.00023616159160155803,10999,0.000379511940991506,,,
28,0.0002702552010305226,11049,5.19644127052743e-05,,,
28,0.00012355954095255584,11099,0.0007145339041016996,,,
28,0.000714650668669492,11149,0.00047852718853391707,,,
28,0.0005090819904580712,11199,0.0004946730914525688,,,
28,0.0005253134877420962,11249,0.0005446682334877551,,,
28,0.0011248020455241203,11299,0.0008401715313084424,,,
28,,11309,,0.843008816242218,0.8442307710647583,0.873199999332428
29,0.0004396283475216478,11349,0.00012492334644775838,,,
29,0.0004978038487024605,11399,0.00015075373812578619,,,
29,0.00024367721925955266,11449,0.00013061535719316453,,,
29,0.00123188691213727,11499,0.0021011021453887224,,,
29,0.0007485453388653696,11549,0.00012249083374626935,,,
29,0.0002959432895295322,11599,0.0005059221875853837,,,
29,0.0003847020270768553,11649,0.0006144788349047303,,,
29,0.000453414220828563,11699,0.00031246498110704124,,,
29,,11699,,0.8453124761581421,0.8450120091438293,0.8704000115394592
30,0.00014696622383780777,11749,0.00011790834832936525,,,
30,0.00011982703290414065,11799,0.00013340920850168914,,,
30,0.00020569180196616799,11849,0.00011163693852722645,,,
30,0.0005225251079536974,11899,0.0011611696099862456,,,
30,0.00017967232270166278,11949,0.0002529950870666653,,,
30,0.0010051148710772395,11999,0.00013699615374207497,,,
30,0.0005684851785190403,12049,0.0003228136047255248,,,
30,,12089,,0.8467748165130615,0.8485777378082275,0.8513000011444092
31,0.0003828077169600874,12099,0.00034505483927205205,,,
31,0.0006301416433416307,12149,0.00019914530275855213,,,
31,0.00031935679726302624,12199,0.00010051357094198465,,,
31,0.000771265709772706,12249,0.00031275482615455985,,,
31,0.00028637697687372565,12299,0.00044797168811783195,,,
31,0.0001407427480444312,12349,4.964705658494495e-05,,,
31,0.0010253030341118574,12399,0.0005228673107922077,,,
31,0.0006329278694465756,12449,1.8730142983258702e-05,,,
31,,12479,,0.8489783406257629,0.8497796654701233,0.8730000257492065
32,0.00013101325021125376,12499,0.0010844763601198792,,,
32,0.00019268093456048518,12549,0.0003706641437020153,,,
32,0.0001778885198291391,12599,6.175884482217953e-05,,,
32,0.0007254145457409322,12649,0.0014878479996696115,,,
32,0.0004772219981532544,12699,0.00015374633949249983,,,
32,0.0009901372250169516,12749,0.0006068788934499025,,,
32,0.00019726793107111007,12799,0.0003778768877964467,,,
32,0.0009402657160535455,12849,0.0011243829503655434,,,
32,,12869,,0.8490384817123413,0.8488581776618958,0.8770999908447266
33,0.0003676236083265394,12899,0.0004615450161509216,,,
33,0.0013236359227448702,12949,0.0010082856751978397,,,
33,0.0003831142676062882,12999,6.851414946140721e-05,,,
33,0.00018091076344717294,13049,0.0007638887036591768,,,
33,0.000366346153896302,13099,0.0007022460922598839,,,
33,0.000597628764808178,13149,0.0004298427957110107,,,
33,0.00020655483240261674,13199,0.0005912277847528458,,,
33,0.0011750719277188182,13249,0.0016349758952856064,,,
33,,13259,,0.8490184545516968,0.8515424728393555,0.8551999926567078
34,0.00023328761744778603,13299,0.0003226434928365052,,,
34,0.00038376590237021446,13349,0.0003218894999008626,,,
34,0.0005284955841489136,13399,0.000535812636371702,,,
34,0.00027234299341216683,13449,0.00011060668475693092,,,
34,0.0002649302768986672,13499,0.0006059824954718351,,,
34,0.00015144026838243008,13549,0.000802350346930325,,,
34,0.0005604543257504702,13599,0.0008679220336489379,,,
34,8.24134040158242e-05,13649,0.0005075065419077873,,,
34,,13649,,0.8503805994987488,0.8502404093742371,0.8772000074386597
35,0.0002026549627771601,13699,0.0007659278926439583,,,
35,0.0006801998824812472,13749,0.00025536809698678553,,,
35,0.000518023211043328,13799,0.0010040898341685534,,,
35,0.000153265442349948,13849,0.0006401696591638029,,,
35,0.00039439875399693847,13899,0.0008638552390038967,,,
35,0.0002585121837910265,13949,5.880975731997751e-05,,,
35,0.00021904539607930928,13999,0.0006192320724949241,,,
35,,14039,,0.8534455299377441,0.8534855842590332,0.8787000179290771
36,0.00020789087284356356,14049,0.0006647350382991135,,,
36,0.0001739666040521115,14099,0.0005298576434142888,,,
36,8.060630352701992e-05,14149,0.00021215494780335575,,,
36,0.00029065381386317313,14199,6.985803338466212e-05,,,
36,0.000139964948175475,14249,0.00025721703423187137,,,
36,7.782298052916303e-05,14299,5.431855606730096e-05,,,
36,0.0001638882386032492,14349,2.9602391805383377e-05,,,
36,0.00013584154658019543,14399,0.00019545364193618298,,,
36,,14429,,0.8527844548225403,0.8530648946762085,0.8788999915122986
37,0.0001838370371842757,14449,0.00022848787193652242,,,
37,5.339907875168137e-05,14499,0.00024262996157631278,,,
37,0.001532436814159155,14549,0.000786685268394649,,,
37,0.00025366092449985445,14599,0.0004292388039175421,,,
37,0.0011122364085167646,14649,0.0009752201731316745,,,
37,0.0002484755532350391,14699,0.0005393627798184752,,,
37,0.0007705194875597954,14749,0.001136606908403337,,,
37,2.1665160602424294e-05,14799,2.708353531488683e-05,,,
37,,14819,,0.8550480604171753,0.853786051273346,0.8744000196456909
38,0.0007206802838481963,14849,0.00017713096167426556,,,
38,0.00010806700447574258,14899,0.0003009198699146509,,,
38,0.00032444120733998716,14949,0.00012920593144372106,,,
38,0.00036093618837185204,14999,0.0004518945643212646,,,
38,0.0005462238332256675,15049,0.00043714843923226,,,
38,0.00031520964694209397,15099,0.0004269194614607841,,,
38,0.0001274177775485441,15149,0.0001247631007572636,,,
38,0.00042973284143954515,15199,0.0002516556123737246,,,
38,,15209,,0.8550080060958862,0.856209933757782,0.8798999786376953
39,0.0002700844779610634,15249,0.00032124851713888347,,,
39,0.0005915436195209622,15299,0.0007958720671012998,,,
39,0.0007103104144334793,15349,0.0009250350994989276,,,
39,0.0007154219201765954,15399,0.0007107930723577738,,,
39,0.0005818337667733431,15449,0.00036870798794552684,,,
39,0.0002625798515509814,15499,3.0278517442638986e-05,,,
39,0.0008448154549114406,15549,0.0007417931337840855,,,
39,0.00035169589682482183,15599,0.00041506518027745187,,,
39,,15599,,0.854887843132019,0.8540264368057251,0.8759999871253967
40,0.0008944185101427138,15649,0.001286843093112111,,,
40,6.87650972395204e-05,15699,5.11148500663694e-05,,,
40,0.0002514369261916727,15749,0.0008342459914274514,,,
40,0.0005200565210543573,15799,0.000999630312435329,,,
40,0.0004165153077337891,15849,0.0006675523472949862,,,
40,0.00036628195084631443,15899,0.00023496095673181117,,,
40,0.0015617544995620847,15949,0.0004633647040463984,,,
40,,15989,,0.8555688858032227,0.8567107319831848,0.878600001335144
41,9.427165787201375e-05,15999,0.00017067593580577523,,,
41,0.0002976708929054439,16049,0.00024340912932530046,,,
41,0.00030217148014344275,16099,0.0011197503190487623,,,
41,0.00016093954036477953,16149,0.0006575543666258454,,,
41,0.0008524927543476224,16199,0.0003063976764678955,,,
41,0.0003404735471121967,16249,0.00021334851044230163,,,
41,0.00032288048532791436,16299,0.0002673323324415833,,,
41,0.0015732197789475322,16349,0.0008468629093840718,,,
41,,16379,,0.8566306233406067,0.8583734035491943,0.8792999982833862
42,4.658954276237637e-05,16399,0.00030416972003877163,,,
42,0.00013205075811129063,16449,0.00014472813927568495,,,
42,0.00017896093777380884,16499,0.0007076196488924325,,,
42,0.0009702842799015343,16549,0.00021395576186478138,,,
42,0.00014997685502748936,16599,0.00025961006758734584,,,
42,0.0004660047125071287,16649,0.0016088392585515976,,,
42,8.402449020650238e-05,16699,0.0009864534949883819,,,
42,0.00013019057223573327,16749,0.00010015814768848941,,,
42,,16769,,0.8573918342590332,0.8567908406257629,0.885699987411499
43,4.952723975293338e-05,16799,0.0008938297396525741,,,
43,0.0006740697426721454,16849,0.0014599085552617908,,,
43,6.684552499791607e-05,16899,0.0001416472514392808,,,
43,0.0005384957185015082,16949,4.250320853316225e-05,,,
43,0.00024336809292435646,16999,0.00011645322956610471,,,
43,0.0007631181506440043,17049,0.0006600560154765844,,,
43,0.0011457294458523393,17099,0.0006613031146116555,,,
43,0.00026150551275350153,17149,0.00066377007169649,,,
43,,17159,,0.8604767918586731,0.8605569005012512,0.8827999830245972
44,0.0006277084467001259,17199,0.0004792699764948338,,,
44,0.0002957044926006347,17249,0.00011114818335045129,,,
44,5.9086858527734876e-05,17299,4.829390309168957e-05,,,
44,0.00023219553986564279,17349,0.00042025191942229867,,,
44,0.00013651128392666578,17399,0.00019144821271765977,,,
44,0.00011225113848922774,17449,0.0002226977376267314,,,
44,0.00019831955432891846,17499,0.0011637307470664382,,,
44,2.8344886231934652e-05,17549,0.0002459934039507061,,,
44,,17549,,0.8591346144676208,0.8592948913574219,0.8831999897956848
45,0.0001384597853757441,17599,0.000368347653420642,,,
45,0.00016893030260689557,17649,0.00029875157633796334,,,
45,0.0003447310591582209,17699,0.00010851730621652678,,,
45,0.00017256816499866545,17749,0.00047307932982221246,,,
45,0.0009643693920224905,17799,0.0004554720944724977,,,
45,0.0003227615961804986,17849,0.00027781256358139217,,,
45,1.8288430510438047e-05,17899,0.0005578059353865683,,,
45,,17939,,0.8598357439041138,0.8621193766593933,0.8819000124931335
46,0.00033080033608712256,17949,0.0001956215564860031,,,
46,0.00044507955317385495,17999,0.00010278700938215479,,,
46,6.313629273790866e-05,18049,3.3852087653940544e-05,,,
46,0.0009325655410066247,18099,0.0008847867720760405,,,
46,0.000913074822165072,18149,0.0016150439623743296,,,
46,0.0002604328328743577,18199,0.0005053661880083382,,,
46,0.00038619802216999233,18249,0.00020810392743442208,,,
46,0.0007416103617288172,18299,0.0005016903160139918,,,
46,,18329,,0.8611378073692322,0.8618589639663696,0.8819000124931335
47,0.00020258572476450354,18349,0.0003950849932152778,,,
47,0.0004826879594475031,18399,0.0007192069897428155,,,
47,0.0004377169534564018,18449,0.0004290362121537328,,,
47,0.0001269541826331988,18499,0.0008779078489169478,,,
47,0.0003264552215114236,18549,8.485430589644238e-05,,,
47,8.914943464333192e-05,18599,0.00012401484127622098,,,
47,0.00016806789790280163,18649,0.00019436940783634782,,,
47,0.0001645120937610045,18699,0.00016618611698504537,,,
47,,18719,,0.8629207015037537,0.8634214997291565,0.8776999711990356
48,0.00020093642524443567,18749,0.0003574057191144675,,,
48,3.9465605368604884e-05,18799,0.0007850236142985523,,,
48,0.00038233198574744165,18849,0.00010441191989229992,,,
48,0.00027422045241110027,18899,0.0001799796591512859,,,
48,5.8819103287532926e-05,18949,0.00021785571880172938,,,
48,0.0001700317079667002,18999,0.0007056975155137479,,,
48,0.0005940623814240098,19049,0.00024497159756720066,,,
48,0.00042542556184343994,19099,0.0006298224325291812,,,
48,,19109,,0.8618789911270142,0.8618189096450806,0.8819000124931335
49,0.00012414516822900623,19149,0.0001646166347200051,,,
49,0.0007741848239675164,19199,0.0008599249995313585,,,
49,0.0006254385807551444,19249,0.0011249235831201077,,,
49,0.0002333578304387629,19299,0.00024199276231229305,,,
49,0.00022493835422210395,19349,0.0006635967292822897,,,
49,0.00021264002134557813,19399,0.00018875073874369264,,,
49,0.0002542595029808581,19449,0.0007049909327179193,,,
49,5.910130312258843e-06,19499,5.37309460924007e-06,,,
49,,19499,,0.8651242256164551,0.8650240302085876,0.8873000144958496
50,0.00041455955943092704,19549,0.0004457886971067637,,,
50,0.0007936037145555019,19599,0.00014741954510100186,,,
50,0.0009002189617604017,19649,0.0007932999287731946,,,
50,0.0008149484056048095,19699,0.00032486021518707275,,,
50,3.1267736630979925e-05,19749,0.0002674237475730479,,,
50,0.0002834359765984118,19799,0.00017771006969269365,,,
50,0.00020386581309139729,19849,0.000855037709698081,,,
50,,19889,,0.8611177802085876,0.8633613586425781,0.8867999911308289
51,0.0007354745757766068,19899,0.00012009580677840859,,,
51,0.0006118619930930436,19949,0.0004737202252727002,,,
51,1.6571744708926417e-05,19999,1.9038319805986248e-05,,,
51,9.101718023885041e-05,20049,0.00016774210962466896,,,
51,0.00017805834067985415,20099,2.7233012588112615e-05,,,
51,0.0007984656258486211,20149,0.0002684590872377157,,,
51,0.00042338695493526757,20199,0.0004519945359788835,,,
51,0.00024731262237764895,20249,0.000651562528219074,,,
51,,20279,,0.865665078163147,0.8652644157409668,0.8870999813079834
52,0.00021444697631523013,20299,0.0002501812414266169,,,
52,3.0229326512198895e-05,20349,5.5561831686645746e-05,,,
52,0.0002579902356956154,20399,0.0002486266603227705,,,
52,7.84994917921722e-05,20449,1.0125448170583695e-05,,,
52,0.0007110425503924489,20499,0.0001942331437021494,,,
52,8.572873775847256e-05,20549,6.342131382552907e-05,,,
52,0.0001860448974184692,20599,5.039243114879355e-05,,,
52,8.494927897118032e-05,20649,0.0003683654067572206,,,
52,,20669,,0.8660857081413269,0.8669871687889099,0.8826000094413757
53,6.91528694005683e-05,20699,0.00015008714399300516,,,
53,0.0005291127599775791,20749,0.0006103473715484142,,,
53,8.199940930353478e-05,20799,3.66251369996462e-05,,,
53,0.00014419268700294197,20849,0.0005391883314587176,,,
53,0.0008818614878691733,20899,0.0009687169222161174,,,
53,0.00023815104214008898,20949,1.409834931109799e-05,,,
53,0.0008078543469309807,20999,0.000236676205531694,,,
53,0.00028854323318228126,21049,0.00015451082435902208,,,
53,,21059,,0.8658453822135925,0.8667267560958862,0.8938000202178955
54,0.00013310086796991527,21099,0.0003701722016558051,,,
54,0.0008145496249198914,21149,0.0005372004234232008,,,
54,9.730039164423943e-05,21199,5.812024755869061e-05,,,
54,0.001097543048672378,21249,0.0009968847734853625,,,
54,0.0002907182206399739,21299,0.0003877565322909504,,,
54,0.00028536460013128817,21349,4.804507989319973e-05,,,
54,0.0003114872088190168,21399,0.0002694292343221605,,,
54,0.0005302743520587683,21449,0.0010543940588831902,,,
54,,21449,,0.8651242256164551,0.8669270873069763,0.8791000247001648
55,0.0004128062864765525,21499,0.0004417945456225425,,,
55,0.0006300931563600898,21549,5.7552068028599024e-05,,,
55,0.0006207304541021585,21599,9.958146256394684e-05,,,
55,0.00032482665847055614,21649,9.31319227674976e-05,,,
55,6.024378672009334e-05,21699,2.7446523745311424e-05,,,
55,0.00018508020730223507,21749,2.254038190585561e-05,,,
