epoch,train_loss,step,val_loss,val_acc,test_acc
11,1.9008790254592896,3599,,,
11,1.4600542783737183,3649,,,
11,1.833254098892212,3699,,,
11,2.033435344696045,3749,,,
11,,3755,1.3652875423431396,0.5508999824523926,
11,,3755,,,0.555280864238739
12,1.5405313968658447,3799,,,
12,1.9288220405578613,3849,,,
12,1.809888243675232,3899,,,
12,2.031170129776001,3949,,,
12,1.4311978816986084,3999,,,
12,1.4977760314941406,4049,,,
12,,4068,1.3480172157287598,0.5582000017166138,
12,,4068,,,0.5544897317886353
13,1.960599660873413,4099,,,
13,1.7391142845153809,4149,,,
13,1.7704989910125732,4199,,,
13,1.8890342712402344,4249,,,
13,1.4054068326950073,4299,,,
13,1.8887643814086914,4349,,,
13,,4381,1.4112435579299927,0.525600016117096,
13,,4381,,,0.5644778609275818
14,1.567003607749939,4399,,,
14,1.6133642196655273,4449,,,
14,2.0619475841522217,4499,,,
14,1.9056878089904785,4549,,,
14,1.655558466911316,4599,,,
14,1.6614691019058228,4649,,,
14,,4694,1.2866779565811157,0.571399986743927,
14,,4694,,,0.5876186490058899
15,1.5143526792526245,4699,,,
15,1.511595606803894,4749,,,
15,1.7738450765609741,4799,,,
15,1.3677113056182861,4849,,,
15,1.8352127075195312,4899,,,
15,1.466452956199646,4949,,,
15,1.4747991561889648,4999,,,
15,,5007,1.2494293451309204,0.6057999730110168,
15,,5007,,,0.6143196225166321
16,1.7988524436950684,5049,,,
16,1.9514803886413574,5099,,,
16,1.9906634092330933,5149,,,
16,1.5093578100204468,5199,,,
16,1.5776491165161133,5249,,,
16,1.641298770904541,5299,,,
16,,5320,1.2364903688430786,0.6169999837875366,
16,,5320,,,0.6273733973503113
17,1.4267604351043701,5349,,,
17,1.587878704071045,5399,,,
17,1.963025450706482,5449,,,
17,2.0344974994659424,5499,,,
17,1.3801475763320923,5549,,,
17,1.5615166425704956,5599,,,
17,,5633,1.168459177017212,0.6284999847412109,
17,,5633,,,0.6361748576164246
18,1.7774529457092285,5649,,,
18,1.9600666761398315,5699,,,
18,1.8398884534835815,5749,,,
18,1.520804762840271,5799,,,
18,1.8284821510314941,5849,,,
18,1.6620726585388184,5899,,,
18,,5946,1.1510190963745117,0.6297000050544739,
18,,5946,,,0.647250771522522
19,1.1871297359466553,5949,,,
19,1.8576780557632446,5999,,,
19,1.8649625778198242,6049,,,
19,1.8125377893447876,6099,,,
19,1.4109046459197998,6149,,,
19,1.9994511604309082,6199,,,
19,1.7473658323287964,6249,,,
19,,6259,1.0874279737472534,0.6514999866485596,
19,,6259,,,0.6523932218551636
20,1.6759504079818726,6299,,,
20,1.8146368265151978,6349,,,
20,1.6757954359054565,6399,,,
20,1.50303053855896,6449,,,
20,1.5190179347991943,6499,,,
20,1.9604918956756592,6549,,,
20,,6572,1.0881491899490356,0.6700000166893005,
20,,6572,,,0.6677215099334717
21,1.908921480178833,6599,,,
21,1.2365014553070068,6649,,,
21,1.2392561435699463,6699,,,
21,1.738406777381897,6749,,,
21,1.8628077507019043,6799,,,
21,1.2925337553024292,6849,,,
21,,6885,1.1068910360336304,0.6499999761581421,
21,,6885,,,0.6660403609275818
22,1.8907684087753296,6899,,,
22,1.4182548522949219,6949,,,
22,1.6557639837265015,6999,,,
22,1.9211231470108032,7049,,,
22,1.5292302370071411,7099,,,
22,1.3718572854995728,7149,,,
22,,7198,1.0514583587646484,0.6761000156402588,
22,,7198,,,0.673655092716217
23,1.9099100828170776,7199,,,
23,1.1307978630065918,7249,,,
23,1.889662265777588,7299,,,
23,1.4317725896835327,7349,,,
23,1.868871808052063,7399,,,
23,1.1397724151611328,7449,,,
23,1.48996901512146,7499,,,
23,,7511,1.0343068838119507,0.685699999332428,
23,,7511,,,0.6920490264892578
24,1.3816921710968018,7549,,,
24,1.7711422443389893,7599,,,
24,1.835912823677063,7649,,,
24,1.6448396444320679,7699,,,
24,1.7835242748260498,7749,,,
24,1.545366883277893,7799,,,
24,,7824,1.0198636054992676,0.675000011920929,
24,,7824,,,0.6983781456947327
25,1.594997525215149,7849,,,
25,1.185144066810608,7899,,,
25,1.439636468887329,7949,,,
25,1.6202661991119385,7999,,,
25,1.941374659538269,8049,,,
25,1.9199693202972412,8099,,,
25,,8137,0.9765328168869019,0.6953999996185303,
25,,8137,,,0.7034216523170471
26,1.4877156019210815,8149,,,
26,1.864141821861267,8199,,,
26,1.4120124578475952,8249,,,
26,1.1658562421798706,8299,,,
26,1.0743778944015503,8349,,,
26,1.8206311464309692,8399,,,
26,1.5700420141220093,8449,,,
26,,8450,0.9922046065330505,0.7008000016212463,
26,,8450,,,0.6922468543052673
27,1.5409642457962036,8499,,,
27,1.4111372232437134,8549,,,
27,1.6996508836746216,8599,,,
27,1.911028265953064,8649,,,
27,1.4439611434936523,8699,,,
27,1.8789751529693604,8749,,,
27,,8763,1.0399041175842285,0.685699999332428,
27,,8763,,,0.698477029800415
28,1.6835076808929443,8799,,,
28,1.5162818431854248,8849,,,
28,1.2154953479766846,8899,,,
28,1.7089232206344604,8949,,,
28,1.6672825813293457,8999,,,
28,1.378998875617981,9049,,,
28,,9076,0.9860290288925171,0.6905999779701233,
28,,9076,,,0.7132120132446289
29,1.6226497888565063,9099,,,
29,1.8040452003479004,9149,,,
29,1.079077124595642,9199,,,
29,1.2666959762573242,9249,,,
29,1.2765867710113525,9299,,,
29,1.0305017232894897,9349,,,
29,,9389,0.9607113003730774,0.7081999778747559,
29,,9389,,,0.7156843543052673
30,1.5367590188980103,9399,,,
30,1.076349139213562,9449,,,
30,1.8979828357696533,9499,,,
30,1.309261441230774,9549,,,
30,1.5382534265518188,9599,,,
30,1.864489197731018,9649,,,
30,1.0193290710449219,9699,,,
30,,9702,0.9958707094192505,0.6890000104904175,
30,,9702,,,0.7160798907279968
31,1.7381312847137451,9749,,,
31,1.7965136766433716,9799,,,
31,1.5736693143844604,9849,,,
31,1.3960959911346436,9899,,,
31,1.7643498182296753,9949,,,
31,1.8737460374832153,9999,,,
31,,10015,0.8851691484451294,0.730400025844574,
31,,10015,,,0.7282436490058899
32,1.7782024145126343,10049,,,
32,1.0072805881500244,10099,,,
32,1.9085440635681152,10149,,,
32,1.7607665061950684,10199,,,
32,1.6014835834503174,10249,,,
32,1.554124355316162,10299,,,
32,,10328,0.9080732464790344,0.7347999811172485,
32,,10328,,,0.7358583807945251
33,1.6797138452529907,10349,,,
33,1.6285710334777832,10399,,,
33,1.7680743932724,10449,,,
33,1.872363567352295,10499,,,
33,1.3529647588729858,10549,,,
33,1.7211811542510986,10599,,,
33,,10641,0.9426019787788391,0.7346000075340271,
33,,10641,,,0.7311115264892578
34,1.5218520164489746,10649,,,
34,1.857528805732727,10699,,,
34,1.7609354257583618,10749,,,
34,1.4630649089813232,10799,,,
34,1.1158887147903442,10849,,,
34,1.351778507232666,10899,,,
34,1.246186375617981,10949,,,
34,,10954,0.9709665179252625,0.7228999733924866,
34,,10954,,,0.7222112417221069
35,1.0253044366836548,10999,,,
35,1.4401624202728271,11049,,,
35,1.4147589206695557,11099,,,
35,1.434460163116455,11149,,,
35,1.8023556470870972,11199,,,
35,1.0640989542007446,11249,,,
35,,11267,1.0249906778335571,0.7179999947547913,
35,,11267,,,0.7221123576164246
36,0.9581106305122375,11299,,,
36,0.9354795217514038,11349,,,
36,1.9089070558547974,11399,,,
36,1.7336565256118774,11449,,,
36,1.387088418006897,11499,,,
36,1.1525754928588867,11549,,,
36,,11580,0.9143627882003784,0.7501999735832214,
36,,11580,,,0.7362539768218994
37,1.2819585800170898,11599,,,
37,1.7579389810562134,11649,,,
37,1.6204617023468018,11699,,,
37,1.1762295961380005,11749,,,
37,1.0230097770690918,11799,,,
37,1.516554355621338,11849,,,
37,,11893,0.8917235136032104,0.7505999803543091,
37,,11893,,,0.7421875
38,1.7425925731658936,11899,,,
38,1.264280080795288,11949,,,
38,1.4040733575820923,11999,,,
38,1.918173909187317,12049,,,
38,1.3451001644134521,12099,,,
38,1.6837387084960938,12149,,,
38,1.7753723859786987,12199,,,
38,,12206,0.920112669467926,0.7389000058174133,
38,,12206,,,0.740407407283783
39,1.798248052597046,12249,,,
39,1.4480469226837158,12299,,,
39,1.8982523679733276,12349,,,
39,1.7165993452072144,12399,,,
39,0.9903185367584229,12449,,,
39,1.0644457340240479,12499,,,
39,,12519,0.8744698166847229,0.7458000183105469,
39,,12519,,,0.7480221390724182
40,1.6659973859786987,12549,,,
40,1.6349332332611084,12599,,,
40,1.351367473602295,12649,,,
40,1.5176090002059937,12699,,,
40,1.2184407711029053,12749,,,
40,1.6978695392608643,12799,,,
40,,12832,0.8380893468856812,0.7588000297546387,
40,,12832,,,0.751780092716217
41,1.3835959434509277,12849,,,
41,1.4293034076690674,12899,,,
41,1.1806634664535522,12949,,,
41,0.9865209460258484,12999,,,
41,1.8494551181793213,13049,,,
41,1.4921395778656006,13099,,,
41,,13145,0.9211221933364868,0.7447999715805054,
41,,13145,,,0.7499011158943176
42,1.7336158752441406,13149,,,
42,1.8795080184936523,13199,,,
42,1.3602453470230103,13249,,,
42,1.3342912197113037,13299,,,
42,1.5768314599990845,13349,,,
42,1.6165897846221924,13399,,,
42,0.8044453859329224,13449,,,
42,,13458,0.8836278319358826,0.7421000003814697,
42,,13458,,,0.741000771522522
43,1.3831524848937988,13499,,,
43,1.318061351776123,13549,,,
43,1.7369494438171387,13599,,,
43,1.7666635513305664,13649,,,
43,0.87771075963974,13699,,,
43,1.7326581478118896,13749,,,
43,,13771,0.891089916229248,0.7404999732971191,
43,,13771,,,0.7489121556282043
44,1.635116696357727,13799,,,
44,1.6927573680877686,13849,,,
44,1.6919840574264526,13899,,,
44,1.000234842300415,13949,,,
44,1.6965867280960083,13999,,,
44,1.1160718202590942,14049,,,
44,,14084,0.890666127204895,0.7513999938964844,
44,,14084,,,0.749406635761261
45,1.084438681602478,14099,,,
45,1.760233759880066,14149,,,
45,1.72493577003479,14199,,,
45,1.2555640935897827,14249,,,
45,1.3933656215667725,14299,,,
45,1.8453888893127441,14349,,,
45,,14397,0.8568057417869568,0.7609000205993652,
45,,14397,,,0.7490110993385315
46,1.7059719562530518,14399,,,
46,1.626055359840393,14449,,,
46,1.639449119567871,14499,,,
46,1.4545025825500488,14549,,,
46,1.8914296627044678,14599,,,
46,0.9775222539901733,14649,,,
46,1.5826478004455566,14699,,,
46,,14710,0.8591555953025818,0.754800021648407,
46,,14710,,,0.7606803774833679
47,1.7632865905761719,14749,,,
47,1.0802161693572998,14799,,,
47,1.2406293153762817,14849,,,
47,1.4289106130599976,14899,,,
47,1.0066790580749512,14949,,,
47,1.820583462715149,14999,,,
47,,15023,0.8138012290000916,0.7524999976158142,
47,,15023,,,0.7563291192054749
48,1.5105643272399902,15049,,,
48,1.9169600009918213,15099,,,
48,1.4299933910369873,15149,,,
48,1.8599025011062622,15199,,,
48,1.8075696229934692,15249,,,
48,1.7761404514312744,15299,,,
48,,15336,0.8039330840110779,0.7678999900817871,
48,,15336,,,0.760977029800415
49,1.423481822013855,15349,,,
49,1.8866055011749268,15399,,,
49,0.9089576005935669,15449,,,
49,1.8258686065673828,15499,,,
49,1.5224119424819946,15549,,,
49,1.7352856397628784,15599,,,
49,1.0206550359725952,15649,,,
49,,15649,0.9400228261947632,0.7221999764442444,
49,,15649,,,0.7580102682113647
50,1.1601998805999756,15699,,,
50,1.6545913219451904,15749,,,
50,0.790736734867096,15799,,,
50,1.2756128311157227,15849,,,
50,1.64608895778656,15899,,,
50,1.7614028453826904,15949,,,
50,,15962,0.8381773233413696,0.7626000046730042,
50,,15962,,,0.7530656456947327
51,0.9487934708595276,15999,,,
51,1.2061567306518555,16049,,,
51,1.6170727014541626,16099,,,
51,1.2993834018707275,16149,,,
51,1.1337311267852783,16199,,,
51,1.727204442024231,16249,,,
51,,16275,0.8166847229003906,0.7560999989509583,
51,,16275,,,0.7526701092720032
52,1.5979686975479126,16299,,,
52,1.6319702863693237,16349,,,
52,0.7683534622192383,16399,,,
52,1.797175645828247,16449,,,
52,1.7468565702438354,16499,,,
52,1.807786226272583,16549,,,
52,,16588,0.8230087757110596,0.7645000219345093,
52,,16588,,,0.7526701092720032
53,0.9347369074821472,16599,,,
53,1.7068977355957031,16649,,,
53,1.7289541959762573,16699,,,
53,1.066442847251892,16749,,,
53,1.6324114799499512,16799,,,
53,1.7309573888778687,16849,,,
53,1.4313284158706665,16899,,,
53,,16901,0.8376733660697937,0.7645000219345093,
53,,16901,,,0.766811728477478
54,1.0584794282913208,16949,,,
54,1.337983250617981,16999,,,
54,1.6238391399383545,17049,,,
54,1.6512815952301025,17099,,,
54,1.8469594717025757,17149,,,
54,1.2533204555511475,17199,,,
54,,17214,0.8104216456413269,0.7764000296592712,
54,,17214,,,0.7654272317886353
55,1.6458452939987183,17249,,,
55,0.833067774772644,17299,,,
55,1.526198148727417,17349,,,
55,1.8624927997589111,17399,,,
55,1.0769602060317993,17449,,,
55,1.6255322694778442,17499,,,
55,,17527,0.8630408048629761,0.7634000182151794,
55,,17527,,,0.761570394039154
56,1.301895260810852,17549,,,
56,1.3874987363815308,17599,,,
56,0.940839946269989,17649,,,
56,1.3319969177246094,17699,,,
56,1.224411964416504,17749,,,
56,0.8916152119636536,17799,,,
56,,17840,0.7852572202682495,0.7706000208854675,
56,,17840,,,0.761570394039154
57,1.1478928327560425,17849,,,
57,1.3768503665924072,17899,,,
57,1.5205744504928589,17949,,,
57,1.5627461671829224,17999,,,
57,1.126081943511963,18049,,,
57,0.8874760270118713,18099,,,
57,1.2602756023406982,18149,,,
57,,18153,0.7811515927314758,0.7684000134468079,
57,,18153,,,0.7600870132446289
58,1.6963328123092651,18199,,,
58,1.4741826057434082,18249,,,
58,1.6185283660888672,18299,,,
58,1.7223803997039795,18349,,,
58,1.829175353050232,18399,,,
58,1.7361589670181274,18449,,,
58,,18466,0.8421329259872437,0.7634999752044678,
58,,18466,,,0.7657238841056824
59,1.7431094646453857,18499,,,
59,1.42128324508667,18549,,,
59,1.64998459815979,18599,,,
59,0.8250640034675598,18649,,,
59,1.281123161315918,18699,,,
59,1.1238421201705933,18749,,,
59,,18779,0.8821170926094055,0.7615000009536743,
59,,18779,,,0.767405092716217
60,1.6472439765930176,18799,,,
60,1.3741508722305298,18849,,,
60,1.522688627243042,18899,,,
60,1.3477269411087036,18949,,,
60,1.4465538263320923,18999,,,
60,1.6431913375854492,19049,,,
60,,19092,0.896464467048645,0.7534999847412109,
60,,19092,,,0.7633504867553711
61,1.169703483581543,19099,,,
61,1.687694787979126,19149,,,
61,0.9945189952850342,19199,,,
61,0.9265141487121582,19249,,,
61,1.0956742763519287,19299,,,
61,1.2399359941482544,19349,,,
61,1.777970552444458,19399,,,
61,,19405,0.8723098635673523,0.7627000212669373,
61,,19405,,,0.764438271522522
62,1.6834286451339722,19449,,,
62,1.3268755674362183,19499,,,
62,0.9845694303512573,19549,,,
62,1.4774022102355957,19599,,,
62,1.4845471382141113,19649,,,
62,1.5491758584976196,19699,,,
62,,19718,0.818417489528656,0.7659000158309937,
62,,19718,,,0.759592592716217
63,0.965138852596283,19749,,,
63,0.8193204402923584,19799,,,
63,1.3178198337554932,19849,,,
63,1.2947125434875488,19899,,,
63,0.9595892429351807,19949,,,
63,1.5905473232269287,19999,,,
63,,20031,0.7977706789970398,0.7685999870300293,
63,,20031,,,0.7691851258277893
64,0.6769304275512695,20049,,,
64,1.1527154445648193,20099,,,
64,1.311779499053955,20149,,,
64,1.5521537065505981,20199,,,
64,1.6066170930862427,20249,,,
64,1.7236816883087158,20299,,,
64,,20344,0.800645649433136,0.7813000082969666,
64,,20344,,,0.7689873576164246
65,0.8266054391860962,20349,,,
65,1.7795958518981934,20399,,,
65,1.8580514192581177,20449,,,
65,1.1279374361038208,20499,,,
65,1.3585196733474731,20549,,,
65,1.3719274997711182,20599,,,
65,1.6675831079483032,20649,,,
65,,20657,0.8467077016830444,0.7724999785423279,
65,,20657,,,0.7724485993385315
66,0.7346091866493225,20699,,,
66,1.64199960231781,20749,,,
66,1.3431357145309448,20799,,,
66,1.7407712936401367,20849,,,
66,0.9202147126197815,20899,,,
66,0.8892200589179993,20949,,,
66,,20970,0.8146899938583374,0.7748000025749207,
66,,20970,,,0.7697784900665283
67,1.8734521865844727,20999,,,
67,1.0959516763687134,21049,,,
67,1.1227672100067139,21099,,,
67,1.6161085367202759,21149,,,
67,1.368800163269043,21199,,,
67,1.3717949390411377,21249,,,
67,,21283,0.7833502292633057,0.7735000252723694,
67,,21283,,,0.7704707384109497
68,1.1357535123825073,21299,,,
68,1.3277374505996704,21349,,,
68,0.7148286700248718,21399,,,
68,1.5858920812606812,21449,,,
68,1.5598809719085693,21499,,,
68,1.0978928804397583,21549,,,
68,,21596,0.8134847283363342,0.7626000046730042,
68,,21596,,,0.7747231125831604
69,1.1201492547988892,21599,,,
69,1.3959126472473145,21649,,,
69,1.2569199800491333,21699,,,
69,1.6301534175872803,21749,,,
69,1.603424072265625,21799,,,
69,1.2201614379882812,21849,,,
69,1.376077651977539,21899,,,
69,,21909,0.800225555896759,0.767799973487854,
69,,21909,,,0.7671083807945251
70,1.8226819038391113,21949,,,
70,1.7982672452926636,21999,,,
70,1.666412591934204,22049,,,
70,1.0395396947860718,22099,,,
70,0.8724612593650818,22149,,,
70,1.7257966995239258,22199,,,
70,,22222,0.8335012793540955,0.7616000175476074,
70,,22222,,,0.7611748576164246
71,1.5059306621551514,22249,,,
71,1.1749742031097412,22299,,,
71,1.6973868608474731,22349,,,
71,0.9708160161972046,22399,,,
71,1.813651204109192,22449,,,
71,0.9889123439788818,22499,,,
71,,22535,0.8494614958763123,0.7662000060081482,
71,,22535,,,0.7599881291389465
72,1.4786525964736938,22549,,,
72,1.3142871856689453,22599,,,
72,0.9747280478477478,22649,,,
72,1.0538604259490967,22699,,,
72,1.4129724502563477,22749,,,
72,1.0067719221115112,22799,,,
72,,22848,0.8405914306640625,0.7594000101089478,
72,,22848,,,0.7649327516555786
73,0.6786845326423645,22849,,,
73,1.4314699172973633,22899,,,
73,0.9616408348083496,22949,,,
73,0.9606769680976868,22999,,,
73,1.2646458148956299,23049,,,
73,1.5653072595596313,23099,,,
73,1.4800267219543457,23149,,,
73,,23161,0.8003422617912292,0.7671999931335449,
73,,23161,,,0.776602029800415
74,1.2853972911834717,23199,,,
74,0.9562864899635315,23249,,,
74,0.7404086589813232,23299,,,
74,1.7800989151000977,23349,,,
74,1.7669943571090698,23399,,,
74,1.5104255676269531,23449,,,
74,,23474,0.8418658971786499,0.7544999718666077,
74,,23474,,,0.7736352682113647
75,1.5644469261169434,23499,,,
75,1.7532185316085815,23549,,,
75,0.8455703854560852,23599,,,
75,1.0609647035598755,23649,,,
75,1.8880707025527954,23699,,,
75,1.0675541162490845,23749,,,
75,,23787,0.8239288926124573,0.7720999717712402,
75,,23787,,,0.7658227682113647
76,1.5534332990646362,23799,,,
76,1.4613683223724365,23849,,,
76,1.4241294860839844,23899,,,
76,1.5500903129577637,23949,,,
76,0.8871555328369141,23999,,,
76,0.7384335994720459,24049,,,
76,1.7698993682861328,24099,,,
76,,24100,0.8257155418395996,0.7621999979019165,
76,,24100,,,0.766811728477478
77,1.342208981513977,24149,,,
77,0.9716767072677612,24199,,,
77,1.7230608463287354,24249,,,
77,1.7034941911697388,24299,,,
77,1.7428321838378906,24349,,,
77,1.3686072826385498,24399,,,
77,,24413,0.8107045888900757,0.7829999923706055,
77,,24413,,,0.779469907283783
78,1.4094188213348389,24449,,,
78,1.5866930484771729,24499,,,
78,1.409565806388855,24549,,,
78,1.1296569108963013,24599,,,
78,1.4742385149002075,24649,,,
78,1.8258005380630493,24699,,,
78,,24726,0.8190674781799316,0.7649999856948853,
78,,24726,,,0.7676028609275818
79,0.9170692563056946,24749,,,
79,1.7330166101455688,24799,,,
79,1.4163368940353394,24849,,,
79,1.135131597518921,24899,,,
79,1.8018105030059814,24949,,,
79,1.5754436254501343,24999,,,
79,,25039,0.8450739979743958,0.7718999981880188,
79,,25039,,,0.7679983973503113
80,1.3389147520065308,25049,,,
80,1.6279305219650269,25099,,,
80,1.1569173336029053,25149,,,
80,1.6197861433029175,25199,,,
80,1.259726643562317,25249,,,
80,1.78651762008667,25299,,,
80,1.6144368648529053,25349,,,
80,,25352,0.8169112205505371,0.7681999802589417,
80,,25352,,,0.7694817781448364
81,0.9798100590705872,25399,,,
81,1.8996843099594116,25449,,,
81,1.8342857360839844,25499,,,
81,1.646493673324585,25549,,,
81,1.5679337978363037,25599,,,
81,0.9891637563705444,25649,,,
81,,25665,0.7479509115219116,0.7797999978065491,
81,,25665,,,0.7768987417221069
82,0.6325798034667969,25699,,,
82,1.8076391220092773,25749,,,
82,0.7273257970809937,25799,,,
82,1.6904265880584717,25849,,,
82,1.7006932497024536,25899,,,
82,1.7825920581817627,25949,,,
82,,25978,0.7812879681587219,0.776199996471405,
82,,25978,,,0.7699762582778931
83,1.7256038188934326,25999,,,
83,1.6660574674606323,26049,,,
83,1.5035340785980225,26099,,,
83,0.9077311158180237,26149,,,
83,1.7810347080230713,26199,,,
83,1.4762192964553833,26249,,,
83,,26291,0.8284223675727844,0.7599999904632568,
83,,26291,,,0.7698773741722107
84,1.416445255279541,26299,,,
84,1.6323102712631226,26349,,,
84,1.7335174083709717,26399,,,
84,1.5621469020843506,26449,,,
84,1.5444883108139038,26499,,,
84,1.423984408378601,26549,,,
84,1.781216025352478,26599,,,
84,,26604,0.7997449040412903,0.7770000100135803,
84,,26604,,,0.7754153609275818
85,1.5628412961959839,26649,,,
85,1.7413815259933472,26699,,,
85,1.122632384300232,26749,,,
85,0.8822472095489502,26799,,,
85,1.3253486156463623,26849,,,
85,1.1280196905136108,26899,,,
85,,26917,0.8207647204399109,0.7641000151634216,
85,,26917,,,0.7715585231781006
86,1.254730463027954,26949,,,
86,1.6253489255905151,26999,,,
86,1.604575753211975,27049,,,
86,1.3901619911193848,27099,,,
86,1.583817958831787,27149,,,
86,1.0924384593963623,27199,,,
86,,27230,0.7714483737945557,0.7833999991416931,
86,,27230,,,0.7751186490058899
87,1.6421804428100586,27249,,,
87,0.9137536883354187,27299,,,
87,0.6110289692878723,27349,,,
87,1.7217094898223877,27399,,,
87,1.2786242961883545,27449,,,
87,1.5829424858093262,27499,,,
87,,27543,0.7873101830482483,0.7846999764442444,
87,,27543,,,0.7819422483444214
88,0.9027113914489746,27549,,,
88,0.9436105489730835,27599,,,
88,0.922921895980835,27649,,,
88,1.19675612449646,27699,,,
88,1.339387059211731,27749,,,
88,1.5644304752349854,27799,,,
88,0.8328375816345215,27849,,,
88,,27856,0.7999825477600098,0.7662000060081482,
88,,27856,,,0.7715585231781006
89,1.577521562576294,27899,,,
89,1.3196656703948975,27949,,,
89,1.7375140190124512,27999,,,
89,1.363848328590393,28049,,,
89,1.3362243175506592,28099,,,
89,0.6412398815155029,28149,,,
89,,28169,0.794910192489624,0.7702000141143799,
89,,28169,,,0.7750197649002075
90,1.6058930158615112,28199,,,
90,1.3108270168304443,28249,,,
90,1.119016170501709,28299,,,
90,1.553795337677002,28349,,,
90,1.2959450483322144,28399,,,
90,1.574694037437439,28449,,,
90,,28482,0.7708784341812134,0.7717999815940857,
90,,28482,,,0.7809533476829529
91,1.2278839349746704,28499,,,
91,1.1492546796798706,28549,,,
91,0.9281408786773682,28599,,,
91,1.7150413990020752,28649,,,
91,1.2341934442520142,28699,,,
91,1.38419508934021,28749,,,
91,,28795,0.7356225848197937,0.7799999713897705,
91,,28795,,,0.7865902185440063
92,0.5199263095855713,28799,,,
92,1.4790467023849487,28849,,,
92,0.5383123159408569,28899,,,
92,1.2228987216949463,28949,,,
92,1.2817939519882202,28999,,,
92,1.72138512134552,29049,,,
92,1.2668969631195068,29099,,,
92,,29108,0.745358943939209,0.7918999791145325,
92,,29108,,,0.781843364238739
93,0.9353592991828918,29149,,,
93,1.6879290342330933,29199,,,
93,0.8052136301994324,29249,,,
93,1.3828628063201904,29299,,,
93,1.6015574932098389,29349,,,
93,1.303376317024231,29399,,,
93,,29421,0.7966514229774475,0.7821000218391418,
93,,29421,,,0.7827333807945251
94,1.6176327466964722,29449,,,
94,1.0851976871490479,29499,,,
94,1.8463408946990967,29549,,,
94,1.3962210416793823,29599,,,
94,1.1348559856414795,29649,,,
94,1.5698210000991821,29699,,,
94,,29734,0.8007130026817322,0.7713000178337097,
94,,29734,,,0.7846123576164246
95,1.396175503730774,29749,,,
95,1.6270579099655151,29799,,,
95,1.1922398805618286,29849,,,
