epoch,train_loss,step,val_loss,val_acc,test_acc,train_acc
0,2.2471964359283447,49,,,,
0,2.2033393383026123,99,,,,
0,2.0371177196502686,149,,,,
0,2.0804569721221924,199,,,,
0,1.9619005918502808,249,,,,
0,1.7793521881103516,299,,,,
0,,311,1.9482314586639404,0.29109999537467957,,
0,,311,,,0.30379998683929443,0.21942608058452606
1,1.9006314277648926,349,,,,
1,1.8924719095230103,399,,,,
1,1.7603821754455566,449,,,,
1,1.692935585975647,499,,,,
1,1.7560309171676636,549,,,,
1,1.6606639623641968,599,,,,
1,,623,1.7553027868270874,0.3707999885082245,,
1,,623,,,0.39910000562667847,0.3297025263309479
2,1.7775346040725708,649,,,,
2,1.7553706169128418,699,,,,
2,1.6045775413513184,749,,,,
2,1.8068888187408447,799,,,,
2,1.5490944385528564,849,,,,
2,1.5491820573806763,899,,,,
2,,935,1.6435203552246094,0.4162999987602234,,
2,,935,,,0.4489000141620636,0.3951071798801422
3,1.7426766157150269,949,,,,
3,1.5218729972839355,999,,,,
3,1.7059282064437866,1049,,,,
3,1.6341239213943481,1099,,,,
3,1.5582319498062134,1149,,,,
3,1.4997655153274536,1199,,,,
3,,1247,1.4968340396881104,0.48660001158714294,,
3,,1247,,,0.5418999791145325,0.4469400942325592
4,1.5126503705978394,1249,,,,
4,1.5534476041793823,1299,,,,
4,1.600430965423584,1349,,,,
4,1.4486137628555298,1399,,,,
4,1.3690558671951294,1449,,,,
4,1.2748041152954102,1499,,,,
4,1.3822119235992432,1549,,,,
4,,1559,1.5634106397628784,0.46650001406669617,,
4,,1559,,,0.531000018119812,0.49045974016189575
5,1.3194299936294556,1599,,,,
5,1.5404725074768066,1649,,,,
5,1.2789347171783447,1699,,,,
5,1.380508542060852,1749,,,,
5,1.4233949184417725,1799,,,,
5,1.2596160173416138,1849,,,,
5,,1871,1.3028147220611572,0.5778999924659729,,
5,,1871,,,0.6474999785423279,0.5307492017745972
6,1.1048550605773926,1899,,,,
6,1.370605230331421,1949,,,,
6,1.3510935306549072,1999,,,,
6,1.3424324989318848,2049,,,,
6,1.2345855236053467,2099,,,,
6,1.3063154220581055,2149,,,,
6,,2183,1.3403207063674927,0.5590000152587891,,
6,,2183,,,0.6050999760627747,0.5640274286270142
7,0.9989836812019348,2199,,,,
7,1.317710280418396,2249,,,,
7,1.2673919200897217,2299,,,,
7,1.252645492553711,2349,,,,
7,1.3238294124603271,2399,,,,
7,1.1899425983428955,2449,,,,
7,,2495,1.220579743385315,0.6108999848365784,,
7,,2495,,,0.6881999969482422,0.5947766304016113
8,1.3062725067138672,2499,,,,
8,1.0822445154190063,2549,,,,
8,1.2343989610671997,2599,,,,
8,0.997357964515686,2649,,,,
8,1.0774106979370117,2699,,,,
8,1.1570332050323486,2749,,,,
8,1.110451102256775,2799,,,,
8,,2807,1.3057734966278076,0.5784000158309937,,
8,,2807,,,0.6474000215530396,0.6190905570983887
9,1.0427364110946655,2849,,,,
9,1.0807523727416992,2899,,,,
9,1.1815322637557983,2949,,,,
9,1.129958987236023,2999,,,,
9,1.3309348821640015,3049,,,,
9,1.117707371711731,3099,,,,
9,,3119,1.2005677223205566,0.6259999871253967,,
9,,3119,,,0.6977999806404114,0.6372696161270142
10,1.0072916746139526,3149,,,,
10,1.0412346124649048,3199,,,,
10,1.110849380493164,3249,,,,
10,1.0885555744171143,3299,,,,
10,0.9588704705238342,3349,,,,
10,1.1723500490188599,3399,,,,
10,,3431,1.0976516008377075,0.659500002861023,,
10,,3431,,,0.7473000288009644,0.6554487347602844
11,1.1731961965560913,3449,,,,
11,1.0197187662124634,3499,,,,
11,1.1430310010910034,3549,,,,
11,1.0995076894760132,3599,,,,
11,1.1107794046401978,3649,,,,
11,1.0303611755371094,3699,,,,
11,,3743,1.2727534770965576,0.5924000144004822,,
11,,3743,,,0.6636999845504761,0.6698718070983887
12,1.104129672050476,3749,,,,
12,0.8103578090667725,3799,,,,
12,0.9951257109642029,3849,,,,
12,1.0085241794586182,3899,,,,
12,0.9131431579589844,3949,,,,
12,1.1089736223220825,3999,,,,
12,0.7408779859542847,4049,,,,
12,,4055,1.1040616035461426,0.6726999878883362,,
12,,4055,,,0.7577999830245972,0.6753555536270142
13,1.0965900421142578,4099,,,,
13,1.193190574645996,4149,,,,
13,1.2451833486557007,4199,,,,
13,1.1157596111297607,4249,,,,
13,0.9238578677177429,4299,,,,
13,1.0692780017852783,4349,,,,
13,,4367,1.1985836029052734,0.6227999925613403,,
13,,4367,,,0.6948000192642212,0.6861478090286255
14,1.1519320011138916,4399,,,,
14,1.0985983610153198,4449,,,,
14,0.9228963255882263,4499,,,,
14,1.1079808473587036,4549,,,,
14,0.871605396270752,4599,,,,
14,1.0546057224273682,4649,,,,
14,,4679,1.1965447664260864,0.6272000074386597,,
14,,4679,,,0.6991999745368958,0.6927333474159241
15,1.063939094543457,4699,,,,
15,1.0124328136444092,4749,,,,
15,0.9999862909317017,4799,,,,
15,1.0087487697601318,4849,,,,
15,0.9688280820846558,4899,,,,
15,1.1329759359359741,4949,,,,
15,,4991,1.1782190799713135,0.6407999992370605,,
15,,4991,,,0.7208999991416931,0.6964643597602844
16,0.7555689215660095,4999,,,,
16,1.1550654172897339,5049,,,,
16,1.0136678218841553,5099,,,,
16,1.1460788249969482,5149,,,,
16,0.9044877886772156,5199,,,,
16,1.2488263845443726,5249,,,,
16,0.8696311712265015,5299,,,,
16,,5303,1.1483262777328491,0.6518999934196472,,
16,,5303,,,0.742900013923645,0.701171875
17,0.8642148375511169,5349,,,,
17,1.0292106866836548,5399,,,,
17,0.8887773752212524,5449,,,,
17,0.9432528614997864,5499,,,,
17,1.0208711624145508,5549,,,,
17,1.0635398626327515,5599,,,,
17,,5615,1.1166292428970337,0.6647999882698059,,
17,,5615,,,0.745199978351593,0.7049028277397156
18,0.8430922031402588,5649,,,,
18,0.92751145362854,5699,,,,
18,0.8756952285766602,5749,,,,
18,0.9807811379432678,5799,,,,
18,1.1212788820266724,5849,,,,
18,1.0137776136398315,5899,,,,
18,,5927,1.0615928173065186,0.6819000244140625,,
18,,5927,,,0.7674000263214111,0.7081831097602844
19,1.1087605953216553,5949,,,,
19,0.9914773106575012,5999,,,,
19,1.0026054382324219,6049,,,,
19,0.9195480346679688,6099,,,,
19,0.984806478023529,6149,,,,
19,1.0302481651306152,6199,,,,
19,,6239,1.066449522972107,0.6784999966621399,,
19,,6239,,,0.7663999795913696,0.7126652598381042
20,0.9365700483322144,6249,,,,
20,1.0298455953598022,6299,,,,
20,1.1543805599212646,6349,,,,
20,0.8056445121765137,6399,,,,
20,1.0246915817260742,6449,,,,
20,0.9596513509750366,6499,,,,
20,1.2654212713241577,6549,,,,
20,,6551,1.1457924842834473,0.64410001039505,,
20,,6551,,,0.7394000291824341,0.7137169241905212
21,0.9282600283622742,6599,,,,
21,1.0503824949264526,6649,,,,
21,0.8297750353813171,6699,,,,
21,0.8806799650192261,6749,,,,
21,0.8737291097640991,6799,,,,
21,1.1137957572937012,6849,,,,
21,,6863,1.1311618089675903,0.654699981212616,,
21,,6863,,,0.7365000247955322,0.7184996008872986
22,0.9370098114013672,6899,,,,
22,0.8864837288856506,6949,,,,
22,1.032943844795227,6999,,,,
22,0.9876294136047363,7049,,,,
22,1.0226606130599976,7099,,,,
22,0.8904590606689453,7149,,,,
22,,7175,1.0816091299057007,0.6765000224113464,,
22,,7175,,,0.7598000168800354,0.7179988026618958
23,1.0575499534606934,7199,,,,
23,0.8001218438148499,7249,,,,
23,0.9723230600357056,7299,,,,
23,1.0215845108032227,7349,,,,
23,1.2309134006500244,7399,,,,
23,0.6996913552284241,7449,,,,
23,,7487,1.0801013708114624,0.6746000051498413,,
23,,7487,,,0.770799994468689,0.7177734375
