epoch,train_loss,step,test_acc
0,2.2038414478302,49,
0,2.009039878845215,99,
0,2.0320401191711426,149,
0,2.0658304691314697,199,
0,1.9770089387893677,249,
0,2.11393141746521,299,
0,1.9798314571380615,349,
0,,389,0.4214000105857849
1,2.4675087928771973,399,
1,1.9508397579193115,449,
1,2.142019033432007,499,
1,1.9886748790740967,549,
1,1.9338338375091553,599,
1,2.0956363677978516,649,
1,1.9585013389587402,699,
1,1.998304843902588,749,
1,,779,0.4309999942779541
2,1.7532206773757935,799,
2,1.924295425415039,849,
2,1.8794479370117188,899,
2,1.9312005043029785,949,
2,1.9396106004714966,999,
2,1.8465642929077148,1049,
2,1.9943569898605347,1099,
2,1.9461807012557983,1149,
2,,1169,0.41850000619888306
3,1.9464194774627686,1199,
3,1.8699589967727661,1249,
3,1.76820707321167,1299,
3,1.860409140586853,1349,
3,1.460841178894043,1399,
3,1.8126169443130493,1449,
3,1.9245178699493408,1499,
3,1.5436168909072876,1549,
3,,1559,0.4047999978065491
4,1.9509071111679077,1599,
4,1.5059609413146973,1649,
4,1.7603981494903564,1699,
4,1.6858386993408203,1749,
4,1.8757678270339966,1799,
4,1.6087614297866821,1849,
4,1.7832661867141724,1899,
4,1.4798134565353394,1949,
4,,1949,0.4392000138759613
5,1.7110564708709717,1999,
5,1.6448023319244385,2049,
5,1.8662865161895752,2099,
5,1.362490177154541,2149,
5,1.2970893383026123,2199,
5,1.5564961433410645,2249,
5,1.3985068798065186,2299,
5,,2339,0.5113000273704529
6,1.743196725845337,2349,
6,1.4609801769256592,2399,
6,1.4565407037734985,2449,
6,1.262364387512207,2499,
6,1.2669423818588257,2549,
6,1.1541728973388672,2599,
6,1.514463186264038,2649,
6,1.31644868850708,2699,
6,,2729,0.5393000245094299
7,1.1632527112960815,2749,
7,1.562549352645874,2799,
7,1.7195268869400024,2849,
7,1.5198137760162354,2899,
7,1.573375940322876,2949,
7,1.8207545280456543,2999,
7,1.1722934246063232,3049,
7,1.5686678886413574,3099,
7,,3119,0.5867000222206116
8,1.4289500713348389,3149,
8,1.4015636444091797,3199,
8,1.4928423166275024,3249,
8,1.2144094705581665,3299,
8,1.149625539779663,3349,
8,1.3233050107955933,3399,
8,1.4280004501342773,3449,
8,1.5729502439498901,3499,
8,,3509,0.5945000052452087
9,1.543755292892456,3549,
9,1.1625678539276123,3599,
9,1.6298837661743164,3649,
9,1.3638752698898315,3699,
9,0.7512531280517578,3749,
9,1.6928232908248901,3799,
9,1.6100525856018066,3849,
9,1.4869176149368286,3899,
9,,3899,0.597599983215332
10,1.4910190105438232,3949,
10,1.5307352542877197,3999,
10,1.0996532440185547,4049,
10,0.8259693384170532,4099,
10,0.7426502704620361,4149,
10,1.0271270275115967,4199,
10,1.3519256114959717,4249,
10,,4289,0.6133000254631042
