epoch,step,train_loss,train_acc,test_acc
0,49,3.7824337482452393,,
0,99,3.393049955368042,,
0,149,3.6294398307800293,,
0,199,3.0427563190460205,,
0,249,3.1474533081054688,,
0,299,3.1412930488586426,,
0,349,2.5758962631225586,,
0,389,,0.36184895038604736,0.5746999979019165
1,399,2.7304134368896484,,
1,449,3.065518617630005,,
1,499,2.9078257083892822,,
1,549,2.5174598693847656,,
1,599,2.6214327812194824,,
1,649,2.7876572608947754,,
1,699,2.9771246910095215,,
1,749,2.823958158493042,,
1,779,,0.5000500679016113,0.6541000008583069
2,799,2.244112491607666,,
2,849,2.533000946044922,,
2,899,2.399594783782959,,
2,949,2.5375654697418213,,
2,999,2.4267637729644775,,
2,1049,2.626103401184082,,
2,1099,2.458160638809204,,
2,1149,2.2345845699310303,,
2,1169,,0.5630608797073364,0.7105000019073486
3,1199,2.1781399250030518,,
3,1249,2.2826988697052,,
3,1299,2.1392838954925537,,
3,1349,2.4143412113189697,,
3,1399,2.544069528579712,,
3,1449,2.2606089115142822,,
3,1499,2.3353068828582764,,
3,1549,2.3695478439331055,,
3,1559,,0.6055388450622559,0.725600004196167
4,1599,2.5033440589904785,,
4,1649,2.194758653640747,,
4,1699,2.296046257019043,,
4,1749,2.098370313644409,,
4,1799,2.1679320335388184,,
4,1849,2.3789243698120117,,
4,1899,2.2136521339416504,,
4,1949,1.8921133279800415,,
4,1949,,0.6329026222229004,0.7652999758720398
5,1999,2.1616873741149902,,
5,2049,2.0211617946624756,,
5,2099,2.0065362453460693,,
5,2149,1.7445257902145386,,
5,2199,2.1319358348846436,,
5,2249,1.933660626411438,,
5,2299,1.6357905864715576,,
5,2339,,0.6518429517745972,0.8185999989509583
6,2349,1.922651767730713,,
6,2399,1.905098557472229,,
6,2449,1.707427740097046,,
6,2499,2.010111093521118,,
6,2549,1.9138208627700806,,
6,2599,1.8425838947296143,,
6,2649,1.766558051109314,,
6,2699,2.0878522396087646,,
