step,train_loss2,train_loss1,epoch,train_acc1,test_acc,train_acc2
3099,0.007613456342369318,0.006860118824988604,7,,,
3119,,,7,0.6863982081413269,0.7660999894142151,0.6888622045516968
3149,0.0025629373267292976,0.0027682774234563112,8,,,
3199,0.003584188874810934,0.0036217807792127132,8,,,
3249,0.00322868674993515,0.0034729952458292246,8,,,
3299,0.005382753908634186,0.004912481177598238,8,,,
3349,0.0028265181463211775,0.0031416898127645254,8,,,
3399,0.0038230062928050756,0.003971271216869354,8,,,
3449,0.002020431449636817,0.002650119597092271,8,,,
3499,0.004496710374951363,0.004036870319396257,8,,,
3509,,,8,0.7009214758872986,0.7854999899864197,0.7039262652397156
3549,0.00345611828379333,0.0036161046009510756,9,,,
3599,0.0037409362848848104,0.0036858797539025545,9,,,
3649,0.0028254848439246416,0.0027356124483048916,9,,,
3699,0.0031496169976890087,0.0037113274447619915,9,,,
3749,0.003103208728134632,0.0036515051033347845,9,,,
3799,0.004176866728812456,0.004394836723804474,9,,,
3849,0.0024862198624759912,0.0028217490762472153,9,,,
3899,0.0029446673579514027,0.0031553420703858137,9,,,
3899,,,9,0.7111378312110901,0.7871999740600586,0.7104166746139526
3949,0.002733562607318163,0.003110530786216259,10,,,
3999,0.0035726369824260473,0.0033559883013367653,10,,,
4049,0.003937337081879377,0.0031662050168961287,10,,,
4099,0.0024451301433146,0.0026622184086591005,10,,,
4149,0.0023659453727304935,0.0032332108821719885,10,,,
4199,0.0018551076063886285,0.0023956219665706158,10,,,
4249,0.0017924639396369457,0.001979660941287875,10,,,
4289,,,10,0.7191105484962463,0.8029000163078308,0.7212139368057251
4299,0.0011203085305169225,0.0014493685448542237,11,,,
4349,0.0017718120943754911,0.0015358715318143368,11,,,
4399,0.0028085082303732634,0.003082200651988387,11,,,
4449,0.003951736260205507,0.004159329459071159,11,,,
4499,0.0033332642633467913,0.003204172942787409,11,,,
4549,0.0027624547947198153,0.0027548540383577347,11,,,
4599,0.0027441135607659817,0.0030933094676584005,11,,,
4649,0.0033785717096179724,0.0032229486387223005,11,,,
4679,,,11,0.7266225814819336,0.8087000250816345,0.7299078702926636
4699,0.0025451441761106253,0.0023432597517967224,12,,,
4749,0.0007333871908485889,0.0008950309711508453,12,,,
4799,0.0026344084180891514,0.003082192037254572,12,,,
4849,0.002536406274884939,0.0016809958033263683,12,,,
4899,0.0031128362752497196,0.0034176597837358713,12,,,
4949,0.0030856369994580746,0.002825547242537141,12,,,
4999,0.0034204008989036083,0.004043192137032747,12,,,
5049,0.0024211087729781866,0.003176797181367874,12,,,
5069,,,12,0.7354567050933838,0.8260999917984009,0.7333934307098389
5099,0.003521083388477564,0.003141246736049652,13,,,
5149,0.0020368285477161407,0.0013405914651229978,13,,,
5199,0.003114697989076376,0.002861453453078866,13,,,
5249,0.004033651202917099,0.0030514560639858246,13,,,
5299,0.0014692280674353242,0.0016254738438874483,13,,,
5349,0.003448543371632695,0.0033869619946926832,13,,,
5399,0.004308826290071011,0.005199918057769537,13,,,
5449,0.0020007742568850517,0.002142268465831876,13,,,
5459,,,13,0.7380809187889099,0.8258000016212463,0.7400841116905212
5499,0.0020623840391635895,0.0021720854565501213,14,,,
5549,0.0017429104773327708,0.0024882943835109472,14,,,
5599,0.0021800415124744177,0.0024398895911872387,14,,,
5649,0.0016414583660662174,0.0022743630688637495,14,,,
5699,0.0022000728640705347,0.0026059765368700027,14,,,
5749,0.003193303244188428,0.0030459449626505375,14,,,
5799,0.0016170977614820004,0.0013160472735762596,14,,,
5849,0.0024073850363492966,0.0024993228726089,14,,,
5849,,,14,0.743088960647583,0.840499997138977,0.7463141083717346
5899,0.0015495726838707924,0.0019174987683072686,15,,,
5949,0.002172931330278516,0.0030186837539076805,15,,,
5999,0.0020145904272794724,0.0023900617379695177,15,,,
6049,0.002127991523593664,0.002247062511742115,15,,,
6099,0.0007760360604152083,0.0009915682021528482,15,,,
6149,0.0016209997702389956,0.0021741248201578856,15,,,
6199,0.0010015546577051282,0.0009274421026930213,15,,,
6239,,,15,0.7484174966812134,0.8474000096321106,0.7526842951774597
6249,0.0010464322986081243,0.0013152926694601774,16,,,
6299,0.0015339109813794494,0.0017853162717074156,16,,,
6349,0.0008114423253573477,0.001516524120233953,16,,,
6399,0.0017468221485614777,0.0017719239694997668,16,,,
6449,0.0015790651086717844,0.0010878375032916665,16,,,
6499,0.002115083858370781,0.001627051387913525,16,,,
6549,0.0022280756384134293,0.002235247055068612,16,,,
6599,0.0006090099341236055,0.000485067575937137,16,,,
6629,,,16,0.7538862228393555,0.8417999744415283,0.7570112347602844
6649,0.0005949557526037097,0.0007443642825819552,17,,,
6699,0.0015600583283230662,0.0017822188092395663,17,,,
6749,0.0014367678668349981,0.001528867636807263,17,,,
6799,0.0010454856092110276,0.0012189490953460336,17,,,
6849,0.00196439609862864,0.002268074778839946,17,,,
6899,0.0016904688673093915,0.0019860793836414814,17,,,
6949,0.004839531611651182,0.004524629563093185,17,,,
6999,0.0031030061654746532,0.003181618871167302,17,,,
7019,,,17,0.7581129670143127,0.8463000059127808,0.7608373165130615
7049,0.0018010188359767199,0.002651794347912073,18,,,
7099,0.0014376029139384627,0.0015960970195010304,18,,,
7149,0.0018387417076155543,0.0017015238991007209,18,,,
7199,0.0015791027108207345,0.001610963954590261,18,,,
7249,0.003431251272559166,0.0034025574568659067,18,,,
7299,0.0019070726120844483,0.0025105075910687447,18,,,
7349,0.00195997953414917,0.0013860147446393967,18,,,
7399,0.0012763282284140587,0.0012973652919754386,18,,,
7409,,,18,0.7609174847602844,0.8460000157356262,0.7643029093742371
7449,0.001997667830437422,0.0018297358183190227,19,,,
7499,0.0009089551749639213,0.0006903607281856239,19,,,
7549,0.0008658614242449403,0.0011291021946817636,19,,,
7599,0.0013300614664331079,0.0011476698564365506,19,,,
7649,0.0019337886478751898,0.003001522272825241,19,,,
7699,0.0018896819092333317,0.0019452751148492098,19,,,
7749,0.0025289892219007015,0.003187633818015456,19,,,
7799,0.0018413100624457002,0.0015453157247975469,19,,,
7799,,,19,0.7654847502708435,0.8396000266075134,0.7668469548225403
7849,0.06600448489189148,0.07108192145824432,20,,,
7899,0.07584982365369797,0.07793039083480835,20,,,
7949,0.10240352153778076,0.10902898758649826,20,,,
7999,0.09163063764572144,0.08982037752866745,20,,,
8049,0.09830614924430847,0.0904543474316597,20,,,
8099,0.08620737493038177,0.08341317623853683,20,,,
8149,0.08573996275663376,0.08685313910245895,20,,,
8189,,,20,0.6206730604171753,0.7093999981880188,0.6289863586425781
8199,0.11631808429956436,0.11361116915941238,21,,,
8249,0.1314864158630371,0.15024487674236298,21,,,
8299,0.12947505712509155,0.13060589134693146,21,,,
8349,0.09246208518743515,0.09448983520269394,21,,,
8399,0.11982329934835434,0.11734001338481903,21,,,
8449,0.14144328236579895,0.1485368013381958,21,,,
8499,0.11525169759988785,0.11051104217767715,21,,,
8549,0.13371379673480988,0.11875204741954803,21,,,
8579,,,21,0.6879807710647583,0.804099977016449,0.6948317289352417
8599,0.1568802297115326,0.1373065859079361,22,,,
8649,0.1134306862950325,0.11434832960367203,22,,,
8699,0.23284554481506348,0.20946121215820312,22,,,
8749,0.11789663881063461,0.11299308389425278,22,,,
8799,0.14912281930446625,0.1486145704984665,22,,,
8849,0.14243768155574799,0.15903592109680176,22,,,
8899,0.12419384717941284,0.1412472277879715,22,,,
8949,0.10872290283441544,0.10056650638580322,22,,,
8969,,,22,0.7050480842590332,0.8004000186920166,0.7086538672447205
8999,0.09662806242704391,0.10162674635648727,23,,,
9049,0.17619764804840088,0.18149159848690033,23,,,
9099,0.137481689453125,0.1284865438938141,23,,,
9149,0.169883593916893,0.1797671914100647,23,,,
9199,0.11870641261339188,0.11994770169258118,23,,,
9249,0.17845585942268372,0.17837993800640106,23,,,
9299,0.1829863339662552,0.17555208504199982,23,,,
9349,0.23351171612739563,0.2368699163198471,23,,,
9359,,,23,0.7160456776618958,0.8008999824523926,0.7165464758872986
9399,0.26652154326438904,0.25554585456848145,24,,,
9449,0.12580564618110657,0.12395447492599487,24,,,
9499,0.1318739652633667,0.1331772655248642,24,,,
9549,0.13000847399234772,0.1322658210992813,24,,,
9599,0.08929646760225296,0.08923744410276413,24,,,
9649,0.18224583566188812,0.14949247241020203,24,,,
9699,0.14522258937358856,0.16152799129486084,24,,,
9749,0.123332679271698,0.12917110323905945,24,,,
9749,,,24,0.7152844667434692,0.8167999982833862,0.7152444124221802
9799,0.15123894810676575,0.15413033962249756,25,,,
9849,0.16000786423683167,0.15599972009658813,25,,,
9899,0.172421395778656,0.18286064267158508,25,,,
9949,0.170701265335083,0.17105083167552948,25,,,
9999,0.19934631884098053,0.20244240760803223,25,,,
10049,0.143449068069458,0.1492510735988617,25,,,
10099,0.12665477395057678,0.12203958630561829,25,,,
10139,,,25,0.7270232439041138,0.8300999999046326,0.7286658883094788
10149,0.4304727017879486,0.36130109429359436,26,,,
10199,0.20665593445301056,0.19625146687030792,26,,,
10249,0.16587461531162262,0.16674914956092834,26,,,
10299,0.16769641637802124,0.17315497994422913,26,,,
10349,0.12420569360256195,0.12324514985084534,26,,,
10399,0.1492757648229599,0.13865911960601807,26,,,
10449,0.15071333944797516,0.1801675409078598,26,,,
10499,0.18679200112819672,0.20680098235607147,26,,,
10529,,,26,0.7327123284339905,0.8213000297546387,0.7368990182876587
10549,0.24494817852973938,0.2254014015197754,27,,,
10599,0.2527756094932556,0.2425229698419571,27,,,
10649,0.1369316279888153,0.13335227966308594,27,,,
10699,0.15773873031139374,0.1527756005525589,27,,,
10749,0.24753731489181519,0.25239691138267517,27,,,
10799,0.2317715287208557,0.22205527126789093,27,,,
10849,0.2414935827255249,0.2598062753677368,27,,,
10899,0.13653457164764404,0.14070133864879608,27,,,
10919,,,27,0.7407451868057251,0.791100025177002,0.7382211685180664
10949,0.16276299953460693,0.1724892258644104,28,,,
10999,0.12596771121025085,0.14342129230499268,28,,,
11049,0.16971169412136078,0.17283514142036438,28,,,
11099,0.17299257218837738,0.18028441071510315,28,,,
11149,0.18313805758953094,0.177495077252388,28,,,
11199,0.1681574285030365,0.16508948802947998,28,,,
11249,0.1930350959300995,0.21407222747802734,28,,,
11299,0.1373748779296875,0.14462707936763763,28,,,
11309,,,28,0.7324118614196777,0.832099974155426,0.7465144395828247
11349,0.25796443223953247,0.26844605803489685,29,,,
11399,0.1757805198431015,0.16919973492622375,29,,,
11449,0.1708570122718811,0.16313667595386505,29,,,
11499,0.19110210239887238,0.2241075336933136,29,,,
11549,0.12395760416984558,0.12873372435569763,29,,,
11599,0.1601591557264328,0.16074669361114502,29,,,
11649,0.12054183334112167,0.12800396978855133,29,,,
11699,0.19492356479167938,0.19616806507110596,29,,,
11699,,,29,0.7448517680168152,0.8428999781608582,0.7427083253860474
11749,0.23338063061237335,0.22054508328437805,30,,,
11799,0.15840232372283936,0.17066484689712524,30,,,
11849,0.2802774906158447,0.30012401938438416,30,,,
11899,0.11285112798213959,0.11965125054121017,30,,,
11949,0.12588490545749664,0.11743668466806412,30,,,
11999,0.1779383271932602,0.16504284739494324,30,,,
12049,0.25163036584854126,0.2630421817302704,30,,,
12089,,,30,0.7467548251152039,0.8355000019073486,0.7470152378082275
12099,0.16191868484020233,0.16257135570049286,31,,,
12149,0.17594894766807556,0.1692904233932495,31,,,
12199,0.13181963562965393,0.12102463841438293,31,,,
12249,0.27392691373825073,0.26024696230888367,31,,,
12299,0.15877583622932434,0.16768573224544525,31,,,
12349,0.25426268577575684,0.2571696639060974,31,,,
12399,0.17102089524269104,0.17302432656288147,31,,,
12449,0.100653275847435,0.089218869805336,31,,,
12479,,,31,0.7491586804389954,0.8438000082969666,0.7512219548225403
12499,0.11804713308811188,0.11749754846096039,32,,,
12549,0.17798425257205963,0.17460042238235474,32,,,
12599,0.1653452068567276,0.17098850011825562,32,,,
12649,0.16871987283229828,0.18217018246650696,32,,,
12699,0.11873295903205872,0.12347553670406342,32,,,
12749,0.17915014922618866,0.1813817024230957,32,,,
12799,0.19693467020988464,0.2111361026763916,32,,,
12849,0.13056783378124237,0.13304203748703003,32,,,
12869,,,32,0.7501001358032227,0.8330000042915344,0.749138593673706
12899,0.26398971676826477,0.2383912056684494,33,,,
12949,0.13225668668746948,0.12957823276519775,33,,,
12999,0.26700958609580994,0.26699697971343994,33,,,
13049,0.19516773521900177,0.19936339557170868,33,,,
13099,0.14164772629737854,0.14545205235481262,33,,,
13149,0.13619230687618256,0.12993402779102325,33,,,
13199,0.17925117909908295,0.16537076234817505,33,,,
13249,0.12543043494224548,0.11545372754335403,33,,,
13259,,,33,0.7554486989974976,0.840399980545044,0.7572916746139526
13299,0.13399580121040344,0.14062002301216125,34,,,
13349,0.197658509016037,0.21524062752723694,34,,,
13399,0.12911061942577362,0.12962666153907776,34,,,
13449,0.29889222979545593,0.2816046178340912,34,,,
13499,0.1777774542570114,0.18587926030158997,34,,,
13549,0.13623391091823578,0.12655526399612427,34,,,
13599,0.19212684035301208,0.19145125150680542,34,,,
13649,0.15175938606262207,0.16455069184303284,34,,,
13649,,,34,0.7528846263885498,0.838100016117096,0.7535256147384644
13699,0.24439334869384766,0.2569230794906616,35,,,
13749,0.1914464682340622,0.1827343851327896,35,,,
13799,0.09078115969896317,0.09030558168888092,35,,,
13849,0.11191798001527786,0.11721653491258621,35,,,
13899,0.12146880477666855,0.13373106718063354,35,,,
13949,0.16988520324230194,0.19124431908130646,35,,,
13999,0.2620908319950104,0.24554523825645447,35,,,
14039,,,35,0.7438902258872986,0.8389000296592712,0.7453725934028625
14049,0.17277789115905762,0.17293602228164673,36,,,
14099,0.22240334749221802,0.22982390224933624,36,,,
14149,0.17715929448604584,0.17688022553920746,36,,,
14199,0.19401773810386658,0.18230924010276794,36,,,
14249,0.22830253839492798,0.22459234297275543,36,,,
14299,0.9383649826049805,1.0550986528396606,36,,,
14349,0.08435501903295517,0.0849505290389061,36,,,
14399,0.12917748093605042,0.1271846443414688,36,,,
14429,,,36,0.7428085207939148,0.8478000164031982,0.7563902139663696
14449,0.41442346572875977,0.39181214570999146,37,,,
14499,0.18703331053256989,0.1783154010772705,37,,,
14549,0.19509772956371307,0.2143755406141281,37,,,
14599,0.13241109251976013,0.13792118430137634,37,,,
14649,0.15330103039741516,0.1313437521457672,37,,,
14699,0.12457990646362305,0.10463308542966843,37,,,
14749,0.12598130106925964,0.12535153329372406,37,,,
14799,0.163467139005661,0.1535547822713852,37,,,
14819,,,37,0.7580729126930237,0.8622999787330627,0.7582131624221802
14849,0.21580593287944794,0.18966512382030487,38,,,
14899,0.1294679045677185,0.12453795969486237,38,,,
14949,0.24840305745601654,0.2411104440689087,38,,,
14999,0.08413176238536835,0.0882800742983818,38,,,
15049,0.19585935771465302,0.22146311402320862,38,,,
15099,0.11509038507938385,0.12073012441396713,38,,,
15149,0.3883727192878723,0.3334718942642212,38,,,
15199,0.16545438766479492,0.15356914699077606,38,,,
15209,,,38,0.75,0.843999981880188,0.7557492256164551
15249,0.17870444059371948,0.16252124309539795,39,,,
15299,0.18703965842723846,0.19104737043380737,39,,,
15349,0.25726619362831116,0.2608118951320648,39,,,
15399,0.2873694598674774,0.25280484557151794,39,,,
15449,0.28139325976371765,0.21938255429267883,39,,,
15499,0.18697789311408997,0.18158279359340668,39,,,
15549,0.28479334712028503,0.26327022910118103,39,,,
15599,0.20122380554676056,0.18097516894340515,39,,,
15599,,,39,0.7599759697914124,0.8519999980926514,0.7612780332565308
15649,0.2326129823923111,0.27072781324386597,40,,,
15699,0.15231461822986603,0.17493079602718353,40,,,
15749,0.12124241888523102,0.12877216935157776,40,,,
15799,0.20113690197467804,0.19876772165298462,40,,,
15849,0.15674316883087158,0.18206503987312317,40,,,
15899,0.19584843516349792,0.2088092416524887,40,,,
15949,0.12752574682235718,0.12513799965381622,40,,,
15989,,,40,0.7626802921295166,0.8429999947547913,0.7631410360336304
15999,0.13052180409431458,0.13219231367111206,41,,,
16049,0.1057889461517334,0.11928492039442062,41,,,
16099,0.254953533411026,0.23639065027236938,41,,,
16149,0.1502072960138321,0.17101654410362244,41,,,
16199,0.1671714037656784,0.16660428047180176,41,,,
16249,0.2742304801940918,0.266090452671051,41,,,
16299,0.24661676585674286,0.2559386193752289,41,,,
16349,0.28702569007873535,0.37399834394454956,41,,,
16379,,,41,0.7641626596450806,0.8586999773979187,0.7653245329856873
16399,0.2636120319366455,0.2612568438053131,42,,,
16449,0.24585290253162384,0.27386605739593506,42,,,
16499,0.16851165890693665,0.16195067763328552,42,,,
16549,0.139150932431221,0.1342468559741974,42,,,
16599,0.2744842767715454,0.2495744526386261,42,,,
16649,0.28562963008880615,0.30654001235961914,42,,,
16699,0.20200923085212708,0.20752453804016113,42,,,
16749,0.24018684029579163,0.2615421414375305,42,,,
16769,,,42,0.7653846144676208,0.8166999816894531,0.7691305875778198
16799,0.19772446155548096,0.21208281815052032,43,,,
16849,0.24595613777637482,0.24363651871681213,43,,,
16899,0.19666433334350586,0.20221613347530365,43,,,
16949,0.1395195722579956,0.13814440369606018,43,,,
16999,0.23115023970603943,0.27393415570259094,43,,,
17049,0.15838277339935303,0.13109876215457916,43,,,
17099,0.20689857006072998,0.19661737978458405,43,,,
17149,0.18923108279705048,0.22940735518932343,43,,,
17159,,,43,0.7646634578704834,0.8615000247955322,0.7641626596450806
17199,0.27042075991630554,0.22843319177627563,44,,,
17249,0.1701110452413559,0.1746678203344345,44,,,
17299,0.4244348108768463,0.3876205384731293,44,,,
17349,0.2260342836380005,0.24635343253612518,44,,,
17399,0.19405905902385712,0.19673983752727509,44,,,
17449,0.12998655438423157,0.14826276898384094,44,,,
17499,0.15499523282051086,0.16422021389007568,44,,,
17549,0.24464765191078186,0.2524798810482025,44,,,
17549,,,44,0.7712940573692322,0.8600999712944031,0.7689703702926636
17599,0.14251716434955597,0.16977280378341675,45,,,
17649,0.3221258223056793,0.3078647255897522,45,,,
17699,0.17478413879871368,0.1953251212835312,45,,,
17749,0.1323915719985962,0.13553595542907715,45,,,
17799,0.20692691206932068,0.25583863258361816,45,,,
17849,0.2639783024787903,0.25351566076278687,45,,,
17899,0.2675761580467224,0.24019715189933777,45,,,
17939,,,45,0.7695112228393555,0.8489000201225281,0.7688701748847961
17949,0.13709180057048798,0.15065455436706543,46,,,
17999,0.16866934299468994,0.18333005905151367,46,,,
18049,0.2137860804796219,0.19623470306396484,46,,,
18099,0.3289778530597687,0.32183218002319336,46,,,
18149,0.2696146070957184,0.2921984791755676,46,,,
18199,0.24002313613891602,0.22772037982940674,46,,,
18249,0.2557167112827301,0.2339499443769455,46,,,
18299,0.216374471783638,0.21904043853282928,46,,,
18329,,,46,0.7724359035491943,0.8540999889373779,0.7729367017745972
18349,0.1977735012769699,0.19794490933418274,47,,,
18399,0.1718650907278061,0.16409459710121155,47,,,
18449,0.14732426404953003,0.14531145989894867,47,,,
18499,0.2724655270576477,0.33031168580055237,47,,,
18549,0.24373364448547363,0.2142292857170105,47,,,
18599,0.1667092889547348,0.15977045893669128,47,,,
18649,0.17690393328666687,0.16431903839111328,47,,,
18699,0.16386693716049194,0.17560440301895142,47,,,
18719,,,47,0.771173894405365,0.866100013256073,0.7746194005012512
18749,0.13815419375896454,0.13342271745204926,48,,,
18799,0.1849314570426941,0.1899268627166748,48,,,
18849,0.1706496775150299,0.16049566864967346,48,,,
18899,0.24425922334194183,0.2406276911497116,48,,,
18949,0.17117446660995483,0.15078365802764893,48,,,
18999,0.19948619604110718,0.1986885517835617,48,,,
19049,0.2440330982208252,0.25883135199546814,48,,,
19099,0.21887798607349396,0.2354450821876526,48,,,
19109,,,48,0.7753005027770996,0.8633999824523926,0.7745192050933838
19149,0.16969013214111328,0.1731291264295578,49,,,
19199,0.13935725390911102,0.15852539241313934,49,,,
19249,0.1776610016822815,0.17529845237731934,49,,,
19299,0.1718868464231491,0.19763946533203125,49,,,
19349,0.16365374624729156,0.16572897136211395,49,,,
19399,0.295803040266037,0.273638516664505,49,,,
19449,0.256977915763855,0.2504570186138153,49,,,
19499,0.2486976832151413,0.2489461898803711,49,,,
19499,,,49,0.7795873284339905,0.858299970626831,0.7757812738418579
19549,0.15906700491905212,0.17629843950271606,50,,,
19599,1.1726500988006592,0.9969924688339233,50,,,
19649,0.18750052154064178,0.1866121143102646,50,,,
19699,0.19224852323532104,0.1668182760477066,50,,,
19749,0.15421997010707855,0.1628497838973999,50,,,
19799,0.14458130300045013,0.15423043072223663,50,,,
19849,0.21424880623817444,0.20058265328407288,50,,,
19889,,,50,0.7770633101463318,0.8575000166893005,0.7763421535491943
19899,0.25273582339286804,0.25018730759620667,51,,,
19949,0.16064897179603577,0.15540607273578644,51,,,
19999,0.23427990078926086,0.22783157229423523,51,,,
20049,0.20212827622890472,0.20796076953411102,51,,,
20099,0.19122397899627686,0.2003970593214035,51,,,
20149,0.1617799997329712,0.18693174421787262,51,,,
20199,0.16361357271671295,0.16991108655929565,51,,,
20249,0.2341930866241455,0.2634534239768982,51,,,
20279,,,51,0.776442289352417,0.8601999878883362,0.778245210647583
20299,0.2264595776796341,0.2713283598423004,52,,,
20349,0.1511051207780838,0.15600024163722992,52,,,
20399,0.16979829967021942,0.16484329104423523,52,,,
20449,0.13311584293842316,0.1316870152950287,52,,,
20499,0.13852962851524353,0.1521887332201004,52,,,
20549,0.14942285418510437,0.1542038470506668,52,,,
20599,0.14918018877506256,0.17635229229927063,52,,,
20649,0.19466888904571533,0.18467043340206146,52,,,
20669,,,52,0.774178683757782,0.8629999756813049,0.7782852649688721
20699,0.1503654569387436,0.14490778744220734,53,,,
20749,0.25221189856529236,0.2689194083213806,53,,,
20799,0.4461825489997864,0.36747002601623535,53,,,
20849,0.15989813208580017,0.17171160876750946,53,,,
20899,0.24469441175460815,0.25687527656555176,53,,,
20949,0.21091847121715546,0.20354552567005157,53,,,
20999,0.14788299798965454,0.13674038648605347,53,,,
21049,0.16268301010131836,0.156504288315773,53,,,
21059,,,53,0.7787860631942749,0.8664000034332275,0.7791466116905212
21099,0.2186133712530136,0.2026047706604004,54,,,
21149,0.2147093266248703,0.23102127015590668,54,,,
21199,0.27628570795059204,0.25332099199295044,54,,,
21249,0.1977105587720871,0.18883483111858368,54,,,
21299,0.22536832094192505,0.2213917076587677,54,,,
21349,0.21806438267230988,0.20329546928405762,54,,,
21399,0.2332683652639389,0.2314624786376953,54,,,
21449,0.11611171811819077,0.14081533253192902,54,,,
21449,,,54,0.7798076868057251,0.838100016117096,0.7835536599159241
21499,0.35611847043037415,0.4329608082771301,55,,,
21549,0.175508514046669,0.19394105672836304,55,,,
21599,0.22161613404750824,0.19424191117286682,55,,,
21649,0.22225695848464966,0.23028002679347992,55,,,
21699,0.28075721859931946,0.2621837854385376,55,,,
21749,0.20082969963550568,0.24896158277988434,55,,,
21799,0.2880815863609314,0.28728634119033813,55,,,
21839,,,55,0.7780248522758484,0.8615999817848206,0.7810096144676208
21849,0.16206367313861847,0.1552089899778366,56,,,
21899,0.1311817467212677,0.13880692422389984,56,,,
21949,0.19618552923202515,0.19237907230854034,56,,,
21999,0.1835305541753769,0.1961987018585205,56,,,
22049,0.22530987858772278,0.23225456476211548,56,,,
22099,0.15402314066886902,0.15232615172863007,56,,,
22149,0.19979946315288544,0.18648548424243927,56,,,
22199,0.44242429733276367,0.5614034533500671,56,,,
22229,,,56,0.7826522588729858,0.8569999933242798,0.7824719548225403
22249,0.36521410942077637,0.3269396722316742,57,,,
22299,0.20037539303302765,0.2308095246553421,57,,,
22349,0.24797780811786652,0.24955324828624725,57,,,
22399,0.18668818473815918,0.18129050731658936,57,,,
22449,0.1300739049911499,0.14402124285697937,57,,,
22499,0.3992459177970886,0.3611815273761749,57,,,
22549,0.29430443048477173,0.27320778369903564,57,,,
22599,0.1950691044330597,0.2165757417678833,57,,,
22619,,,57,0.7840945720672607,0.8571000099182129,0.7851762771606445
22649,0.5920593738555908,0.5200773477554321,58,,,
22699,0.3451114892959595,0.33899277448654175,58,,,
22749,0.1913415640592575,0.1992647796869278,58,,,
22799,0.19861982762813568,0.17357999086380005,58,,,
22849,0.2681358754634857,0.24032831192016602,58,,,
