epoch,step,train_loss,test_acc,train_acc
0,49,3.8061752319335938,,
0,99,3.2107152938842773,,
0,149,2.9702210426330566,,
0,199,2.9149177074432373,,
0,249,2.901958703994751,,
0,299,2.8314919471740723,,
0,349,2.5756616592407227,,
0,389,,0.5871999859809875,0.4250100255012512
1,399,2.5562126636505127,,
1,449,2.4149622917175293,,
1,499,2.1904470920562744,,
1,549,1.9816755056381226,,
1,599,2.169982671737671,,
1,649,2.0908594131469727,,
1,699,1.5725458860397339,,
1,749,2.0465455055236816,,
1,779,,0.6995000243186951,0.6174078583717346
2,799,1.9920096397399902,,
2,849,1.88607656955719,,
2,899,1.648024082183838,,
2,949,1.5771265029907227,,
2,999,1.6329885721206665,,
2,1049,1.7850570678710938,,
2,1099,1.6692514419555664,,
2,1149,1.712064504623413,,
2,1169,,0.7857999801635742,0.7000400424003601
3,1199,1.7025458812713623,,
3,1249,1.5955309867858887,,
3,1299,1.6062675714492798,,
3,1349,1.7007699012756348,,
3,1399,1.581224799156189,,
3,1449,1.7662895917892456,,
3,1499,1.4803378582000732,,
3,1549,1.6708999872207642,,
3,1559,,0.7932000160217285,0.7414563298225403
4,1599,1.199084997177124,,
4,1649,1.4081404209136963,,
4,1699,1.4725124835968018,,
4,1749,1.2527110576629639,,
4,1799,1.688489317893982,,
4,1849,1.2489169836044312,,
4,1899,1.2845736742019653,,
4,1949,1.0850780010223389,,
4,1949,,0.843500018119812,0.7726061940193176
5,1999,1.3449623584747314,,
5,2049,1.2055134773254395,,
5,2099,1.2057294845581055,,
5,2149,1.1998134851455688,,
5,2199,1.4729176759719849,,
5,2249,1.3273041248321533,,
5,2299,1.2277333736419678,,
5,2339,,0.8154000043869019,0.7922976613044739
6,2349,1.2712349891662598,,
6,2399,0.9856731295585632,,
6,2449,1.034226894378662,,
6,2499,1.269572138786316,,
6,2549,1.359688639640808,,
6,2599,1.2533628940582275,,
6,2649,1.2178654670715332,,
6,2699,0.9752053022384644,,
6,2729,,0.8389999866485596,0.8083533644676208
7,2749,1.1191134452819824,,
7,2799,1.0782309770584106,,
7,2849,1.0334243774414062,,
7,2899,1.360706090927124,,
7,2949,1.1297199726104736,,
7,2999,1.2756423950195312,,
7,3049,1.3152824640274048,,
7,3099,1.2045398950576782,,
7,3119,,0.8234999775886536,0.8217648267745972
8,3149,1.1610984802246094,,
8,3199,1.137454628944397,,
8,3249,1.0165293216705322,,
8,3299,1.2416914701461792,,
8,3349,0.9756994247436523,,
8,3399,0.8387812376022339,,
8,3449,1.005112886428833,,
8,3499,1.0689011812210083,,
8,3509,,0.8632000088691711,0.8307091593742371
9,3549,0.7728801965713501,,
9,3599,1.1269396543502808,,
9,3649,0.9841395020484924,,
9,3699,1.131762981414795,,
9,3749,1.3006229400634766,,
9,3799,0.8903329372406006,,
9,3849,0.9416522979736328,,
9,3899,1.4437694549560547,,
9,3899,,0.8806999921798706,0.8393028974533081
10,3949,0.957419753074646,,
10,3999,1.0861706733703613,,
10,4049,1.0482763051986694,,
10,4099,0.9519855976104736,,
10,4149,1.0456645488739014,,
10,4199,0.7434028387069702,,
10,4249,0.7434467077255249,,
10,4289,,0.878000020980835,0.8468850255012512
11,4299,0.8916053771972656,,
11,4349,0.7639598846435547,,
11,4399,0.8823270797729492,,
11,4449,1.0024845600128174,,
11,4499,1.120415449142456,,
11,4549,0.9671303033828735,,
11,4599,0.9492131471633911,,
11,4649,0.9058401584625244,,
11,4679,,0.8871999979019165,0.8515825271606445
12,4699,1.0165228843688965,,
12,4749,1.0569459199905396,,
12,4799,1.213320016860962,,
12,4849,0.9732557535171509,,
12,4899,0.8187036514282227,,
12,4949,1.2845251560211182,,
12,4999,0.9271277189254761,,
12,5049,0.9866523742675781,,
12,5069,,0.885699987411499,0.8585637211799622
13,5099,0.8380147814750671,,
13,5149,0.8413633108139038,,
13,5199,0.7997459173202515,,
13,5249,0.9390656352043152,,
13,5299,0.8794896602630615,,
13,5349,0.7893197536468506,,
13,5399,0.8136928677558899,,
13,5449,1.1098451614379883,,
13,5459,,0.8934999704360962,0.8633313179016113
14,5499,0.8717131614685059,,
14,5549,0.6886110305786133,,
14,5599,0.805809497833252,,
14,5649,0.7344554662704468,,
14,5699,0.9398430585861206,,
14,5749,0.7192730903625488,,
14,5799,0.7025507688522339,,
14,5849,0.6897527575492859,,
14,5849,,0.8906999826431274,0.8697516322135925
15,5899,0.761202335357666,,
15,5949,0.9065370559692383,,
15,5999,0.8272837400436401,,
15,6049,0.7501708269119263,,
15,6099,0.7213963270187378,,
15,6149,0.749709963798523,,
15,6199,0.7969062328338623,,
15,6239,,0.8826000094413757,0.8701822757720947
