step,epoch,train_loss,test_acc
6599,16,2.0535078048706055,
6629,16,,0.8456000089645386
6649,17,1.9848906993865967,
6699,17,1.7600557804107666,
6749,17,2.133237361907959,
6799,17,2.0305304527282715,
6849,17,1.9398376941680908,
6899,17,2.0115535259246826,
6949,17,1.9105706214904785,
6999,17,2.1366770267486572,
7019,17,,0.8521999716758728
7049,18,2.162811279296875,
7099,18,2.16705584526062,
7149,18,1.5695006847381592,
7199,18,2.0728206634521484,
7249,18,2.088017463684082,
7299,18,2.2325353622436523,
7349,18,1.9496679306030273,
7399,18,1.7584797143936157,
7409,18,,0.859499990940094
7449,19,2.0137147903442383,
7499,19,2.0675435066223145,
7549,19,2.238011121749878,
7599,19,2.171018362045288,
7649,19,2.184309482574463,
7699,19,2.169224262237549,
7749,19,2.0000038146972656,
7799,19,2.2270259857177734,
7799,19,,0.8623999953269958
7849,20,2.1597113609313965,
7899,20,1.9565447568893433,
7949,20,2.1276087760925293,
7999,20,2.106668472290039,
8049,20,2.037161350250244,
8099,20,2.141303539276123,
8149,20,2.033618927001953,
8189,20,,0.8601999878883362
8199,21,2.299325704574585,
8249,21,1.9744923114776611,
8299,21,2.185910940170288,
8349,21,1.557682991027832,
8399,21,1.9797532558441162,
8449,21,1.9211020469665527,
8499,21,1.5557427406311035,
8549,21,2.2162680625915527,
8579,21,,0.8664000034332275
8599,22,2.196298122406006,
8649,22,2.3605148792266846,
8699,22,2.0407326221466064,
8749,22,1.758506417274475,
8799,22,2.141587495803833,
8849,22,2.238891839981079,
8899,22,2.048412322998047,
8949,22,2.3963623046875,
8969,22,,0.8758999705314636
8999,23,1.9222140312194824,
9049,23,2.173344612121582,
9099,23,2.1137442588806152,
9149,23,2.264580726623535,
9199,23,2.319533586502075,
9249,23,2.1602067947387695,
9299,23,2.3211793899536133,
9349,23,2.3072402477264404,
9359,23,,0.8733999729156494
9399,24,2.263247489929199,
9449,24,2.337733745574951,
9499,24,1.5529403686523438,
9549,24,2.3268847465515137,
9599,24,2.2530438899993896,
9649,24,2.126168727874756,
9699,24,2.088771104812622,
9749,24,2.3627161979675293,
9749,24,,0.8826000094413757
9799,25,2.1326303482055664,
9849,25,2.228372812271118,
9899,25,2.217625141143799,
9949,25,1.9065771102905273,
9999,25,2.3144969940185547,
10049,25,1.968475341796875,
10099,25,2.130383014678955,
10139,25,,0.8824999928474426
10149,26,1.6795740127563477,
10199,26,2.194833755493164,
10249,26,1.8224828243255615,
10299,26,2.0872514247894287,
10349,26,1.6305116415023804,
10399,26,2.1788885593414307,
10449,26,2.2861974239349365,
10499,26,2.334989070892334,
10529,26,,0.883899986743927
10549,27,1.8437480926513672,
10599,27,2.2175345420837402,
10649,27,2.1261613368988037,
10699,27,2.134535074234009,
10749,27,2.08353590965271,
10799,27,2.138751983642578,
10849,27,2.3379814624786377,
10899,27,2.280155658721924,
10919,27,,0.8840000033378601
10949,28,2.312422752380371,
10999,28,2.3185832500457764,
11049,28,2.2116377353668213,
11099,28,2.1356325149536133,
11149,28,1.9577419757843018,
11199,28,2.0589752197265625,
11249,28,2.123718738555908,
11299,28,1.9624016284942627,
11309,28,,0.8903999924659729
11349,29,2.0803117752075195,
11399,29,2.118253707885742,
11449,29,2.04836368560791,
11499,29,1.9849190711975098,
11549,29,1.9544023275375366,
11599,29,1.669141173362732,
11649,29,2.1829049587249756,
11699,29,2.139069080352783,
11699,29,,0.8907999992370605
11749,30,1.992478609085083,
11799,30,2.204116106033325,
11849,30,2.1141066551208496,
11899,30,2.208178758621216,
11949,30,1.635071873664856,
11999,30,2.173570156097412,
12049,30,1.9098254442214966,
12089,30,,0.8830000162124634
12099,31,2.2489776611328125,
12149,31,2.236600875854492,
12199,31,2.122316837310791,
12249,31,2.064481735229492,
12299,31,2.0099878311157227,
12349,31,2.036817789077759,
12399,31,1.9412611722946167,
12449,31,1.6390278339385986,
12479,31,,0.8898000121116638
12499,32,2.1286633014678955,
12549,32,1.9995009899139404,
12599,32,2.128812313079834,
12649,32,2.188478469848633,
12699,32,2.1502513885498047,
12749,32,2.083811044692993,
12799,32,2.3227744102478027,
12849,32,2.0899429321289062,
12869,32,,0.8967999815940857
12899,33,2.0902483463287354,
12949,33,1.8539631366729736,
12999,33,2.218468189239502,
13049,33,2.0093040466308594,
13099,33,1.3609631061553955,
13149,33,2.0636680126190186,
13199,33,2.250835418701172,
13249,33,2.3191685676574707,
13259,33,,0.8988000154495239
13299,34,1.9776731729507446,
13349,34,2.1362833976745605,
13399,34,2.317554235458374,
13449,34,1.9384158849716187,
13499,34,1.9441062211990356,
13549,34,1.7669274806976318,
13599,34,2.174258232116699,
13649,34,2.2093186378479004,
13649,34,,0.8988999724388123
13699,35,2.070916175842285,
13749,35,1.998985767364502,
13799,35,2.207657814025879,
13849,35,1.9486563205718994,
13899,35,2.2150025367736816,
13949,35,1.6492316722869873,
13999,35,2.248807430267334,
14039,35,,0.8963000178337097
14049,36,2.1633315086364746,
14099,36,2.008593797683716,
14149,36,2.129509687423706,
14199,36,2.0746536254882812,
14249,36,1.835433006286621,
14299,36,1.9491326808929443,
14349,36,1.7571027278900146,
14399,36,2.1307177543640137,
14429,36,,0.8974000215530396
14449,37,1.9621098041534424,
14499,37,2.119119167327881,
14549,37,2.04152774810791,
14599,37,2.033933401107788,
14649,37,2.1960604190826416,
14699,37,2.170659065246582,
14749,37,1.3156068325042725,
14799,37,2.0959513187408447,
14819,37,,0.899399995803833
14849,38,1.8217015266418457,
14899,38,2.1564576625823975,
14949,38,2.0466113090515137,
14999,38,2.1132500171661377,
15049,38,2.1443562507629395,
15099,38,2.1879212856292725,
15149,38,2.162553548812866,
15199,38,1.8215664625167847,
15209,38,,0.9045000076293945
15249,39,1.813706398010254,
15299,39,1.982008457183838,
15349,39,1.5503168106079102,
15399,39,1.8739502429962158,
15449,39,2.1664438247680664,
15499,39,2.0516762733459473,
15549,39,2.070708751678467,
15599,39,1.960640788078308,
15599,39,,0.8988000154495239
15649,40,2.1475250720977783,
15699,40,2.158406972885132,
15749,40,2.004854202270508,
15799,40,2.0846450328826904,
15849,40,2.2345314025878906,
15899,40,2.2240238189697266,
15949,40,1.9628692865371704,
15989,40,,0.8988999724388123
15999,41,2.00780987739563,
16049,41,2.000558614730835,
16099,41,2.205756187438965,
16149,41,2.1545701026916504,
16199,41,2.155261993408203,
16249,41,1.7734262943267822,
16299,41,2.085568428039551,
16349,41,2.1249303817749023,
16379,41,,0.9003999829292297
16399,42,2.0625178813934326,
16449,42,2.2077836990356445,
16499,42,1.9063066244125366,
16549,42,1.918243408203125,
16599,42,2.093763828277588,
16649,42,2.1474905014038086,
16699,42,2.0726494789123535,
16749,42,1.8408373594284058,
16769,42,,0.9013000130653381
16799,43,2.1750688552856445,
16849,43,2.175332546234131,
16899,43,1.783442735671997,
16949,43,2.1210131645202637,
16999,43,2.2261810302734375,
17049,43,1.6802639961242676,
17099,43,0.8889247179031372,
17149,43,1.665830373764038,
17159,43,,0.9014999866485596
17199,44,2.014782190322876,
17249,44,1.6280637979507446,
17299,44,2.1519274711608887,
17349,44,2.1681981086730957,
17399,44,2.0368988513946533,
17449,44,2.017164707183838,
17499,44,2.0214786529541016,
17549,44,2.112578868865967,
17549,44,,0.9043999910354614
17599,45,2.275787115097046,
17649,45,2.001155376434326,
17699,45,2.1487722396850586,
17749,45,2.218024492263794,
17799,45,2.046603202819824,
17849,45,2.072737216949463,
17899,45,1.7895491123199463,
17939,45,,0.9075999855995178
17949,46,2.1130669116973877,
17999,46,2.0251457691192627,
18049,46,1.9839690923690796,
18099,46,2.0012331008911133,
18149,46,1.7713837623596191,
18199,46,2.1536781787872314,
18249,46,2.1179630756378174,
18299,46,2.0658020973205566,
18329,46,,0.9061999917030334
18349,47,2.0194754600524902,
18399,47,1.9624061584472656,
18449,47,1.9991636276245117,
18499,47,2.032355546951294,
18549,47,1.9520313739776611,
18599,47,2.0841305255889893,
18649,47,1.7865560054779053,
18699,47,2.1607117652893066,
18719,47,,0.9032999873161316
18749,48,2.1660585403442383,
18799,48,2.1966423988342285,
18849,48,2.0586323738098145,
18899,48,2.1648173332214355,
18949,48,1.8624825477600098,
18999,48,1.9241256713867188,
19049,48,1.5402860641479492,
19099,48,1.6656217575073242,
19109,48,,0.9017999768257141
19149,49,1.9612762928009033,
19199,49,1.6788005828857422,
19249,49,2.0554611682891846,
19299,49,1.886918306350708,
19349,49,1.6879087686538696,
19399,49,2.226377487182617,
19449,49,2.10155987739563,
19499,49,1.6072423458099365,
19499,49,,0.9074000120162964
19549,50,2.091980218887329,
19599,50,2.188339948654175,
19649,50,2.176260471343994,
19699,50,2.1108744144439697,
19749,50,1.9520641565322876,
19799,50,1.899296522140503,
19849,50,1.9031587839126587,
19889,50,,0.90420001745224
19899,51,1.9954733848571777,
19949,51,1.7977569103240967,
19999,51,2.2140753269195557,
20049,51,2.041661500930786,
20099,51,2.002375602722168,
20149,51,1.8220961093902588,
20199,51,1.901268482208252,
20249,51,2.070345878601074,
20279,51,,0.909500002861023
20299,52,1.863638162612915,
20349,52,2.0185208320617676,
20399,52,2.0960090160369873,
20449,52,2.000091552734375,
20499,52,2.0932137966156006,
20549,52,1.8865809440612793,
20599,52,2.177605152130127,
20649,52,1.9435421228408813,
20669,52,,0.9000999927520752
20699,53,1.9614276885986328,
20749,53,2.0732531547546387,
20799,53,2.2436752319335938,
20849,53,1.9156227111816406,
20899,53,2.0832626819610596,
20949,53,1.6047217845916748,
20999,53,2.099915027618408,
21049,53,2.080838680267334,
21059,53,,0.9075999855995178
21099,54,1.6895523071289062,
21149,54,1.6459369659423828,
21199,54,2.074347496032715,
21249,54,2.170764446258545,
21299,54,2.0330986976623535,
21349,54,1.9513483047485352,
21399,54,2.0491042137145996,
21449,54,1.7938752174377441,
21449,54,,0.9088000059127808
21499,55,1.9913489818572998,
21549,55,2.0486268997192383,
21599,55,2.01056170463562,
21649,55,2.111356735229492,
21699,55,2.0182042121887207,
21749,55,2.0743777751922607,
21799,55,1.917876124382019,
21839,55,,0.9078999757766724
21849,56,1.9745244979858398,
21899,56,1.5842708349227905,
21949,56,2.072929859161377,
21999,56,1.7503540515899658,
22049,56,2.125824213027954,
22099,56,2.145475387573242,
22149,56,2.0076663494110107,
22199,56,1.9758565425872803,
22229,56,,0.9079999923706055
22249,57,2.128016948699951,
22299,57,2.1150166988372803,
22349,57,2.0119104385375977,
22399,57,1.722494125366211,
22449,57,2.005347967147827,
22499,57,1.9495809078216553,
22549,57,2.0104002952575684,
22599,57,1.947601318359375,
22619,57,,0.9101999998092651
22649,58,2.067129373550415,
22699,58,2.0291945934295654,
22749,58,1.92222261428833,
22799,58,1.8483668565750122,
22849,58,2.0106611251831055,
22899,58,1.8863236904144287,
22949,58,1.9589265584945679,
22999,58,2.0997538566589355,
23009,58,,0.911899983882904
23049,59,2.155848979949951,
23099,59,1.7239656448364258,
23149,59,1.9628877639770508,
23199,59,2.2069029808044434,
23249,59,1.9973342418670654,
23299,59,1.5878278017044067,
23349,59,2.090852737426758,
23399,59,1.8580965995788574,
23399,59,,0.9089000225067139
23449,60,1.9605152606964111,
23499,60,2.044074058532715,
23549,60,1.9492692947387695,
23599,60,1.7782033681869507,
23649,60,2.1104683876037598,
23699,60,2.1465861797332764,
23749,60,1.4203650951385498,
23789,60,,0.9093999862670898
23799,61,1.575121283531189,
23849,61,1.9565349817276,
23899,61,1.8127269744873047,
23949,61,1.814071774482727,
23999,61,1.6757490634918213,
24049,61,2.096999168395996,
24099,61,1.8414652347564697,
24149,61,2.0287816524505615,
24179,61,,0.9086999893188477
24199,62,1.9971952438354492,
24249,62,1.7158640623092651,
24299,62,2.0235226154327393,
24349,62,2.0433058738708496,
24399,62,1.4870386123657227,
24449,62,1.5856038331985474,
24499,62,2.0997300148010254,
24549,62,2.0274839401245117,
24569,62,,0.9034000039100647
24599,63,1.994032859802246,
24649,63,2.0052249431610107,
24699,63,1.965868353843689,
24749,63,1.7956671714782715,
24799,63,2.090498208999634,
24849,63,1.979994535446167,
24899,63,2.050020456314087,
24949,63,2.0664596557617188,
24959,63,,0.9065999984741211
24999,64,1.8864116668701172,
25049,64,2.026685953140259,
25099,64,2.007532835006714,
25149,64,1.9909634590148926,
25199,64,2.0520412921905518,
25249,64,1.9691877365112305,
25299,64,2.0180776119232178,
25349,64,1.7442280054092407,
25349,64,,0.9075999855995178
25399,65,2.1255173683166504,
25449,65,1.8171589374542236,
25499,65,2.0604352951049805,
25549,65,2.04897141456604,
25599,65,2.1513946056365967,
25649,65,2.0516257286071777,
25699,65,1.6776916980743408,
25739,65,,0.9021999835968018
25749,66,1.981844186782837,
25799,66,2.03048038482666,
25849,66,2.044356107711792,
25899,66,1.5558096170425415,
25949,66,1.5765234231948853,
25999,66,2.0948543548583984,
26049,66,1.92569899559021,
26099,66,1.668959617614746,
26129,66,,0.909500002861023
26149,67,1.9178097248077393,
26199,67,2.1017165184020996,
26249,67,2.0963754653930664,
26299,67,2.052513599395752,
26349,67,1.7158136367797852,
26399,67,2.096606969833374,
26449,67,1.9599473476409912,
26499,67,1.8401684761047363,
26519,67,,0.9121000170707703
26549,68,1.6622238159179688,
26599,68,1.5775768756866455,
26649,68,1.9602681398391724,
26699,68,2.0110695362091064,
26749,68,2.070305824279785,
26799,68,1.8115761280059814,
26849,68,2.1800100803375244,
26899,68,2.0750808715820312,
26909,68,,0.9038000106811523
26949,69,1.927286148071289,
26999,69,2.0904617309570312,
27049,69,2.015538215637207,
27099,69,2.073324680328369,
27149,69,2.1005702018737793,
27199,69,2.0522961616516113,
27249,69,1.9688880443572998,
27299,69,1.8079142570495605,
27299,69,,0.9097999930381775
27349,70,1.905203104019165,
27399,70,1.8029495477676392,
27449,70,2.107069492340088,
27499,70,1.7634034156799316,
27549,70,1.9780893325805664,
27599,70,1.9082465171813965,
27649,70,1.68992280960083,
27689,70,,0.9070000052452087
27699,71,2.0397512912750244,
27749,71,2.005788564682007,
27799,71,2.1382827758789062,
27849,71,1.7406039237976074,
27899,71,2.063030958175659,
27949,71,1.6042567491531372,
27999,71,2.1109519004821777,
28049,71,1.9009883403778076,
28079,71,,0.9070000052452087
28099,72,1.7997139692306519,
28149,72,1.7569584846496582,
28199,72,1.818346619606018,
28249,72,1.7616629600524902,
28299,72,1.8174664974212646,
28349,72,1.9259191751480103,
28399,72,1.9027653932571411,
28449,72,2.000166177749634,
28469,72,,0.9056000113487244
28499,73,2.0145039558410645,
28549,73,1.6175928115844727,
28599,73,1.9594879150390625,
28649,73,1.9704971313476562,
28699,73,2.006305694580078,
28749,73,1.0587999820709229,
28799,73,1.964881420135498,
28849,73,2.0649237632751465,
28859,73,,0.9083999991416931
28899,74,2.1407573223114014,
28949,74,1.9400221109390259,
28999,74,1.81650972366333,
29049,74,1.6025452613830566,
29099,74,1.9292998313903809,
29149,74,1.9317169189453125,
29199,74,1.6321667432785034,
29249,74,2.080392837524414,
29249,74,,0.909500002861023
29299,75,2.035299062728882,
29349,75,2.0292465686798096,
29399,75,2.108433723449707,
29449,75,1.9768279790878296,
29499,75,1.9273698329925537,
29549,75,2.0404980182647705,
29599,75,1.9692959785461426,
29639,75,,0.9138000011444092
29649,76,1.9908124208450317,
29699,76,2.031524658203125,
29749,76,1.9048575162887573,
29799,76,2.001096487045288,
29849,76,1.905637264251709,
29899,76,2.1188507080078125,
29949,76,1.1184121370315552,
29999,76,2.0042529106140137,
30029,76,,0.9128000140190125
30049,77,2.051802635192871,
30099,77,1.980664610862732,
30149,77,2.0404679775238037,
30199,77,2.052155017852783,
30249,77,2.108076810836792,
30299,77,1.830433964729309,
30349,77,1.66068696975708,
30399,77,2.007336139678955,
30419,77,,0.9110000133514404
30449,78,1.9079675674438477,
30499,78,1.883553385734558,
30549,78,2.11403226852417,
30599,78,1.6088347434997559,
30649,78,1.793884038925171,
30699,78,1.6317863464355469,
30749,78,1.753483533859253,
30799,78,1.792061448097229,
30809,78,,0.9146999716758728
30849,79,1.8022782802581787,
30899,79,2.0797154903411865,
30949,79,2.0545554161071777,
30999,79,2.052204132080078,
31049,79,2.0957512855529785,
31099,79,1.8548760414123535,
31149,79,1.9709501266479492,
31199,79,1.5637362003326416,
31199,79,,0.9103999733924866
31249,80,1.8873975276947021,
31299,80,1.793105959892273,
31349,80,1.8962689638137817,
31399,80,1.8663142919540405,
31449,80,1.9471937417984009,
31499,80,2.0833029747009277,
31549,80,1.838329553604126,
31589,80,,0.9160000085830688
31599,81,1.7359976768493652,
31649,81,2.166618824005127,
31699,81,1.9995090961456299,
31749,81,1.9033868312835693,
31799,81,1.8312618732452393,
31849,81,2.0317094326019287,
31899,81,1.5981318950653076,
31949,81,1.956300973892212,
31979,81,,0.9157000184059143
31999,82,2.022573947906494,
32049,82,1.8823846578598022,
32099,82,1.895789384841919,
32149,82,1.7908287048339844,
32199,82,2.0584187507629395,
32249,82,1.4174495935440063,
32299,82,1.9666128158569336,
32349,82,2.0886895656585693,
32369,82,,0.9138000011444092
32399,83,2.1786386966705322,
32449,83,1.913703441619873,
32499,83,1.8373470306396484,
32549,83,2.078338146209717,
32599,83,1.6977009773254395,
32649,83,1.810157299041748,
32699,83,2.0407092571258545,
32749,83,2.14327335357666,
32759,83,,0.911300003528595
32799,84,1.9000146389007568,
32849,84,1.7962367534637451,
32899,84,1.3778737783432007,
32949,84,1.8268699645996094,
32999,84,1.5448112487792969,
33049,84,1.892106533050537,
33099,84,2.0430471897125244,
33149,84,2.058985710144043,
33149,84,,0.909600019454956
33199,85,2.032287120819092,
33249,85,1.8555296659469604,
33299,85,1.6345288753509521,
33349,85,1.675523042678833,
33399,85,1.9765686988830566,
33449,85,2.080108165740967,
33499,85,0.9920820593833923,
33539,85,,0.9090999960899353
33549,86,1.877648115158081,
33599,86,1.7406833171844482,
33649,86,1.939596176147461,
33699,86,2.143613338470459,
33749,86,2.14542293548584,
33799,86,1.8935396671295166,
33849,86,1.9617078304290771,
33899,86,1.8888685703277588,
33929,86,,0.913100004196167
33949,87,1.9186644554138184,
33999,87,2.0061917304992676,
34049,87,1.3155008554458618,
34099,87,1.9194276332855225,
34149,87,1.7690709829330444,
34199,87,1.8860228061676025,
34249,87,1.9308795928955078,
34299,87,1.7270655632019043,
34319,87,,0.913100004196167
34349,88,1.9295060634613037,
34399,88,1.9295542240142822,
34449,88,1.9971541166305542,
34499,88,1.978170394897461,
34549,88,1.9172017574310303,
34599,88,1.9654765129089355,
34649,88,1.8937503099441528,
34699,88,1.7748980522155762,
34709,88,,0.9101999998092651
34749,89,2.016061782836914,
34799,89,1.842634677886963,
34849,89,1.8896616697311401,
34899,89,1.8686745166778564,
34949,89,1.3413914442062378,
34999,89,1.9486160278320312,
35049,89,2.0744614601135254,
35099,89,1.9380985498428345,
35099,89,,0.9147999882698059
35149,90,1.997684359550476,
35199,90,1.7707425355911255,
35249,90,1.8567562103271484,
35299,90,1.4578800201416016,
35349,90,1.770402193069458,
35399,90,1.8771696090698242,
35449,90,2.0072531700134277,
35489,90,,0.9089000225067139
35499,91,1.8639984130859375,
35549,91,1.7657417058944702,
35599,91,2.1129448413848877,
35649,91,1.9483542442321777,
35699,91,2.065850257873535,
35749,91,1.965867042541504,
35799,91,2.033527374267578,
35849,91,1.4808096885681152,
35879,91,,0.9150000214576721
35899,92,1.8479654788970947,
35949,92,2.101149320602417,
35999,92,1.7520766258239746,
36049,92,1.782322883605957,
36099,92,1.9285969734191895,
36149,92,1.671102523803711,
36199,92,1.6343387365341187,
36249,92,1.7290942668914795,
36269,92,,0.9133999943733215
36299,93,1.871274471282959,
36349,93,1.931391954421997,
36399,93,1.8772730827331543,
36449,93,1.8283416032791138,
36499,93,1.919560432434082,
36549,93,2.005218505859375,
36599,93,1.8120052814483643,
36649,93,1.7489031553268433,
36659,93,,0.909500002861023
36699,94,1.9092423915863037,
36749,94,1.9258077144622803,
36799,94,2.073300838470459,
36849,94,1.9881713390350342,
36899,94,1.9906065464019775,
36949,94,1.5164860486984253,
36999,94,1.7975504398345947,
37049,94,1.5499889850616455,
37049,94,,0.9139000177383423
37099,95,1.4685852527618408,
37149,95,1.760850191116333,
37199,95,1.83890962600708,
37249,95,1.9275104999542236,
37299,95,1.872525930404663,
37349,95,1.9030811786651611,
37399,95,1.9713082313537598,
37439,95,,0.9135000109672546
37449,96,1.898533582687378,
37499,96,1.9652220010757446,
37549,96,1.6277155876159668,
37599,96,1.9042774438858032,
37649,96,1.953470230102539,
37699,96,1.6643402576446533,
37749,96,1.821793794631958,
37799,96,1.8346569538116455,
37829,96,,0.90829998254776
37849,97,2.0250325202941895,
37899,97,1.9180283546447754,
37949,97,1.8928616046905518,
37999,97,1.987540602684021,
38049,97,1.7950925827026367,
38099,97,2.0192830562591553,
38149,97,1.7574933767318726,
38199,97,1.8387192487716675,
38219,97,,0.9125000238418579
38249,98,1.9862971305847168,
38299,98,1.6576154232025146,
38349,98,2.036573886871338,
38399,98,1.9324482679367065,
38449,98,1.8016300201416016,
38499,98,1.8155245780944824,
38549,98,1.548079252243042,
38599,98,1.975937843322754,
38609,98,,0.9104999899864197
38649,99,2.0463807582855225,
38699,99,1.8863567113876343,
38749,99,1.9690518379211426,
38799,99,2.0327744483947754,
38849,99,1.7563822269439697,
38899,99,1.7839605808258057,
38949,99,2.0207018852233887,
38999,99,2.061595916748047,
38999,99,,0.9135000109672546
39049,100,1.4990184307098389,
39099,100,1.9929721355438232,
39149,100,1.8986356258392334,
39199,100,1.8989591598510742,
39249,100,1.7082878351211548,
39299,100,1.9143421649932861,
39349,100,1.803419828414917,
39389,100,,0.9136999845504761
39399,101,1.881485939025879,
39449,101,1.6954381465911865,
39499,101,1.95267653465271,
39549,101,1.8046550750732422,
39599,101,1.9639487266540527,
39649,101,1.7150148153305054,
39699,101,1.927762508392334,
39749,101,1.7820605039596558,
39779,101,,0.9142000079154968
39799,102,1.8395054340362549,
39849,102,1.9337496757507324,
39899,102,1.8751823902130127,
39949,102,2.0076613426208496,
39999,102,1.6770950555801392,
40049,102,1.563783884048462,
40099,102,1.6104851961135864,
40149,102,2.002643346786499,
40169,102,,0.9125999808311462
40199,103,1.3401453495025635,
40249,103,1.877605676651001,
40299,103,2.0871477127075195,
40349,103,1.33426833152771,
40399,103,1.7183382511138916,
40449,103,1.7578222751617432,
40499,103,1.838450312614441,
40549,103,1.6211411952972412,
40559,103,,0.911300003528595
40599,104,1.8980602025985718,
40649,104,1.697230577468872,
40699,104,1.6340909004211426,
40749,104,1.9453589916229248,
40799,104,2.185945749282837,
40849,104,1.9272596836090088,
40899,104,1.9395116567611694,
40949,104,1.8369934558868408,
40949,104,,0.9121000170707703
40999,105,1.7744852304458618,
41049,105,1.8005369901657104,
41099,105,1.9660032987594604,
41149,105,1.9451823234558105,
41199,105,1.6283769607543945,
41249,105,1.7683488130569458,
41299,105,1.8535828590393066,
41339,105,,0.9146000146865845
41349,106,1.993189811706543,
41399,106,2.0260281562805176,
41449,106,1.8832881450653076,
41499,106,1.9255292415618896,
41549,106,1.7591571807861328,
41599,106,1.7561231851577759,
41649,106,1.9837501049041748,
41699,106,1.843034267425537,
41729,106,,0.9136000275611877
41749,107,1.9668247699737549,
41799,107,1.9051227569580078,
41849,107,1.297186017036438,
41899,107,1.4316527843475342,
41949,107,1.7625112533569336,
41999,107,1.906433343887329,
