epoch,step,train_loss,train_acc,test_acc
0,49,2.319598436355591,,
0,99,2.415437936782837,,
0,149,2.5305306911468506,,
0,199,2.4348244667053223,,
0,249,2.1018640995025635,,
0,299,2.1685373783111572,,
0,349,2.233116388320923,,
0,389,,0.18625801801681519,0.2824000120162964
1,399,2.124713897705078,,
1,449,1.8830299377441406,,
1,499,2.0102789402008057,,
1,549,2.0279738903045654,,
1,599,2.0346550941467285,,
1,649,1.9459269046783447,,
1,699,1.8123937845230103,,
1,749,1.7755461931228638,,
1,779,,0.2990785241127014,0.33480000495910645
2,799,1.6948269605636597,,
2,849,1.7004743814468384,,
2,899,1.903925895690918,,
2,949,1.5735352039337158,,
2,999,1.80181884765625,,
2,1049,1.7043180465698242,,
2,1099,1.595531940460205,,
2,1149,1.5234062671661377,,
2,1169,,0.3922676146030426,0.4498000144958496
3,1199,1.5444585084915161,,
3,1249,1.3921449184417725,,
3,1299,1.5346647500991821,,
3,1349,1.3754457235336304,,
3,1399,1.4597606658935547,,
3,1449,1.4865736961364746,,
3,1499,1.5430816411972046,,
3,1549,1.58721125125885,,
3,1559,,0.46083733439445496,0.48350000381469727
4,1599,1.6496251821517944,,
4,1649,1.4054094552993774,,
4,1699,1.2891114950180054,,
4,1749,1.3272457122802734,,
4,1799,1.241344690322876,,
4,1849,1.3235888481140137,,
4,1899,1.3274692296981812,,
4,1949,1.388227105140686,,
4,1949,,0.5227163434028625,0.5932000279426575
5,1999,1.2821871042251587,,
5,2049,1.2611110210418701,,
5,2099,1.2717477083206177,,
5,2149,1.2950164079666138,,
5,2199,1.2722389698028564,,
5,2249,1.3326547145843506,,
5,2299,1.009498953819275,,
5,2339,,0.5898838043212891,0.5636000037193298
6,2349,1.3278679847717285,,
6,2399,0.8865932822227478,,
6,2449,0.9961727857589722,,
6,2499,1.0193504095077515,,
6,2549,1.0527584552764893,,
6,2599,1.119746208190918,,
6,2649,1.1301480531692505,,
6,2699,1.0547292232513428,,
6,2729,,0.6461939215660095,0.7063999772071838
7,2749,1.0187242031097412,,
7,2799,1.114248514175415,,
7,2849,0.8880614042282104,,
7,2899,0.9064719676971436,,
7,2949,0.8880065083503723,,
7,2999,0.8129032850265503,,
7,3049,1.053158164024353,,
7,3099,0.7261583209037781,,
7,3119,,0.6901442408561707,0.6733999848365784
8,3149,1.0272011756896973,,
