step,epoch,train_loss,val_loss,val_acc,train_acc,test_acc
49,0,2.402592420578003,,,,
99,0,2.134936571121216,,,,
149,0,2.067460060119629,,,,
199,0,1.9958107471466064,,,,
249,0,1.9473429918289185,,,,
299,0,1.9919369220733643,,,,
311,0,,1.9020806550979614,0.30329999327659607,,
311,0,,,,0.19834235310554504,0.3100999891757965
349,1,1.8867835998535156,,,,
399,1,1.928147792816162,,,,
449,1,1.7097382545471191,,,,
499,1,1.7253235578536987,,,,
549,1,1.8666479587554932,,,,
599,1,1.6582599878311157,,,,
623,1,,1.726082444190979,0.37049999833106995,,
623,1,,,,0.31049680709838867,0.37959998846054077
649,2,1.7896449565887451,,,,
699,2,1.7724894285202026,,,,
749,2,1.6850590705871582,,,,
799,2,1.6133862733840942,,,,
849,2,1.6470783948898315,,,,
899,2,1.7902144193649292,,,,
935,2,,1.5991361141204834,0.4129999876022339,,
935,2,,,,0.38083434104919434,0.41609999537467957
949,3,1.4960570335388184,,,,
999,3,1.4707467555999756,,,,
1049,3,1.5461804866790771,,,,
1099,3,1.769555687904358,,,,
1149,3,1.668691635131836,,,,
1199,3,1.6299583911895752,,,,
1247,3,,1.5824731588363647,0.4332999885082245,,
1247,3,,,,0.43279245495796204,0.4453999996185303
1249,4,1.517521619796753,,,,
1299,4,1.456055998802185,,,,
1349,4,1.2838701009750366,,,,
1399,4,1.44862961769104,,,,
1449,4,1.4029114246368408,,,,
1499,4,1.5386443138122559,,,,
1549,4,1.4094109535217285,,,,
1559,4,,1.5232969522476196,0.4627000093460083,,
1559,4,,,,0.4850260317325592,0.48660001158714294
1599,5,1.563823938369751,,,,
1649,5,1.5028659105300903,,,,
1699,5,1.2083791494369507,,,,
1749,5,1.1660401821136475,,,,
1799,5,1.3196238279342651,,,,
1849,5,1.3173506259918213,,,,
1871,5,,1.4273581504821777,0.49720001220703125,,
1871,5,,,,0.5308243036270142,0.5081999897956848
1899,6,1.0253368616104126,,,,
1949,6,1.4779070615768433,,,,
1999,6,1.2255256175994873,,,,
2049,6,1.410703420639038,,,,
2099,6,0.9642437100410461,,,,
2149,6,1.161845088005066,,,,
2183,6,,1.2229321002960205,0.5756000280380249,,
2183,6,,,,0.5759715437889099,0.6046000123023987
2199,7,1.0738317966461182,,,,
2249,7,1.1884511709213257,,,,
2299,7,1.0374609231948853,,,,
2349,7,1.1308420896530151,,,,
2399,7,1.1550832986831665,,,,
2449,7,1.0388590097427368,,,,
2495,7,,1.1744862794876099,0.5946999788284302,,
2495,7,,,,0.6117788553237915,0.6133000254631042
2499,8,1.0735344886779785,,,,
2549,8,1.0434187650680542,,,,
2599,8,1.0093932151794434,,,,
2649,8,1.0936418771743774,,,,
2699,8,1.1365396976470947,,,,
2749,8,1.0878149271011353,,,,
2799,8,1.0207170248031616,,,,
2807,8,,1.0561367273330688,0.645799994468689,,
2807,8,,,,0.6463341116905212,0.671500027179718
2849,9,0.8896436095237732,,,,
2899,9,0.7678099274635315,,,,
2949,9,0.8734850287437439,,,,
2999,9,0.8773768544197083,,,,
3049,9,1.0736863613128662,,,,
3099,9,1.006342887878418,,,,
3119,9,,1.0101819038391113,0.675599992275238,,
3119,9,,,,0.6747546195983887,0.704200029373169
3149,10,0.9385079145431519,,,,
3199,10,0.9026795625686646,,,,
3249,10,0.870945930480957,,,,
3299,10,0.907035768032074,,,,
3349,10,0.7809123992919922,,,,
3399,10,0.8231241703033447,,,,
3431,10,,1.0946587324142456,0.6460999846458435,,
3431,10,,,,0.6981420516967773,0.6765999794006348
3449,11,0.7367668151855469,,,,
3499,11,0.8773645162582397,,,,
3549,11,1.0003669261932373,,,,
3599,11,0.8578929305076599,,,,
3649,11,0.8725001215934753,,,,
3699,11,0.7826939225196838,,,,
3743,11,,1.0067358016967773,0.6973999738693237,,
3743,11,,,,0.7197015285491943,0.7206000089645386
3749,12,0.9665834307670593,,,,
3799,12,0.8845230937004089,,,,
3849,12,0.709530770778656,,,,
3899,12,0.7845653295516968,,,,
3949,12,0.8461840748786926,,,,
3999,12,0.7833660840988159,,,,
4049,12,0.864578902721405,,,,
4055,12,,0.8577539324760437,0.7343000173568726,,
4055,12,,,,0.7335737347602844,0.7649000287055969
4099,13,0.9248194694519043,,,,
4149,13,0.9781359434127808,,,,
4199,13,0.6979417204856873,,,,
4249,13,0.7834380865097046,,,,
4299,13,0.6685636639595032,,,,
4349,13,0.8501017093658447,,,,
4367,13,,0.9481172561645508,0.704200029373169,,
4367,13,,,,0.7457932829856873,0.7376999855041504
4399,14,0.7334482073783875,,,,
4449,14,0.8975169062614441,,,,
4499,14,0.7769404649734497,,,,
4549,14,0.7992757558822632,,,,
4599,14,0.8771564960479736,,,,
4649,14,0.6851656436920166,,,,
4679,14,,0.8368114233016968,0.7384999990463257,,
4679,14,,,,0.7536808848381042,0.7764000296592712
4699,15,0.893271803855896,,,,
4749,15,0.7634375095367432,,,,
4799,15,0.8462473154067993,,,,
4849,15,0.6694260835647583,,,,
4899,15,0.7891671061515808,,,,
4949,15,0.9094077944755554,,,,
4991,15,,0.8102477788925171,0.7512000203132629,,
4991,15,,,,0.7584635615348816,0.784500002861023
4999,16,0.6838929057121277,,,,
5049,16,0.75249183177948,,,,
5099,16,0.7348021864891052,,,,
5149,16,0.7871456146240234,,,,
5199,16,0.634234607219696,,,,
5249,16,0.6332628726959229,,,,
5299,16,0.9212841391563416,,,,
5303,16,,0.9094430804252625,0.7128000259399414,,
5303,16,,,,0.7661508321762085,0.7447999715805054
5349,17,0.6729168891906738,,,,
5399,17,0.7471860647201538,,,,
5449,17,0.619737446308136,,,,
5499,17,0.772523820400238,,,,
5549,17,0.7319204211235046,,,,
5599,17,0.6138330101966858,,,,
5615,17,,0.7960163950920105,0.7475000023841858,,
5615,17,,,,0.7696815133094788,0.7789999842643738
5649,18,0.6368430256843567,,,,
5699,18,0.9022969007492065,,,,
