epoch train_acc1 train_acc2 test_acc1 test_acc2
42 55.91346153846154 58.147035256410255 58.92427884615385 58.68389423076923
43 56.04967948717949 58.3193108974359 58.80408653846154 60.71714743589744
44 56.42628205128205 58.20713141025641 59.69551282051282 59.655448717948715
45 56.672676282051285 58.48557692307692 59.07451923076923 58.00280448717949
46 57.05528846153846 58.68589743589744 57.97275641025641 60.056089743589745
47 57.165464743589745 59.05048076923077 59.60536858974359 59.99599358974359
48 57.20152243589744 59.37900641025641 58.61378205128205 59.71554487179487
49 57.189503205128204 59.07652243589744 58.99439102564103 58.65384615384615
50 57.39182692307692 59.485176282051285 59.23477564102564 59.16466346153846
51 57.63822115384615 59.51121794871795 59.35496794871795 60.22636217948718
52 57.916666666666664 60.04206730769231 58.80408653846154 60.236378205128204
53 58.28525641025641 60.20432692307692 58.78405448717949 60.14623397435897
54 58.122996794871796 60.48878205128205 58.81410256410256 60.1161858974359
55 58.23317307692308 60.572916666666664 58.96434294871795 59.685496794871796
56 58.537660256410255 60.66907051282051 59.36498397435897 59.81570512820513
57 58.89423076923077 60.783253205128204 59.14463141025641 59.35496794871795
58 59.05048076923077 61.19190705128205 58.40344551282051 59.04447115384615
59 59.05649038461539 61.08573717948718 59.36498397435897 59.97596153846154
60 59.08253205128205 61.540464743589745 58.75400641025641 58.79407051282051
61 59.20472756410256 61.46434294871795 59.69551282051282 58.53365384615385
62 59.29286858974359 61.82692307692308 57.99278846153846 60.47676282051282
63 59.67548076923077 61.42628205128205 58.89423076923077 59.19471153846154
64 59.69751602564103 62.063301282051285 57.62219551282051 59.75560897435897
65 59.88581730769231 62.13741987179487 58.92427884615385 59.59535256410256
66 59.95192307692308 61.89102564102564 58.19310897435897 57.26161858974359
67 60.080128205128204 62.502003205128204 58.04286858974359 59.32491987179487
68 60.09415064102564 62.50600961538461 58.42347756410256 58.89423076923077
69 60.56290064102564 62.209535256410255 59.31490384615385 59.485176282051285
70 60.55889423076923 62.419871794871796 58.42347756410256 59.01442307692308
71 60.39463141025641 63.08894230769231 58.79407051282051 59.264823717948715
72 60.392628205128204 62.79246794871795 58.62379807692308 59.36498397435897
73 60.77724358974359 63.122996794871796 58.32331730769231 59.91586538461539
74 60.911458333333336 63.03685897435897 58.84415064102564 59.70552884615385
75 61.1318108974359 63.29727564102564 57.702323717948715 59.12459935897436
76 61.20192307692308 63.181089743589745 58.74399038461539 58.82411858974359
77 61.64863782051282 63.44751602564103 58.00280448717949 58.79407051282051
78 61.33413461538461 63.64182692307692 58.66386217948718 59.74559294871795
79 61.54647435897436 63.77003205128205 58.71394230769231 58.73397435897436
80 60.96554487179487 63.098958333333336 57.01121794871795 56.34014423076923
81 61.06971153846154 63.0869391025641 58.38341346153846 59.114583333333336
82 60.67908653846154 63.55168269230769 59.13461538461539 59.69551282051282
83 61.380208333333336 63.45152243589744 58.673878205128204 58.66386217948718
84 61.39423076923077 63.53165064102564 58.57371794871795 58.97435897435897
85 61.26201923076923 63.703926282051285 57.84254807692308 59.23477564102564
86 61.510416666666664 63.77804487179487 56.6806891025641 58.984375
87 61.764823717948715 63.669871794871796 58.25320512820513 58.56370192307692
88 62.12940705128205 64.03846153846153 58.102964743589745 58.80408653846154
89 62.005208333333336 64.36498397435898 58.79407051282051 59.0244391025641
90 62.13741987179487 64.30488782051282 58.52363782051282 59.07451923076923
91 62.12740384615385 64.34895833333333 58.14302884615385 58.93429487179487
92 62.42788461538461 64.48517628205128 58.2431891025641 58.27323717948718
93 62.74639423076923 64.61538461538461 59.064503205128204 58.83413461538461
94 62.68028846153846 65.01802884615384 57.522035256410255 58.874198717948715
95 62.712339743589745 65.09014423076923 59.21474358974359 59.88581730769231
96 62.790464743589745 65.27844551282051 58.61378205128205 58.58373397435897
97 63.32532051282051 65.34455128205128 58.42347756410256 58.5536858974359
98 63.21714743589744 65.45873397435898 58.75400641025641 59.635416666666664
99 63.493589743589745 65.4667467948718 58.77403846153846 57.96274038461539
100 63.35336538461539 65.87740384615384 58.02283653846154 60.10616987179487
101 63.82011217948718 65.94751602564102 58.703926282051285 59.05448717948718
102 63.90625 66.12780448717949 58.32331730769231 58.89423076923077
103 63.884214743589745 66.04767628205128 58.904246794871796 58.93429487179487
104 64.0204326923077 66.19591346153847 58.77403846153846 59.294871794871796
105 64.08052884615384 66.6766826923077 57.84254807692308 59.16466346153846
106 64.44310897435898 66.10576923076923 58.73397435897436 59.8056891025641
107 64.48517628205128 66.84094551282051 58.54366987179487 59.0244391025641
108 64.36498397435898 66.640625 58.47355769230769 58.56370192307692
109 64.54527243589743 66.81089743589743 57.84254807692308 59.14463141025641
110 64.8798076923077 66.86498397435898 58.26322115384615 59.16466346153846
111 64.81770833333333 67.00921474358974 58.02283653846154 58.874198717948715
112 65.01802884615384 67.03725961538461 57.90264423076923 59.28485576923077
113 64.93790064102564 67.39783653846153 58.36338141025641 58.89423076923077
114 65.22836538461539 67.35777243589743 57.942708333333336 58.37339743589744
115 65.24639423076923 67.40785256410257 58.38341346153846 58.21314102564103
116 65.5889423076923 67.81650641025641 58.92427884615385 58.693910256410255
117 65.5829326923077 67.7704326923077 58.53365384615385 57.23157051282051
118 65.6270032051282 67.70432692307692 58.01282051282051 58.693910256410255
119 65.98157051282051 67.71634615384616 58.333333333333336 58.6338141025641
120 65.9395032051282 67.9286858974359 58.203125 57.44190705128205
121 65.87139423076923 68.2051282051282 57.421875 58.102964743589745
122 65.98357371794872 68.15304487179488 58.25320512820513 59.44511217948718
123 66.19791666666667 68.48557692307692 57.93269230769231 59.064503205128204
124 66.36017628205128 68.68589743589743 57.80248397435897 59.21474358974359
125 66.51842948717949 68.59375 58.313301282051285 59.28485576923077
126 66.6786858974359 68.68589743589743 57.912660256410255 57.8525641025641
127 66.65464743589743 68.87419871794872 58.39342948717949 58.68389423076923
128 66.7948717948718 68.9823717948718 57.96274038461539 58.34334935897436
129 67.10336538461539 69.04246794871794 58.092948717948715 58.60376602564103
130 66.9130608974359 69.01642628205128 58.463541666666664 58.13301282051282
131 67.15544871794872 69.28685897435898 58.1630608974359 58.93429487179487
132 67.40985576923077 69.32491987179488 58.23317307692308 58.904246794871796
133 67.53205128205128 69.31089743589743 57.88261217948718 58.86418269230769
134 67.46995192307692 69.45713141025641 57.66225961538461 58.53365384615385
135 67.78044871794872 69.55929487179488 57.60216346153846 58.32331730769231
136 67.78044871794872 69.6494391025641 57.922676282051285 58.27323717948718
137 67.86858974358974 69.84775641025641 57.66225961538461 58.25320512820513
138 67.82852564102564 70.02403846153847 57.75240384615385 58.19310897435897
139 68.2011217948718 70.04407051282051 57.942708333333336 58.61378205128205
140 68.0889423076923 70.09014423076923 57.66225961538461 58.35336538461539
141 68.11498397435898 70.20432692307692 57.922676282051285 58.81410256410256
142 68.17708333333333 70.22235576923077 57.3818108974359 58.673878205128204
143 68.43349358974359 70.40865384615384 57.59214743589744 58.52363782051282
144 68.71594551282051 70.2724358974359 57.58213141025641 58.59375
145 68.45552884615384 70.51682692307692 57.321714743589745 58.15304487179487
146 68.76402243589743 70.6229967948718 57.84254807692308 58.84415064102564
147 68.84415064102564 70.61698717948718 57.23157051282051 58.58373397435897
148 68.80008012820512 70.63301282051282 57.26161858974359 58.73397435897436
149 69.00841346153847 70.80729166666667 57.49198717948718 58.36338141025641
150 68.98036858974359 70.91546474358974 57.37179487179487 58.18309294871795
151 69.30488782051282 70.79326923076923 57.61217948717949 57.96274038461539
152 69.32491987179488 70.9795673076923 57.93269230769231 58.47355769230769
153 69.47315705128206 71.05969551282051 57.131410256410255 58.6338141025641
154 69.54126602564102 71.30408653846153 57.532051282051285 58.513621794871796
155 69.58934294871794 71.34214743589743 56.84094551282051 58.18309294871795
156 69.55528846153847 71.3661858974359 57.161458333333336 58.65384615384615
157 69.70753205128206 71.45633012820512 57.28165064102564 58.60376602564103
158 69.75761217948718 71.47435897435898 57.01121794871795 58.57371794871795
159 70.03405448717949 71.46033653846153 57.56209935897436 58.60376602564103
160 70.03004807692308 71.54847756410257 57.25160256410256 58.42347756410256
161 70.25240384615384 71.38621794871794 57.141426282051285 58.57371794871795
162 70.29046474358974 71.71875 57.311698717948715 58.303285256410255
163 70.22836538461539 71.74278846153847 56.951121794871796 58.52363782051282
164 70.3485576923077 71.87900641025641 57.45192307692308 58.53365384615385
165 70.60697115384616 71.80088141025641 57.0713141025641 58.36338141025641
166 70.5088141025641 71.94110576923077 57.45192307692308 58.2431891025641
167 70.72315705128206 71.9130608974359 57.40184294871795 58.34334935897436
168 70.82732371794872 71.98317307692308 57.35176282051282 58.6338141025641
169 70.7832532051282 72.13741987179488 56.88100961538461 57.80248397435897
170 70.85336538461539 72.15344551282051 57.17147435897436 58.29326923076923
171 70.98357371794872 72.2295673076923 56.750801282051285 57.67227564102564
172 70.99559294871794 72.06530448717949 57.141426282051285 57.95272435897436
173 71.26802884615384 72.06129807692308 56.97115384615385 58.23317307692308
174 71.2860576923077 72.39783653846153 57.40184294871795 58.60376602564103
175 71.42828525641026 72.41185897435898 56.94110576923077 58.513621794871796
176 71.38621794871794 72.49399038461539 57.48197115384615 58.14302884615385
177 71.39022435897436 72.47596153846153 57.05128205128205 58.01282051282051
178 71.55048076923077 72.52203525641026 57.28165064102564 58.34334935897436
179 71.69471153846153 72.50600961538461 56.96113782051282 58.35336538461539
180 71.5244391025641 72.46794871794872 57.24158653846154 58.43349358974359
181 71.82491987179488 72.6161858974359 56.640625 58.333333333333336
182 71.85296474358974 72.76241987179488 57.12139423076923 58.23317307692308
183 71.8729967948718 72.68229166666667 57.36177884615385 58.17307692307692
184 71.9911858974359 72.72836538461539 56.69070512820513 58.00280448717949
185 72.09134615384616 72.73036858974359 56.89102564102564 58.283253205128204
186 72.13541666666667 72.75641025641026 56.931089743589745 58.26322115384615
187 72.21153846153847 72.81850961538461 56.931089743589745 57.97275641025641
188 72.20552884615384 72.88461538461539 56.96113782051282 58.18309294871795
189 72.29967948717949 72.89863782051282 56.720753205128204 58.203125
190 72.34775641025641 72.93469551282051 57.00120192307692 58.04286858974359
191 72.41586538461539 72.91266025641026 56.86097756410256 58.04286858974359
192 72.54807692307692 72.95873397435898 56.750801282051285 58.15304487179487
193 72.55608974358974 72.98677884615384 56.6806891025641 58.14302884615385
194 72.63020833333333 72.98878205128206 56.80088141025641 58.1630608974359
195 72.74639423076923 73.02083333333333 56.770833333333336 57.98277243589744
196 72.73838141025641 73.05689102564102 56.71073717948718 57.96274038461539
197 72.78846153846153 73.05689102564102 56.61057692307692 57.942708333333336
198 72.87059294871794 73.07291666666667 56.52043269230769 57.95272435897436
199 72.94070512820512 73.10897435897436 56.65064102564103 57.93269230769231
