epoch train_acc1 train_acc2 test_acc1 test_acc2
0 0 0 9.975961538461538 8.263221153846153
1 24.24278846153846 22.369791666666668 38.91225961538461 32.78245192307692
2 34.37900641025641 31.889022435897434 44.91185897435897 42.17748397435897
3 38.48157051282051 36.65464743589744 47.736378205128204 46.51442307692308
4 41.42427884615385 39.196714743589745 52.053285256410255 48.37740384615385
5 43.26923076923077 41.18790064102564 52.624198717948715 50.520833333333336
6 44.78565705128205 42.65625 53.87620192307692 50.93149038461539
7 46.227964743589745 44.24278846153846 54.70753205128205 52.92467948717949
8 47.27764423076923 45.705128205128204 55.29847756410256 54.02644230769231
9 47.86057692307692 46.40224358974359 57.19150641025641 55.79927884615385
10 49.11658653846154 47.736378205128204 58.00280448717949 56.18990384615385
11 49.87780448717949 48.58974358974359 58.45352564102564 55.749198717948715
12 50.50480769230769 49.583333333333336 58.76402243589744 57.8525641025641
13 51.10376602564103 50.24439102564103 59.23477564102564 57.62219551282051
14 51.87900641025641 50.98758012820513 59.49519230769231 57.8125
15 52.34775641025641 51.540464743589745 59.16466346153846 58.71394230769231
16 53.05288461538461 52.28165064102564 59.75560897435897 58.092948717948715
17 53.57972756410256 52.72235576923077 59.82572115384615 57.80248397435897
18 53.88221153846154 53.37740384615385 60.45673076923077 58.54366987179487
19 54.587339743589745 53.99038461538461 60.17628205128205 58.84415064102564
20 50.34855769230769 50.00801282051282 58.77403846153846 57.36177884615385
21 51.720753205128204 51.306089743589745 57.23157051282051 55.969551282051285
22 52.24559294871795 51.594551282051285 56.91105769230769 58.15304487179487
23 52.63822115384615 53.046875 58.483573717948715 57.421875
24 53.47155448717949 52.95472756410256 59.0244391025641 58.47355769230769
25 54.33092948717949 53.71995192307692 58.99439102564103 58.03285256410256
26 54.47716346153846 54.52323717948718 58.32331730769231 58.23317307692308
27 55.14022435897436 54.3369391025641 58.74399038461539 56.9911858974359
28 55.57491987179487 54.78565705128205 57.83253205128205 57.522035256410255
29 55.578926282051285 55.34254807692308 60.1161858974359 58.91426282051282
30 55.88741987179487 55.25440705128205 59.64543269230769 58.52363782051282
31 56.11778846153846 55.99559294871795 59.78565705128205 58.38341346153846
32 56.34815705128205 56.59054487179487 58.37339743589744 58.95432692307692
33 56.92307692307692 56.530448717948715 59.655448717948715 58.80408653846154
34 57.33774038461539 56.89102564102564 60.29647435897436 58.37339743589744
35 57.40384615384615 57.05929487179487 60.1963141025641 58.45352564102564
36 57.5400641025641 57.610176282051285 59.084535256410255 58.18309294871795
37 58.177083333333336 57.88661858974359 59.99599358974359 58.483573717948715
38 58.55969551282051 57.87459935897436 59.77564102564103 58.53365384615385
39 58.27524038461539 58.16706730769231 59.22475961538461 59.39503205128205
40 58.639823717948715 58.703926282051285 59.23477564102564 59.81570512820513
41 58.73798076923077 58.796073717948715 60.63701923076923 58.84415064102564
42 58.99038461538461 58.76802884615385 59.895833333333336 58.00280448717949
43 59.21474358974359 59.274839743589745 59.25480769230769 58.19310897435897
44 59.12259615384615 59.609375 60.03605769230769 59.665464743589745
45 59.46714743589744 60.09014423076923 59.55528846153846 58.53365384615385
46 59.73758012820513 59.88581730769231 59.73557692307692 58.02283653846154
47 60.31850961538461 60.06810897435897 59.78565705128205 59.40504807692308
48 60.44070512820513 60.45272435897436 59.40504807692308 58.984375
49 60.34655448717949 60.44871794871795 59.36498397435897 57.72235576923077
50 60.358573717948715 60.8213141025641 58.79407051282051 58.01282051282051
51 60.705128205128204 60.81730769230769 60.01602564102564 57.44190705128205
52 60.76722756410256 60.989583333333336 59.39503205128205 57.30168269230769
53 61.19190705128205 60.6630608974359 59.455128205128204 58.19310897435897
54 60.81730769230769 61.564503205128204 58.61378205128205 57.28165064102564
55 61.173878205128204 61.614583333333336 59.90584935897436 58.83413461538461
56 61.5244391025641 61.68469551282051 59.70552884615385 57.45192307692308
57 61.63060897435897 61.81089743589744 58.78405448717949 58.092948717948715
58 61.99519230769231 62.131410256410255 58.904246794871796 58.693910256410255
59 61.9911858974359 62.01121794871795 59.685496794871796 57.65224358974359
60 62.25160256410256 62.35777243589744 59.895833333333336 58.77403846153846
61 62.1474358974359 62.43990384615385 58.71394230769231 59.084535256410255
62 62.44991987179487 62.630208333333336 60.06610576923077 57.72235576923077
63 62.5 62.600160256410255 60.10616987179487 58.39342948717949
64 62.630208333333336 63.020833333333336 58.62379807692308 57.912660256410255
65 62.81650641025641 62.87660256410256 59.3349358974359 57.58213141025641
66 62.96875 63.42147435897436 59.865785256410255 58.04286858974359
67 63.0849358974359 63.58774038461539 58.52363782051282 58.27323717948718
68 63.30929487179487 63.46153846153846 60.10616987179487 58.00280448717949
69 63.03485576923077 63.76201923076923 59.92588141025641 58.93429487179487
70 63.307291666666664 63.75400641025641 59.4150641025641 58.59375
71 63.68589743589744 63.99639423076923 59.455128205128204 58.673878205128204
72 63.513621794871796 64.2167467948718 59.70552884615385 58.38341346153846
73 63.57572115384615 63.71594551282051 59.375 58.00280448717949
74 63.68189102564103 64.12860576923077 60.22636217948718 57.912660256410255
75 63.717948717948715 64.34895833333333 59.685496794871796 58.25320512820513
76 63.99839743589744 64.32892628205128 59.114583333333336 57.82251602564103
77 64.03245192307692 64.69751602564102 59.20472756410256 58.23317307692308
78 64.1045673076923 64.50921474358974 58.64383012820513 58.38341346153846
79 64.43509615384616 64.65745192307692 59.865785256410255 58.18309294871795
80 63.74399038461539 64.31690705128206 59.38501602564103 57.942708333333336
81 64.03445512820512 64.1005608974359 59.43509615384615 56.39022435897436
82 64.01041666666667 64.39903846153847 59.19471153846154 57.732371794871796
83 63.86217948717949 64.5292467948718 59.55528846153846 58.483573717948715
