step,epoch,train_loss,val_acc,train_acc,test_acc
49,0,0.4896976351737976,,,
99,0,0.43324172496795654,,,
149,0,0.37661606073379517,,,
199,0,0.386356920003891,,,
249,0,0.40545156598091125,,,
299,0,0.3970000743865967,,,
311,0,,0.2655999958515167,,
311,0,,,0.2591145932674408,0.3228999972343445
349,1,0.2973434329032898,,,
399,1,0.3477559983730316,,,
449,1,0.4272361397743225,,,
499,1,0.26126718521118164,,,
549,1,0.2674136459827423,,,
599,1,0.45355451107025146,,,
623,1,,0.27709999680519104,,
623,1,,,0.3395683169364929,0.33799999952316284
649,2,0.33969390392303467,,,
699,2,0.3421846032142639,,,
749,2,0.31652581691741943,,,
799,2,0.2589813470840454,,,
849,2,0.1693466454744339,,,
899,2,0.3405008912086487,,,
935,2,,0.39980000257492065,,
935,2,,,0.3803335428237915,0.5202000141143799
949,3,0.25572121143341064,,,
999,3,0.14975571632385254,,,
1049,3,0.22230695188045502,,,
1099,3,0.24028922617435455,,,
1149,3,0.23539245128631592,,,
1199,3,0.34735792875289917,,,
1247,3,,0.4194999933242798,,
1247,3,,,0.40968048572540283,0.5629000067710876
1249,4,0.1935088038444519,,,
1299,4,0.3406100571155548,,,
1349,4,0.1729278862476349,,,
1399,4,0.08745139092206955,,,
1449,4,0.2442331165075302,,,
1499,4,0.3087380528450012,,,
1549,4,0.20187605917453766,,,
1559,4,,0.4325000047683716,,
1559,4,,,0.4315654933452606,0.5771999955177307
1599,5,0.2588950991630554,,,
1649,5,0.2211025357246399,,,
1699,5,0.25661373138427734,,,
1749,5,0.06022835522890091,,,
1799,5,0.23128527402877808,,,
1849,5,0.27171677350997925,,,
1871,5,,0.4027999937534332,,
1871,5,,,0.4521484375,0.5202999711036682
1899,6,0.10791829973459244,,,
1949,6,0.19565780460834503,,,
1999,6,0.19126614928245544,,,
2049,6,0.20130246877670288,,,
2099,6,0.21148936450481415,,,
2149,6,0.11517902463674545,,,
2183,6,,0.4700999855995178,,
