step,epoch,train_loss,test_acc,train_acc
49,0,2.34206223487854,,
99,0,2.3249599933624268,,
149,0,2.3105502128601074,,
199,0,2.217794179916382,,
249,0,2.092987537384033,,
299,0,2.1141104698181152,,
349,0,2.1344144344329834,,
389,0,,0.28060001134872437,0.16015625
399,1,2.0748167037963867,,
449,1,2.081778049468994,,
499,1,2.1112678050994873,,
549,1,2.070131301879883,,
599,1,2.022268533706665,,
649,1,2.0504982471466064,,
699,1,1.9191259145736694,,
749,1,1.9310652017593384,,
779,1,,0.34850001335144043,0.24539263546466827
799,2,1.9219615459442139,,
849,2,1.990980625152588,,
899,2,2.0631890296936035,,
949,2,1.9026432037353516,,
999,2,1.868977427482605,,
1049,2,1.996988296508789,,
1099,2,1.9266608953475952,,
1149,2,1.9013283252716064,,
1169,2,,0.3885999917984009,0.28896233439445496
1199,3,1.843957543373108,,
1249,3,1.9606014490127563,,
1299,3,1.9060646295547485,,
1349,3,1.8966478109359741,,
1399,3,1.7664583921432495,,
1449,3,1.8248982429504395,,
1499,3,1.839028239250183,,
1549,3,1.871139645576477,,
1559,3,,0.4302999973297119,0.327383816242218
1599,4,1.8566561937332153,,
1649,4,1.8467543125152588,,
1699,4,1.7912267446517944,,
1749,4,1.8158020973205566,,
1799,4,1.8209964036941528,,
1849,4,1.8523973226547241,,
1899,4,1.8403092622756958,,
1949,4,1.8047521114349365,,
1949,4,,0.421099990606308,0.3612379729747772
1999,5,1.637460470199585,,
2049,5,1.8422054052352905,,
2099,5,1.6050186157226562,,
2149,5,1.818375587463379,,
2199,5,1.7294005155563354,,
2249,5,1.6290268898010254,,
2299,5,1.8425979614257812,,
2339,5,,0.4715999960899353,0.3888621926307678
2349,6,1.7089042663574219,,
2399,6,1.8115843534469604,,
2449,6,1.7258983850479126,,
2499,6,1.8211487531661987,,
2549,6,1.6851991415023804,,
2599,6,1.8665086030960083,,
2649,6,1.8945142030715942,,
2699,6,1.697718858718872,,
2729,6,,0.5688999891281128,0.40396633744239807
2749,7,1.862949252128601,,
2799,7,1.6312958002090454,,
2849,7,1.8750396966934204,,
2899,7,1.688328504562378,,
2949,7,1.6999218463897705,,
2999,7,1.6781994104385376,,
3049,7,1.6702321767807007,,
3099,7,1.5209733247756958,,
3119,7,,0.511900007724762,0.4236578643321991
3149,8,1.6227103471755981,,
3199,8,1.7050009965896606,,
3249,8,1.586367130279541,,
3299,8,1.5192347764968872,,
3349,8,1.6309230327606201,,
3399,8,1.5363553762435913,,
3449,8,1.55304753780365,,
3499,8,1.467653512954712,,
3509,8,,0.5623000264167786,0.43910256028175354
3549,9,1.6066293716430664,,
3599,9,1.7411783933639526,,
3649,9,1.6503567695617676,,
3699,9,1.6147387027740479,,
3749,9,1.4906632900238037,,
3799,9,1.7123582363128662,,
3849,9,1.7249088287353516,,
3899,9,1.5722733736038208,,
3899,9,,0.6092000007629395,0.45294472575187683
3949,10,1.5615957975387573,,
3999,10,1.7811450958251953,,
4049,10,1.4854192733764648,,
4099,10,1.7000367641448975,,
4149,10,1.7762733697891235,,
4199,10,1.4781887531280518,,
4249,10,1.7503554821014404,,
