step,epoch,train_loss,val_acc2,val_acc1,train_acc2,train_acc1,test_acc
6449,20,0.34065863490104675,,,,,
6499,20,0.3880963921546936,,,,,
6549,20,0.36540189385414124,,,,,
6572,20,,0.2070000022649765,0.21310000121593475,,,
6572,20,,,,0.20422500371932983,0.20332500338554382,0.22596915066242218
6599,21,0.35054686665534973,,,,,
6649,21,0.3478453755378723,,,,,
6699,21,0.3509933650493622,,,,,
6749,21,0.3875320255756378,,,,,
6799,21,0.3353588879108429,,,,,
6849,21,0.35064345598220825,,,,,
6885,21,,0.2337999939918518,0.20890000462532043,,,
6885,21,,,,0.22190000116825104,0.2185250073671341,0.2383306920528412
6899,22,0.3125014901161194,,,,,
6949,22,0.35911497473716736,,,,,
6999,22,0.38451507687568665,,,,,
7049,22,0.333798885345459,,,,,
7099,22,0.33356356620788574,,,,,
7149,22,0.34453755617141724,,,,,
7198,22,,0.22840000689029694,0.219200000166893,,,
7198,22,,,,0.23042500019073486,0.23045000433921814,0.23229825496673584
7199,23,0.3275357186794281,,,,,
7249,23,0.35026371479034424,,,,,
7299,23,0.33141857385635376,,,,,
7349,23,0.3433627784252167,,,,,
7399,23,0.3452671766281128,,,,,
7449,23,0.4507550895214081,,,,,
7499,23,0.3550979793071747,,,,,
7511,23,,0.2304999977350235,0.24230000376701355,,,
7511,23,,,,0.22962500154972076,0.23112499713897705,0.2477254718542099
7549,24,0.32096025347709656,,,,,
7599,24,0.3473184108734131,,,,,
7649,24,0.3236921429634094,,,,,
7699,24,0.3498542904853821,,,,,
7749,24,0.359469473361969,,,,,
7799,24,0.3348175585269928,,,,,
7824,24,,0.24969999492168427,0.2517000138759613,,,
7824,24,,,,0.23647500574588776,0.2374500036239624,0.24663765728473663
7849,25,0.41439661383628845,,,,,
7899,25,0.36267176270484924,,,,,
7949,25,0.34858614206314087,,,,,
7999,25,0.33534449338912964,,,,,
8049,25,0.3594039976596832,,,,,
8099,25,0.35297977924346924,,,,,
8137,25,,0.2353000044822693,0.2305999994277954,,,
8137,25,,,,0.22632500529289246,0.21827499568462372,0.2295292764902115
8149,26,0.3330760896205902,,,,,
8199,26,0.31624922156333923,,,,,
8249,26,0.3177027106285095,,,,,
8299,26,0.36685022711753845,,,,,
8349,26,0.3606247901916504,,,,,
8399,26,0.3542386591434479,,,,,
8449,26,0.33919960260391235,,,,,
8450,26,,0.2303999960422516,0.22300000488758087,,,
8450,26,,,,0.23167499899864197,0.23465000092983246,0.23348496854305267
8499,27,0.3424341678619385,,,,,
8549,27,0.3281782865524292,,,,,
8599,27,0.3256206512451172,,,,,
8649,27,0.3374510705471039,,,,,
8699,27,0.3329944312572479,,,,,
8749,27,0.330403208732605,,,,,
8763,27,,0.23639999330043793,0.24230000376701355,,,
8763,27,,,,0.22894999384880066,0.2324499934911728,0.2389240562915802
8799,28,0.3231621980667114,,,,,
8849,28,0.36956825852394104,,,,,
8899,28,0.3761301338672638,,,,,
8949,28,0.35536015033721924,,,,,
8999,28,0.42020323872566223,,,,,
9049,28,0.3239949643611908,,,,,
9076,28,,0.257099986076355,0.23720000684261322,,,
9076,28,,,,0.22207500040531158,0.22382499277591705,0.2298259437084198
9099,29,0.3336789608001709,,,,,
9149,29,0.36290547251701355,,,,,
9199,29,0.3350304663181305,,,,,
9249,29,0.33128029108047485,,,,,
9299,29,0.3322064280509949,,,,,
9349,29,0.36010703444480896,,,,,
9389,29,,0.22920000553131104,0.2410999983549118,,,
9389,29,,,,0.23704999685287476,0.24034999310970306,0.2516811788082123
9399,30,0.3346218466758728,,,,,
9449,30,0.32261741161346436,,,,,
9499,30,0.31038612127304077,,,,,
9549,30,0.3229289948940277,,,,,
9599,30,0.33805808424949646,,,,,
9649,30,0.3710404336452484,,,,,
9699,30,0.324962317943573,,,,,
9702,30,,0.22709999978542328,0.24480000138282776,,,
9702,30,,,,0.2342749983072281,0.23489999771118164,0.24663765728473663
9749,31,0.34791815280914307,,,,,
9799,31,0.33974403142929077,,,,,
9849,31,0.3199935555458069,,,,,
9899,31,0.3151395320892334,,,,,
9949,31,0.31655222177505493,,,,,
9999,31,0.3496401607990265,,,,,
10015,31,,0.19910000264644623,0.20499999821186066,,,
10015,31,,,,0.24469999969005585,0.2433999925851822,0.2609770596027374
10049,32,0.33531418442726135,,,,,
10099,32,0.3391716480255127,,,,,
10149,32,0.33781152963638306,,,,,
10199,32,0.34418150782585144,,,,,
10249,32,0.31064698100090027,,,,,
10299,32,0.3088039457798004,,,,,
10328,32,,0.23919999599456787,0.2572000026702881,,,
10328,32,,,,0.2577750086784363,0.25312501192092896,0.2860957384109497
10349,33,0.3336232006549835,,,,,
10399,33,0.31169483065605164,,,,,
10449,33,0.36773163080215454,,,,,
10499,33,0.3417242467403412,,,,,
10549,33,0.3050260841846466,,,,,
10599,33,0.3321112394332886,,,,,
10641,33,,0.2621999979019165,0.2485000044107437,,,
10641,33,,,,0.2672249972820282,0.266525000333786,0.2609770596027374
10649,34,0.2984943091869354,,,,,
10699,34,0.3038511872291565,,,,,
10749,34,0.3636230528354645,,,,,
10799,34,0.33334821462631226,,,,,
10849,34,0.4343041777610779,,,,,
10899,34,0.3412327766418457,,,,,
10949,34,0.42459821701049805,,,,,
10954,34,,0.22360000014305115,0.21889999508857727,,,
10954,34,,,,0.2537499964237213,0.2521750032901764,0.23585838079452515
10999,35,0.3362441956996918,,,,,
11049,35,0.33222490549087524,,,,,
11099,35,0.33115154504776,,,,,
11149,35,0.37820181250572205,,,,,
11199,35,0.33695778250694275,,,,,
11249,35,0.33524349331855774,,,,,
11267,35,,0.23399999737739563,0.22380000352859497,,,
11267,35,,,,0.23977500200271606,0.24312500655651093,0.24396756291389465
11299,36,0.33081257343292236,,,,,
11349,36,0.3726029396057129,,,,,
11399,36,0.3417914807796478,,,,,
11449,36,0.31332671642303467,,,,,
11499,36,0.40954798460006714,,,,,
11549,36,0.35560259222984314,,,,,
11580,36,,0.20659999549388885,0.20880000293254852,,,
11580,36,,,,0.2147749960422516,0.2131749987602234,0.22409018874168396
11599,37,0.3568135201931,,,,,
11649,37,0.355036199092865,,,,,
11699,37,0.3277430534362793,,,,,
11749,37,0.33214592933654785,,,,,
11799,37,0.3002789318561554,,,,,
11849,37,0.2887520492076874,,,,,
11893,37,,0.24469999969005585,0.24449999630451202,,,
11893,37,,,,0.23247499763965607,0.23317499458789825,0.255933552980423
11899,38,0.31840986013412476,,,,,
11949,38,0.30653178691864014,,,,,
11999,38,0.3137392997741699,,,,,
12049,38,0.29000207781791687,,,,,
12099,38,0.3111318349838257,,,,,
12149,38,0.2866566479206085,,,,,
12199,38,0.36247387528419495,,,,,
12206,38,,0.2628999948501587,0.24969999492168427,,,
12206,38,,,,0.25452500581741333,0.25475001335144043,0.2546479403972626
12249,39,0.3388254642486572,,,,,
12299,39,0.46910443902015686,,,,,
12349,39,0.3488018214702606,,,,,
12399,39,0.3358724117279053,,,,,
12449,39,0.3323059380054474,,,,,
12499,39,0.35315030813217163,,,,,
12519,39,,0.1615999937057495,0.17159999907016754,,,
12519,39,,,,0.24060000479221344,0.24185000360012054,0.2321004718542099
12549,40,0.3843148946762085,,,,,
12599,40,0.33166852593421936,,,,,
12649,40,0.3236039876937866,,,,,
12699,40,0.36294734477996826,,,,,
12749,40,0.31841617822647095,,,,,
12799,40,0.3231767416000366,,,,,
12832,40,,0.24629999697208405,0.2614000141620636,,,
12832,40,,,,0.23280000686645508,0.2324250042438507,0.25988924503326416
12849,41,0.3587346076965332,,,,,
12899,41,0.28469470143318176,,,,,
12949,41,0.3260769546031952,,,,,
12999,41,0.31946635246276855,,,,,
13049,41,0.3943851590156555,,,,,
13099,41,0.30776235461235046,,,,,
13145,41,,0.24729999899864197,0.2563000023365021,,,
13145,41,,,,0.2500999867916107,0.24815000593662262,0.26641613245010376
13149,42,0.32819098234176636,,,,,
13199,42,0.2813072204589844,,,,,
13249,42,0.3101905286312103,,,,,
13299,42,0.29955220222473145,,,,,
13349,42,0.32609790563583374,,,,,
13399,42,0.2997387647628784,,,,,
13449,42,0.3123839795589447,,,,,
13458,42,,0.2797999978065491,0.27900001406669617,,,
13458,42,,,,0.26672500371932983,0.2667500078678131,0.2786788046360016
13499,43,0.3448542654514313,,,,,
13549,43,0.3515529930591583,,,,,
13599,43,0.33741676807403564,,,,,
13649,43,0.4473518431186676,,,,,
13699,43,0.38083502650260925,,,,,
13749,43,0.33525967597961426,,,,,
13771,43,,0.2272000014781952,0.2223999947309494,,,
13771,43,,,,0.21610000729560852,0.2178249955177307,0.23744066059589386
13799,44,0.2984605133533478,,,,,
13849,44,0.29943954944610596,,,,,
13899,44,0.29993340373039246,,,,,
13949,44,0.28230705857276917,,,,,
13999,44,0.3311123549938202,,,,,
14049,44,0.27853187918663025,,,,,
14084,44,,0.26409998536109924,0.2702000141143799,,,
14084,44,,,,0.2534250020980835,0.2547999918460846,0.27749207615852356
14099,45,0.29133328795433044,,,,,
14149,45,0.2906857430934906,,,,,
14199,45,0.3550091087818146,,,,,
14249,45,0.2928234338760376,,,,,
14299,45,0.31469252705574036,,,,,
14349,45,0.29110395908355713,,,,,
14397,45,,0.3100999891757965,0.30059999227523804,,,
14397,45,,,,0.26692500710487366,0.26750001311302185,0.3056764304637909
14399,46,0.3156889081001282,,,,,
14449,46,0.43563544750213623,,,,,
14499,46,0.32330942153930664,,,,,
14549,46,0.3475428819656372,,,,,
14599,46,0.3445946276187897,,,,,
14649,46,0.3228014409542084,,,,,
14699,46,0.4266774356365204,,,,,
14710,46,,0.20229999721050262,0.23929999768733978,,,
14710,46,,,,0.25177499651908875,0.25277501344680786,0.22339794039726257
14749,47,0.35376808047294617,,,,,
14799,47,0.34867751598358154,,,,,
14849,47,0.3534286320209503,,,,,
14899,47,0.3478292226791382,,,,,
14949,47,0.30770206451416016,,,,,
14999,47,0.31815847754478455,,,,,
15023,47,,0.2565999925136566,0.26339998841285706,,,
15023,47,,,,0.23422500491142273,0.23817500472068787,0.29212817549705505
15049,48,0.3161521852016449,,,,,
15099,48,0.3282791078090668,,,,,
15149,48,0.29610469937324524,,,,,
15199,48,0.28975772857666016,,,,,
15249,48,0.28811150789260864,,,,,
15299,48,0.3132762908935547,,,,,
15336,48,,0.29809999465942383,0.2985000014305115,,,
15336,48,,,,0.2761250138282776,0.2752000093460083,0.3015229403972626
15349,49,0.32014262676239014,,,,,
15399,49,0.31055140495300293,,,,,
15449,49,0.2885061800479889,,,,,
15499,49,0.30664700269699097,,,,,
15549,49,0.4275106191635132,,,,,
15599,49,0.42042121291160583,,,,,
15649,49,0.38346484303474426,,,,,
15649,49,,0.17110000550746918,0.19920000433921814,,,
15649,49,,,,0.25,0.2509250044822693,0.1968947798013687
15699,50,0.36232733726501465,,,,,
15749,50,0.3370133340358734,,,,,
15799,50,0.3486228585243225,,,,,
15849,50,0.4003162086009979,,,,,
15899,50,0.3168661594390869,,,,,
15949,50,0.34462806582450867,,,,,
15962,50,,0.23520000278949738,0.21899999678134918,,,
15962,50,,,,0.22052499651908875,0.22027499973773956,0.24307753145694733
15999,51,0.3287569582462311,,,,,
16049,51,0.3594227135181427,,,,,
16099,51,0.31686094403266907,,,,,
16149,51,0.2905519902706146,,,,,
16199,51,0.3239767551422119,,,,,
16249,51,0.3350807726383209,,,,,
16275,51,,0.2745000123977661,0.2745000123977661,,,
16275,51,,,,0.2504499852657318,0.24940000474452972,0.27066850662231445
16299,52,0.31388387084007263,,,,,
16349,52,0.3080347776412964,,,,,
16399,52,0.3267415463924408,,,,,
16449,52,0.3038458228111267,,,,,
16499,52,0.3298933804035187,,,,,
16549,52,0.2911999821662903,,,,,
16588,52,,0.302700012922287,0.2962000072002411,,,
16588,52,,,,0.2760249972343445,0.27777498960494995,0.30715981125831604
16599,53,0.36455658078193665,,,,,
16649,53,0.3065963685512543,,,,,
16699,53,0.30818408727645874,,,,,
16749,53,0.3307490646839142,,,,,
16799,53,0.27453529834747314,,,,,
16849,53,0.3369852602481842,,,,,
16899,53,0.28324946761131287,,,,,
16901,53,,0.33959999680519104,0.32600000500679016,,,
16901,53,,,,0.3061000108718872,0.30720001459121704,0.32921281456947327
16949,54,0.31753721833229065,,,,,
16999,54,0.3185281455516815,,,,,
17049,54,0.31873762607574463,,,,,
17099,54,0.29511234164237976,,,,,
17149,54,0.30904442071914673,,,,,
17199,54,0.31034591794013977,,,,,
17214,54,,0.353300005197525,0.3472000062465668,,,
17214,54,,,,0.32237499952316284,0.32212498784065247,0.3477056920528412
17249,55,0.2744502127170563,,,,,
17299,55,0.327364057302475,,,,,
17349,55,0.3174929916858673,,,,,
17399,55,0.27711063623428345,,,,,
17449,55,0.2854829430580139,,,,,
17499,55,0.3909671902656555,,,,,
17527,55,,0.3273000121116638,0.33480000495910645,,,
17527,55,,,,0.3330000042915344,0.3346000015735626,0.3417721390724182
17549,56,0.32941535115242004,,,,,
17599,56,0.3308660089969635,,,,,
17649,56,0.27817362546920776,,,,,
17699,56,0.34985747933387756,,,,,
17749,56,0.33049479126930237,,,,,
17799,56,0.310535728931427,,,,,
17840,56,,0.31630000472068787,0.3458999991416931,,,
17840,56,,,,0.33032500743865967,0.33160001039505005,0.3501780033111572
17849,57,0.3284302055835724,,,,,
17899,57,0.3481171131134033,,,,,
17949,57,0.34832632541656494,,,,,
17999,57,0.37360405921936035,,,,,
18049,57,0.3888963758945465,,,,,
18099,57,0.4057128131389618,,,,,
18149,57,0.26666152477264404,,,,,
18153,57,,0.3370000123977661,0.3422999978065491,,,
18153,57,,,,0.30947500467300415,0.3093250095844269,0.3444422483444214
18199,58,0.395442932844162,,,,,
18249,58,0.36250391602516174,,,,,
18299,58,0.35694894194602966,,,,,
18349,58,0.3916815519332886,,,,,
18399,58,0.34167107939720154,,,,,
18449,58,0.6048107147216797,,,,,
18466,58,,0.12200000137090683,0.11309999972581863,,,
18466,58,,,,0.19059999287128448,0.19072499871253967,0.11075949668884277
18499,59,0.4383096396923065,,,,,
18549,59,0.4309515058994293,,,,,
18599,59,0.41781362891197205,,,,,
18649,59,0.4082444906234741,,,,,
18699,59,0.423980176448822,,,,,
18749,59,0.36920252442359924,,,,,
18779,59,,0.19259999692440033,0.18940000236034393,,,
18779,59,,,,0.1400499939918518,0.13744999468326569,0.2014438360929489
18799,60,0.37374258041381836,,,,,
18849,60,0.3571587800979614,,,,,
18899,60,0.33737847208976746,,,,,
18949,60,0.3479534685611725,,,,,
18999,60,0.3455912172794342,,,,,
19049,60,0.35369759798049927,,,,,
19092,60,,0.22179999947547913,0.2248000055551529,,,
19092,60,,,,0.20565000176429749,0.2074500024318695,0.2242879718542099
19099,61,0.35249063372612,,,,,
19149,61,0.34344127774238586,,,,,
19199,61,0.33042946457862854,,,,,
19249,61,0.33974647521972656,,,,,
19299,61,0.3566228449344635,,,,,
19349,61,0.32170426845550537,,,,,
19399,61,0.32165536284446716,,,,,
19405,61,,0.2215999960899353,0.2312999963760376,,,
19405,61,,,,0.22417500615119934,0.22667500376701355,0.2418908178806305
19449,62,0.3361262083053589,,,,,
19499,62,0.3238130509853363,,,,,
19549,62,0.32690897583961487,,,,,
19599,62,0.3202388286590576,,,,,
19649,62,0.32865968346595764,,,,,
19699,62,0.3437090218067169,,,,,
19718,62,,0.24490000307559967,0.23989999294281006,,,
19718,62,,,,0.23547500371932983,0.23755000531673431,0.25019779801368713
19749,63,0.3366784453392029,,,,,
19799,63,0.30251672863960266,,,,,
19849,63,0.33598148822784424,,,,,
19899,63,0.35230568051338196,,,,,
19949,63,0.3335559368133545,,,,,
19999,63,0.325439989566803,,,,,
20031,63,,0.2583000063896179,0.24819999933242798,,,
20031,63,,,,0.2502000033855438,0.24812500178813934,0.2691851258277893
20049,64,0.3246523141860962,,,,,
20099,64,0.32034561038017273,,,,,
20149,64,0.3136216104030609,,,,,
20199,64,0.3321096897125244,,,,,
20249,64,0.30058351159095764,,,,,
20299,64,0.3353898525238037,,,,,
20344,64,,0.29170000553131104,0.29089999198913574,,,
20344,64,,,,0.27250000834465027,0.2706499993801117,0.2933148741722107
20349,65,0.3123430609703064,,,,,
20399,65,0.3048758804798126,,,,,
20449,65,0.29869207739830017,,,,,
20499,65,0.2927078604698181,,,,,
20549,65,0.293119341135025,,,,,
20599,65,0.30456697940826416,,,,,
20649,65,0.3038066327571869,,,,,
20657,65,,0.31769999861717224,0.32249999046325684,,,
20657,65,,,,0.29750001430511475,0.2940250039100647,0.326246052980423
20699,66,0.30332401394844055,,,,,
20749,66,0.27722543478012085,,,,,
20799,66,0.31280991435050964,,,,,
20849,66,0.29668018221855164,,,,,
20899,66,0.28042277693748474,,,,,
20949,66,0.27546706795692444,,,,,
20970,66,,0.3325999975204468,0.3336000144481659,,,
20970,66,,,,0.3158249855041504,0.31427499651908875,0.3327729403972626
20999,67,0.2692195773124695,,,,,
21049,67,0.288367360830307,,,,,
21099,67,0.27718234062194824,,,,,
21149,67,0.2766103446483612,,,,,
21199,67,0.2749943137168884,,,,,
21249,67,0.28563904762268066,,,,,
21283,67,,0.33739998936653137,0.3384000062942505,,,
21283,67,,,,0.32202500104904175,0.322050005197525,0.3434533178806305
21299,68,0.31534484028816223,,,,,
21349,68,0.2633245885372162,,,,,
21399,68,0.2844572067260742,,,,,
21449,68,0.29900097846984863,,,,,
21499,68,0.2900894582271576,,,,,
21549,68,0.29284706711769104,,,,,
21596,68,,0.3528999984264374,0.3465999960899353,,,
21596,68,,,,0.33454999327659607,0.334075003862381,0.35077136754989624
21599,69,0.24937964975833893,,,,,
21649,69,0.27777785062789917,,,,,
21699,69,0.25798270106315613,,,,,
21749,69,0.255318820476532,,,,,
21799,69,0.25847771763801575,,,,,
21849,69,0.2405358850955963,,,,,
21899,69,0.25264114141464233,,,,,
21909,69,,0.367900013923645,0.3682999908924103,,,
21909,69,,,,0.34802499413490295,0.34747499227523804,0.3694620132446289
21949,70,0.28648287057876587,,,,,
21999,70,0.2511204779148102,,,,,
22049,70,0.25027576088905334,,,,,
22099,70,0.29182153940200806,,,,,
22149,70,0.2905423641204834,,,,,
22199,70,0.2713012993335724,,,,,
22222,70,,0.37869998812675476,0.3774999976158142,,,
22222,70,,,,0.35420000553131104,0.3542749881744385,0.3717365562915802
22249,71,0.2602364420890808,,,,,
22299,71,0.2496708333492279,,,,,
22349,71,0.25883838534355164,,,,,
22399,71,0.26619240641593933,,,,,
22449,71,0.28404563665390015,,,,,
22499,71,0.28121188282966614,,,,,
22535,71,,0.38449999690055847,0.3831999897956848,,,
22535,71,,,,0.3634999990463257,0.3647249937057495,0.3866693079471588
22549,72,0.29015102982521057,,,,,
22599,72,0.24838607013225555,,,,,
22649,72,0.28787991404533386,,,,,
22699,72,0.22573523223400116,,,,,
22749,72,0.30633899569511414,,,,,
22799,72,0.255462110042572,,,,,
22848,72,,0.3903999924659729,0.3919999897480011,,,
22848,72,,,,0.3694249987602234,0.369049996137619,0.3913172483444214
22849,73,0.2594435513019562,,,,,
22899,73,0.26406407356262207,,,,,
22949,73,0.2561590373516083,,,,,
22999,73,0.24405638873577118,,,,,
23049,73,0.25718846917152405,,,,,
23099,73,0.23535069823265076,,,,,
23149,73,0.2404508739709854,,,,,
23161,73,,0.398499995470047,0.3935000002384186,,,
23161,73,,,,0.37439998984336853,0.3734250068664551,0.3974485695362091
23199,74,0.22019901871681213,,,,,
23249,74,0.26016655564308167,,,,,
23299,74,0.24584658443927765,,,,,
23349,74,0.23861078917980194,,,,,
23399,74,0.24722963571548462,,,,,
23449,74,0.22798724472522736,,,,,
23474,74,,0.4025999903678894,0.3970000147819519,,,
23474,74,,,,0.3822000026702881,0.38247498869895935,0.400316447019577
23499,75,0.24996906518936157,,,,,
23549,75,0.24800057709217072,,,,,
23599,75,0.24470378458499908,,,,,
23649,75,0.2232399582862854,,,,,
23699,75,0.2448015809059143,,,,,
23749,75,0.2337847352027893,,,,,
23787,75,,0.4034000039100647,0.40630000829696655,,,
23787,75,,,,0.38644999265670776,0.3869749903678894,0.400316447019577
23799,76,0.21049588918685913,,,,,
23849,76,0.23446719348430634,,,,,
23899,76,0.24038459360599518,,,,,
23949,76,0.2473267912864685,,,,,
23999,76,0.24422696232795715,,,,,
24049,76,0.2735908031463623,,,,,
24099,76,0.20017358660697937,,,,,
24100,76,,0.4083000123500824,0.41190001368522644,,,
24100,76,,,,0.39172500371932983,0.39137500524520874,0.4092167615890503
24149,77,0.2445734292268753,,,,,
24199,77,0.22290261089801788,,,,,
24249,77,0.24192854762077332,,,,,
