epoch,step,train_loss,train_acc,test_acc
0,49,1.9862273931503296,,
0,99,2.084207773208618,,
0,149,1.985671043395996,,
0,199,1.9765735864639282,,
0,249,1.8501380681991577,,
0,299,1.8264461755752563,,
0,349,1.692023515701294,,
0,389,,0.34407052397727966,0.5088000297546387
1,399,1.760959267616272,,
1,449,1.5608720779418945,,
1,499,1.6900478601455688,,
1,549,1.7356153726577759,,
1,599,1.5940766334533691,,
1,649,1.6448276042938232,,
1,699,1.602940320968628,,
1,749,1.5077569484710693,,
1,779,,0.4902644157409668,0.5972999930381775
2,799,1.5978726148605347,,
2,849,1.5020503997802734,,
2,899,1.4901609420776367,,
2,949,1.498733639717102,,
2,999,1.5776824951171875,,
2,1049,1.5109525918960571,,
2,1099,1.3963795900344849,,
2,1149,1.5859521627426147,,
2,1169,,0.5653044581413269,0.6365000009536743
3,1199,1.407204508781433,,
3,1249,1.312820553779602,,
3,1299,1.483025312423706,,
3,1349,1.441943883895874,,
3,1399,1.3753715753555298,,
3,1449,1.3608448505401611,,
3,1499,1.3373370170593262,,
3,1549,1.285946249961853,,
3,1559,,0.6125600934028625,0.6758000254631042
4,1599,1.2692254781723022,,
4,1649,1.2603319883346558,,
4,1699,1.339119553565979,,
4,1749,1.4046306610107422,,
4,1799,1.2733060121536255,,
4,1849,1.3115216493606567,,
4,1899,1.5367518663406372,,
4,1949,1.3483216762542725,,
4,1949,,0.6429286599159241,0.7425000071525574
5,1999,1.1991850137710571,,
5,2049,1.2170827388763428,,
5,2099,1.3227282762527466,,
5,2149,1.2312116622924805,,
5,2199,1.2707759141921997,,
5,2249,1.205816626548767,,
5,2299,1.1040836572647095,,
5,2339,,0.6666466593742371,0.7585999965667725
6,2349,1.2959321737289429,,
6,2399,1.196869969367981,,
6,2449,1.3197648525238037,,
6,2499,1.2604905366897583,,
6,2549,1.1181986331939697,,
6,2599,1.1350165605545044,,
6,2649,1.204883098602295,,
6,2699,1.16083562374115,,
6,2729,,0.6850961446762085,0.7825000286102295
7,2749,0.9263004064559937,,
7,2799,1.1732561588287354,,
7,2849,1.34792160987854,,
7,2899,1.2052034139633179,,
7,2949,1.1828993558883667,,
7,2999,1.236052393913269,,
7,3049,1.1807750463485718,,
7,3099,1.1672029495239258,,
7,3119,,0.6940504908561707,0.7890999913215637
8,3149,1.125807762145996,,
8,3199,1.1881723403930664,,
8,3249,1.3443182706832886,,
8,3299,1.0767192840576172,,
8,3349,1.0412976741790771,,
8,3399,1.1188081502914429,,
8,3449,1.2399671077728271,,
8,3499,1.1842490434646606,,
8,3509,,0.703986406326294,0.7818999886512756
9,3549,1.0696135759353638,,
9,3599,0.985555112361908,,
9,3649,1.1296454668045044,,
9,3699,1.0819545984268188,,
9,3749,1.1384458541870117,,
9,3799,1.081980586051941,,
9,3849,1.0007472038269043,,
9,3899,1.0795904397964478,,
9,3899,,0.7147636413574219,0.8197000026702881
10,3949,1.053877592086792,,
10,3999,0.9918854236602783,,
10,4049,1.0706473588943481,,
10,4099,1.0325226783752441,,
10,4149,0.921237051486969,,
10,4199,0.983675479888916,,
10,4249,1.0483700037002563,,
10,4289,,0.7232972979545593,0.8065000176429749
11,4299,1.011071801185608,,
11,4349,1.1549426317214966,,
11,4399,0.9606205224990845,,
11,4449,1.0146751403808594,,
11,4499,0.9955587983131409,,
11,4549,1.0320836305618286,,
11,4599,1.03989577293396,,
11,4649,1.0935167074203491,,
11,4679,,0.7297676205635071,0.8330000042915344
12,4699,1.0539265871047974,,
12,4749,1.1045304536819458,,
12,4799,0.9634768962860107,,
12,4849,1.0634316205978394,,
12,4899,1.0387524366378784,,
12,4949,1.0763893127441406,,
12,4999,0.8300120830535889,,
12,5049,1.0027899742126465,,
12,5069,,0.7367187738418579,0.8348000049591064
13,5099,0.9631321430206299,,
13,5149,1.0183628797531128,,
13,5199,1.0922340154647827,,
13,5249,1.0099565982818604,,
13,5299,1.0310882329940796,,
13,5349,0.9644154906272888,,
13,5399,1.0628951787948608,,
13,5449,1.1261452436447144,,
13,5459,,0.7409054636955261,0.8170999884605408
14,5499,1.1808418035507202,,
14,5549,0.9364457726478577,,
14,5599,0.8761328458786011,,
14,5649,1.003291368484497,,
14,5699,1.0087957382202148,,
14,5749,0.8712964653968811,,
14,5799,0.9761407375335693,,
14,5849,1.1862988471984863,,
14,5849,,0.7454527020454407,0.8205000162124634
15,5899,0.9281149506568909,,
15,5949,0.8339680433273315,,
15,5999,0.9206931591033936,,
15,6049,0.9846382737159729,,
15,6099,1.0999529361724854,,
15,6149,0.9078878164291382,,
15,6199,0.9135191440582275,,
15,6239,,0.7533854246139526,0.8374000191688538
16,6249,0.8973950147628784,,
16,6299,1.0897213220596313,,
16,6349,0.954327404499054,,
16,6399,0.8488126397132874,,
16,6449,1.0168193578720093,,
16,6499,0.8602245450019836,,
16,6549,0.8545729517936707,,
16,6599,0.9602397680282593,,
16,6629,,0.7589142918586731,0.833899974822998
17,6649,0.9661681652069092,,
17,6699,1.0944546461105347,,
17,6749,0.8256268501281738,,
17,6799,0.8967700004577637,,
17,6849,0.9509938955307007,,
17,6899,0.7464078664779663,,
17,6949,0.8058962821960449,,
17,6999,0.8501455187797546,,
17,7019,,0.7620192170143127,0.8456000089645386
18,7049,1.0437564849853516,,
18,7099,0.8508259654045105,,
18,7149,0.8536027669906616,,
18,7199,0.8895773887634277,,
18,7249,1.004112958908081,,
18,7299,1.0667880773544312,,
18,7349,0.9980065822601318,,
18,7399,0.8890377879142761,,
18,7409,,0.7662860751152039,0.8357999920845032
19,7449,0.8739762306213379,,
19,7499,0.988204300403595,,
19,7549,0.8106210231781006,,
19,7599,1.0016604661941528,,
19,7649,0.9458704590797424,,
19,7699,0.8054846525192261,,
19,7749,0.8623214960098267,,
19,7799,0.9978150129318237,,
19,7799,,0.7682892680168152,0.8644999861717224
20,7849,0.8871069550514221,,
20,7899,0.9411468505859375,,
20,7949,0.8768596649169922,,
20,7999,0.8194066286087036,,
20,8049,0.9715721011161804,,
20,8099,0.7667022347450256,,
20,8149,1.0867284536361694,,
20,8189,,0.7723958492279053,0.8550000190734863
21,8199,0.8723301291465759,,
21,8249,0.8545230627059937,,
21,8299,0.7476344108581543,,
21,8349,0.9005697965621948,,
21,8399,0.7835395932197571,,
21,8449,0.8082663416862488,,
21,8499,0.8547455668449402,,
21,8549,0.9174655079841614,,
21,8579,,0.7755007743835449,0.8371999859809875
22,8599,0.8763731122016907,,
22,8649,0.8801549673080444,,
22,8699,0.9460969567298889,,
22,8749,0.9481799602508545,,
22,8799,0.8451194763183594,,
22,8849,0.9631403088569641,,
22,8899,0.9372246861457825,,
22,8949,0.9063237905502319,,
22,8969,,0.7798477411270142,0.8543000221252441
23,8999,0.7981000542640686,,
23,9049,0.8368054032325745,,
23,9099,0.7987204194068909,,
23,9149,0.7976317405700684,,
23,9199,0.8459587693214417,,
23,9249,0.9102520942687988,,
23,9299,1.1960586309432983,,
23,9349,0.9179995656013489,,
23,9359,,0.7835937738418579,0.8504999876022339
24,9399,0.8010191321372986,,
24,9449,0.8186061978340149,,
24,9499,0.8437144756317139,,
24,9549,0.7154385447502136,,
24,9599,0.9030989408493042,,
24,9649,0.9369417428970337,,
24,9699,0.9350205659866333,,
24,9749,0.8132405877113342,,
24,9749,,0.7842748165130615,0.8557000160217285
25,9799,0.6160374283790588,,
25,9849,0.8814253211021423,,
25,9899,0.9555389285087585,,
25,9949,0.8517881035804749,,
25,9999,0.7528836727142334,,
25,10049,0.8579759001731873,,
25,10099,0.9273895621299744,,
25,10139,,0.7887420058250427,0.8503999710083008
26,10149,0.8083927035331726,,
26,10199,0.8950967192649841,,
26,10249,0.9256081581115723,,
26,10299,0.9158278107643127,,
26,10349,0.8032758235931396,,
26,10399,0.7189895510673523,,
26,10449,0.7519922256469727,,
26,10499,0.9068325161933899,,
26,10529,,0.7908453345298767,0.8306000232696533
27,10549,0.9110071063041687,,
27,10599,0.8195837736129761,,
27,10649,0.8451911211013794,,
27,10699,0.8966315388679504,,
27,10749,0.9204814434051514,,
27,10799,0.8866088390350342,,
27,10849,0.6648562550544739,,
27,10899,0.9173678159713745,,
27,10919,,0.7950921654701233,0.86080002784729
28,10949,0.9135456681251526,,
28,10999,0.7159528136253357,,
28,11049,0.7429602146148682,,
28,11099,0.8168577551841736,,
28,11149,0.7994450926780701,,
28,11199,0.9366469383239746,,
28,11249,0.8332309722900391,,
28,11299,0.9645870327949524,,
28,11309,,0.7940905690193176,0.8567000031471252
29,11349,0.9219194054603577,,
29,11399,0.8569435477256775,,
29,11449,0.8626096248626709,,
29,11499,0.7998805642127991,,
29,11549,0.7513075470924377,,
29,11599,0.9065833687782288,,
29,11649,0.8025498390197754,,
29,11699,0.6513341665267944,,
