train_loss,step,epoch,test_acc,train_acc,mix_match_loss
1.965149998664856,49,0,,,
1.9197520017623901,99,0,,,
1.7767280340194702,149,0,,,
1.8009644746780396,199,0,,,
1.6254874467849731,249,0,,,
1.7280182838439941,299,0,,,
1.7814667224884033,349,0,,,
,389,0,0.5110999941825867,0.35364583134651184,
1.6207085847854614,399,1,,,
1.6038308143615723,449,1,,,
1.4013521671295166,499,1,,,
1.5738216638565063,549,1,,,
1.3722405433654785,599,1,,,
1.6066182851791382,649,1,,,
1.3469388484954834,699,1,,,
1.3281052112579346,749,1,,,
,779,1,0.6107000112533569,0.5006610751152039,
1.2935707569122314,799,2,,,
1.1602652072906494,849,2,,,
1.1749478578567505,899,2,,,
1.3865299224853516,949,2,,,
1.2761542797088623,999,2,,,
1.177688717842102,1049,2,,,
1.2080028057098389,1099,2,,,
1.2347074747085571,1149,2,,,
,1169,2,0.6531999707221985,0.5790064334869385,
1.0546902418136597,1199,3,,,
0.904420793056488,1249,3,,,
1.2913341522216797,1299,3,,,
1.320443868637085,1349,3,,,
0.9473002552986145,1399,3,,,
1.2021209001541138,1449,3,,,
1.1295675039291382,1499,3,,,
1.2018547058105469,1549,3,,,
,1559,3,0.7229999899864197,0.6276442408561707,
0.8457205891609192,1599,4,,,
1.1243727207183838,1649,4,,,
1.3175923824310303,1699,4,,,
1.0741666555404663,1749,4,,,
1.144040584564209,1799,4,,,
1.2249786853790283,1849,4,,,
1.0569061040878296,1899,4,,,
1.015700101852417,1949,4,,,
,1949,4,0.7573000192642212,0.6620993614196777,
0.8448160290718079,1999,5,,,
0.8666718006134033,2049,5,,,
1.1752456426620483,2099,5,,,
0.9358668923377991,2149,5,,,
1.190157413482666,2199,5,,,
1.1176338195800781,2249,5,,,
0.9923623204231262,2299,5,,,
,2339,5,0.7107999920845032,0.6836538314819336,
0.9699892401695251,2349,6,,,
0.9201589822769165,2399,6,,,
0.9960625171661377,2449,6,,,
1.041160225868225,2499,6,,,
0.908614456653595,2549,6,,,
0.9634851813316345,2599,6,,,
1.061380386352539,2649,6,,,
0.8784669637680054,2699,6,,,
,2729,6,0.78329998254776,0.6983974575996399,
1.0421186685562134,2749,7,,,
1.0330274105072021,2799,7,,,
0.9365633726119995,2849,7,,,
0.8511815667152405,2899,7,,,
0.9269132018089294,2949,7,,,
1.0670607089996338,2999,7,,,
0.8069787621498108,3049,7,,,
0.939887285232544,3099,7,,,
,3119,7,0.7630000114440918,0.7113982439041138,
0.8671619892120361,3149,8,,,
0.8597561717033386,3199,8,,,
1.161426305770874,3249,8,,,
0.6579309105873108,3299,8,,,
1.0347820520401,3349,8,,,
0.777251660823822,3399,8,,,
1.0045839548110962,3449,8,,,
1.0520424842834473,3499,8,,,
,3509,8,0.7839000225067139,0.7213942408561707,
1.0865662097930908,3549,9,,,
1.004281759262085,3599,9,,,
0.9262213110923767,3649,9,,,
0.8973029255867004,3699,9,,,
0.6814841628074646,3749,9,,,
0.7731157541275024,3799,9,,,
0.9092435240745544,3849,9,,,
0.9401920437812805,3899,9,,,
,3899,9,0.8177000284194946,0.7298277020454407,
0.9524044990539551,3949,10,,,
0.8214129209518433,3999,10,,,
1.072920799255371,4049,10,,,
0.8167229890823364,4099,10,,,
0.7784387469291687,4149,10,,,
0.7413180470466614,4199,10,,,
1.0900144577026367,4249,10,,,
,4289,10,0.819100022315979,0.7339142560958862,
1.020615816116333,4299,11,,,
1.0041816234588623,4349,11,,,
0.9224876761436462,4399,11,,,
0.9200208783149719,4449,11,,,
0.9603462219238281,4499,11,,,
0.9593238234519958,4549,11,,,
0.8999653458595276,4599,11,,,
0.8092233538627625,4649,11,,,
,4679,11,0.8065999746322632,0.7406450510025024,
1.015046238899231,4699,12,,,
1.1652460098266602,4749,12,,,
0.7671266794204712,4799,12,,,
0.9059099555015564,4849,12,,,
0.9393614530563354,4899,12,,,
0.8128633499145508,4949,12,,,
0.7047914266586304,4999,12,,,
0.8704614043235779,5049,12,,,
,5069,12,0.8363999724388123,0.7469751834869385,
1.0421160459518433,5099,13,,,
0.7875416874885559,5149,13,,,
0.900734007358551,5199,13,,,
0.821336030960083,5249,13,,,
0.7313716411590576,5299,13,,,
0.754885733127594,5349,13,,,
0.7117364406585693,5399,13,,,
0.7380844950675964,5449,13,,,
,5459,13,0.8205999732017517,0.7512419819831848,
1.0944559574127197,5499,14,,,
0.9225826859474182,5549,14,,,
1.0553011894226074,5599,14,,,
0.9225568175315857,5649,14,,,
0.9541188478469849,5699,14,,,
0.9948387145996094,5749,14,,,
0.8888815641403198,5799,14,,,
0.8492512702941895,5849,14,,,
,5849,14,0.8159000277519226,0.7557892799377441,
0.9361421465873718,5899,15,,,
0.8692960739135742,5949,15,,,
0.8093141913414001,5999,15,,,
0.6805028319358826,6049,15,,,
0.7426369786262512,6099,15,,,
0.75934237241745,6149,15,,,
0.8232284188270569,6199,15,,,
,6239,15,0.8163999915122986,0.7583733797073364,
0.694279134273529,6249,16,,,
0.9200507998466492,6299,16,,,
0.8935362696647644,6349,16,,,
0.8964887857437134,6399,16,,,
0.746679425239563,6449,16,,,
0.8343988656997681,6499,16,,,
0.9071973562240601,6549,16,,,
1.016561508178711,6599,16,,,
,6629,16,0.8440999984741211,0.7646834850311279,
0.8716387748718262,6649,17,,,
0.8475281000137329,6699,17,,,
0.7702217698097229,6749,17,,,
0.8184951543807983,6799,17,,,
0.7031621932983398,6849,17,,,
1.0010383129119873,6899,17,,,
0.9515167474746704,6949,17,,,
0.7348003387451172,6999,17,,,
,7019,17,0.8360000252723694,0.7667468190193176,
0.8611554503440857,7049,18,,,
0.5702992081642151,7099,18,,,
0.8521429300308228,7149,18,,,
0.80434650182724,7199,18,,,
0.8734942674636841,7249,18,,,
0.5704463720321655,7299,18,,,
0.8020262718200684,7349,18,,,
0.9558349251747131,7399,18,,,
,7409,18,0.8464999794960022,0.7715144157409668,
