step,epoch,train_loss,val_acc,val_loss,train_acc,test_acc
49,0,2.7940609455108643,,,,
99,0,2.2743337154388428,,,,
149,0,2.554957151412964,,,,
199,0,2.2688796520233154,,,,
249,0,2.2666563987731934,,,,
299,0,2.1311521530151367,,,,
312,0,,0.20970000326633453,2.0555503368377686,,
312,0,,,,0.14512500166893005,0.09424446523189545
349,1,2.2034544944763184,,,,
399,1,1.7882624864578247,,,,
449,1,2.57997727394104,,,,
499,1,2.394505500793457,,,,
549,1,2.0812759399414062,,,,
599,1,2.1619303226470947,,,,
625,1,,0.17589999735355377,2.4189798831939697,,
625,1,,,,0.17477500438690186,0.09424446523189545
649,2,2.136240243911743,,,,
699,2,2.2047030925750732,,,,
749,2,2.107888698577881,,,,
799,2,1.9454978704452515,,,,
849,2,1.9306803941726685,,,,
899,2,1.8500134944915771,,,,
938,2,,0.28929999470710754,1.893064260482788,,
938,2,,,,0.20737500488758087,0.09424446523189545
949,3,2.039532423019409,,,,
999,3,1.78134024143219,,,,
1049,3,1.8424667119979858,,,,
1099,3,1.9844257831573486,,,,
1149,3,1.8393644094467163,,,,
1199,3,1.667008399963379,,,,
1249,3,1.779190182685852,,,,
1251,3,,0.36160001158714294,1.6996785402297974,,
1251,3,,,,0.3034999966621399,0.09424446523189545
1299,4,1.646700143814087,,,,
1349,4,1.7329264879226685,,,,
1399,4,1.544152021408081,,,,
1449,4,1.6972718238830566,,,,
1499,4,1.624568223953247,,,,
1549,4,1.7369961738586426,,,,
1564,4,,0.4230000078678131,1.53519868850708,,
1564,4,,,,0.37447500228881836,0.09424446523189545
1599,5,1.4904593229293823,,,,
1649,5,1.5111722946166992,,,,
1699,5,1.4848148822784424,,,,
1749,5,1.4597511291503906,,,,
1799,5,1.4227019548416138,,,,
1849,5,1.5103837251663208,,,,
1877,5,,0.46209999918937683,1.4763253927230835,,
1877,5,,,,0.42512500286102295,0.09424446523189545
1899,6,1.4311914443969727,,,,
1949,6,1.4007065296173096,,,,
1999,6,1.4231075048446655,,,,
2049,6,1.3908547163009644,,,,
2099,6,1.4626045227050781,,,,
2149,6,1.3511290550231934,,,,
2190,6,,0.4867999851703644,1.4271093606948853,,
2190,6,,,,0.4672999978065491,0.09424446523189545
2199,7,1.345411777496338,,,,
2249,7,1.3548758029937744,,,,
2299,7,1.2440106868743896,,,,
2349,7,1.519592046737671,,,,
2399,7,1.4941346645355225,,,,
2449,7,1.5191776752471924,,,,
2499,7,1.3034098148345947,,,,
2503,7,,0.5069000124931335,1.3496710062026978,,
2503,7,,,,0.5058000087738037,0.09424446523189545
2549,8,1.1694754362106323,,,,
2599,8,1.3659311532974243,,,,
2649,8,1.1851862668991089,,,,
2699,8,1.3310636281967163,,,,
2749,8,1.1109914779663086,,,,
2799,8,1.1943230628967285,,,,
2816,8,,0.5584999918937683,1.2386137247085571,,
2816,8,,,,0.5406249761581421,0.09424446523189545
2849,9,1.2270246744155884,,,,
2899,9,1.4140958786010742,,,,
2949,9,1.2040835618972778,,,,
2999,9,1.199599027633667,,,,
3049,9,0.9845529198646545,,,,
3099,9,1.0318371057510376,,,,
3129,9,,0.5764999985694885,1.2133984565734863,,
3129,9,,,,0.5801249742507935,0.09424446523189545
3149,10,1.108044147491455,,,,
3199,10,1.173181176185608,,,,
3249,10,1.0393122434616089,,,,
3299,10,1.2261552810668945,,,,
3349,10,1.1412363052368164,,,,
3399,10,0.9254345297813416,,,,
3442,10,,0.6258000135421753,1.0604697465896606,,
3442,10,,,,0.6044250130653381,0.09424446523189545
3449,11,0.8470169305801392,,,,
3499,11,0.748802125453949,,,,
3549,11,0.6180838346481323,,,,
3599,11,0.8285138010978699,,,,
3649,11,0.6855956315994263,,,,
3699,11,0.7503085136413574,,,,
3749,11,0.7204927206039429,,,,
3755,11,,0.589900016784668,1.2982772588729858,,
3755,11,,,,0.6068500280380249,0.09424446523189545
3799,12,0.5838600397109985,,,,
3849,12,0.37707585096359253,,,,
3899,12,0.11503809690475464,,,,
