train_loss,step,epoch,val_loss,val_acc,test_acc
4.168094158172607,49,0,,,
3.6499853134155273,99,0,,,
3.2607340812683105,149,0,,,
3.5525622367858887,199,0,,,
3.227393627166748,249,0,,,
2.8992111682891846,299,0,,,
2.8898401260375977,349,0,,,
,389,0,1.828611135482788,0.3009999990463257,
,389,0,,,0.3492879867553711
2.7929229736328125,399,1,,,
2.816748857498169,449,1,,,
2.6658167839050293,499,1,,,
2.7190849781036377,549,1,,,
2.63151216506958,599,1,,,
2.660430669784546,649,1,,,
2.7323720455169678,699,1,,,
2.410419464111328,749,1,,,
,779,1,1.641910195350647,0.4187000095844269,
,779,1,,,0.44293907284736633
2.514385461807251,799,2,,,
2.454268455505371,849,2,,,
2.3721632957458496,899,2,,,
2.520052909851074,949,2,,,
2.38481068611145,999,2,,,
2.3809447288513184,1049,2,,,
2.48189640045166,1099,2,,,
2.3215038776397705,1149,2,,,
,1169,2,1.5376226902008057,0.44620001316070557,
,1169,2,,,0.48229825496673584
2.2756288051605225,1199,3,,,
2.507150888442993,1249,3,,,
2.257814407348633,1299,3,,,
2.1720356941223145,1349,3,,,
2.1849069595336914,1399,3,,,
2.3109092712402344,1449,3,,,
2.134225606918335,1499,3,,,
2.1903858184814453,1549,3,,,
,1559,3,1.3516474962234497,0.5309000015258789,
,1559,3,,,0.5563686490058899
2.0961878299713135,1599,4,,,
1.9981061220169067,1649,4,,,
2.1510331630706787,1699,4,,,
2.082230806350708,1749,4,,,
2.173582077026367,1799,4,,,
2.124506950378418,1849,4,,,
2.1178791522979736,1899,4,,,
1.7586390972137451,1949,4,,,
,1949,4,1.2688007354736328,0.557699978351593,
,1949,4,,,0.589102029800415
2.003706932067871,1999,5,,,
2.0333199501037598,2049,5,,,
2.0421128273010254,2099,5,,,
2.0945727825164795,2149,5,,,
2.1241605281829834,2199,5,,,
1.9207580089569092,2249,5,,,
1.6702840328216553,2299,5,,,
,2339,5,1.174006700515747,0.6021000146865845,
,2339,5,,,0.626780092716217
2.0463335514068604,2349,6,,,
2.0422141551971436,2399,6,,,
1.8080317974090576,2449,6,,,
1.8846886157989502,2499,6,,,
1.8313674926757812,2549,6,,,
1.8794448375701904,2599,6,,,
1.9935452938079834,2649,6,,,
