step,epoch,train_loss2,train_loss1,val_acc1,val_acc2,train_acc2,test_acc,train_acc1
1599,5,0.008376868441700935,0.00906105525791645,,,,,
1649,5,0.008235743269324303,0.008563253097236156,,,,,
1699,5,0.008132070302963257,0.008024233393371105,,,,,
1749,5,0.009655811823904514,0.00933897402137518,,,,,
1799,5,0.0073285698890686035,0.0073873247019946575,,,,,
1849,5,0.009124141186475754,0.00906399916857481,,,,,
1877,5,,,0.5759999752044678,0.5679000020027161,,,
1877,5,,,,,0.5525749921798706,0.5798061490058899,0.5519750118255615
1899,6,0.009806855581700802,0.009177124127745628,,,,,
1949,6,0.007877211086452007,0.007829569280147552,,,,,
1999,6,0.007911642082035542,0.007176656275987625,,,,,
2049,6,0.007479371968656778,0.007319315802305937,,,,,
2099,6,0.007882931269705296,0.008706468157470226,,,,,
2149,6,0.009786196984350681,0.010152757167816162,,,,,
2190,6,,,0.5849999785423279,0.5745000243186951,,,
2190,6,,,,,0.5734249949455261,0.5941455960273743,0.578374981880188
2199,7,0.006729545071721077,0.0070180706679821014,,,,,
2249,7,0.0068514384329319,0.006900085601955652,,,,,
2299,7,0.008135272189974785,0.008469076827168465,,,,,
2349,7,0.008482261560857296,0.007777232676744461,,,,,
2399,7,0.006732996087521315,0.007374555803835392,,,,,
2449,7,0.007428204175084829,0.0075350552797317505,,,,,
2499,7,0.00655455281957984,0.006188654340803623,,,,,
2503,7,,,0.597100019454956,0.6273000240325928,,,
2503,7,,,,,0.5944250226020813,0.6155063509941101,0.5941500067710876
2549,8,0.0070877522230148315,0.006574508734047413,,,,,
2599,8,0.005484186578541994,0.005677720066159964,,,,,
2649,8,0.005513947922736406,0.006068958900868893,,,,,
2699,8,0.005856114439666271,0.007339823991060257,,,,,
2749,8,0.006617752835154533,0.00728641077876091,,,,,
2799,8,0.007377810776233673,0.006822255905717611,,,,,
2816,8,,,0.6205999851226807,0.5978999733924866,,,
2816,8,,,,,0.6086249947547913,0.6352847814559937,0.6089249849319458
2849,9,0.006401291117072105,0.007068916689604521,,,,,
2899,9,0.0061287060379981995,0.006977697368711233,,,,,
2949,9,0.00690196780487895,0.00695002218708396,,,,,
2999,9,0.008896260522305965,0.008654008619487286,,,,,
3049,9,0.0045464979484677315,0.00595465861260891,,,,,
3099,9,0.00665633101016283,0.00594733003526926,,,,,
3129,9,,,0.6320000290870667,0.5845000147819519,,,
3129,9,,,,,0.619225025177002,0.6414161324501038,0.6187499761581421
3149,10,0.0073946015909314156,0.006796081550419331,,,,,
3199,10,0.00700974790379405,0.007053157314658165,,,,,
3249,10,0.007337945979088545,0.005999789573252201,,,,,
3299,10,0.0083741070702672,0.00906419288367033,,,,,
3349,10,0.006896395701915026,0.006207981612533331,,,,,
3399,10,0.00622896384447813,0.007298490963876247,,,,,
3442,10,,,0.6485999822616577,0.6355000138282776,,,
3442,10,,,,,0.6298999786376953,0.6417128443717957,0.6300250291824341
3449,11,0.005854256916791201,0.0054459343664348125,,,,,
3499,11,0.005942584481090307,0.005921890493482351,,,,,
3549,11,0.005688350647687912,0.0058105699717998505,,,,,
3599,11,0.0044081504456698895,0.004769742488861084,,,,,
3649,11,0.007487521041184664,0.0077649191953241825,,,,,
3699,11,0.00669529102742672,0.006960070692002773,,,,,
3749,11,0.006154552102088928,0.005896172486245632,,,,,
3755,11,,,0.6498000025749207,0.6747999787330627,,,
3755,11,,,,,0.6458749771118164,0.6621835231781006,0.6460750102996826
3799,12,0.0048484499566257,0.00501666497439146,,,,,
3849,12,0.00467237364500761,0.0048625292256474495,,,,,
3899,12,0.008230496197938919,0.007731110788881779,,,,,
3949,12,0.004691183567047119,0.0046135070733726025,,,,,
3999,12,0.004282251466065645,0.004582425579428673,,,,,
4049,12,0.007199854124337435,0.006019927561283112,,,,,
4068,12,,,0.6603999733924866,0.6430000066757202,,,
4068,12,,,,,0.6524249911308289,0.6645569801330566,0.6547999978065491
4099,13,0.005830025766044855,0.00549386627972126,,,,,
4149,13,0.005086593795567751,0.005042967386543751,,,,,
4199,13,0.0041024349629879,0.0043146186508238316,,,,,
4249,13,0.006023149471729994,0.006118220277130604,,,,,
4299,13,0.004769038874655962,0.005050704348832369,,,,,
4349,13,0.0038291108794510365,0.004816876724362373,,,,,
4381,13,,,0.6557999849319458,0.6682000160217285,,,
4381,13,,,,,0.6645749807357788,0.6721716523170471,0.6619750261306763
4399,14,0.0051858918741345406,0.006617279257625341,,,,,
4449,14,0.005831132177263498,0.005659620743244886,,,,,
4499,14,0.004857225809246302,0.0059995329938828945,,,,,
4549,14,0.0046114553697407246,0.0041018519550561905,,,,,
4599,14,0.0072122178971767426,0.007651718333363533,,,,,
4649,14,0.007007624953985214,0.0060038017109036446,,,,,
4694,14,,,0.6640999913215637,0.6643999814987183,,,
4694,14,,,,,0.6704999804496765,0.667820394039154,0.6708499789237976
4699,15,0.005872837267816067,0.005436460953205824,,,,,
4749,15,0.005546058528125286,0.004412826616317034,,,,,
4799,15,0.005774301942437887,0.006043119356036186,,,,,
4849,15,0.0055655851028859615,0.004376865923404694,,,,,
4899,15,0.006741044111549854,0.005870279390364885,,,,,
4949,15,0.004893739242106676,0.004880235996097326,,,,,
4999,15,0.0041076308116316795,0.005071970168501139,,,,,
5007,15,,,0.670799970626831,0.6660000085830688,,,
5007,15,,,,,0.6722000241279602,0.6883900165557861,0.6726250052452087
5049,16,0.006091986317187548,0.006244797725230455,,,,,
5099,16,0.006081955973058939,0.005604309495538473,,,,,
5149,16,0.005195114761590958,0.0057595232501626015,,,,,
5199,16,0.004743898753076792,0.004121763166040182,,,,,
5249,16,0.0065994239412248135,0.005004581529647112,,,,,
5299,16,0.004508655983954668,0.004732432309538126,,,,,
5320,16,,,0.682200014591217,0.6743000149726868,,,
5320,16,,,,,0.6801999807357788,0.6844343543052673,0.6793749928474426
5349,17,0.005436446517705917,0.005441461689770222,,,,,
5399,17,0.006362983491271734,0.007503134198486805,,,,,
5449,17,0.0057319835759699345,0.0054268683306872845,,,,,
5499,17,0.0054058898240327835,0.0052626533433794975,,,,,
5549,17,0.004558637272566557,0.005950744263827801,,,,,
5599,17,0.006268876604735851,0.006484547164291143,,,,,
5633,17,,,0.6862999796867371,0.6827999949455261,,,
5633,17,,,,,0.689050018787384,0.6893789768218994,0.688575029373169
5649,18,0.005909424275159836,0.006661031395196915,,,,,
5699,18,0.0047956472262740135,0.005671200808137655,,,,,
5749,18,0.0041032894514501095,0.004217856097966433,,,,,
5799,18,0.006253719329833984,0.006047452334314585,,,,,
5849,18,0.004943897482007742,0.005528767593204975,,,,,
5899,18,0.006547143217176199,0.006331667769700289,,,,,
5946,18,,,0.6970999836921692,0.6789000034332275,,,
5946,18,,,,,0.6918500065803528,0.7029272317886353,0.6921250224113464
5949,19,0.005979514215141535,0.0053497496992349625,,,,,
5999,19,0.005895641632378101,0.005342574790120125,,,,,
6049,19,0.006777897942811251,0.00586883258074522,,,,,
6099,19,0.004331337753683329,0.005072874948382378,,,,,
6149,19,0.007663187105208635,0.008285162970423698,,,,,
6199,19,0.004773617256432772,0.0037877948489040136,,,,,
6249,19,0.004693562630563974,0.0056932284496724606,,,,,
6259,19,,,0.6923999786376953,0.6827999949455261,,,
6259,19,,,,,0.6952250003814697,0.695905864238739,0.6973249912261963
6299,20,0.005654281936585903,0.005760646890848875,,,,,
6349,20,0.0035155469086021185,0.00359008158557117,,,,,
6399,20,0.005319727584719658,0.004613843746483326,,,,,
6449,20,0.00624576723203063,0.005615769885480404,,,,,
6499,20,0.005871927831321955,0.005974332336336374,,,,,
6549,20,0.006332217250019312,0.005749871488660574,,,,,
6572,20,,,0.6542999744415283,0.6488000154495239,,,
6572,20,,,,,0.6987000107765198,0.7040150165557861,0.6987000107765198
6599,21,0.005413335748016834,0.005662666633725166,,,,,
6649,21,0.006211023312062025,0.006248157005757093,,,,,
6699,21,0.005497055593878031,0.0057668923400342464,,,,,
6749,21,0.005687887780368328,0.0064475396648049355,,,,,
6799,21,0.006062209606170654,0.006905950605869293,,,,,
6849,21,0.00455094687640667,0.004198776092380285,,,,,
6885,21,,,0.7093999981880188,0.7123000025749207,,,
6885,21,,,,,0.6996250152587891,0.714102029800415,0.7039250135421753
6899,22,0.005893334746360779,0.006536487489938736,,,,,
6949,22,0.005128988064825535,0.004999692551791668,,,,,
6999,22,0.0056122369132936,0.00579921854659915,,,,,
7049,22,0.0051581766456365585,0.005177449434995651,,,,,
7099,22,0.005505105014890432,0.0062242127023637295,,,,,
7149,22,0.004725106526166201,0.004415823612362146,,,,,
7198,22,,,0.698199987411499,0.6891000270843506,,,
7198,22,,,,,0.7095000147819519,0.7142009735107422,0.7129999995231628
7199,23,0.005234052427113056,0.006029600277543068,,,,,
7249,23,0.0048585329204797745,0.004473523236811161,,,,,
7299,23,0.004800743423402309,0.004107403103262186,,,,,
7349,23,0.006387802772223949,0.007327508181333542,,,,,
7399,23,0.00545626413077116,0.004917304962873459,,,,,
7449,23,0.005069841630756855,0.004582386463880539,,,,,
7499,23,0.006101827137172222,0.0053709447383880615,,,,,
7511,23,,,0.7028999924659729,0.6953999996185303,,,
7511,23,,,,,0.7135499715805054,0.7044106125831604,0.7144500017166138
7549,24,0.0038902314845472574,0.004521986935287714,,,,,
7599,24,0.00456285709515214,0.00395114766433835,,,,,
7649,24,0.006448228377848864,0.005719246342778206,,,,,
7699,24,0.004779309965670109,0.004732441622763872,,,,,
7749,24,0.0032509323209524155,0.0033405644353479147,,,,,
7799,24,0.004678113851696253,0.00502972723916173,,,,,
7824,24,,,0.6984000205993652,0.6935999989509583,,,
7824,24,,,,,0.7175250053405762,0.712124228477478,0.7164750099182129
7849,25,0.004253987222909927,0.004917645826935768,,,,,
7899,25,0.004751679953187704,0.005346266087144613,,,,,
7949,25,0.004699686076492071,0.005273830611258745,,,,,
7999,25,0.004321100655943155,0.004650355316698551,,,,,
8049,25,0.003190783318132162,0.003933530300855637,,,,,
8099,25,0.004075123928487301,0.004846676252782345,,,,,
8137,25,,,0.7084000110626221,0.7268000245094299,,,
8137,25,,,,,0.7199500203132629,0.714992105960846,0.7191500067710876
8149,26,0.005409672856330872,0.005405859090387821,,,,,
8199,26,0.00468525430187583,0.00453551672399044,,,,,
8249,26,0.0043669333681464195,0.0043426621705293655,,,,,
8299,26,0.005038946866989136,0.00436172541230917,,,,,
8349,26,0.004737894982099533,0.004088189452886581,,,,,
8399,26,0.004528034012764692,0.004306943621486425,,,,,
8449,26,0.004667001310735941,0.004759259521961212,,,,,
8450,26,,,0.7439000010490417,0.6884999871253967,,,
8450,26,,,,,0.7197250127792358,0.7275514006614685,0.7210749983787537
8499,27,0.004856867715716362,0.005171974189579487,,,,,
8549,27,0.006863641086965799,0.007119676098227501,,,,,
8599,27,0.004301189444959164,0.004513907711952925,,,,,
8649,27,0.004761465359479189,0.004445335362106562,,,,,
8699,27,0.005439230240881443,0.0062120393849909306,,,,,
8749,27,0.005332077853381634,0.004924478475004435,,,,,
8763,27,,,0.7002999782562256,0.7139999866485596,,,
8763,27,,,,,0.7230499982833862,0.7237935066223145,0.7232000231742859
8799,28,0.004953925032168627,0.004818726796656847,,,,,
8849,28,0.005004493985325098,0.0054260483011603355,,,,,
8899,28,0.004896590486168861,0.005313066300004721,,,,,
8949,28,0.0038310522213578224,0.003970750607550144,,,,,
8999,28,0.005623789504170418,0.006303096655756235,,,,,
9049,28,0.005900576710700989,0.004694330506026745,,,,,
9076,28,,,0.669700026512146,0.7064999938011169,,,
9076,28,,,,,0.7281749844551086,0.7173655033111572,0.720924973487854
9099,29,0.005756728816777468,0.005575855728238821,,,,,
9149,29,0.005800505634397268,0.0045051537454128265,,,,,
9199,29,0.004362650215625763,0.004266873002052307,,,,,
9249,29,0.004418825730681419,0.004405472427606583,,,,,
9299,29,0.004257007036358118,0.00408953009173274,,,,,
9349,29,0.004576091654598713,0.004732642322778702,,,,,
9389,29,,,0.6757000088691711,0.6304000020027161,,,
9389,29,,,,,0.7263749837875366,0.712124228477478,0.7264999747276306
9399,30,0.005462741944938898,0.00474152248352766,,,,,
9449,30,0.004566780291497707,0.004749424289911985,,,,,
9499,30,0.005175716709345579,0.004818725865334272,,,,,
9549,30,0.003973233047872782,0.00479723559692502,,,,,
9599,30,0.0056937034241855145,0.006500531919300556,,,,,
9649,30,0.004270968493074179,0.004104539752006531,,,,,
9699,30,0.005001759622246027,0.006111834663897753,,,,,
9702,30,,,0.7063000202178955,0.7142999768257141,,,
9702,30,,,,,0.7244250178337097,0.7244857549667358,0.728950023651123
9749,31,0.004382731858640909,0.005287117324769497,,,,,
9799,31,0.00419497350230813,0.005178670398890972,,,,,
9849,31,0.005108501762151718,0.0051742903888225555,,,,,
9899,31,0.0054381187073886395,0.0043398006819188595,,,,,
9949,31,0.004834646359086037,0.005399507470428944,,,,,
9999,31,0.004595672711730003,0.00382236554287374,,,,,
10015,31,,,0.680899977684021,0.7196000218391418,,,
10015,31,,,,,0.7325999736785889,0.7210245132446289,0.7284250259399414
10049,32,0.0033428980968892574,0.004339922219514847,,,,,
10099,32,0.0042921798303723335,0.004501067101955414,,,,,
10149,32,0.005389334633946419,0.004450314678251743,,,,,
10199,32,0.004452588967978954,0.00399097241461277,,,,,
10249,32,0.005590070970356464,0.006407934706658125,,,,,
10299,32,0.005419752560555935,0.004986883606761694,,,,,
10328,32,,,0.6876000165939331,0.7077999711036682,,,
10328,32,,,,,0.7282249927520752,0.7130142450332642,0.7314249873161316
10349,33,0.003252052003517747,0.0033662442583590746,,,,,
10399,33,0.004404867067933083,0.0037728906609117985,,,,,
10449,33,0.0036855475045740604,0.003840471152216196,,,,,
10499,33,0.003981484100222588,0.004178494680672884,,,,,
10549,33,0.003482508473098278,0.003871542401611805,,,,,
10599,33,0.0055900211445987225,0.0046090721152722836,,,,,
10641,33,,,0.6783000230789185,0.7253999710083008,,,
10641,33,,,,,0.7320250272750854,0.7279469966888428,0.7329000234603882
10649,34,0.004260621964931488,0.004034052602946758,,,,,
10699,34,0.002950797090306878,0.002930736867710948,,,,,
10749,34,0.004822131246328354,0.005967813078314066,,,,,
10799,34,0.004353127907961607,0.005141990724951029,,,,,
10849,34,0.003966114949434996,0.003711144905537367,,,,,
10899,34,0.0049379682168364525,0.004574322607368231,,,,,
10949,34,0.004049415700137615,0.005144983530044556,,,,,
10954,34,,,0.699400007724762,0.7003999948501587,,,
10954,34,,,,,0.7333750128746033,0.7344738841056824,0.7300249934196472
10999,35,0.0055182985961437225,0.005351370666176081,,,,,
11049,35,0.0051824916154146194,0.004905249923467636,,,,,
11099,35,0.006735378410667181,0.0071649616584181786,,,,,
11149,35,0.00527555588632822,0.005000433884561062,,,,,
11199,35,0.004781377036124468,0.004606448579579592,,,,,
11249,35,0.003283662023022771,0.003150885459035635,,,,,
11267,35,,,0.7249000072479248,0.7282000184059143,,,
11267,35,,,,,0.7281500101089478,0.7248813509941101,0.7309749722480774
11299,36,0.0030561357270926237,0.003309028223156929,,,,,
11349,36,0.003636899869889021,0.004412391688674688,,,,,
11399,36,0.0034102746285498142,0.004080057609826326,,,,,
11449,36,0.005403320770710707,0.005969152320176363,,,,,
11499,36,0.005685368087142706,0.0055361962877213955,,,,,
11549,36,0.006729970220476389,0.005682793445885181,,,,,
11580,36,,,0.7231000065803528,0.7480999827384949,,,
11580,36,,,,,0.7322499752044678,0.7353639006614685,0.7356500029563904
11599,37,0.00366759835742414,0.0036638628225773573,,,,,
11649,37,0.0035951959434896708,0.003223818726837635,,,,,
11699,37,0.0051861475221812725,0.004796611610800028,,,,,
11749,37,0.003977611660957336,0.004111391957849264,,,,,
11799,37,0.00395324919372797,0.00422829482704401,,,,,
11849,37,0.004269476514309645,0.003948700614273548,,,,,
11893,37,,,0.7228999733924866,0.7177000045776367,,,
11893,37,,,,,0.7328749895095825,0.7212222814559937,0.7368000149726868
11899,38,0.0069877831265330315,0.00804612971842289,,,,,
11949,38,0.003460358362644911,0.003296429058536887,,,,,
11999,38,0.004947450011968613,0.005140022374689579,,,,,
12049,38,0.003946471959352493,0.004113173112273216,,,,,
12099,38,0.00635491730645299,0.007118947803974152,,,,,
12149,38,0.0050191436894237995,0.0036626013461500406,,,,,
12199,38,0.0029778066091239452,0.002738801995292306,,,,,
12206,38,,,0.7099000215530396,0.7196999788284302,,,
12206,38,,,,,0.7372499704360962,0.7294303774833679,0.7342000007629395
12249,39,0.006234926637262106,0.005640521179884672,,,,,
12299,39,0.004452225286513567,0.00424726540222764,,,,,
12349,39,0.004230967257171869,0.004865558817982674,,,,,
12399,39,0.004405125044286251,0.004061099607497454,,,,,
12449,39,0.0051521495915949345,0.005146133713424206,,,,,
12499,39,0.0038684983737766743,0.003691416932269931,,,,,
12519,39,,,0.7095000147819519,0.7167999744415283,,,
12519,39,,,,,0.7349500060081482,0.732594907283783,0.7336249947547913
12549,40,0.003932079300284386,0.00414891866967082,,,,,
12599,40,0.0066659534350037575,0.005976628512144089,,,,,
12649,40,0.00525905704125762,0.004169896245002747,,,,,
12699,40,0.004501997493207455,0.004489603918045759,,,,,
12749,40,0.004449439235031605,0.004564689937978983,,,,,
12799,40,0.005095904693007469,0.0055063157342374325,,,,,
12832,40,,,0.7236999869346619,0.6951000094413757,,,
12832,40,,,,,0.732574999332428,0.7208267450332642,0.7349249720573425
12849,41,0.004384971689432859,0.004299417603760958,,,,,
12899,41,0.00316612864844501,0.0031559462659060955,,,,,
12949,41,0.004793053492903709,0.004112552851438522,,,,,
12999,41,0.0046473341062664986,0.005555138923227787,,,,,
13049,41,0.004594233352690935,0.004256590269505978,,,,,
13099,41,0.005768733564764261,0.005351749248802662,,,,,
13145,41,,,0.7293000221252441,0.7260000109672546,,,
13145,41,,,,,0.7370250225067139,0.7345727682113647,0.735925018787384
13149,42,0.0040616439655423164,0.004563961643725634,,,,,
13199,42,0.004528442397713661,0.0045861718244850636,,,,,
13249,42,0.00569492531940341,0.005761494394391775,,,,,
13299,42,0.003859903197735548,0.0036542878951877356,,,,,
13349,42,0.003814463270828128,0.004142267629504204,,,,,
13399,42,0.005611224565654993,0.005234456155449152,,,,,
13449,42,0.005592874251306057,0.005316462833434343,,,,,
13458,42,,,0.7184000015258789,0.7226999998092651,,,
13458,42,,,,,0.7390750050544739,0.731210470199585,0.7385749816894531
13499,43,0.002888650866225362,0.003218983765691519,,,,,
13549,43,0.0038220591377466917,0.003356373868882656,,,,,
13599,43,0.004135076887905598,0.0038661162834614515,,,,,
13649,43,0.0030351048335433006,0.0029164436273276806,,,,,
13699,43,0.004028277471661568,0.005289111752063036,,,,,
13749,43,0.005226625595241785,0.006798864342272282,,,,,
13771,43,,,0.7211999893188477,0.7426999807357788,,,
13771,43,,,,,0.7353749871253967,0.717563271522522,0.7395250201225281
13799,44,0.004944589454680681,0.005035419948399067,,,,,
13849,44,0.004919352475553751,0.004875443410128355,,,,,
13899,44,0.00594497611746192,0.005457479041069746,,,,,
13949,44,0.003847831394523382,0.004680624697357416,,,,,
13999,44,0.0053587500005960464,0.0056596179492771626,,,,,
14049,44,0.004442912992089987,0.0039004983846098185,,,,,
14084,44,,,0.7318000197410583,0.7059000134468079,,,
14084,44,,,,,0.7367749810218811,0.7300237417221069,0.7357000112533569
14099,45,0.005251087713986635,0.004818103276193142,,,,,
14149,45,0.005541067570447922,0.005069877952337265,,,,,
14199,45,0.004201082978397608,0.004450926091521978,,,,,
14249,45,0.004763688426464796,0.0048589627258479595,,,,,
14299,45,0.0038271255325526,0.0032826277893036604,,,,,
14349,45,0.006638477090746164,0.004870879929512739,,,,,
14397,45,,,0.7146999835968018,0.7120000123977661,,,
14397,45,,,,,0.7372499704360962,0.7183544039726257,0.7408000230789185
14399,46,0.006093350704759359,0.005320973228663206,,,,,
14449,46,0.0046904548071324825,0.005076106637716293,,,,,
14499,46,0.0047528380528092384,0.00404876796528697,,,,,
14549,46,0.004200444556772709,0.003603603458032012,,,,,
14599,46,0.005768594332039356,0.005155438091605902,,,,,
14649,46,0.003364026313647628,0.0042733084410429,,,,,
14699,46,0.0040747192688286304,0.004046093672513962,,,,,
14710,46,,,0.6990000009536743,0.7113000154495239,,,
14710,46,,,,,0.7386999726295471,0.7267602682113647,0.7401750087738037
14749,47,0.005031984765082598,0.005146489478647709,,,,,
14799,47,0.004426737781614065,0.004625488538295031,,,,,
14849,47,0.0049321530386805534,0.004770237486809492,,,,,
14899,47,0.003588530234992504,0.004991109482944012,,,,,
14949,47,0.005847941152751446,0.005733946803957224,,,,,
14999,47,0.0036072793882340193,0.003849606728181243,,,,,
15023,47,,,0.698199987411499,0.7071999907493591,,,
15023,47,,,,,0.7396500110626221,0.7227057218551636,0.7406499981880188
15049,48,0.005187173839658499,0.005000449251383543,,,,,
15099,48,0.004180157091468573,0.004637569654732943,,,,,
15149,48,0.005098239053040743,0.005134811159223318,,,,,
15199,48,0.0032726337667554617,0.002982410602271557,,,,,
15249,48,0.00419515511021018,0.0038776083383709192,,,,,
15299,48,0.00400838116183877,0.004186434671282768,,,,,
15336,48,,,0.7379999756813049,0.6897000074386597,,,
15336,48,,,,,0.741349995136261,0.7293314933776855,0.740975022315979
15349,49,0.004567686468362808,0.0040732985362410545,,,,,
15399,49,0.0045867846347391605,0.004184904508292675,,,,,
15449,49,0.004084911197423935,0.003798187244683504,,,,,
15499,49,0.003467756090685725,0.00398851465433836,,,,,
15549,49,0.0053919171914458275,0.00536761898547411,,,,,
15599,49,0.00428728386759758,0.004234006628394127,,,,,
15649,49,0.0099572679027915,0.009920216165482998,,,,,
15649,49,,,0.7580999732017517,0.7468000054359436,,,
15649,49,,,,,0.7387499809265137,0.742780864238739,0.7408499717712402
15699,50,0.004566318355500698,0.004150506108999252,,,,,
15749,50,0.003927772399038076,0.004768313840031624,,,,,
15799,50,0.0048283422365784645,0.004388747271150351,,,,,
15849,50,0.003914983943104744,0.003822794184088707,,,,,
15899,50,0.00454304413869977,0.004789555445313454,,,,,
15949,50,0.005174432881176472,0.005402357783168554,,,,,
15962,50,,,0.7436000108718872,0.6963000297546387,,,
15962,50,,,,,0.7378000020980835,0.7294303774833679,0.7428500056266785
15999,51,0.006184961646795273,0.006001789588481188,,,,,
16049,51,0.0042899963445961475,0.004456906579434872,,,,,
16099,51,0.004514504224061966,0.0050831022672355175,,,,,
16149,51,0.00520772859454155,0.00501968851312995,,,,,
16199,51,0.003919361624866724,0.0035797939635813236,,,,,
16249,51,0.003568699350580573,0.0033260537311434746,,,,,
16275,51,,,0.7077000141143799,0.7188000082969666,,,
16275,51,,,,,0.7435500025749207,0.7142009735107422,0.7421000003814697
16299,52,0.00563392648473382,0.005478238686919212,,,,,
16349,52,0.005287283565849066,0.006318253464996815,,,,,
16399,52,0.004024276975542307,0.0046276249922811985,,,,,
16449,52,0.003860659198835492,0.0042530205100774765,,,,,
16499,52,0.003788949456065893,0.004025061149150133,,,,,
16549,52,0.005195023957639933,0.004524630028754473,,,,,
16588,52,,,0.6761000156402588,0.7049999833106995,,,
16588,52,,,,,0.737625002861023,0.7124208807945251,0.7386999726295471
16599,53,0.004885801579803228,0.0047232238575816154,,,,,
16649,53,0.004918920341879129,0.005836158059537411,,,,,
16699,53,0.003362609539180994,0.004311153199523687,,,,,
16749,53,0.0060376678593456745,0.006250401493161917,,,,,
16799,53,0.004727537743747234,0.004957286175340414,,,,,
16849,53,0.005447561386972666,0.0053048888221383095,,,,,
16899,53,0.004694032482802868,0.0038663512095808983,,,,,
16901,53,,,0.6929000020027161,0.7089999914169312,,,
16901,53,,,,,0.7401999831199646,0.7371439933776855,0.7429749965667725
16949,54,0.003768336959183216,0.0033295564353466034,,,,,
16999,54,0.005361820105463266,0.004766297526657581,,,,,
17049,54,0.004111456219106913,0.003836138406768441,,,,,
17099,54,0.005964670330286026,0.006099326070398092,,,,,
17149,54,0.004005406983196735,0.0034855606500059366,,,,,
17199,54,0.006161934696137905,0.005829990841448307,,,,,
17214,54,,,0.7405999898910522,0.7257999777793884,,,
17214,54,,,,,0.739175021648407,0.7289358973503113,0.7407749891281128
17249,55,0.005114865954965353,0.004178675357252359,,,,,
17299,55,0.004458664916455746,0.0030969297513365746,,,,,
17349,55,0.004266990814357996,0.0040784236043691635,,,,,
17399,55,0.00448251236230135,0.004784973803907633,,,,,
17449,55,0.0036884257569909096,0.003806024556979537,,,,,
17499,55,0.0044958340004086494,0.0038489506114274263,,,,,
17527,55,,,0.7096999883651733,0.6723999977111816,,,
17527,55,,,,,0.7423750162124634,0.7160798907279968,0.7399250268936157
17549,56,0.0052295406349003315,0.004544620867818594,,,,,
17599,56,0.0023911951575428247,0.003017180599272251,,,,,
17649,56,0.004627567250281572,0.005181936081498861,,,,,
17699,56,0.00481949420645833,0.00556185282766819,,,,,
17749,56,0.0037920535542070866,0.004310037009418011,,,,,
17799,56,0.004507747944444418,0.004072293639183044,,,,,
17840,56,,,0.6467000246047974,0.7228000164031982,,,
17840,56,,,,,0.7401750087738037,0.7128164768218994,0.7428500056266785
17849,57,0.0046837711706757545,0.0046767485328018665,,,,,
17899,57,0.004311797674745321,0.0047595081850886345,,,,,
17949,57,0.004588116426020861,0.004189774859696627,,,,,
17999,57,0.0036894986405968666,0.0036713925655931234,,,,,
18049,57,0.003434550017118454,0.003044034820050001,,,,,
18099,57,0.006529835518449545,0.0056052496656775475,,,,,
18149,57,0.004374754149466753,0.005089816637337208,,,,,
