epoch,train_loss,step,val_acc,val_loss,test_acc,train_acc,mix_match_loss
42,,18749,,,,,4.7720150178065524e-05
42,,18789,0.11180000007152557,10.788544654846191,,,
42,,18789,,,0.10000000149011612,,
43,,18799,,,,,4.7730394726386294e-05
43,,18849,,,,,4.772294414578937e-05
43,,18899,,,,,4.771083695231937e-05
43,,18949,,,,,4.770431769429706e-05
43,,18999,,,,,4.772294414578937e-05
43,,19049,,,,,4.770431769429706e-05
43,,19099,,,,,4.7701523726573214e-05
43,,19149,,,,,4.770431769429706e-05
43,,19199,,,,,4.769872975884937e-05
43,,19249,,,,,4.769779843627475e-05
43,,19299,,,,,4.7689412895124406e-05
43,,19345,0.11180000007152557,10.789535522460938,,,
43,,19345,,,0.10000000149011612,,
44,,19349,,,,,4.7691275540273637e-05
44,,19399,,,,,4.768382495967671e-05
44,,19449,,,,,4.768382495967671e-05
44,,19499,,,,,4.768382495967671e-05
44,,19549,,,,,4.768382495967671e-05
44,,19599,,,,,4.768382495967671e-05
44,,19649,,,,,4.768382495967671e-05
44,,19699,,,,,4.768382495967671e-05
44,,19749,,,,,4.768382495967671e-05
44,,19799,,,,,4.768382495967671e-05
44,,19849,,,,,4.756463022204116e-05
44,,19899,,,,,4.756463022204116e-05
44,,19901,0.11180000007152557,10.791135787963867,,,
44,,19901,,,0.10000000149011612,,
45,,19949,,,,,4.756463022204116e-05
45,,19999,,,,,4.756463022204116e-05
45,,20049,,,,,4.756463022204116e-05
45,,20099,,,,,4.756463022204116e-05
45,,20149,,,,,4.756463022204116e-05
45,,20199,,,,,4.756463022204116e-05
45,,20249,,,,,4.756462658406235e-05
45,,20299,,,,,4.756462658406235e-05
45,,20349,,,,,4.756462658406235e-05
45,,20399,,,,,4.756462658406235e-05
45,,20449,,,,,4.7326200729003176e-05
45,,20457,0.11180000007152557,10.794228553771973,,,
45,,20457,,,0.10000000149011612,,
46,,20499,,,,,4.7467765398323536e-05
46,,20549,,,,,4.746310878545046e-05
46,,20599,,,,,4.7445413656532764e-05
46,,20649,,,,,4.7445413656532764e-05
46,,20699,,,,,4.7445413656532764e-05
46,,20749,,,,,4.7445413656532764e-05
46,,20799,,,,,4.7326200729003176e-05
46,,20849,,,,,4.7326200729003176e-05
46,,20899,,,,,4.7326200729003176e-05
46,,20949,,,,,4.7326200729003176e-05
46,,20999,,,,,4.7326200729003176e-05
46,,21013,0.11180000007152557,10.795256614685059,,,
46,,21013,,,0.10000000149011612,,
47,,21049,,,,,4.7326200729003176e-05
47,,21099,,,,,4.7326200729003176e-05
47,,21149,,,,,4.7326200729003176e-05
47,,21199,,,,,4.7326200729003176e-05
47,,21249,,,,,4.720698780147359e-05
47,,21299,,,,,4.720698780147359e-05
47,,21349,,,,,4.720698780147359e-05
47,,21399,,,,,4.7087774873944e-05
47,,21449,,,,,4.7087774873944e-05
47,,21499,,,,,4.696860196418129e-05
47,,21549,,,,,4.696860196418129e-05
47,,21569,0.11180000007152557,10.802780151367188,,,
47,,21569,,,0.10000000149011612,,
48,,21599,,,,,4.696860196418129e-05
48,,21649,,,,,4.696860196418129e-05
48,,21699,,,,,4.696860196418129e-05
48,,21749,,,,,4.6849385398672894e-05
48,,21799,,,,,4.6849385398672894e-05
48,,21849,,,,,4.6849385398672894e-05
48,,21899,,,,,4.6730172471143305e-05
48,,21949,,,,,4.6730172471143305e-05
48,,21999,,,,,4.6610963181592524e-05
48,,22049,,,,,4.6610963181592524e-05
48,,22099,,,,,4.649174661608413e-05
48,,22125,0.11180000007152557,10.81296443939209,,,
48,,22125,,,0.10000000149011612,,
49,,22149,,,,,4.6465669583994895e-05
49,,22199,,,,,4.625333531294018e-05
49,,22249,,,,,4.625333531294018e-05
49,,22299,,,,,4.625333531294018e-05
49,,22349,,,,,4.625333531294018e-05
49,,22399,,,,,4.613412238541059e-05
49,,22449,,,,,4.613412238541059e-05
49,,22499,,,,,4.6014909457881004e-05
49,,22549,,,,,4.5895696530351415e-05
49,,22599,,,,,4.5895696530351415e-05
49,,22649,,,,,4.577648360282183e-05
49,,22681,0.11180000007152557,10.82829475402832,,,
49,,22681,,,0.10000000149011612,,
50,,22699,,,,,4.577648360282183e-05
50,,22749,,,,,4.553805774776265e-05
50,,22799,,,,,4.553805774776265e-05
50,,22849,,,,,4.5299631892703474e-05
50,,22899,,,,,4.5180418965173885e-05
50,,22949,,,,,4.5180418965173885e-05
50,,22999,,,,,4.5061220589559525e-05
50,,23049,,,,,4.5061220589559525e-05
50,,23099,,,,,4.494200402405113e-05
50,,23149,,,,,4.470358180697076e-05
50,,23199,,,,,4.470358180697076e-05
50,,23237,0.11180000007152557,10.850790023803711,,,
50,,23237,,,0.10000000149011612,,
51,,23249,,,,,4.446518869372085e-05
51,,23299,,,,,4.446518869372085e-05
51,,23349,,,,,4.422676283866167e-05
51,,23399,,,,,4.410755354911089e-05
51,,23449,,,,,4.39883406215813e-05
51,,23499,,,,,4.386914588394575e-05
51,,23549,,,,,4.386914588394575e-05
51,,23599,,,,,4.3630716390907764e-05
51,,23649,,,,,4.3392294173827395e-05
51,,23699,,,,,4.339229053584859e-05
51,,23749,,,,,4.315386468078941e-05
51,,23793,0.11180000007152557,10.881756782531738,,,
51,,23793,,,0.10000000149011612,,
52,,23799,,,,,4.2915438825730234e-05
52,,23849,,,,,4.2796225898200646e-05
52,,23899,,,,,4.2677016608649865e-05
52,,23949,,,,,4.2557803681120276e-05
52,,23999,,,,,4.2319396015955135e-05
52,,24049,,,,,4.220017945044674e-05
52,,24099,,,,,4.184254430583678e-05
52,,24149,,,,,4.172336412011646e-05
52,,24199,,,,,4.172336412011646e-05
52,,24249,,,,,4.1484934627078474e-05
52,,24299,,,,,4.1246512409998104e-05
52,,24349,,,,,4.112731767236255e-05
52,,24349,0.11180000007152557,10.923177719116211,,,
52,,24349,,,0.10000000149011612,,
53,,24399,,,,,4.076968252775259e-05
53,,24449,,,,,4.06504659622442e-05
53,,24499,,,,,4.053125303471461e-05
53,,24549,,,,,4.029283081763424e-05
53,,24599,,,,,4.0054401324596256e-05
53,,24649,,,,,3.9815979107515886e-05
53,,24699,,,,,3.9577571442350745e-05
53,,24749,,,,,3.945835851482116e-05
53,,24799,,,,,3.921993629774079e-05
53,,24849,,,,,3.898151044268161e-05
53,,24899,,,,,3.8862319343024865e-05
53,,24905,0.11180000007152557,10.97426986694336,,,
53,,24905,,,0.10000000149011612,,
54,,24949,,,,,3.850468419841491e-05
54,,24999,,,,,3.8385474908864126e-05
54,,25049,,,,,3.814707088167779e-05
54,,25099,,,,,3.790864138863981e-05
54,,25149,,,,,3.7789435737067834e-05
54,,25199,,,,,3.743179331650026e-05
54,,25249,,,,,3.731258766492829e-05
54,,25299,,,,,3.7074158171890303e-05
54,,25349,,,,,3.6835735954809934e-05
54,,25399,,,,,3.6716523027280346e-05
54,,25449,,,,,3.635890607256442e-05
54,,25461,0.11180000007152557,11.032185554504395,,,
54,,25461,,,0.10000000149011612,,
55,,25499,,,,,3.623969678301364e-05
55,,25549,,,,,3.5882061638403684e-05
55,,25599,,,,,3.5762848710874096e-05
55,,25649,,,,,3.540522448020056e-05
55,,25699,,,,,3.5166805901098996e-05
55,,25749,,,,,3.504759297356941e-05
55,,25799,,,,,3.468997965683229e-05
55,,25849,,,,,3.457077400526032e-05
55,,25899,,,,,3.4332344512222335e-05
55,,25949,,,,,3.4093922295141965e-05
55,,25999,,,,,3.397470936761238e-05
55,,26017,0.11180000007152557,11.094542503356934,,,
55,,26017,,,0.10000000149011612,,
56,,26049,,,,,3.3617077860981226e-05
56,,26099,,,,,3.349786493345164e-05
56,,26149,,,,,3.337865200592205e-05
56,,26199,,,,,3.3021038689184934e-05
56,,26249,,,,,3.2901825761655346e-05
56,,26299,,,,,3.2544197893003e-05
56,,26349,,,,,3.242498860345222e-05
56,,26399,,,,,3.230577567592263e-05
56,,26449,,,,,3.1948140531312674e-05
56,,26499,,,,,3.1948140531312674e-05
56,,26549,,,,,3.18289348797407e-05
56,,26573,0.11180000007152557,11.155736923217773,,,
56,,26573,,,0.10000000149011612,,
57,,26599,,,,,3.1471321563003585e-05
57,,26649,,,,,3.1352108635473996e-05
57,,26699,,,,,3.123289570794441e-05
57,,26749,,,,,3.0875267839292064e-05
57,,26799,,,,,3.075605127378367e-05
57,,26849,,,,,3.063683834625408e-05
57,,26899,,,,,3.0398417948163114e-05
57,,26949,,,,,3.0279205020633526e-05
