step,epoch,train_loss2,train_loss1,train_acc1,test_acc,train_acc2
49,0,0.015968531370162964,0.014796721749007702,,,
99,0,0.01521677989512682,0.01407153345644474,,,
149,0,0.01349778100848198,0.012748375535011292,,,
199,0,0.01365126483142376,0.011771726422011852,,,
249,0,0.01340935006737709,0.013977005146443844,,,
299,0,0.01345903892070055,0.012081404216587543,,,
349,0,0.011528951115906239,0.010745986364781857,,,
389,0,,,0.36003604531288147,0.5023000240325928,0.33741986751556396
399,1,0.012795469723641872,0.011774998158216476,,,
449,1,0.011402292177081108,0.010961849242448807,,,
499,1,0.010761071927845478,0.010555142536759377,,,
549,1,0.011631110683083534,0.01073844637721777,,,
599,1,0.01144314557313919,0.011142936535179615,,,
649,1,0.01231691986322403,0.010287962853908539,,,
699,1,0.00984184443950653,0.00922590121626854,,,
749,1,0.01220193412154913,0.010232138447463512,,,
779,1,,,0.5027443766593933,0.6000000238418579,0.48064902424812317
799,2,0.009432679042220116,0.00909485761076212,,,
849,2,0.009292376227676868,0.008411877788603306,,,
899,2,0.007946072146296501,0.007772553712129593,,,
949,2,0.008512400090694427,0.008082209154963493,,,
999,2,0.011317551136016846,0.010814938694238663,,,
1049,2,0.008802150376141071,0.008018742315471172,,,
1099,2,0.010481408797204494,0.01047760620713234,,,
1149,2,0.008527066558599472,0.008367211557924747,,,
1169,2,,,0.5726362466812134,0.7001000046730042,0.5525640845298767
1199,3,0.00912677962332964,0.007930264808237553,,,
1249,3,0.009956258349120617,0.009703466668725014,,,
1299,3,0.009787669405341148,0.009045973420143127,,,
1349,3,0.008753086440265179,0.007972382009029388,,,
1399,3,0.007665152661502361,0.007872183807194233,,,
1449,3,0.0061307610012590885,0.006011259276419878,,,
1499,3,0.008306126110255718,0.007868093438446522,,,
1549,3,0.00738898478448391,0.006819983944296837,,,
1559,3,,,0.6230568885803223,0.742900013923645,0.5972555875778198
1599,4,0.00923130102455616,0.008352969773113728,,,
1649,4,0.007481046952307224,0.006640180014073849,,,
1699,4,0.007527720648795366,0.0064744120463728905,,,
1749,4,0.007654928602278233,0.007043450605124235,,,
1799,4,0.006846046075224876,0.006246740464121103,,,
1849,4,0.008188596926629543,0.007628723978996277,,,
1899,4,0.008311777375638485,0.007041153032332659,,,
1949,4,0.008777455426752567,0.00787919107824564,,,
1949,4,,,0.650861382484436,0.7150999903678894,0.6304887533187866
1999,5,0.008753652684390545,0.007877616211771965,,,
2049,5,0.0074648563750088215,0.007594581693410873,,,
2099,5,0.007331239990890026,0.006449913140386343,,,
2149,5,0.005225339438766241,0.005347173660993576,,,
2199,5,0.006544249597936869,0.006436268333345652,,,
2249,5,0.004990593530237675,0.0049316659569740295,,,
2299,5,0.0062598432414233685,0.00597353745251894,,,
2339,5,,,0.6719150543212891,0.7215999960899353,0.6589543223381042
2349,6,0.0037379951681941748,0.0035508102737367153,,,
2399,6,0.004337813705205917,0.003908440005034208,,,
2449,6,0.004203937016427517,0.004395895171910524,,,
2499,6,0.004497466143220663,0.005205350928008556,,,
2549,6,0.006028726696968079,0.0054219248704612255,,,
2599,6,0.006893006153404713,0.006598332896828651,,,
2649,6,0.005396546330302954,0.005229369271546602,,,
2699,6,0.005657111760228872,0.005718616768717766,,,
2729,6,,,0.6863581538200378,0.744700014591217,0.6789663434028625
2749,7,0.005732645280659199,0.005236046854406595,,,
2799,7,0.003845981787890196,0.0033659441396594048,,,
2849,7,0.004440138582140207,0.003619452239945531,,,
2899,7,0.003722049295902252,0.004170731175690889,,,
2949,7,0.0037028903607279062,0.0039119720458984375,,,
2999,7,0.002951727481558919,0.003315793816000223,,,
3049,7,0.006070611532777548,0.005226808600127697,,,
3099,7,0.004437531344592571,0.0034807452466338873,,,
3119,7,,,0.6971755027770996,0.7904000282287598,0.6951722502708435
3149,8,0.004854382947087288,0.004021736793220043,,,
3199,8,0.004055509343743324,0.003510712878778577,,,
3249,8,0.00392322288826108,0.004851959645748138,,,
3299,8,0.005910183768719435,0.0056005557999014854,,,
3349,8,0.0022795076947659254,0.0021733015310019255,,,
3399,8,0.003483736189082265,0.003481330582872033,,,
3449,8,0.005183236673474312,0.004312999080866575,,,
3499,8,0.0038539699744433165,0.0035699016880244017,,,
3509,8,,,0.7086137533187866,0.8036999702453613,0.7051482200622559
3549,9,0.0024851455818861723,0.002483570482581854,,,
3599,9,0.004676970187574625,0.0037135747261345387,,,
3649,9,0.0021775737404823303,0.0030930957291275263,,,
3699,9,0.0026420410722494125,0.0023517394438385963,,,
3749,9,0.0020563583821058273,0.001863502198830247,,,
3799,9,0.003972433041781187,0.004098124336451292,,,
3849,9,0.0032145436853170395,0.002348072826862335,,,
3899,9,0.0026826709508895874,0.0027165343053638935,,,
3899,9,,,0.7157852649688721,0.7896999716758728,0.7129607200622559
3949,10,0.0023062890395522118,0.0023396285250782967,,,
3999,10,0.0018180378247052431,0.0021606083028018475,,,
4049,10,0.0025815635453909636,0.0022760704159736633,,,
4099,10,0.0020366671960800886,0.002130020409822464,,,
4149,10,0.0022765370085835457,0.002057399833574891,,,
4199,10,0.0015691113658249378,0.002035597339272499,,,
4249,10,0.0018283490790054202,0.0014033025363460183,,,
4289,10,,,0.7253805994987488,0.8115000128746033,0.7223958373069763
4299,11,0.0017552865901961923,0.0018035542452707887,,,
4349,11,0.005118970293551683,0.003856702707707882,,,
4399,11,0.003724050708115101,0.003383532864972949,,,
4449,11,0.003562065539881587,0.0033621899783611298,,,
4499,11,0.0027007029857486486,0.002492310479283333,,,
4549,11,0.001716093742288649,0.0017902975669130683,,,
4599,11,0.0015960907330736518,0.001784743508324027,,,
4649,11,0.0019911793060600758,0.001362243783660233,,,
4679,11,,,0.7319110631942749,0.8245000243186951,0.731330156326294
4699,12,0.002224514726549387,0.002545083872973919,,,
4749,12,0.0017680969322100282,0.0015527636278420687,,,
4799,12,0.002714666770771146,0.0025157660711556673,,,
4849,12,0.0017076310468837619,0.0019839636515825987,,,
4899,12,0.002346511697396636,0.0026348710525780916,,,
4949,12,0.0032905808184295893,0.0023231571540236473,,,
4999,12,0.0024526421912014484,0.0021511693485081196,,,
5049,12,0.0028464135248214006,0.0025454219430685043,,,
5069,12,,,0.7362980842590332,0.8216000199317932,0.7353565692901611
5099,13,0.0028123038355261087,0.0021538229193538427,,,
5149,13,0.004633483476936817,0.0030517629347741604,,,
5199,13,0.00230246689170599,0.0021316539496183395,,,
5249,13,0.001678062486462295,0.0016968785785138607,,,
5299,13,0.00146672991104424,0.0010965770343318582,,,
5349,13,0.0021410309709608555,0.002237750217318535,,,
5399,13,0.001199491904117167,0.0007818087469786406,,,
5449,13,0.00186038832180202,0.0024907467886805534,,,
5459,13,,,0.7427483797073364,0.8551999926567078,0.7415664792060852
5499,14,0.002166343852877617,0.00417870981618762,,,
5549,14,0.00104844244197011,0.0013467728858813643,,,
5599,14,0.0024059179704636335,0.00270284921862185,,,
5649,14,0.0019401108147576451,0.001969248289242387,,,
5699,14,0.001476368634030223,0.0016759609570726752,,,
5749,14,0.0024677200708538294,0.0018575417343527079,,,
5799,14,0.002879501087591052,0.003040522104129195,,,
5849,14,0.005505457520484924,0.005115693435072899,,,
5849,14,,,0.7488982081413269,0.8324999809265137,0.7477564215660095
5899,15,0.003987248055636883,0.0037438380531966686,,,
5949,15,0.001262559206224978,0.00123394257389009,,,
5999,15,0.002655687043443322,0.0027700955979526043,,,
6049,15,0.0027230812702327967,0.002979460172355175,,,
6099,15,0.0029040630906820297,0.0020850340370088816,,,
6149,15,0.004877562168985605,0.005808928515762091,,,
6199,15,0.0013297767145559192,0.0014458298683166504,,,
6239,15,,,0.753325343132019,0.8424000144004822,0.7534254789352417
6249,16,0.002774709602817893,0.0022742634173482656,,,
6299,16,0.0012032410595566034,0.001480763079598546,,,
6349,16,0.003156814957037568,0.0021873791702091694,,,
6399,16,0.0022578267380595207,0.0021435569506138563,,,
6449,16,0.0022505547385662794,0.0010474649025127292,,,
6499,16,0.002225831849500537,0.0017849199939519167,,,
6549,16,0.0015601033810526133,0.0018603726057335734,,,
6599,16,0.0029572504572570324,0.0031190908048301935,,,
6629,16,,,0.757031261920929,0.8446000218391418,0.7570112347602844
6649,17,0.0008278870955109596,0.0010510876309126616,,,
6699,17,0.0018493498209863901,0.001847393112257123,,,
6749,17,0.0011943114222958684,0.0023027125280350447,,,
6799,17,0.001927605364471674,0.0022422256879508495,,,
6849,17,0.0030287504196166992,0.0024729010183364153,,,
6899,17,0.0025578439235687256,0.002262084512040019,,,
6949,17,0.0021152179688215256,0.0027813916094601154,,,
6999,17,0.0021908043418079615,0.002796666929498315,,,
7019,17,,,0.760236382484436,0.8589000105857849,0.760817289352417
7049,18,0.0019228169694542885,0.0017043183324858546,,,
7099,18,0.0016383434413000941,0.0008378748898394406,,,
7149,18,0.001558963442221284,0.0023437899071723223,,,
7199,18,0.002638787031173706,0.003235042793676257,,,
7249,18,0.0015323278494179249,0.001832184032537043,,,
7299,18,0.0016970833530649543,0.0013952007284387946,,,
7349,18,0.003184713888913393,0.002235677093267441,,,
7399,18,0.0018186564557254314,0.0018779255915433168,,,
7409,18,,,0.7665865421295166,0.8522999882698059,0.7644430994987488
7449,19,0.0018837895477190614,0.002331975381821394,,,
7499,19,0.00098380446434021,0.0013820534804835916,,,
7549,19,0.0015122548211365938,0.0023874712642282248,,,
7599,19,0.0008872971520759165,0.0009124854113906622,,,
7649,19,0.002142454031854868,0.0014441944658756256,,,
7699,19,0.001118113985285163,0.0009673176682554185,,,
7749,19,0.0010027867974713445,0.0006820725393481553,,,
7799,19,0.0030139379668980837,0.002665062202140689,,,
7799,19,,,0.7682291865348816,0.8575999736785889,0.7669270634651184
7849,20,0.061589229851961136,0.06721595674753189,,,
7899,20,0.06787311285734177,0.06716938316822052,,,
7949,20,0.08564230054616928,0.08036825060844421,,,
7999,20,0.07769721001386642,0.07098377496004105,,,
8049,20,0.06196532025933266,0.063224658370018,,,
8099,20,0.08238226175308228,0.07532640546560287,,,
8149,20,0.07449880987405777,0.08940394967794418,,,
8189,20,,,0.5809294581413269,0.718999981880188,0.5892027020454407
8199,21,0.08861833065748215,0.08932894468307495,,,
8249,21,0.11990073323249817,0.12888960540294647,,,
8299,21,0.1247997134923935,0.12778709828853607,,,
8349,21,0.08977510035037994,0.09053868055343628,,,
8399,21,0.09178067743778229,0.0831577330827713,,,
8449,21,0.13341812789440155,0.1286064088344574,,,
8499,21,0.14253400266170502,0.1327848732471466,,,
8549,21,0.10615239292383194,0.11574292182922363,,,
8579,21,,,0.6673076748847961,0.7915999889373779,0.6493990421295166
8599,22,0.0938902348279953,0.08235248178243637,,,
8649,22,0.10940654575824738,0.10858733206987381,,,
8699,22,0.08649884909391403,0.09047116339206696,,,
8749,22,0.0782448872923851,0.08300761878490448,,,
8799,22,0.08454912155866623,0.08218742907047272,,,
8849,22,0.10965877026319504,0.11427509784698486,,,
8899,22,0.12020576745271683,0.10647093504667282,,,
8949,22,0.11448388546705246,0.118153415620327,,,
8969,22,,,0.7061899304389954,0.7914000153541565,0.6693710088729858
8999,23,0.10759533941745758,0.09967551380395889,,,
9049,23,0.10442892462015152,0.09561504423618317,,,
9099,23,0.11642363667488098,0.11263564229011536,,,
9149,23,0.1054234653711319,0.10523317009210587,,,
9199,23,0.13410788774490356,0.15603530406951904,,,
