step,epoch,train_loss,val_acc,val_loss,test_acc,train_acc
49,0,2.6524014472961426,,,,
99,0,2.540379762649536,,,,
149,0,2.239436626434326,,,,
199,0,2.532658100128174,,,,
249,0,2.2090559005737305,,,,
299,0,2.0555875301361084,,,,
311,0,,0.2257000058889389,4.597294807434082,,
311,0,,,,0.2533000111579895,0.15875400602817535
349,1,2.1700174808502197,,,,
399,1,2.1314284801483154,,,,
449,1,2.4054274559020996,,,,
499,1,2.7960684299468994,,,,
549,1,2.278621196746826,,,,
599,1,2.3096892833709717,,,,
623,1,,0.28760001063346863,3.551887035369873,,
623,1,,,,0.31040000915527344,0.23933292925357819
649,2,2.212369680404663,,,,
699,2,2.090625524520874,,,,
749,2,2.3364784717559814,,,,
799,2,2.463153600692749,,,,
849,2,2.005178689956665,,,,
899,2,2.1859190464019775,,,,
935,2,,0.2526000142097473,3.3812639713287354,,
935,2,,,,0.2816999852657318,0.23878204822540283
949,3,2.0816688537597656,,,,
999,3,2.2014997005462646,,,,
1049,3,2.3628499507904053,,,,
1099,3,2.128005266189575,,,,
1149,3,1.978500485420227,,,,
1199,3,2.077989339828491,,,,
1247,3,,0.2827000021934509,1.9795650243759155,,
1247,3,,,,0.3021000027656555,0.24469150602817535
1249,4,2.1134588718414307,,,,
1299,4,1.9013783931732178,,,,
1349,4,1.9581841230392456,,,,
1399,4,1.8853280544281006,,,,
1449,4,1.9152309894561768,,,,
1499,4,1.960401177406311,,,,
1549,4,1.9447166919708252,,,,
1559,4,,0.35760000348091125,1.786150574684143,,
1559,4,,,,0.3833000063896179,0.31440305709838867
1599,5,1.8040066957473755,,,,
1649,5,1.8695915937423706,,,,
1699,5,1.7568292617797852,,,,
1749,5,1.684992790222168,,,,
1799,5,1.6516402959823608,,,,
1849,5,1.580407738685608,,,,
1871,5,,0.3765000104904175,1.715762734413147,,
1871,5,,,,0.4108999967575073,0.36468347907066345
1899,6,1.7272865772247314,,,,
1949,6,1.6843594312667847,,,,
1999,6,1.6559504270553589,,,,
2049,6,1.5259641408920288,,,,
2099,6,1.6314774751663208,,,,
2149,6,1.7191846370697021,,,,
2183,6,,0.42089998722076416,1.6315522193908691,,
2183,6,,,,0.460999995470047,0.40061599016189575
2199,7,1.5496987104415894,,,,
2249,7,1.4923391342163086,,,,
2299,7,1.5464282035827637,,,,
2349,7,1.7592562437057495,,,,
2399,7,1.6716680526733398,,,,
2449,7,1.5177115201950073,,,,
2495,7,,0.47600001096725464,1.5253067016601562,,
2495,7,,,,0.5242999792098999,0.43825119733810425
2499,8,1.6510732173919678,,,,
2549,8,1.5852298736572266,,,,
2599,8,1.4720571041107178,,,,
2649,8,1.4764984846115112,,,,
2699,8,1.4466525316238403,,,,
2749,8,1.404400110244751,,,,
2799,8,1.3526780605316162,,,,
2807,8,,0.510699987411499,1.4405332803726196,,
2807,8,,,,0.5633000135421753,0.4832732379436493
2849,9,1.4447706937789917,,,,
2899,9,1.5107654333114624,,,,
2949,9,1.5048092603683472,,,,
2999,9,1.4808149337768555,,,,
3049,9,1.5971306562423706,,,,
3099,9,1.2262985706329346,,,,
3119,9,,0.5134999752044678,1.4374338388442993,,
3119,9,,,,0.5669999718666077,0.5264172554016113
3149,10,1.4531428813934326,,,,
3199,10,1.3322654962539673,,,,
3249,10,1.121538758277893,,,,
3299,10,1.430792212486267,,,,
3349,10,1.4612398147583008,,,,
3399,10,1.0409778356552124,,,,
3431,10,,0.5530999898910522,1.3600047826766968,,
3431,10,,,,0.6111000180244446,0.5641276240348816
3449,11,0.8646630048751831,,,,
3499,11,1.0594667196273804,,,,
3549,11,0.9977173805236816,,,,
3599,11,0.9541251063346863,,,,
3649,11,1.2147488594055176,,,,
3699,11,0.9616284370422363,,,,
3743,11,,0.5673999786376953,1.4076476097106934,,
3743,11,,,,0.6320000290870667,0.5945512652397156
3749,12,0.6845435500144958,,,,
3799,12,0.3787654638290405,,,,
3849,12,0.45263051986694336,,,,
3899,12,0.3914003372192383,,,,
3949,12,0.2752610445022583,,,,
3999,12,0.5705737471580505,,,,
4049,12,0.8947121500968933,,,,
4055,12,,0.5724999904632568,1.5568634271621704,,
4055,12,,,,0.6431000232696533,0.6079477071762085
4099,13,0.028188467025756836,,,,
4149,13,0.3377648591995239,,,,
4199,13,0.13901638984680176,,,,
4249,13,0.2702016830444336,,,,
4299,13,0.14577364921569824,,,,
4349,13,0.15343642234802246,,,,
4367,13,,0.5728999972343445,1.7678507566452026,,
4367,13,,,,0.6438999772071838,0.6235727071762085
4399,14,-0.4500471353530884,,,,
4449,14,-0.41540277004241943,,,,
4499,14,-0.4144169092178345,,,,
4549,14,-0.7690807580947876,,,,
4599,14,-0.29819977283477783,,,,
4649,14,-0.9064093828201294,,,,
4679,14,,0.6553999781608582,1.4773225784301758,,
4679,14,,,,0.7401999831199646,0.6290063858032227
