train_loss,epoch,step,test_acc,train_acc
2.1027987003326416,0,49,,
1.9872167110443115,0,99,,
1.8286349773406982,0,149,,
1.8068604469299316,0,199,,
1.7923085689544678,0,249,,
1.894751787185669,0,299,,
1.8125205039978027,0,349,,
,0,389,0.48579999804496765,0.3468349277973175
1.7214053869247437,1,399,,
1.638593077659607,1,449,,
1.7681375741958618,1,499,,
1.7673977613449097,1,549,,
1.6130625009536743,1,599,,
1.530513048171997,1,649,,
1.4880287647247314,1,699,,
1.5639976263046265,1,749,,
,1,779,0.5812000036239624,0.4876802861690521
1.6081236600875854,2,799,,
1.3893349170684814,2,849,,
1.4512280225753784,2,899,,
1.7318776845932007,2,949,,
1.6687246561050415,2,999,,
1.4306468963623047,2,1049,,
1.5598366260528564,2,1099,,
1.5465811491012573,2,1149,,
,2,1169,0.6538000106811523,0.5692307949066162
1.437108039855957,3,1199,,
1.5133830308914185,3,1249,,
1.4593721628189087,3,1299,,
1.2107888460159302,3,1349,,
1.221570611000061,3,1399,,
1.2904572486877441,3,1449,,
1.315476655960083,3,1499,,
1.1999177932739258,3,1549,,
,3,1559,0.7121000289916992,0.6182892918586731
1.344974398612976,4,1599,,
1.3658959865570068,4,1649,,
1.3504353761672974,4,1699,,
1.3192245960235596,4,1749,,
1.292751431465149,4,1799,,
1.2548800706863403,4,1849,,
1.3518587350845337,4,1899,,
1.2719839811325073,4,1949,,
,4,1949,0.722000002861023,0.650821328163147
1.2429192066192627,5,1999,,
1.3914037942886353,5,2049,,
1.2309376001358032,5,2099,,
1.220646619796753,5,2149,,
1.2387394905090332,5,2199,,
1.2574784755706787,5,2249,,
1.181687831878662,5,2299,,
,5,2339,0.7771000266075134,0.6685897707939148
1.2751132249832153,6,2349,,
1.2122788429260254,6,2399,,
1.2194781303405762,6,2449,,
1.3054389953613281,6,2499,,
1.1586154699325562,6,2549,,
1.1723319292068481,6,2599,,
1.230430006980896,6,2649,,
1.091158390045166,6,2699,,
,6,2729,0.77920001745224,0.684455156326294
1.0729038715362549,7,2749,,
1.0657317638397217,7,2799,,
1.0991379022598267,7,2849,,
1.1996701955795288,7,2899,,
1.148356556892395,7,2949,,
1.1664233207702637,7,2999,,
1.1260929107666016,7,3049,,
1.1759655475616455,7,3099,,
,7,3119,0.7627999782562256,0.6976763010025024
1.1809957027435303,8,3149,,
1.0489351749420166,8,3199,,
1.0445202589035034,8,3249,,
1.0581499338150024,8,3299,,
1.133447289466858,8,3349,,
1.1116702556610107,8,3399,,
1.1259679794311523,8,3449,,
0.9857466220855713,8,3499,,
,8,3509,0.8084999918937683,0.7083733677864075
0.9805294871330261,9,3549,,
1.1727648973464966,9,3599,,
1.0781970024108887,9,3649,,
1.0366612672805786,9,3699,,
1.0551204681396484,9,3749,,
1.2507954835891724,9,3799,,
1.1102728843688965,9,3849,,
1.113726258277893,9,3899,,
,9,3899,0.7998999953269958,0.7175280451774597
1.03989839553833,10,3949,,
1.039246678352356,10,3999,,
1.0175034999847412,10,4049,,
1.1911180019378662,10,4099,,
1.2185022830963135,10,4149,,
1.0221045017242432,10,4199,,
1.1293314695358276,10,4249,,
,10,4289,0.805899977684021,0.7262620329856873
0.9868520498275757,11,4299,,
1.0360115766525269,11,4349,,
1.0140072107315063,11,4399,,
0.9282294511795044,11,4449,,
1.1140459775924683,11,4499,,
0.9237097501754761,11,4549,,
0.9840365648269653,11,4599,,
1.2534935474395752,11,4649,,
,11,4679,0.8288999795913696,0.7315705418586731
0.9693928360939026,12,4699,,
1.0616015195846558,12,4749,,
0.9577685594558716,12,4799,,
1.1517468690872192,12,4849,,
1.0502418279647827,12,4899,,
0.940690815448761,12,4949,,
0.9939973950386047,12,4999,,
1.0142629146575928,12,5049,,
,12,5069,0.8338000178337097,0.7387219667434692
1.0147007703781128,13,5099,,
1.101395606994629,13,5149,,
1.1372435092926025,13,5199,,
0.9314641952514648,13,5249,,
1.0097988843917847,13,5299,,
0.9905133843421936,13,5349,,
1.1042399406433105,13,5399,,
