epoch,train_loss,step,val_acc1,val_acc2,train_acc2,train_acc1,test_acc
0,2.3753395080566406,49,,,,,
0,2.1721909046173096,99,,,,,
0,1.038594126701355,149,,,,,
0,0.6864970922470093,199,,,,,
0,0.632215142250061,249,,,,,
0,0.5525405406951904,299,,,,,
0,,312,0.09870000183582306,0.09560000151395798,,,
0,,312,,,0.1004749983549118,0.0995749980211258,0.09998022019863129
1,0.48541203141212463,349,,,,,
1,0.4737977981567383,399,,,,,
1,0.4611683487892151,449,,,,,
1,0.4612733721733093,499,,,,,
1,0.458600252866745,549,,,,,
1,0.46061596274375916,599,,,,,
1,,625,0.1136000007390976,0.11630000174045563,,,
1,,625,,,0.10984999686479568,0.10785000026226044,0.1139240488409996
2,0.45675382018089294,649,,,,,
2,0.4589154124259949,699,,,,,
2,0.4550049304962158,749,,,,,
2,0.4555615186691284,799,,,,,
2,0.45169752836227417,849,,,,,
2,0.45781445503234863,899,,,,,
2,,938,0.11590000241994858,0.11900000274181366,,,
2,,938,,,0.11317499727010727,0.1107499971985817,0.11778085678815842
3,0.4506467878818512,949,,,,,
3,0.4516785144805908,999,,,,,
3,0.4508107304573059,1049,,,,,
3,0.46270033717155457,1099,,,,,
3,0.44721081852912903,1149,,,,,
3,0.4464224874973297,1199,,,,,
3,0.450824499130249,1249,,,,,
3,,1251,0.1145000010728836,0.11969999969005585,,,
3,,1251,,,0.1171249970793724,0.11410000175237656,0.12094540894031525
4,0.4543667137622833,1299,,,,,
4,0.441146582365036,1349,,,,,
4,0.4610733687877655,1399,,,,,
4,0.4360526204109192,1449,,,,,
4,0.4383222460746765,1499,,,,,
4,0.4444260895252228,1549,,,,,
4,,1564,0.12330000102519989,0.1274999976158142,,,
4,,1564,,,0.13304999470710754,0.1168999969959259,0.12203323096036911
5,0.4386698007583618,1599,,,,,
5,0.43446996808052063,1649,,,,,
5,0.43746665120124817,1699,,,,,
5,0.4307694137096405,1749,,,,,
5,0.4347645938396454,1799,,,,,
5,0.42342379689216614,1849,,,,,
5,,1877,0.1657000035047531,0.19419999420642853,,,
5,,1877,,,0.1556749939918518,0.13740000128746033,0.16821597516536713
6,0.40296679735183716,1899,,,,,
6,0.3850041329860687,1949,,,,,
6,0.38451117277145386,1999,,,,,
6,0.39111050963401794,2049,,,,,
6,0.4037184417247772,2099,,,,,
6,0.3987763226032257,2149,,,,,
6,,2190,0.2046000063419342,0.20499999821186066,,,
6,,2190,,,0.193900004029274,0.19212499260902405,0.22013449668884277
7,0.37890392541885376,2199,,,,,
7,0.36985400319099426,2249,,,,,
7,0.35978636145591736,2299,,,,,
7,0.35355210304260254,2349,,,,,
7,0.3796343505382538,2399,,,,,
7,0.33300280570983887,2449,,,,,
7,0.3308514356613159,2499,,,,,
7,,2503,0.22689999639987946,0.2305999994277954,,,
7,,2503,,,0.21322500705718994,0.2131499946117401,0.23813290894031525
8,0.3535280227661133,2549,,,,,
8,0.33499234914779663,2599,,,,,
8,0.3311504125595093,2649,,,,,
8,0.32085296511650085,2699,,,,,
8,0.34247025847435,2749,,,,,
8,0.3094082176685333,2799,,,,,
8,,2816,0.23819999396800995,0.23199999332427979,,,
8,,2816,,,0.23205000162124634,0.22945000231266022,0.2434730976819992
9,0.36832481622695923,2849,,,,,
9,0.31684789061546326,2899,,,,,
9,0.30178070068359375,2949,,,,,
9,0.33159875869750977,2999,,,,,
9,0.3281611204147339,3049,,,,,
9,0.31652477383613586,3099,,,,,
9,,3129,0.2451999932527542,0.24500000476837158,,,
9,,3129,,,0.2397499978542328,0.2389249950647354,0.24297863245010376
10,0.34804654121398926,3149,,,,,
10,0.306589812040329,3199,,,,,
10,0.3469712734222412,3249,,,,,
10,0.33311930298805237,3299,,,,,
10,0.30709385871887207,3349,,,,,
10,0.3509562611579895,3399,,,,,
10,,3442,0.26179999113082886,0.2628999948501587,,,
10,,3442,,,0.24819999933242798,0.2486249953508377,0.2702729403972626
11,0.3109516501426697,3449,,,,,
11,0.3142358064651489,3499,,,,,
11,0.3265319764614105,3549,,,,,
11,0.3119913637638092,3599,,,,,
11,0.3357548117637634,3649,,,,,
11,0.32026779651641846,3699,,,,,
11,0.32370877265930176,3749,,,,,
11,,3755,0.25999999046325684,0.2558000087738037,,,
11,,3755,,,0.257099986076355,0.2577750086784363,0.2776898741722107
12,0.3318338990211487,3799,,,,,
12,0.3453611135482788,3849,,,,,
12,0.3399635851383209,3899,,,,,
12,0.3055543601512909,3949,,,,,
12,0.31072625517845154,3999,,,,,
12,0.33717796206474304,4049,,,,,
12,,4068,0.2662999927997589,0.266400009393692,,,
12,,4068,,,0.26237499713897705,0.2613750100135803,0.2738330662250519
13,0.37919601798057556,4099,,,,,
13,0.3069884479045868,4149,,,,,
13,0.33444932103157043,4199,,,,,
13,0.3574219048023224,4249,,,,,
13,0.29695162177085876,4299,,,,,
13,0.3043459951877594,4349,,,,,
13,,4381,0.26750001311302185,0.27880001068115234,,,
13,,4381,,,0.2615250051021576,0.26292499899864197,0.28332674503326416
14,0.31602799892425537,4399,,,,,
14,0.3398657441139221,4449,,,,,
14,0.3055189847946167,4499,,,,,
14,0.310502827167511,4549,,,,,
14,0.2877196669578552,4599,,,,,
14,0.428555965423584,4649,,,,,
14,,4694,0.25870001316070557,0.2378000020980835,,,
14,,4694,,,0.2706249952316284,0.2694000005722046,0.26157042384147644
15,0.3944845497608185,4699,,,,,
15,0.3218976557254791,4749,,,,,
15,0.3032326400279999,4799,,,,,
15,0.3649110496044159,4849,,,,,
15,0.31659433245658875,4899,,,,,
15,0.3321487605571747,4949,,,,,
15,0.33788415789604187,4999,,,,,
15,,5007,0.262800008058548,0.26579999923706055,,,
15,,5007,,,0.2600499987602234,0.2637749910354614,0.2792721390724182
16,0.3434944450855255,5049,,,,,
16,0.35887834429740906,5099,,,,,
16,0.3650865852832794,5149,,,,,
16,0.3807075619697571,5199,,,,,
16,0.3192192018032074,5249,,,,,
16,0.45000723004341125,5299,,,,,
16,,5320,0.09700000286102295,0.09790000319480896,,,
16,,5320,,,0.21832500398159027,0.21780000627040863,0.10096914321184158
17,0.43426385521888733,5349,,,,,
17,0.424578458070755,5399,,,,,
17,0.42040470242500305,5449,,,,,
17,0.42447811365127563,5499,,,,,
17,0.40363752841949463,5549,,,,,
17,0.393982470035553,5599,,,,,
17,,5633,0.21480000019073486,0.19280000030994415,,,
17,,5633,,,0.1481499969959259,0.16487500071525574,0.2255735695362091
18,0.3746562898159027,5649,,,,,
18,0.38407135009765625,5699,,,,,
18,0.3498995900154114,5749,,,,,
18,0.3427604138851166,5799,,,,,
18,0.3248530328273773,5849,,,,,
18,0.3404925465583801,5899,,,,,
18,,5946,0.22859999537467957,0.22579999268054962,,,
18,,5946,,,0.21542499959468842,0.22200000286102295,0.23150712251663208
19,0.3267044126987457,5949,,,,,
19,0.379469096660614,5999,,,,,
19,0.339238703250885,6049,,,,,
19,0.36747702956199646,6099,,,,,
19,0.3089599311351776,6149,,,,,
19,0.32453885674476624,6199,,,,,
19,0.3266725242137909,6249,,,,,
19,,6259,0.24639999866485596,0.24400000274181366,,,
19,,6259,,,0.23880000412464142,0.2444249987602234,0.25662580132484436
20,0.32699745893478394,6299,,,,,
20,0.3852435052394867,6349,,,,,
20,0.390928715467453,6399,,,,,
20,0.34704914689064026,6449,,,,,
20,0.30276593565940857,6499,,,,,
20,0.31639495491981506,6549,,,,,
20,,6572,0.2800000011920929,0.27239999175071716,,,
20,,6572,,,0.25429999828338623,0.25859999656677246,0.28668907284736633
21,0.33176469802856445,6599,,,,,
21,0.3845956027507782,6649,,,,,
21,0.2982730567455292,6699,,,,,
21,0.31653258204460144,6749,,,,,
21,0.350755512714386,6799,,,,,
21,0.2980508804321289,6849,,,,,
21,,6885,0.298799991607666,0.30399999022483826,,,
21,,6885,,,0.2718749940395355,0.27597498893737793,0.3079509437084198
22,0.2942885160446167,6899,,,,,
22,0.3006049692630768,6949,,,,,
22,0.32064223289489746,6999,,,,,
22,0.34230849146842957,7049,,,,,
22,0.3479105532169342,7099,,,,,
22,0.30404162406921387,7149,,,,,
22,,7198,0.303600013256073,0.3003999888896942,,,
22,,7198,,,0.2805500030517578,0.28372499346733093,0.3156645596027374
23,0.33128461241722107,7199,,,,,
23,0.2888544797897339,7249,,,,,
23,0.31505995988845825,7299,,,,,
23,0.3277076184749603,7349,,,,,
23,0.2974010109901428,7399,,,,,
23,0.29050329327583313,7449,,,,,
23,0.3080158829689026,7499,,,,,
23,,7511,0.323199987411499,0.33149999380111694,,,
23,,7511,,,0.30594998598098755,0.30492499470710754,0.3319818079471588
24,0.3197140693664551,7549,,,,,
24,0.32085567712783813,7599,,,,,
24,0.3032730221748352,7649,,,,,
24,0.3370307981967926,7699,,,,,
24,0.3127167224884033,7749,,,,,
24,0.3037833571434021,7799,,,,,
24,,7824,0.2296999990940094,0.27480000257492065,,,
24,,7824,,,0.31892499327659607,0.3171499967575073,0.3034018874168396
25,0.3067304491996765,7849,,,,,
25,0.3001742660999298,7899,,,,,
25,0.31749558448791504,7949,,,,,
25,0.29704758524894714,7999,,,,,
25,0.31303563714027405,8049,,,,,
25,0.27871832251548767,8099,,,,,
25,,8137,0.3246000111103058,0.34599998593330383,,,
25,,8137,,,0.3160000145435333,0.3162499964237213,0.37905457615852356
26,0.29027342796325684,8149,,,,,
26,0.27932947874069214,8199,,,,,
26,0.29199084639549255,8249,,,,,
26,0.2968713343143463,8299,,,,,
26,0.33391907811164856,8349,,,,,
26,0.28908196091651917,8399,,,,,
26,0.27293676137924194,8449,,,,,
