epoch,step,test_acc,train_acc1,train_acc2,train_loss1,train_loss2
0,49,,,,0.03297322988510132,0.03446456417441368
0,99,,,,0.0331086628139019,0.033355120569467545
0,149,,,,0.030938448384404182,0.03178615868091583
0,199,,,,0.02889838069677353,0.030306268483400345
0,249,,,,0.03074360080063343,0.030618734657764435
0,299,,,,0.02925148233771324,0.029252218082547188
0,349,,,,0.029005814343690872,0.030008388683199883
0,389,0.14069999754428864,0.08275240659713745,0.07289663702249527,,
1,399,,,,0.029805731028318405,0.030244389548897743
1,449,,,,0.02758675441145897,0.028333907946944237
1,499,,,,0.02657471038401127,0.02747202292084694
1,549,,,,0.027515817433595657,0.028095951303839684
1,599,,,,0.02671847492456436,0.02792825922369957
1,649,,,,0.025596313178539276,0.026531225070357323
1,699,,,,0.02417042665183544,0.024175019934773445
1,749,,,,0.02442942187190056,0.024844316765666008
1,779,0.2231999933719635,0.18309295177459717,0.16546474397182465,,
2,799,,,,0.02174224704504013,0.02383582852780819
2,849,,,,0.02452751435339451,0.02538185380399227
2,899,,,,0.02266981452703476,0.022572020068764687
2,949,,,,0.020419105887413025,0.02126350998878479
2,999,,,,0.018096674233675003,0.018791979178786278
2,1049,,,,0.020147398114204407,0.020869828760623932
2,1099,,,,0.02394196018576622,0.023197978734970093
2,1149,,,,0.021663853898644447,0.02351205050945282
2,1169,0.30309998989105225,0.2727563977241516,0.25222355127334595,,
3,1199,,,,0.018549367785453796,0.020271506160497665
3,1249,,,,0.01722421869635582,0.017626605927944183
3,1299,,,,0.02067728340625763,0.02050396427512169
3,1349,,,,0.0184206310659647,0.01962551847100258
3,1399,,,,0.01909717358648777,0.019498223438858986
3,1449,,,,0.01851843111217022,0.018621347844600677
3,1499,,,,0.017171114683151245,0.01903371699154377
3,1549,,,,0.017193999141454697,0.01722729206085205
3,1559,0.3666999936103821,0.35406652092933655,0.33447515964508057,,
4,1599,,,,0.016753515228629112,0.017776068300008774
4,1649,,,,0.01823383942246437,0.017921604216098785
4,1699,,,,0.018469560891389847,0.01898224465548992
4,1749,,,,0.013652422465384007,0.014881283044815063
4,1799,,,,0.01438357587903738,0.014449306763708591
4,1849,,,,0.01652243174612522,0.01882840134203434
4,1899,,,,0.015276608988642693,0.017383074387907982
4,1949,,,,0.01479958277195692,0.015156322158873081
4,1949,0.40619999170303345,0.4139222800731659,0.3994591236114502,,
5,1999,,,,0.012123349122703075,0.01391153410077095
5,2049,,,,0.014584301970899105,0.014343402348458767
5,2099,,,,0.01743234321475029,0.018358120694756508
5,2149,,,,0.012160568498075008,0.013224740512669086
5,2199,,,,0.011974992230534554,0.013795244507491589
5,2249,,,,0.01617836020886898,0.017098093405365944
5,2299,,,,0.011778497137129307,0.014198624528944492
5,2339,0.45559999346733093,0.462520033121109,0.4444310963153839,,
6,2349,,,,0.011024403385818005,0.011794396676123142
6,2399,,,,0.011243844404816628,0.01226112712174654
6,2449,,,,0.012581349350512028,0.013593425042927265
6,2499,,,,0.01296511385589838,0.013303276151418686
6,2549,,,,0.012852253392338753,0.013236562721431255
6,2599,,,,0.012525445781648159,0.012847492471337318
6,2649,,,,0.01185985654592514,0.01392405852675438
6,2699,,,,0.01498359814286232,0.015743335708975792
