train_loss2,step,epoch,train_loss1,val_acc1,val_acc2,train_acc2,test_acc,train_acc1
0.01743122935295105,49,0,0.01705991104245186,,,,,
0.0161419790238142,99,0,0.015614461153745651,,,,,
0.01404902245849371,149,0,0.014909951947629452,,,,,
0.013910059817135334,199,0,0.013974887318909168,,,,,
0.015051999129354954,249,0,0.01454368606209755,,,,,
0.01341185998171568,299,0,0.013354163616895676,,,,,
,312,0,,0.3709999918937683,0.36469998955726624,,,
,312,0,,,,0.27152499556541443,0.38231804966926575,0.267425000667572
0.013347565196454525,349,1,0.013231346383690834,,,,,
0.013575658202171326,399,1,0.013623694889247417,,,,,
0.013056516647338867,449,1,0.0125174755230546,,,,,
0.011338104493916035,499,1,0.01180688664317131,,,,,
0.011653590947389603,549,1,0.011502553708851337,,,,,
0.011490429751574993,599,1,0.01123078539967537,,,,,
,625,1,,0.4320000112056732,0.4323999881744385,,,
,625,1,,,,0.3876500129699707,0.4400711953639984,0.39204999804496765
0.012198438867926598,649,2,0.011850381270051003,,,,,
0.012140681967139244,699,2,0.011457576416432858,,,,,
0.011195410043001175,749,2,0.010727875865995884,,,,,
0.011246206238865852,799,2,0.010908067226409912,,,,,
0.012127774767577648,849,2,0.012226749211549759,,,,,
0.01221238262951374,899,2,0.012196151539683342,,,,,
,938,2,,0.4832000136375427,0.47909998893737793,,,
,938,2,,,,0.4465250074863434,0.49100080132484436,0.444225013256073
0.011933095753192902,949,3,0.011121362447738647,,,,,
0.011797342449426651,999,3,0.011822022497653961,,,,,
0.010613921098411083,1049,3,0.010148581117391586,,,,,
0.01024772971868515,1099,3,0.009997633285820484,,,,,
0.010079857893288136,1149,3,0.010218405164778233,,,,,
0.00889984704554081,1199,3,0.009339772164821625,,,,,
0.00961595680564642,1249,3,0.009322990663349628,,,,,
,1251,3,,0.5121999979019165,0.5065000057220459,,,
,1251,3,,,,0.4879249930381775,0.5259097814559937,0.4878750145435333
0.010648677125573158,1299,4,0.010779431089758873,,,,,
0.009622049517929554,1349,4,0.009437689557671547,,,,,
0.010331711731851101,1399,4,0.010329348035156727,,,,,
0.009217610582709312,1449,4,0.008985130116343498,,,,,
0.009609721601009369,1499,4,0.009936646558344364,,,,,
0.009233171120285988,1549,4,0.008879809640347958,,,,,
,1564,4,,0.5548999905586243,0.5594000220298767,,,
,1564,4,,,,0.5219249725341797,0.5576542615890503,0.5200999975204468
0.00853797048330307,1599,5,0.008375159464776516,,,,,
0.008700243197381496,1649,5,0.009728902950882912,,,,,
0.007699818816035986,1699,5,0.009050622582435608,,,,,
0.008314361795783043,1749,5,0.009294071234762669,,,,,
0.008547934703528881,1799,5,0.010052076540887356,,,,,
0.0071318787522614,1849,5,0.007528043817728758,,,,,
,1877,5,,0.573199987411499,0.5494999885559082,,,
,1877,5,,,,0.5527250170707703,0.5753560066223145,0.5499749779701233
0.007124170195311308,1899,6,0.006737649440765381,,,,,
0.009196515195071697,1949,6,0.008741903118789196,,,,,
0.007395309396088123,1999,6,0.008264899253845215,,,,,
0.00817276630550623,2049,6,0.00850395392626524,,,,,
0.008074989542365074,2099,6,0.00781810563057661,,,,,
0.009108386933803558,2149,6,0.009320950135588646,,,,,
,2190,6,,0.5644999742507935,0.5859000086784363,,,
,2190,6,,,,0.5737749934196472,0.5960245132446289,0.5704749822616577
0.0071532344445586205,2199,7,0.00804977212101221,,,,,
0.006137246731668711,2249,7,0.006525506731122732,,,,,
0.006698960438370705,2299,7,0.006374664604663849,,,,,
0.008363035507500172,2349,7,0.008534448221325874,,,,,
0.007828752510249615,2399,7,0.00831963773816824,,,,,
0.008368970826268196,2449,7,0.00839767511934042,,,,,
0.0072272298857569695,2499,7,0.006553187966346741,,,,,
,2503,7,,0.5809999704360962,0.6104999780654907,,,
,2503,7,,,,0.5978749990463257,0.6164952516555786,0.5936499834060669
0.006395872216671705,2549,8,0.006956102326512337,,,,,
0.008599854074418545,2599,8,0.009031160734593868,,,,,
0.006500395014882088,2649,8,0.006706684362143278,,,,,
0.005786741618067026,2699,8,0.005890002474188805,,,,,
0.0060716732405126095,2749,8,0.005208729300647974,,,,,
0.005953059531748295,2799,8,0.0075446623377501965,,,,,
,2816,8,,0.6165000200271606,0.6348999738693237,,,
,2816,8,,,,0.6120250225067139,0.6239121556282043,0.6071500182151794
0.004802150186151266,2849,9,0.0049555180594325066,,,,,
0.005775524768978357,2899,9,0.005604798439890146,,,,,
0.0061407494358718395,2949,9,0.006233361549675465,,,,,
0.007063151802867651,2999,9,0.006546228192746639,,,,,
0.007871214300394058,3049,9,0.006870216224342585,,,,,
0.006109342444688082,3099,9,0.005800723098218441,,,,,
,3129,9,,0.5785999894142151,0.6316999793052673,,,
,3129,9,,,,0.6220499873161316,0.6336036324501038,0.6214749813079834
0.005028157494962215,3149,10,0.004992838948965073,,,,,
0.007817826233804226,3199,10,0.007133794017136097,,,,,
0.00576059753075242,3249,10,0.0055931126698851585,,,,,
0.0065242755226790905,3299,10,0.006829332560300827,,,,,
0.005022767931222916,3349,10,0.0051535130478441715,,,,,
0.005442948546260595,3399,10,0.004546119831502438,,,,,
,3442,10,,0.6581000089645386,0.6337000131607056,,,
,3442,10,,,,0.6397500038146973,0.6535798907279968,0.6359000205993652
0.006841673050075769,3449,11,0.005215723533183336,,,,,
0.00564973009750247,3499,11,0.00582422548905015,,,,,
0.007498054765164852,3549,11,0.007715463172644377,,,,,
0.005861510988324881,3599,11,0.007083881180733442,,,,,
0.004911818075925112,3649,11,0.005555472802370787,,,,,
0.005550353322178125,3699,11,0.0057558887638151646,,,,,
0.008288919925689697,3749,11,0.00744894752278924,,,,,
,3755,11,,0.6161999702453613,0.6414999961853027,,,
,3755,11,,,,0.6410750150680542,0.6715783476829529,0.6413750052452087
0.0047760712914168835,3799,12,0.004993791691958904,,,,,
0.005856996402144432,3849,12,0.006294698920100927,,,,,
0.0053912196308374405,3899,12,0.006217116955667734,,,,,
0.006071655545383692,3949,12,0.005735210608690977,,,,,
0.005197166930884123,3999,12,0.006029966752976179,,,,,
0.006411157548427582,4049,12,0.0052962470799684525,,,,,
,4068,12,,0.6514999866485596,0.6687999963760376,,,
,4068,12,,,,0.6543499827384949,0.6740506291389465,0.6518250107765198
0.005705850198864937,4099,13,0.005769216921180487,,,,,
0.005011720582842827,4149,13,0.0043586790561676025,,,,,
0.003997789230197668,4199,13,0.00441612396389246,,,,,
0.005601393990218639,4249,13,0.006710555404424667,,,,,
0.006268956698477268,4299,13,0.005091664846986532,,,,,
0.004255001898854971,4349,13,0.0036594243720173836,,,,,
,4381,13,,0.6402000188827515,0.6373000144958496,,,
,4381,13,,,,0.6634250283241272,0.6788963675498962,0.6607999801635742
0.005791482049971819,4399,14,0.006106126122176647,,,,,
0.006668088026344776,4449,14,0.006455892231315374,,,,,
0.004952961578965187,4499,14,0.005060077644884586,,,,,
0.0077970088459551334,4549,14,0.006410052999854088,,,,,
0.004507256206125021,4599,14,0.004765090066939592,,,,,
0.005128853023052216,4649,14,0.0047497800551354885,,,,,
,4694,14,,0.640999972820282,0.6650000214576721,,,
,4694,14,,,,0.6708999872207642,0.6647547483444214,0.6666250228881836
0.007504572160542011,4699,15,0.007518292870372534,,,,,
0.00489863520488143,4749,15,0.0050221998244524,,,,,
0.0050467937253415585,4799,15,0.004952017683535814,,,,,
0.006957452278584242,4849,15,0.0077064260840415955,,,,,
0.005485156551003456,4899,15,0.005927783437073231,,,,,
0.004454185254871845,4949,15,0.004279896151274443,,,,,
0.0034188912250101566,4999,15,0.003931568004190922,,,,,
,5007,15,,0.6632999777793884,0.6862000226974487,,,
,5007,15,,,,0.6802250146865845,0.6656447649002075,0.6753749847412109
0.006490770261734724,5049,16,0.00617608055472374,,,,,
0.005663830321282148,5099,16,0.005867977626621723,,,,,
0.00615888275206089,5149,16,0.006410662084817886,,,,,
0.003644076408818364,5199,16,0.004007325507700443,,,,,
0.004118454642593861,5249,16,0.003631121711805463,,,,,
0.006119055673480034,5299,16,0.005890339147299528,,,,,
,5320,16,,0.7045000195503235,0.704800009727478,,,
,5320,16,,,,0.6835500001907349,0.7055972814559937,0.6816750168800354
0.007368720136582851,5349,17,0.006989094894379377,,,,,
0.0065833451226353645,5399,17,0.006623626220971346,,,,,
0.005683526862412691,5449,17,0.00589887797832489,,,,,
0.005432497709989548,5499,17,0.004536897875368595,,,,,
0.007052410859614611,5549,17,0.007216982543468475,,,,,
0.0046021295711398125,5599,17,0.004912748001515865,,,,,
,5633,17,,0.6769000291824341,0.6690999865531921,,,
,5633,17,,,,0.6881250143051147,0.6996637582778931,0.6857749819755554
0.006281331181526184,5649,18,0.006464311387389898,,,,,
0.006052310578525066,5699,18,0.0053603206761181355,,,,,
0.004844783339649439,5749,18,0.0044335718266665936,,,,,
0.004762705415487289,5799,18,0.004911545664072037,,,,,
0.0051950751803815365,5849,18,0.0052448781207203865,,,,,
0.005751212127506733,5899,18,0.005054113455116749,,,,,
,5946,18,,0.6654999852180481,0.6614999771118164,,,
,5946,18,,,,0.6906999945640564,0.6923457384109497,0.6913250088691711
0.005424545146524906,5949,19,0.005342639051377773,,,,,
0.005128094460815191,5999,19,0.005267073400318623,,,,,
0.004313216079026461,6049,19,0.005380695685744286,,,,,
0.005410067271441221,6099,19,0.006142950616776943,,,,,
0.005932884756475687,6149,19,0.006037958897650242,,,,,
0.00593116320669651,6199,19,0.006024347618222237,,,,,
0.003956261556595564,6249,19,0.0038710348308086395,,,,,
,6259,19,,0.6804999709129333,0.6883999705314636,,,
,6259,19,,,,0.6955749988555908,0.6867088675498962,0.6955500245094299
0.047138113528490067,6299,20,0.049653518944978714,,,,,
0.06884938478469849,6349,20,0.06889721751213074,,,,,
0.061407797038555145,6399,20,0.056351203471422195,,,,,
0.06095660850405693,6449,20,0.06161680817604065,,,,,
0.05268920585513115,6499,20,0.05171875283122063,,,,,
0.04785413295030594,6549,20,0.049011241644620895,,,,,
,6572,20,,0.5705000162124634,0.5238000154495239,,,
,6572,20,,,,0.5734000205993652,0.6046281456947327,0.5595999956130981
0.06570059806108475,6599,21,0.06204197183251381,,,,,
0.057327792048454285,6649,21,0.058405566960573196,,,,,
0.04821865260601044,6699,21,0.04812819883227348,,,,,
0.06344106793403625,6749,21,0.06475964933633804,,,,,
0.05805342271924019,6799,21,0.06077218055725098,,,,,
0.054014693945646286,6849,21,0.053916674107313156,,,,,
,6885,21,,0.5827000141143799,0.571399986743927,,,
,6885,21,,,,0.5852500200271606,0.6146162748336792,0.5905249714851379
0.051087744534015656,6899,22,0.05453497916460037,,,,,
0.047701917588710785,6949,22,0.046812381595373154,,,,,
0.0659460723400116,6999,22,0.06651419401168823,,,,,
0.0720403641462326,7049,22,0.06885305047035217,,,,,
0.08027438819408417,7099,22,0.07746616005897522,,,,,
0.06538642197847366,7149,22,0.06662817299365997,,,,,
,7198,22,,0.6079000234603882,0.5791000127792358,,,
,7198,22,,,,0.5993750095367432,0.6274722814559937,0.5957249999046326
0.06551610678434372,7199,23,0.06307405978441238,,,,,
0.05570726469159126,7249,23,0.05133366212248802,,,,,
0.07668894529342651,7299,23,0.07777592539787292,,,,,
0.10144481062889099,7349,23,0.1006697341799736,,,,,
0.08700148016214371,7399,23,0.08587905019521713,,,,,
0.053135741502046585,7449,23,0.054296474903821945,,,,,
0.057227812707424164,7499,23,0.05766607075929642,,,,,
,7511,23,,0.5963000059127808,0.5828999876976013,,,
,7511,23,,,,0.5993499755859375,0.6271756291389465,0.5989750027656555
0.06464464962482452,7549,24,0.05981495976448059,,,,,
0.07725447416305542,7599,24,0.0754813477396965,,,,,
0.06301245093345642,7649,24,0.06151627004146576,,,,,
0.0536217987537384,7699,24,0.05520271882414818,,,,,
0.05391034856438637,7749,24,0.05531889572739601,,,,,
0.08712974190711975,7799,24,0.08619718253612518,,,,,
,7824,24,,0.6043000221252441,0.5666000247001648,,,
,7824,24,,,,0.6108750104904175,0.6181764006614685,0.6114000082015991
0.057803452014923096,7849,25,0.05912609398365021,,,,,
0.08199424296617508,7899,25,0.08274764567613602,,,,,
0.06360538303852081,7949,25,0.06387526541948318,,,,,
0.05985114350914955,7999,25,0.06021532416343689,,,,,
0.06402099132537842,8049,25,0.06283651292324066,,,,,
0.05647343769669533,8099,25,0.057761650532484055,,,,,
,8137,25,,0.6230999827384949,0.6205999851226807,,,
,8137,25,,,,0.6083499789237976,0.6284612417221069,0.6071249842643738
0.050461407750844955,8149,26,0.0486091747879982,,,,,
0.06532800942659378,8199,26,0.0653311163187027,,,,,
0.06066826358437538,8249,26,0.055953819304704666,,,,,
0.06329807639122009,8299,26,0.06532631814479828,,,,,
0.053449373692274094,8349,26,0.05525900796055794,,,,,
0.05952506139874458,8399,26,0.0586329847574234,,,,,
0.07438256591558456,8449,26,0.07534308731555939,,,,,
,8450,26,,0.5683000087738037,0.6072999835014343,,,
