epoch,train_loss,step,val_acc2,val_acc1,test_acc,train_acc2,train_acc1
0,0.46158158779144287,49,,,,,
0,0.4397367238998413,99,,,,,
0,0.4144958555698395,149,,,,,
0,0.4518759846687317,199,,,,,
0,0.4126623868942261,249,,,,,
0,0.4021778106689453,299,,,,,
0,,311,0.30720001459121704,0.30979999899864197,,,
0,,311,,,0.34130001068115234,0.22601161897182465,0.22390826046466827
1,0.3793048560619354,349,,,,,
1,0.38404232263565063,399,,,,,
1,0.3937978744506836,449,,,,,
1,0.3851323127746582,499,,,,,
1,0.39278891682624817,549,,,,,
1,0.34847739338874817,599,,,,,
1,,623,0.36160001158714294,0.35690000653266907,,,
1,,623,,,0.39959999918937683,0.33037859201431274,0.3308543562889099
2,0.33058589696884155,649,,,,,
2,0.34404638409614563,699,,,,,
2,0.3489196300506592,749,,,,,
2,0.3524346351623535,799,,,,,
2,0.35430848598480225,849,,,,,
2,0.3605091869831085,899,,,,,
2,,935,0.3898000121116638,0.38929998874664307,,,
2,,935,,,0.42910000681877136,0.3756510317325592,0.3779296875
3,0.3261893093585968,949,,,,,
3,0.3347943127155304,999,,,,,
3,0.31862518191337585,1049,,,,,
3,0.35739365220069885,1099,,,,,
3,0.3446108102798462,1149,,,,,
3,0.32198551297187805,1199,,,,,
3,,1247,0.4180000126361847,0.4187000095844269,,,
3,,1247,,,0.4675000011920929,0.39540764689445496,0.39958932995796204
4,0.2917781472206116,1249,,,,,
4,0.30782267451286316,1299,,,,,
4,0.295987993478775,1349,,,,,
4,0.31273311376571655,1399,,,,,
4,0.2665976881980896,1449,,,,,
4,0.35636866092681885,1499,,,,,
4,0.2964955270290375,1549,,,,,
4,,1559,0.454800009727478,0.44839999079704285,,,
4,,1559,,,0.4950000047683716,0.4290865361690521,0.4328675866127014
5,0.29489627480506897,1599,,,,,
5,0.2770197093486786,1649,,,,,
5,0.28974708914756775,1699,,,,,
5,0.26249054074287415,1749,,,,,
5,0.310979425907135,1799,,,,,
5,0.25474846363067627,1849,,,,,
5,,1871,0.46369999647140503,0.47130000591278076,,,
5,,1871,,,0.520799994468689,0.4573066830635071,0.46018630266189575
6,0.2664058208465576,1899,,,,,
6,0.308815062046051,1949,,,,,
6,0.28428345918655396,1999,,,,,
6,0.2711126506328583,2049,,,,,
6,0.2586476802825928,2099,,,,,
6,0.2899262607097626,2149,,,,,
6,,2183,0.47519999742507935,0.4722999930381775,,,
6,,2183,,,0.517799973487854,0.4688751995563507,0.4686248004436493
7,0.2565491199493408,2199,,,,,
7,0.27304187417030334,2249,,,,,
7,0.2647359371185303,2299,,,,,
7,0.23266305029392242,2349,,,,,
7,0.21266356110572815,2399,,,,,
7,0.24942299723625183,2449,,,,,
7,,2495,0.4950000047683716,0.5001000165939331,,,
7,,2495,,,0.5562999844551086,0.48414963483810425,0.48127004504203796
8,0.21836791932582855,2499,,,,,
8,0.24524924159049988,2549,,,,,
8,0.2206375002861023,2599,,,,,
8,0.229914128780365,2649,,,,,
8,0.26128724217414856,2699,,,,,
8,0.21668021380901337,2749,,,,,
8,0.2093471735715866,2799,,,,,
8,,2807,0.5149999856948853,0.5027999877929688,,,
8,,2807,,,0.5640000104904175,0.49313902854919434,0.4974459111690521
9,0.21783435344696045,2849,,,,,
9,0.24470821022987366,2899,,,,,
9,0.21142913401126862,2949,,,,,
9,0.24774858355522156,2999,,,,,
9,0.18417277932167053,3049,,,,,
9,0.210640549659729,3099,,,,,
9,,3119,0.48100000619888306,0.5192999839782715,,,
9,,3119,,,0.5799000263214111,0.5078125,0.5076121687889099
10,0.20104996860027313,3149,,,,,
10,0.18464000523090363,3199,,,,,
10,0.19564931094646454,3249,,,,,
10,0.19472187757492065,3299,,,,,
10,0.2295500785112381,3349,,,,,
10,0.22205354273319244,3399,,,,,
10,,3431,0.5216000080108643,0.5187000036239624,,,
10,,3431,,,0.5778999924659729,0.5123948454856873,0.5135466456413269
11,0.18680322170257568,3449,,,,,
11,0.18957865238189697,3499,,,,,
11,0.19371069967746735,3549,,,,,
11,0.19763676822185516,3599,,,,,
11,0.1766163855791092,3649,,,,,
11,0.19248966872692108,3699,,,,,
11,,3743,0.5393999814987183,0.5321000218391418,,,
11,,3743,,,0.6021999716758728,0.521559476852417,0.522385835647583
12,0.22261390089988708,3749,,,,,
12,0.19861361384391785,3799,,,,,
12,0.194620281457901,3849,,,,,
12,0.24495822191238403,3899,,,,,
12,0.1815222054719925,3949,,,,,
12,0.21952927112579346,3999,,,,,
12,0.22849972546100616,4049,,,,,
12,,4055,0.53329998254776,0.5277000069618225,,,
12,,4055,,,0.5871999859809875,0.5278445482254028,0.5290965437889099
13,0.20647791028022766,4099,,,,,
13,0.20571403205394745,4149,,,,,
13,0.17761333286762238,4199,,,,,
13,0.18528181314468384,4249,,,,,
13,0.18792575597763062,4299,,,,,
13,0.21594679355621338,4349,,,,,
13,,4367,0.5454000234603882,0.5418999791145325,,,
13,,4367,,,0.6040999889373779,0.5336288213729858,0.5326021909713745
14,0.20736141502857208,4399,,,,,
14,0.1980782300233841,4449,,,,,
14,0.19003400206565857,4499,,,,,
14,0.2123182862997055,4549,,,,,
14,0.19627034664154053,4599,,,,,
14,0.19653496146202087,4649,,,,,
14,,4679,0.5449000000953674,0.5475000143051147,,,
14,,4679,,,0.6148999929428101,0.5400140285491943,0.5428184866905212
15,0.20367801189422607,4699,,,,,
15,0.19919459521770477,4749,,,,,
15,0.18470020592212677,4799,,,,,
15,0.18354475498199463,4849,,,,,
15,0.2028866708278656,4899,,,,,
15,0.23498079180717468,4949,,,,,
15,,4991,0.5457000136375427,0.5494999885559082,,,
15,,4991,,,0.6202999949455261,0.5408403277397156,0.5435446500778198
16,0.18476299941539764,4999,,,,,
16,0.262130469083786,5049,,,,,
16,0.20038700103759766,5099,,,,,
16,0.18003854155540466,5149,,,,,
16,0.24774353206157684,5199,,,,,
16,0.1992918848991394,5249,,,,,
16,0.2390771210193634,5299,,,,,
16,,5303,0.5483999848365784,0.5526000261306763,,,
16,,5303,,,0.6187999844551086,0.5486027598381042,0.5452223420143127
17,0.15825901925563812,5349,,,,,
17,0.20099398493766785,5399,,,,,
17,0.2059393674135208,5449,,,,,
17,0.21815599501132965,5499,,,,,
17,0.1981160193681717,5549,,,,,
17,0.22194688022136688,5599,,,,,
17,,5615,0.5521000027656555,0.5532000064849854,,,
17,,5615,,,0.6208000183105469,0.5478014945983887,0.5413160920143127
18,0.15490584075450897,5649,,,,,
18,0.20106381177902222,5699,,,,,
18,0.20651394128799438,5749,,,,,
18,0.19408473372459412,5799,,,,,
18,0.207614466547966,5849,,,,,
18,0.21561461687088013,5899,,,,,
18,,5927,0.37229999899864197,0.5182999968528748,,,
18,,5927,,,0.5812000036239624,0.548903226852417,0.5515324473381042
19,0.33173224329948425,5949,,,,,
19,0.21636846661567688,5999,,,,,
19,0.22901666164398193,6049,,,,,
19,0.22575891017913818,6099,,,,,
19,0.2751081585884094,6149,,,,,
19,0.23897135257720947,6199,,,,,
19,,6239,0.5131999850273132,0.5329999923706055,,,
19,,6239,,,0.6043999791145325,0.5185046195983887,0.522536039352417
20,0.2720184922218323,6249,,,,,
20,0.2149505615234375,6299,,,,,
20,0.2043401002883911,6349,,,,,
20,0.20783138275146484,6399,,,,,
20,0.17692479491233826,6449,,,,,
20,0.1623734086751938,6499,,,,,
20,0.17224834859371185,6549,,,,,
20,,6551,0.5419999957084656,0.5467000007629395,,,
20,,6551,,,0.6152999997138977,0.5398637652397156,0.5375601053237915
21,0.163863405585289,6599,,,,,
21,0.1653466820716858,6649,,,,,
21,0.21838240325450897,6699,,,,,
21,0.18409067392349243,6749,,,,,
21,0.1843675673007965,6799,,,,,
21,0.23120176792144775,6849,,,,,
21,,6863,0.5699999928474426,0.5645999908447266,,,
21,,6863,,,0.6410999894142151,0.5551882982254028,0.5517327785491943
22,0.24846239387989044,6899,,,,,
22,0.19146288931369781,6949,,,,,
22,0.2147386372089386,6999,,,,,
22,0.20509204268455505,7049,,,,,
22,0.1611860990524292,7099,,,,,
22,0.1741458624601364,7149,,,,,
22,,7175,0.5703999996185303,0.5752999782562256,,,
22,,7175,,,0.6492999792098999,0.5600460767745972,0.5519831776618958
23,0.17501631379127502,7199,,,,,
23,0.17152079939842224,7249,,,,,
23,0.174054816365242,7299,,,,,
23,0.20115330815315247,7349,,,,,
23,0.1995358169078827,7399,,,,,
23,0.1558595895767212,7449,,,,,
23,,7487,0.5751000046730042,0.569599986076355,,,
23,,7487,,,0.6492999792098999,0.5696364045143127,0.5661057829856873
24,0.16487953066825867,7499,,,,,
24,0.17917150259017944,7549,,,,,
24,0.18918506801128387,7599,,,,,
24,0.15293803811073303,7649,,,,,
24,0.1901416927576065,7699,,,,,
24,0.15331846475601196,7749,,,,,
24,0.2038121074438095,7799,,,,,
24,,7799,0.580299973487854,0.5766000151634216,,,
24,,7799,,,0.651199996471405,0.5757461786270142,0.5702874660491943
25,0.19449473917484283,7849,,,,,
25,0.14771778881549835,7899,,,,,
25,0.16101600229740143,7949,,,,,
25,0.20818686485290527,7999,,,,,
25,0.14597442746162415,8049,,,,,
25,0.16420188546180725,8099,,,,,
25,,8111,0.5763000249862671,0.5787000060081482,,,
25,,8111,,,0.6502000093460083,0.5761468410491943,0.5713391304016113
26,0.13603083789348602,8149,,,,,
26,0.18178017437458038,8199,,,,,
26,0.17274269461631775,8249,,,,,
26,0.16213028132915497,8299,,,,,
26,0.16250546276569366,8349,,,,,
26,0.1322900801897049,8399,,,,,
26,,8423,0.5884000062942505,0.5870000123977661,,,
26,,8423,,,0.6638000011444092,0.5837089419364929,0.5836839079856873
27,0.198647141456604,8449,,,,,
27,0.18501316010951996,8499,,,,,
27,0.13757580518722534,8549,,,,,
27,0.1787918508052826,8599,,,,,
27,0.155779168009758,8649,,,,,
27,0.14616478979587555,8699,,,,,
27,,8735,0.5909000039100647,0.5884000062942505,,,
27,,8735,,,0.6751999855041504,0.5888171195983887,0.5872395634651184
28,0.142355278134346,8749,,,,,
28,0.1716059297323227,8799,,,,,
28,0.12346196919679642,8849,,,,,
28,0.1893918663263321,8899,,,,,
28,0.12742367386817932,8949,,,,,
28,0.16503021121025085,8999,,,,,
28,,9047,0.5931000113487244,0.5917999744415283,,,
28,,9047,,,0.6693999767303467,0.5923477411270142,0.5929988026618958
29,0.18914590775966644,9049,,,,,
29,0.1339232176542282,9099,,,,,
29,0.17005130648612976,9149,,,,,
29,0.15006721019744873,9199,,,,,
29,0.17755858600139618,9249,,,,,
29,0.1508728563785553,9299,,,,,
29,0.15277613699436188,9349,,,,,
29,,9359,0.5978999733924866,0.5986999869346619,,,
29,,9359,,,0.6834999918937683,0.5973557829856873,0.5972555875778198
30,0.14261004328727722,9399,,,,,
30,0.14248383045196533,9449,,,,,
30,0.14372387528419495,9499,,,,,
30,0.16323618590831757,9549,,,,,
30,0.12980028986930847,9599,,,,,
30,0.1612822562456131,9649,,,,,
30,,9671,0.6053000092506409,0.604200005531311,,,
30,,9671,,,0.6894999742507935,0.5997346043586731,0.6002604365348816
31,0.19506455957889557,9699,,,,,
31,0.160858154296875,9749,,,,,
31,0.16623784601688385,9799,,,,,
31,0.11886702477931976,9849,,,,,
31,0.12083786725997925,9899,,,,,
