train_loss,step,epoch,val_loss,val_acc,train_acc,test_acc
2.10933780670166,49,0,,,,
1.9243192672729492,99,0,,,,
1.9718633890151978,149,0,,,,
2.0177695751190186,199,0,,,,
1.9070000648498535,249,0,,,,
2.0222344398498535,299,0,,,,
,311,0,1.922153353691101,0.33070001006126404,,
,311,0,,,0.26494890451431274,0.41679999232292175
1.8346076011657715,349,1,,,,
1.7887173891067505,399,1,,,,
2.1314902305603027,449,1,,,,
1.8678717613220215,499,1,,,,
1.7489964962005615,549,1,,,,
1.9695334434509277,599,1,,,,
,623,1,1.7575546503067017,0.3935999870300293,,
,623,1,,,0.3539162576198578,0.508400022983551
1.8514411449432373,649,2,,,,
1.6997469663619995,699,2,,,,
1.630558967590332,749,2,,,,
1.776222586631775,799,2,,,,
1.6518895626068115,849,2,,,,
1.687597632408142,899,2,,,,
,935,2,1.7447476387023926,0.4018000066280365,,
,935,2,,,0.39801183342933655,0.5252000093460083
1.6003262996673584,949,3,,,,
1.5979905128479004,999,3,,,,
1.4396792650222778,1049,3,,,,
1.7241415977478027,1099,3,,,,
1.7331335544586182,1149,3,,,,
1.764199137687683,1199,3,,,,
,1247,3,1.6462332010269165,0.45879998803138733,,
,1247,3,,,0.4294120669364929,0.6186000108718872
1.5377793312072754,1249,4,,,,
1.6060280799865723,1299,4,,,,
1.6910884380340576,1349,4,,,,
1.6347002983093262,1399,4,,,,
1.7312856912612915,1449,4,,,,
1.6042594909667969,1499,4,,,,
1.6305391788482666,1549,4,,,,
,1559,4,1.6563496589660645,0.45820000767707825,,
,1559,4,,,0.45708131790161133,0.6304000020027161
1.5660772323608398,1599,5,,,,
1.7151669263839722,1649,5,,,,
1.7342803478240967,1699,5,,,,
1.6368944644927979,1749,5,,,,
1.4701793193817139,1799,5,,,,
1.56440007686615,1849,5,,,,
,1871,5,1.665507197380066,0.4551999866962433,,
,1871,5,,,0.47425881028175354,0.6248000264167786
1.6917327642440796,1899,6,,,,
1.6184866428375244,1949,6,,,,
1.4362995624542236,1999,6,,,,
1.6665215492248535,2049,6,,,,
1.698502779006958,2099,6,,,,
1.4482585191726685,2149,6,,,,
,2183,6,1.564022421836853,0.4991999864578247,,
,2183,6,,,0.4935396611690521,0.6772000193595886
1.3421998023986816,2199,7,,,,
1.4793732166290283,2249,7,,,,
1.3518598079681396,2299,7,,,,
1.3372712135314941,2349,7,,,,
1.490880012512207,2399,7,,,,
1.4905850887298584,2449,7,,,,
,2495,7,1.5351475477218628,0.5174000263214111,,
,2495,7,,,0.5079377293586731,0.7103999853134155
1.452608346939087,2499,8,,,,
1.3113682270050049,2549,8,,,,
1.4725455045700073,2599,8,,,,
1.662688136100769,2649,8,,,,
1.5519416332244873,2699,8,,,,
1.5060038566589355,2749,8,,,,
1.4297538995742798,2799,8,,,,
,2807,8,1.523415446281433,0.526199996471405,,
,2807,8,,,0.5193058848381042,0.7384999990463257
1.6116273403167725,2849,9,,,,
1.5092012882232666,2899,9,,,,
1.6390032768249512,2949,9,,,,
1.2827391624450684,2999,9,,,,
1.6262757778167725,3049,9,,,,
1.4747387170791626,3099,9,,,,
,3119,9,1.5379841327667236,0.5151000022888184,,
,3119,9,,,0.5265174508094788,0.7184000015258789
1.5442290306091309,3149,10,,,,
1.4978950023651123,3199,10,,,,
1.3290270566940308,3249,10,,,,
1.5167499780654907,3299,10,,,,
1.6898725032806396,3349,10,,,,
1.448089599609375,3399,10,,,,
,3431,10,1.5427703857421875,0.5109000205993652,,
,3431,10,,,0.5258914232254028,0.7026000022888184
1.1357258558273315,3449,11,,,,
1.3784794807434082,3499,11,,,,
1.2674459218978882,3549,11,,,,
1.1804327964782715,3599,11,,,,
1.0669498443603516,3649,11,,,,
1.2147916555404663,3699,11,,,,
,3743,11,1.2969624996185303,0.5260999798774719,,
,3743,11,,,0.5328024625778198,0.7451000213623047
0.9170852899551392,3749,12,,,,
1.0221734046936035,3799,12,,,,
0.9659252762794495,3849,12,,,,
1.0383388996124268,3899,12,,,,
0.969343900680542,3949,12,,,,
0.9285575151443481,3999,12,,,,
1.137629508972168,4049,12,,,,
,4055,12,1.14241361618042,0.4916999936103821,,
,4055,12,,,0.5384114384651184,0.675000011920929
0.5400519967079163,4099,13,,,,
0.502348780632019,4149,13,,,,
0.4937952160835266,4199,13,,,,
0.5854548811912537,4249,13,,,,
1.2314207553863525,4299,13,,,,
0.4939342141151428,4349,13,,,,
,4367,13,0.7149035930633545,0.5320000052452087,,
,4367,13,,,0.5202323794364929,0.7383000254631042
0.4242118299007416,4399,14,,,,
0.0881829559803009,4449,14,,,,
0.5610954761505127,4499,14,,,,
0.11177459359169006,4549,14,,,,
0.15359878540039062,4599,14,,,,
0.7665998935699463,4649,14,,,,
,4679,14,0.5050634741783142,0.4740999937057495,,
,4679,14,,,0.5141977071762085,0.6814000010490417
-0.4550870656967163,4699,15,,,,
0.5899518728256226,4749,15,,,,
0.19078963994979858,4799,15,,,,
-0.9071568250656128,4849,15,,,,
-1.0837857723236084,4899,15,,,,
-0.59196937084198,4949,15,,,,
,4991,15,-0.18358296155929565,0.4754999876022339,,
,4991,15,,,0.5103415250778198,0.6453999876976013
-1.8362687826156616,4999,16,,,,
-1.28426194190979,5049,16,,,,
-1.23781418800354,5099,16,,,,
-0.9784097671508789,5149,16,,,,
-2.399371862411499,5199,16,,,,
-1.6607158184051514,5249,16,,,,
-1.1409239768981934,5299,16,,,,
,5303,16,-0.909726083278656,0.49149999022483826,,
,5303,16,,,0.514573335647583,0.6672999858856201
-1.6409202814102173,5349,17,,,,
-1.5380147695541382,5399,17,,,,
-2.333791732788086,5449,17,,,,
-2.5432419776916504,5499,17,,,,
-2.1125082969665527,5549,17,,,,
-1.329162836074829,5599,17,,,,
,5615,17,-1.7646160125732422,0.5098999738693237,,
,5615,17,,,0.520432710647583,0.7145000100135803
-2.767855644226074,5649,18,,,,
-2.6509509086608887,5699,18,,,,
-3.26547908782959,5749,18,,,,
-2.3225762844085693,5799,18,,,,
-3.2663848400115967,5849,18,,,,
-3.2002134323120117,5899,18,,,,
,5927,18,-2.61244535446167,0.499099999666214,,
,5927,18,,,0.5259164571762085,0.6845999956130981
-4.566872596740723,5949,19,,,,
-3.404841899871826,5999,19,,,,
-5.196749687194824,6049,19,,,,
-4.397220611572266,6099,19,,,,
-4.010834217071533,6149,19,,,,
-3.032761573791504,6199,19,,,,
,6239,19,-3.6699163913726807,0.5245000123977661,,
,6239,19,,,0.5358073115348816,0.7533000111579895
-4.937984943389893,6249,20,,,,
-2.873664379119873,6299,20,,,,
-5.361327171325684,6349,20,,,,
-5.4920334815979,6399,20,,,,
-4.890998363494873,6449,20,,,,
-5.065514087677002,6499,20,,,,
-3.8546762466430664,6549,20,,,,
,6551,20,-4.522817134857178,0.5231000185012817,,
,6551,20,,,0.5407401919364929,0.7477999925613403
-5.048287391662598,6599,21,,,,
-6.147072792053223,6649,21,,,,
-6.35307502746582,6699,21,,,,
-5.694853782653809,6749,21,,,,
-5.478582382202148,6799,21,,,,
-6.110710620880127,6849,21,,,,
,6863,21,-5.455585956573486,0.5227000117301941,,
,6863,21,,,0.5451472401618958,0.7347999811172485
-6.9262847900390625,6899,22,,,,
-6.297214031219482,6949,22,,,,
-6.235067367553711,6999,22,,,,
-8.193964004516602,7049,22,,,,
-7.154998302459717,7099,22,,,,
-6.64747428894043,7149,22,,,,
,7175,22,-6.3388752937316895,0.524399995803833,,
,7175,22,,,0.5485526919364929,0.7498999834060669
-8.562320709228516,7199,23,,,,
-8.197185516357422,7249,23,,,,
-8.065088272094727,7299,23,,,,
-8.558134078979492,7349,23,,,,
-7.9705023765563965,7399,23,,,,
-8.706777572631836,7449,23,,,,
,7487,23,-7.486788272857666,0.5406000018119812,,
,7487,23,,,0.5572415590286255,0.7430999875068665
-10.154635429382324,7499,24,,,,
-8.70301628112793,7549,24,,,,
-7.842742443084717,7599,24,,,,
-9.470306396484375,7649,24,,,,
-9.776810646057129,7699,24,,,,
-9.305791854858398,7749,24,,,,
-9.721075057983398,7799,24,,,,
,7799,24,-8.590893745422363,0.5426999926567078,,
,7799,24,,,0.5618239045143127,0.7678999900817871
-10.258001327514648,7849,25,,,,
-10.61156177520752,7899,25,,,,
-9.351478576660156,7949,25,,,,
-9.755416870117188,7999,25,,,,
-10.454378128051758,8049,25,,,,
-10.370967864990234,8099,25,,,,
,8111,25,-9.492240905761719,0.5347999930381775,,
,8111,25,,,0.5656800866127014,0.7534000277519226
-10.725168228149414,8149,26,,,,
-11.578168869018555,8199,26,,,,
-10.384237289428711,8249,26,,,,
-10.12820816040039,8299,26,,,,
-11.834327697753906,8349,26,,,,
-11.380767822265625,8399,26,,,,
,8423,26,-10.514141082763672,0.5299999713897705,,
,8423,26,,,0.5677333474159241,0.7465000152587891
-11.277828216552734,8449,27,,,,
-12.003717422485352,8499,27,,,,
-12.970268249511719,8549,27,,,,
-11.681854248046875,8599,27,,,,
-13.378798484802246,8649,27,,,,
-12.925103187561035,8699,27,,,,
,8735,27,-11.55629825592041,0.5437999963760376,,
,8735,27,,,0.5732672214508057,0.7635999917984009
-13.252975463867188,8749,28,,,,
-13.295706748962402,8799,28,,,,
-14.166114807128906,8849,28,,,,
-13.257003784179688,8899,28,,,,
-13.494985580444336,8949,28,,,,
-12.505390167236328,8999,28,,,,
,9047,28,-12.549092292785645,0.5371000170707703,,
,9047,28,,,0.5766977071762085,0.7454000115394592
-13.375260353088379,9049,29,,,,
-14.34469985961914,9099,29,,,,
-13.984283447265625,9149,29,,,,
-14.299535751342773,9199,29,,,,
-15.589715957641602,9249,29,,,,
-14.272469520568848,9299,29,,,,
-15.055900573730469,9349,29,,,,
,9359,29,-13.544609069824219,0.5317999720573425,,
,9359,29,,,0.5800280570983887,0.7365000247955322
-16.605316162109375,9399,30,,,,
-14.740036010742188,9449,30,,,,
-16.64919662475586,9499,30,,,,
-14.145427703857422,9549,30,,,,
-16.47930145263672,9599,30,,,,
-14.718693733215332,9649,30,,,,
,9671,30,-14.793208122253418,0.5525000095367432,,
,9671,30,,,0.5801782608032227,0.7893000245094299
