train_loss,step,epoch,test_acc
2.112776279449463,49,0,
2.0953168869018555,99,0,
1.8617074489593506,149,0,
1.9164878129959106,199,0,
1.8180192708969116,249,0,
1.9306858777999878,299,0,
1.9470335245132446,349,0,
,389,0,0.3610999882221222
2.498481512069702,399,1,
2.1102840900421143,449,1,
1.9888120889663696,499,1,
1.7473984956741333,549,1,
2.029545307159424,599,1,
1.7680960893630981,649,1,
1.7353864908218384,699,1,
1.4415725469589233,749,1,
,779,1,0.447299987077713
1.6198900938034058,799,2,
1.9466817378997803,849,2,
1.6195446252822876,899,2,
1.5832175016403198,949,2,
1.6314845085144043,999,2,
1.435988426208496,1049,2,
1.7437952756881714,1099,2,
1.7467010021209717,1149,2,
,1169,2,0.546500027179718
1.3758705854415894,1199,3,
1.949647068977356,1249,3,
1.327575445175171,1299,3,
1.8147869110107422,1349,3,
1.6963448524475098,1399,3,
1.1556165218353271,1449,3,
1.5666002035140991,1499,3,
1.5014674663543701,1549,3,
,1559,3,0.5756999850273132
1.346244215965271,1599,4,
1.1004576683044434,1649,4,
1.728001594543457,1699,4,
0.8849573135375977,1749,4,
0.842007040977478,1799,4,
1.662542462348938,1849,4,
1.5517652034759521,1899,4,
1.3729033470153809,1949,4,
,1949,4,0.600600004196167
1.2176767587661743,1999,5,
1.16758131980896,2049,5,
1.0791116952896118,2099,5,
1.5747367143630981,2149,5,
1.543479084968567,2199,5,
1.290386438369751,2249,5,
1.065260648727417,2299,5,
,2339,5,0.6018999814987183
1.0127657651901245,2349,6,
1.1384767293930054,2399,6,
1.387845516204834,2449,6,
1.4131101369857788,2499,6,
0.6799489259719849,2549,6,
0.3489740490913391,2599,6,
1.4307148456573486,2649,6,
0.9828512668609619,2699,6,
,2729,6,0.6541000008583069
0.3579599857330322,2749,7,
0.16125893592834473,2799,7,
0.32009875774383545,2849,7,
0.20908641815185547,2899,7,
0.7282230854034424,2949,7,
0.670565664768219,2999,7,
1.36082923412323,3049,7,
0.3358912467956543,3099,7,
,3119,7,0.6924999952316284
0.8724860548973083,3149,8,
0.7338802814483643,3199,8,
1.236826777458191,3249,8,
0.9865033030509949,3299,8,
1.231032371520996,3349,8,
0.5646697282791138,3399,8,
0.6238396167755127,3449,8,
0.1317446231842041,3499,8,
,3509,8,0.6656000018119812
1.2407519817352295,3549,9,
0.046843886375427246,3599,9,
0.08711934089660645,3649,9,
1.3184974193572998,3699,9,
0.6199772357940674,3749,9,
1.3096864223480225,3799,9,
0.8041555881500244,3849,9,
0.18117356300354004,3899,9,
,3899,9,0.6834999918937683
1.0120148658752441,3949,10,
1.0943496227264404,3999,10,
0.9053971767425537,4049,10,
1.222013235092163,4099,10,
1.230473279953003,4149,10,
0.5543969869613647,4199,10,
0.16802167892456055,4249,10,
,4289,10,0.7135000228881836
-0.7165710926055908,4299,11,
0.2228916883468628,4349,11,
0.48841655254364014,4399,11,
-0.46863865852355957,4449,11,
-0.37336182594299316,4499,11,
-0.8044507503509521,4549,11,
0.4622950553894043,4599,11,
-0.3598940372467041,4649,11,
,4679,11,0.7389000058174133
1.305965781211853,4699,12,
0.04721343517303467,4749,12,
-0.21721124649047852,4799,12,
-0.17045152187347412,4849,12,
0.31266021728515625,4899,12,
1.0608123540878296,4949,12,
1.0109386444091797,4999,12,
0.04855465888977051,5049,12,
,5069,12,0.7580999732017517
0.5343163013458252,5099,13,
-1.544276237487793,5149,13,
-1.2728240489959717,5199,13,
0.7775818109512329,5249,13,
-0.05143916606903076,5299,13,
-0.8615537881851196,5349,13,
-0.3118278980255127,5399,13,
-1.370390772819519,5449,13,
,5459,13,0.7820000052452087
0.8499858379364014,5499,14,
-0.21146488189697266,5549,14,
0.6901092529296875,5599,14,
0.23133015632629395,5649,14,
0.2540922164916992,5699,14,
-1.4377714395523071,5749,14,
0.8654865026473999,5799,14,
0.8260424137115479,5849,14,
,5849,14,0.7839000225067139
0.9751827716827393,5899,15,
-0.15039706230163574,5949,15,
-0.005291581153869629,5999,15,
0.01473855972290039,6049,15,
-0.1719961166381836,6099,15,
-1.6617920398712158,6149,15,
-0.7255263328552246,6199,15,
,6239,15,0.7621999979019165
-1.0169297456741333,6249,16,
-0.842357873916626,6299,16,
-0.7224434614181519,6349,16,
0.09454262256622314,6399,16,
-2.120626211166382,6449,16,
-0.663623571395874,6499,16,
-1.403714656829834,6549,16,
1.0274512767791748,6599,16,
,6629,16,0.7721999883651733
-1.3565161228179932,6649,17,
-1.3951083421707153,6699,17,
-0.4164886474609375,6749,17,
0.6526699066162109,6799,17,
-1.947110652923584,6849,17,
0.8775616884231567,6899,17,
0.3446524143218994,6949,17,
0.7148822546005249,6999,17,
,7019,17,0.7728000283241272
