epoch,train_loss,step,val_loss,val_acc,test_acc,train_acc
0,2.4416375160217285,49,,,,
0,2.904103994369507,99,,,,
0,2.396796464920044,149,,,,
0,1.9566185474395752,199,,,,
0,2.171320676803589,249,,,,
0,1.8207015991210938,299,,,,
0,,312,2.090777635574341,0.2840999960899353,,
0,,312,,,0.30943432450294495,0.20800000429153442
1,1.9559919834136963,349,,,,
1,1.8427622318267822,399,,,,
1,1.8552825450897217,449,,,,
1,1.7639669179916382,499,,,,
1,1.8471189737319946,549,,,,
1,1.8803987503051758,599,,,,
1,,625,1.7231919765472412,0.3544999957084656,,
1,,625,,,0.39626187086105347,0.3234249949455261
2,1.7851004600524902,649,,,,
2,1.6300240755081177,699,,,,
2,1.7721484899520874,749,,,,
2,1.7371330261230469,799,,,,
2,1.5662752389907837,849,,,,
2,1.5623846054077148,899,,,,
2,,938,1.5528149604797363,0.42500001192092896,,
2,,938,,,0.445905864238739,0.3891249895095825
3,1.600364089012146,949,,,,
3,1.5230772495269775,999,,,,
3,1.5443589687347412,1049,,,,
3,1.5424106121063232,1099,,,,
3,1.4327059984207153,1149,,,,
3,1.4634567499160767,1199,,,,
3,1.462828516960144,1249,,,,
3,,1251,1.4201018810272217,0.4814000129699707,,
3,,1251,,,0.4930775463581085,0.4445750117301941
4,1.4825471639633179,1299,,,,
4,1.3132041692733765,1349,,,,
4,1.3034847974777222,1399,,,,
4,1.3654927015304565,1449,,,,
4,1.4596259593963623,1499,,,,
4,1.369783878326416,1549,,,,
4,,1564,1.4177851676940918,0.49790000915527344,,
4,,1564,,,0.5309533476829529,0.4959999918937683
5,1.463874340057373,1599,,,,
5,1.339707374572754,1649,,,,
5,1.2172305583953857,1699,,,,
5,1.3307528495788574,1749,,,,
5,1.4262081384658813,1799,,,,
5,1.2530609369277954,1849,,,,
5,,1877,1.2121723890304565,0.5756999850273132,,
5,,1877,,,0.5834652185440063,0.5472750067710876
6,1.2181525230407715,1899,,,,
6,1.2509629726409912,1949,,,,
6,1.2034708261489868,1999,,,,
6,1.2573820352554321,2049,,,,
6,1.3665159940719604,2099,,,,
6,1.2383956909179688,2149,,,,
