train_loss1,step,train_loss2,epoch,val_acc1,val_acc2,train_acc1,train_acc2,test_acc
0.01792346127331257,49,0.01828988455235958,0,,,,,
0.016174988821148872,99,0.01593214087188244,0,,,,,
0.015292135998606682,149,0.014971273951232433,0,,,,,
0.015956204384565353,199,0.0157614778727293,0,,,,,
0.014181140810251236,249,0.014531088061630726,0,,,,,
0.014535876922309399,299,0.015392097644507885,0,,,,,
,311,,0,0.3490000069141388,0.35350000858306885,,,
,311,,0,,,0.26011618971824646,0.2521534562110901,0.3799446225166321
0.015121019445359707,349,0.014425859786570072,1,,,,,
0.013298091478645802,399,0.013360138982534409,1,,,,,
0.013346521183848381,449,0.01415245607495308,1,,,,,
0.012895827181637287,499,0.013676474802196026,1,,,,,
0.0122855044901371,549,0.012777276337146759,1,,,,,
0.012160064652562141,599,0.012442507781088352,1,,,,,
,623,,1,0.4203000068664551,0.42410001158714294,,,
,623,,1,,,0.3669371008872986,0.37224557995796204,0.4361155033111572
0.011889246292412281,649,0.012031770311295986,2,,,,,
0.011748495511710644,699,0.011793086305260658,2,,,,,
0.011392207816243172,749,0.01136698853224516,2,,,,,
0.013002932071685791,799,0.013808919116854668,2,,,,,
0.012419702485203743,849,0.01297368761152029,2,,,,,
0.011173896491527557,899,0.01145466323941946,2,,,,,
,935,,2,0.4674000144004822,0.45570001006126404,,,
,935,,2,,,0.4266326129436493,0.42836037278175354,0.4736946225166321
0.01191268116235733,949,0.012319548055529594,3,,,,,
0.010567102581262589,999,0.01081101130694151,3,,,,,
0.010706594213843346,1049,0.010498316027224064,3,,,,,
0.010425729677081108,1099,0.009786161594092846,3,,,,,
0.010873658582568169,1149,0.011586993932723999,3,,,,,
0.009922762401401997,1199,0.011121680028736591,3,,,,,
,1247,,3,0.49799999594688416,0.5011000037193298,,,
,1247,,3,,,0.4651692807674408,0.47120392322540283,0.5157238841056824
0.010420255362987518,1249,0.010133469477295876,4,,,,,
0.010916022583842278,1299,0.010328180156648159,4,,,,,
0.010250785388052464,1349,0.009388314560055733,4,,,,,
0.010857559740543365,1399,0.010981363244354725,4,,,,,
0.011544334702193737,1449,0.009967661462724209,4,,,,,
0.008220981806516647,1499,0.008083042688667774,4,,,,,
0.009230650030076504,1549,0.008986914530396461,4,,,,,
,1559,,4,0.5077000260353088,0.527999997138977,,,
,1559,,4,,,0.4981220066547394,0.5012519955635071,0.5495451092720032
0.01043323241174221,1599,0.010169655084609985,5,,,,,
0.00985492579638958,1649,0.008961103856563568,5,,,,,
0.008496751077473164,1699,0.008432386443018913,5,,,,,
0.009274952113628387,1749,0.008596152067184448,5,,,,,
0.009766927920281887,1799,0.009536412544548512,5,,,,,
0.01010761596262455,1849,0.009849644266068935,5,,,,,
,1871,,5,0.5527999997138977,0.553600013256073,,,
,1871,,5,,,0.5245893597602844,0.5286458134651184,0.5692246556282043
0.007597686722874641,1899,0.007221790496259928,6,,,,,
0.010134870186448097,1949,0.008340715430676937,6,,,,,
0.008542126044631004,1999,0.008023940958082676,6,,,,,
0.008440510369837284,2049,0.00840176921337843,6,,,,,
0.007163500413298607,2099,0.00663762679323554,6,,,,,
0.007013911847025156,2149,0.006699466146528721,6,,,,,
,2183,,6,0.5626999735832214,0.5800999999046326,,,
,2183,,6,,,0.5442708134651184,0.5519831776618958,0.5930577516555786
0.008275213651359081,2199,0.008647996932268143,7,,,,,
0.008481604047119617,2249,0.007723791990429163,7,,,,,
0.008095800876617432,2299,0.009167809039354324,7,,,,,
0.0076681762002408504,2349,0.007663094438612461,7,,,,,
0.00801848340779543,2399,0.00768996262922883,7,,,,,
0.008135532960295677,2449,0.008100645616650581,7,,,,,
,2495,,7,0.5627999901771545,0.5734999775886536,,,
,2495,,7,,,0.5705128312110901,0.5679086446762085,0.5916732549667358
0.006370630580931902,2499,0.005852189380675554,8,,,,,
0.008144997991621494,2549,0.00882615428417921,8,,,,,
0.009704955853521824,2599,0.009559374302625656,8,,,,,
0.009861183352768421,2649,0.01010593120008707,8,,,,,
0.007916389033198357,2699,0.00837718602269888,8,,,,,
0.00772199546918273,2749,0.007618134841322899,8,,,,,
0.006352838594466448,2799,0.006729819346219301,8,,,,,
,2807,,8,0.5817999839782715,0.5896000266075134,,,
,2807,,8,,,0.5827073454856873,0.5834084749221802,0.6163963675498962
0.00901833362877369,2849,0.008799144066870213,9,,,,,
0.007047519087791443,2899,0.006852569989860058,9,,,,,
0.0061740875244140625,2949,0.0064076525159180164,9,,,,,
0.005879430565983057,2999,0.006719374563544989,9,,,,,
0.006229044869542122,3049,0.00642903009429574,9,,,,,
0.0064623295329511166,3099,0.006656842306256294,9,,,,,
,3119,,9,0.6078000068664551,0.5856999754905701,,,
,3119,,9,,,0.5926733016967773,0.5929988026618958,0.6300435066223145
0.006554205436259508,3149,0.006629674229770899,10,,,,,
0.004644177388399839,3199,0.004461471922695637,10,,,,,
0.00574202835559845,3249,0.006494147703051567,10,,,,,
0.009411046281456947,3299,0.010251520201563835,10,,,,,
0.006949247792363167,3349,0.0074946144595742226,10,,,,,
0.007686293218284845,3399,0.007517191581428051,10,,,,,
,3431,,10,0.6032999753952026,0.6071000099182129,,,
,3431,,10,,,0.6034905910491943,0.6050931215286255,0.6566455960273743
0.006580116227269173,3449,0.0058498322032392025,11,,,,,
0.007551766932010651,3499,0.00728265754878521,11,,,,,
0.007689131889492273,3549,0.007470070384442806,11,,,,,
0.00629825983196497,3599,0.006456116680055857,11,,,,,
0.007591225206851959,3649,0.00713586900383234,11,,,,,
0.008080539293587208,3699,0.009782681241631508,11,,,,,
,3743,,11,0.6193000078201294,0.6327000260353088,,,
,3743,,11,,,0.6090745329856873,0.6154096722602844,0.6488330960273743
0.006543850060552359,3749,0.006416400894522667,12,,,,,
0.00759936822578311,3799,0.00656539062038064,12,,,,,
0.006239651702344418,3849,0.007088329643011093,12,,,,,
