epoch,step,train_loss,val_acc,val_loss,test_acc
0,49,1.971128225326538,,,
0,99,1.8885360956192017,,,
0,149,1.7632017135620117,,,
0,199,1.788131594657898,,,
0,249,1.6115559339523315,,,
0,299,1.9904009103775024,,,
0,311,,0.42080000042915344,1.8541948795318604,
0,311,,,,0.43220001459121704
1,349,2.040280818939209,,,
1,399,2.058816909790039,,,
1,449,2.020284652709961,,,
1,499,1.84190034866333,,,
1,549,1.9686787128448486,,,
1,599,1.8522003889083862,,,
1,623,,0.44859999418258667,1.6229368448257446,
1,623,,,,0.4560000002384186
2,649,1.550697684288025,,,
2,699,1.7537397146224976,,,
2,749,1.769553303718567,,,
2,799,1.586582064628601,,,
2,849,1.8058319091796875,,,
2,899,1.6471232175827026,,,
2,935,,0.484499990940094,1.485338807106018,
2,935,,,,0.5026999711990356
3,949,1.8770833015441895,,,
3,999,1.4087082147598267,,,
3,1049,1.7668765783309937,,,
3,1099,1.3228787183761597,,,
3,1149,1.7632189989089966,,,
3,1199,1.0931005477905273,,,
3,1247,,0.5209000110626221,1.3952053785324097,
3,1247,,,,0.5421000123023987
4,1249,1.6420841217041016,,,
4,1299,1.6006157398223877,,,
4,1349,1.310013771057129,,,
4,1399,1.4213312864303589,,,
4,1449,1.245436191558838,,,
4,1499,1.5932347774505615,,,
4,1549,1.6409025192260742,,,
4,1559,,0.605400025844574,1.2231993675231934,
4,1559,,,,0.6197999715805054
5,1599,1.5658481121063232,,,
5,1649,1.4810199737548828,,,
5,1699,1.2444177865982056,,,
5,1749,1.3762551546096802,,,
5,1799,1.5898563861846924,,,
5,1849,1.4155526161193848,,,
5,1871,,0.6212999820709229,1.141414761543274,
5,1871,,,,0.6470000147819519
6,1899,0.8497259020805359,,,
6,1949,1.0184894800186157,,,
6,1999,0.3694254755973816,,,
6,2049,0.633455753326416,,,
6,2099,0.5664633512496948,,,
6,2149,0.6911965608596802,,,
6,2183,,0.6168000102043152,1.1300545930862427,
6,2183,,,,0.640999972820282
7,2199,1.2194550037384033,,,
7,2249,1.2205305099487305,,,
7,2299,1.1491844654083252,,,
7,2349,0.5314580202102661,,,
7,2399,1.1858162879943848,,,
7,2449,1.2514185905456543,,,
7,2495,,0.6337000131607056,1.1064258813858032,
7,2495,,,,0.6543999910354614
8,2499,-0.2152029275894165,,,
8,2549,0.6583011150360107,,,
8,2599,1.0938258171081543,,,
8,2649,1.4089678525924683,,,
8,2699,0.19623589515686035,,,
8,2749,1.3429216146469116,,,
8,2799,0.5827161073684692,,,
8,2807,,0.657800018787384,1.0703558921813965,
8,2807,,,,0.6851000189781189
9,2849,0.44074273109436035,,,
9,2899,0.32877087593078613,,,
9,2949,1.139133334159851,,,
9,2999,0.10502851009368896,,,
9,3049,0.48842573165893555,,,
9,3099,0.6839900016784668,,,
9,3119,,0.6780999898910522,1.0061331987380981,
9,3119,,,,0.7117000222206116
10,3149,1.1023762226104736,,,
10,3199,-0.6854278445243835,,,
10,3249,0.03648412227630615,,,
10,3299,-0.027588367462158203,,,
10,3349,-0.4087662696838379,,,
10,3399,0.19167768955230713,,,
10,3431,,0.7063999772071838,0.9365397691726685,
10,3431,,,,0.7368000149726868
11,3449,-1.19886314868927,,,
11,3499,0.8349384069442749,,,
11,3549,0.1035468578338623,,,
11,3599,-0.37122321128845215,,,
11,3649,1.0719819068908691,,,
11,3699,0.57598876953125,,,
11,3743,,0.7085999846458435,0.9362853765487671,
11,3743,,,,0.7408999800682068
12,3749,0.3341318368911743,,,
12,3799,-0.42966556549072266,,,
12,3849,0.07509350776672363,,,
12,3899,0.931118369102478,,,
12,3949,1.1211144924163818,,,
12,3999,0.7858725786209106,,,
12,4049,0.003174424171447754,,,
12,4055,,0.7039999961853027,0.9762746095657349,
12,4055,,,,0.7366999983787537
13,4099,0.6145845651626587,,,
13,4149,-0.6135125160217285,,,
13,4199,0.9527040719985962,,,
13,4249,-0.8603289127349854,,,
13,4299,-0.75471031665802,,,
13,4349,-0.38232338428497314,,,
13,4367,,0.7143999934196472,0.9513736367225647,
13,4367,,,,0.755299985408783
14,4399,-2.364774227142334,,,
14,4449,0.8708246946334839,,,
14,4499,-0.41776740550994873,,,
14,4549,0.35851073265075684,,,
14,4599,-1.1484342813491821,,,
14,4649,-2.007542133331299,,,
14,4679,,0.7401000261306763,0.8525087833404541,
14,4679,,,,0.7825000286102295
15,4699,-0.32770204544067383,,,
15,4749,0.7586425542831421,,,
15,4799,0.2961761951446533,,,
15,4849,0.09888207912445068,,,
15,4899,-0.11966514587402344,,,
15,4949,-2.591066360473633,,,
15,4991,,0.73580002784729,0.8664913773536682,
15,4991,,,,0.7764000296592712
16,4999,0.816045880317688,,,
16,5049,0.08835840225219727,,,
16,5099,0.74355149269104,,,
16,5149,-1.6811991930007935,,,
16,5199,-0.18138933181762695,,,
16,5249,-0.3728886842727661,,,
16,5299,-0.25584471225738525,,,
16,5303,,0.7447999715805054,0.8450518846511841,
16,5303,,,,0.7809000015258789
17,5349,-1.0316771268844604,,,
17,5399,0.3806384801864624,,,
17,5449,0.3018747568130493,,,
17,5499,0.24555110931396484,,,
17,5549,0.8811222314834595,,,
17,5599,-0.43106818199157715,,,
17,5615,,0.7540000081062317,0.8441392779350281,
17,5615,,,,0.7912999987602234
18,5649,0.4811568260192871,,,
18,5699,-2.2402610778808594,,,
18,5749,0.009544849395751953,,,
18,5799,-0.06541943550109863,,,
18,5849,-1.6460459232330322,,,
18,5899,-0.8244349956512451,,,
18,5927,,0.7547000050544739,0.8484688401222229,
18,5927,,,,0.7893000245094299
19,5949,-0.5082780122756958,,,
19,5999,0.24847126007080078,,,
19,6049,-0.4993293285369873,,,
19,6099,-2.28262996673584,,,
19,6149,0.592226505279541,,,
19,6199,0.514336109161377,,,
19,6239,,0.7513999938964844,0.8722783327102661,
19,6239,,,,0.7825000286102295
20,6249,0.393021821975708,,,
20,6299,0.5616203546524048,,,
20,6349,-2.6036651134490967,,,
20,6399,-2.1401820182800293,,,
20,6449,-2.036397933959961,,,
20,6499,-1.4176214933395386,,,
20,6549,-1.6129451990127563,,,
20,6551,,0.7752000093460083,0.7839570045471191,
20,6551,,,,0.8113999962806702
21,6599,0.4169809818267822,,,
21,6649,-2.0062313079833984,,,
21,6699,-0.49112868309020996,,,
21,6749,-0.45070016384124756,,,
21,6799,0.010881900787353516,,,
21,6849,0.25225651264190674,,,
21,6863,,0.7548999786376953,0.8540319204330444,
21,6863,,,,0.7896000146865845
22,6899,-0.6954196691513062,,,
22,6949,0.430766224861145,,,
22,6999,0.5454682111740112,,,
22,7049,-3.8433542251586914,,,
22,7099,-1.7732465267181396,,,
22,7149,-1.4096262454986572,,,
22,7175,,0.7469000220298767,0.907670795917511,
22,7175,,,,0.7886999845504761
23,7199,-4.286144256591797,,,
23,7249,-2.7153525352478027,,,
23,7299,-2.9020323753356934,,,
23,7349,0.4652092456817627,,,
23,7399,0.6497112512588501,,,
23,7449,-1.9714670181274414,,,
23,7487,,0.763700008392334,0.8542752861976624,
23,7487,,,,0.8032000064849854
24,7499,-0.7223713397979736,,,
24,7549,-0.6270630359649658,,,
24,7599,-2.257333278656006,,,
