step,train_loss,epoch,val_acc,val_loss,test_acc,train_acc,mix_match_loss
4367,,13,0.71670001745224,0.9863379001617432,,,
4367,,13,,,0.8179000020027161,0.7392327785491943,
4399,1.0155177116394043,14,,,,,
4449,0.8594200611114502,14,,,,,
4499,0.935316801071167,14,,,,,
4549,0.8376734852790833,14,,,,,
4599,0.9162597060203552,14,,,,,
4649,0.8003295063972473,14,,,,,
4679,,14,0.7275000214576721,0.9556453227996826,,,
4679,,14,,,0.8289999961853027,0.7455929517745972,
4699,1.0539658069610596,15,,,,,
4749,0.9107641577720642,15,,,,,
4799,1.072267770767212,15,,,,,
4849,0.8533411622047424,15,,,,,
4899,0.8025317192077637,15,,,,,
4949,0.9195737242698669,15,,,,,
4991,,15,0.7261000275611877,0.9653953313827515,,,
4991,,15,,,0.8296999931335449,0.7500250339508057,
4999,0.7139009833335876,16,,,,,
5049,0.7919970154762268,16,,,,,
5099,0.9228946566581726,16,,,,,
5149,0.8323260545730591,16,,,,,
5199,0.8779800534248352,16,,,,,
5249,0.8674854040145874,16,,,,,
5299,1.0687347650527954,16,,,,,
5303,,16,0.7092000246047974,0.9987075328826904,,,
5303,,16,,,0.8030999898910522,0.7528295516967773,
5349,0.8924440145492554,17,,,,,
5399,0.6958633065223694,17,,,,,
5449,0.96019047498703,17,,,,,
5499,0.7611191868782043,17,,,,,
5549,0.7855440974235535,17,,,,,
5599,0.768259584903717,17,,,,,
5615,,17,0.7217000126838684,0.9698113203048706,,,
5615,,17,,,0.8252000212669373,0.7582131624221802,
5649,0.9616184830665588,18,,,,,
5699,0.8205922842025757,18,,,,,
5749,0.901748776435852,18,,,,,
5799,0.9873483180999756,18,,,,,
5849,0.7735901474952698,18,,,,,
5899,0.99190753698349,18,,,,,
5927,,18,0.7135000228881836,0.998602032661438,,,
5927,,18,,,0.8086000084877014,0.7625700831413269,
5949,1.0502421855926514,19,,,,,
5999,0.7279166579246521,19,,,,,
6049,0.8784786462783813,19,,,,,
6099,1.0060211420059204,19,,,,,
6149,1.0044163465499878,19,,,,,
6199,1.034580111503601,19,,,,,
6239,,19,0.7250000238418579,0.9715603590011597,,,
6239,,19,,,0.829200029373169,0.7649739384651184,
6249,,20,,,,,2.393211841583252
6299,,20,,,,,2.329829692840576
6349,,20,,,,,2.3522088527679443
6399,,20,,,,,2.317052125930786
6449,,20,,,,,2.327165365219116
6499,,20,,,,,2.3245060443878174
6549,,20,,,,,2.241710901260376
6558,,20,0.11180000007152557,2.3069264888763428,,,
6558,1.0657132863998413,20,,,0.10000000149011612,0.755313515663147,
6599,,21,,,,,1.168540275201467e-25
6649,,21,,,,,4.9564260097528435e-26
6699,,21,,,,,1.3012484963940512e-25
6749,,21,,,,,3.368902972341998e-25
6799,,21,,,,,8.523613484705218e-25
6849,,21,,,,,2.119107977794794e-24
6899,,21,,,,,5.173460256966126e-24
6949,,21,,,,,1.243247863185845e-23
6999,,21,,,,,2.9395794072350075e-23
7049,,21,,,,,6.846075092330272e-23
7099,,21,,,,,1.568368570678744e-22
7113,,21,0.11180000007152557,23.365188598632812,,,
7113,,21,,,0.10000000149011612,,
7149,,22,,,,,2.591499202862795e-22
7199,,22,,,,,5.892066977016583e-22
7249,,22,,,,,1.3182273157123436e-21
7299,,22,,,,,2.9093985861214358e-21
7349,,22,,,,,6.335107316285846e-21
7399,,22,,,,,1.3631262795039063e-20
7449,,22,,,,,2.899820577798153e-20
7499,,22,,,,,6.090607105940663e-20
7549,,22,,,,,1.264337423728148e-19
7599,,22,,,,,2.5937044267939765e-19
7649,,22,,,,,5.265771808918164e-19
7668,,22,0.11180000007152557,19.06102180480957,,,
7668,,22,,,0.10000000149011612,,
7699,,23,,,,,8.452363626626234e-19
7749,,23,,,,,1.6981942495482763e-18
7799,,23,,,,,3.3643238766267e-18
7849,,23,,,,,6.586742851218397e-18
7899,,23,,,,,1.2737784858386738e-17
7949,,23,,,,,2.435774265238769e-17
7999,,23,,,,,4.61091516911841e-17
8049,,23,,,,,8.639882307526163e-17
8099,,23,,,,,1.6037964021796278e-16
8149,,23,,,,,2.946889827479775e-16
8199,,23,,,,,1.1920928244535389e-07
8223,,23,0.11180000007152557,15.835836410522461,,,
8223,,23,,,0.10000000149011612,,
8249,,24,,,,,1.1920928244535389e-07
8299,,24,,,,,2.384185791015625e-07
8349,,24,,,,,3.5762786865234375e-07
8399,,24,,,,,4.76837158203125e-07
8449,,24,,,,,5.960464477539062e-07
8499,,24,,,,,8.344650268554688e-07
8549,,24,,,,,1.0728834922701935e-06
8599,,24,,,,,1.3113021850585938e-06
8649,,24,,,,,1.6689295989635866e-06
8699,,24,,,,,2.1457656202983344e-06
8749,,24,,,,,2.6226032332488103e-06
8778,,24,0.11180000007152557,13.280129432678223,,,
8778,,24,,,0.10000000149011612,,
8799,,25,,,,,3.337855559948366e-06
8849,,25,,,,,4.291528966859914e-06
8899,,25,,,,,5.125990355736576e-06
8949,,25,,,,,6.318081432254985e-06
8999,,25,,,,,7.98700511950301e-06
9049,,25,,,,,9.655924259277526e-06
9099,,25,,,,,1.1682473996188492e-05
9149,,25,,,,,1.3947435036243405e-05
9199,,25,,,,,1.6588641301495954e-05
9249,,25,,,,,1.9550219803932123e-05
9299,,25,,,,,2.288805080752354e-05
9333,,25,0.11180000007152557,11.384919166564941,,,
9333,,25,,,0.10000000149011612,,
9349,,26,,,,,2.6583469662000425e-05
9399,,26,,,,,3.0636521842097864e-05
9449,,26,,,,,3.490844028419815e-05
9499,,26,,,,,3.9457849197788164e-05
9549,,26,,,,,4.4345342757878825e-05
9599,,26,,,,,4.923282176605426e-05
9649,,26,,,,,5.4239466408034787e-05
9699,,26,,,,,5.9126938140252605e-05
9749,,26,,,,,6.390819908119738e-05
9799,,26,,,,,6.866345211165026e-05
9849,,26,,,,,7.307406485779211e-05
9888,,26,0.11180000007152557,10.395846366882324,,,
9888,,26,,,0.10000000149011612,,
9899,,27,,,,,7.739322609268129e-05
9949,,27,,,,,8.117990364553407e-05
9999,,27,,,,,8.487528975820169e-05
10049,,27,,,,,8.797273767413571e-05
10099,,27,,,,,9.05971392057836e-05
10149,,27,,,,,9.29812595131807e-05
10199,,27,,,,,9.513821714790538e-05
10249,,27,,,,,9.679594950284809e-05
10299,,27,,,,,9.8107208032161e-05
10349,,27,,,,,9.914940892485902e-05
10399,,27,,,,,9.999509347835556e-05
10443,,27,0.11180000007152557,10.149711608886719,,,
10443,,27,,,0.10000000149011612,,
10449,,28,,,,,0.00010049119009636343
10499,,28,,,,,0.00010084885434480384
10549,,28,,,,,0.00010084891255246475
10599,,28,,,,,0.00010072974691865966
10649,,28,,,,,0.00010049141565104946
10699,,28,,,,,0.00010001471673604101
10749,,28,,,,,9.941874304786325e-05
10799,,28,,,,,9.882273297989741e-05
10849,,28,,,,,9.810753545025364e-05
10899,,28,,,,,9.739425877342e-05
10949,,28,,,,,9.655798930907622e-05
10998,,28,0.11180000007152557,10.190046310424805,,,
10998,,28,,,0.10000000149011612,,
10999,,29,,,,,9.572333510732278e-05
11049,,29,,,,,9.488898649578914e-05
11099,,29,,,,,9.393164509674534e-05
11149,,29,,,,,9.310096356784925e-05
11199,,29,,,,,9.214090096065775e-05
11249,,29,,,,,9.10820162971504e-05
11299,,29,,,,,9.000459249364212e-05
11349,,29,,,,,8.928660827223212e-05
11399,,29,,,,,8.833294123178348e-05
11449,,29,,,,,8.737938333069906e-05
11499,,29,,,,,8.654498378746212e-05
11549,,29,,,,,8.559136040275916e-05
11553,,29,0.11180000007152557,10.289225578308105,,,
11553,,29,,,0.10000000149011612,,
11599,,30,,,,,8.463755511911586e-05
11649,,30,,,,,8.392237214138731e-05
11699,,30,,,,,8.284948853543028e-05
11749,,30,,,,,8.201514719985425e-05
11799,,30,,,,,8.141915168380365e-05
11849,,30,,,,,8.046549191931263e-05
11899,,30,,,,,7.975028711371124e-05
11949,,30,,,,,7.89158875704743e-05
11999,,30,,,,,7.808148075127974e-05
12049,,30,,,,,7.74090804043226e-05
12099,,30,,,,,7.665104203624651e-05
12108,,30,0.11180000007152557,10.385679244995117,,,
12108,,30,,,0.10000000149011612,,
12149,,31,,,,,7.605488644912839e-05
12199,,31,,,,,7.533968891948462e-05
12249,,31,,,,,7.474365702364594e-05
12299,,31,,,,,7.414763240376487e-05
12349,,31,,,,,7.351345993811265e-05
12399,,31,,,,,7.284108869498596e-05
12449,,31,,,,,7.24620622349903e-05
12499,,31,,,,,7.188283780124038e-05
12549,,31,,,,,7.128679862944409e-05
12599,,31,,,,,7.069081766530871e-05
12649,,31,,,,,7.021213241387159e-05
12663,,31,0.11180000007152557,10.46523380279541,,,
12663,,31,,,0.10000000149011612,,
12699,,32,,,,,6.961784674786031e-05
12749,,32,,,,,6.926024070708081e-05
12799,,32,,,,,6.854504317743704e-05
12849,,32,,,,,6.806822057114914e-05
12899,,32,,,,,6.782794662285596e-05
12949,,32,,,,,6.723382830386981e-05
12999,,32,,,,,6.675700569758192e-05
13049,,32,,,,,6.631093128817156e-05
13099,,32,,,,,6.60417863400653e-05
13149,,32,,,,,6.55650146654807e-05
13199,,32,,,,,6.52074086247012e-05
13218,,32,0.11180000007152557,10.530370712280273,,,
13218,,32,,,0.10000000149011612,,
13249,,33,,,,,6.484967161668465e-05
13299,,33,,,,,6.437284173443913e-05
13349,,33,,,,,6.401523569365963e-05
13399,,33,,,,,6.36576660326682e-05
13449,,33,,,,,6.33000599918887e-05
13499,,33,,,,,6.28232373856008e-05
13549,,33,,,,,6.270404264796525e-05
13599,,33,,,,,6.222722004167736e-05
13649,,33,,,,,6.198886694619432e-05
13699,,33,,,,,6.151204433990642e-05
13749,,33,,,,,6.127362576080486e-05
13773,,33,0.11180000007152557,10.58462142944336,,,
13773,,33,,,0.10000000149011612,,
13799,,34,,,,,6.103511987021193e-05
13849,,34,,,,,6.06774992775172e-05
13899,,34,,,,,6.03198932367377e-05
13949,,34,,,,,6.008147829561494e-05
13999,,34,,,,,5.984312520013191e-05
14049,,34,,,,,5.94855155213736e-05
14099,,34,,,,,5.912789492867887e-05
14149,,34,,,,,5.888948362553492e-05
14199,,34,,,,,5.8651072322390974e-05
14249,,34,,,,,5.8293462643632665e-05
14299,,34,,,,,5.805510591017082e-05
14328,,34,0.11180000007152557,10.631760597229004,,,
14328,,34,,,0.10000000149011612,,
14349,,35,,,,,5.769739073002711e-05
14399,,35,,,,,5.757820690632798e-05
14449,,35,,,,,5.733979560318403e-05
14499,,35,,,,,5.710138430004008e-05
14549,,35,,,,,5.686297299689613e-05
14599,,35,,,,,5.6624561693752185e-05
14649,,35,,,,,5.638616130454466e-05
14699,,35,,,,,5.6147731811506674e-05
14749,,35,,,,,5.5909356888150796e-05
14799,,35,,,,,5.57901403226424e-05
14849,,35,,,,,5.543251245399006e-05
14883,,35,0.11180000007152557,10.671479225158691,,,
14883,,35,,,0.10000000149011612,,
14899,,36,,,,,5.531329952646047e-05
14949,,36,,,,,5.49556571058929e-05
14999,,36,,,,,5.471722761285491e-05
15049,,36,,,,,5.471722761285491e-05
15099,,36,,,,,5.4450858442578465e-05
15149,,36,,,,,5.424038681667298e-05
15199,,36,,,,,5.412116661318578e-05
15249,,36,,,,,5.37635714863427e-05
15299,,36,,,,,5.352514563128352e-05
15349,,36,,,,,5.3405943617690355e-05
15399,,36,,,,,5.316751776263118e-05
15438,,36,0.11180000007152557,10.707382202148438,,,
15438,,36,,,0.10000000149011612,,
15449,,37,,,,,5.304830119712278e-05
15499,,37,,,,,5.292908463161439e-05
15549,,37,,,,,5.2571442211046815e-05
15599,,37,,,,,5.2571442211046815e-05
15649,,37,,,,,5.2452229283517227e-05
15699,,37,,,,,5.209460141486488e-05
15749,,37,,,,,5.1856175559805706e-05
15799,,37,,,,,5.1856175559805706e-05
15849,,37,,,,,5.173696263227612e-05
15899,,37,,,,,5.137936386745423e-05
15949,,37,,,,,5.137936386745423e-05
15993,,37,0.11180000007152557,10.73928165435791,,,
15993,,37,,,0.10000000149011612,,
15999,,38,,,,,5.1260147301945835e-05
16049,,38,,,,,5.1021739636780694e-05
16099,,38,,,,,5.0902526709251106e-05
16149,,38,,,,,5.0664093578234315e-05
16199,,38,,,,,5.0664093578234315e-05
16249,,38,,,,,5.030645479564555e-05
16299,,38,,,,,5.018724186811596e-05
16349,,38,,,,,5.018724186811596e-05
16399,,38,,,,,5.0068025302607566e-05
16449,,38,,,,,4.9710404709912837e-05
16499,,38,,,,,4.971040107193403e-05
16548,,38,0.11180000007152557,10.76734447479248,,,
16548,,38,,,0.10000000149011612,,
16549,,39,,,,,4.9591184506425634e-05
16599,,39,,,,,4.9591184506425634e-05
16649,,39,,,,,4.9114376452052966e-05
16699,,39,,,,,4.911437281407416e-05
16749,,39,,,,,4.899516352452338e-05
16799,,39,,,,,4.899515988654457e-05
16849,,39,,,,,4.8637535655871034e-05
16899,,39,,,,,4.8637535655871034e-05
16949,,39,,,,,4.8518322728341445e-05
16999,,39,,,,,4.8518322728341445e-05
17049,,39,,,,,4.827989687328227e-05
17099,,39,,,,,4.816068394575268e-05
17103,,39,0.11180000007152557,10.792298316955566,,,
17103,,39,,,0.10000000149011612,,
17149,,40,,,,,4.8041467380244285e-05
17199,,40,,,,,4.792225081473589e-05
17249,,40,,,,,4.7803045163163915e-05
17299,,40,,,,,4.768382859765552e-05
17349,,40,,,,,4.756463022204116e-05
17399,,40,,,,,4.744541729451157e-05
17449,,40,,,,,4.7445413656532764e-05
17499,,40,,,,,4.732620436698198e-05
17549,,40,,,,,4.7206991439452395e-05
17599,,40,,,,,4.6968605602160096e-05
17649,,40,,,,,4.6968605602160096e-05
17658,,40,0.11180000007152557,10.813714027404785,,,
17658,,40,,,0.10000000149011612,,
17699,,41,,,,,4.68493890366517e-05
17749,,41,,,,,4.673017610912211e-05
17799,,41,,,,,4.673017610912211e-05
17849,,41,,,,,4.6610963181592524e-05
17899,,41,,,,,4.6372551878448576e-05
17949,,41,,,,,4.6372551878448576e-05
17999,,41,,,,,4.61341260233894e-05
18049,,41,,,,,4.61341260233894e-05
18099,,41,,,,,4.61341260233894e-05
18149,,41,,,,,4.601491309585981e-05
18199,,41,,,,,4.5895696530351415e-05
18213,,41,0.11180000007152557,10.833597183227539,,,
18213,,41,,,0.10000000149011612,,
18249,,42,,,,,4.5657274313271046e-05
18299,,42,,,,,4.5657274313271046e-05
18349,,42,,,,,4.5657274313271046e-05
18399,,42,,,,,4.553805774776265e-05
18449,,42,,,,,4.553805774776265e-05
18499,,42,,,,,4.529963553068228e-05
18549,,42,,,,,4.5180418965173885e-05
18599,,42,,,,,4.5180418965173885e-05
18649,,42,,,,,4.5180418965173885e-05
18699,,42,,,,,4.494200766202994e-05
18749,,42,,,,,4.494200766202994e-05
18768,,42,0.11180000007152557,10.852392196655273,,,
18768,,42,,,0.10000000149011612,,
18799,,43,,,,,4.470358544494957e-05
18849,,43,,,,,4.458436887944117e-05
18899,,43,,,,,4.458436887944117e-05
18949,,43,,,,,4.458436887944117e-05
18999,,43,,,,,4.458436887944117e-05
19049,,43,,,,,4.4345979404170066e-05
19099,,43,,,,,4.4345979404170066e-05
19149,,43,,,,,4.4107557187089697e-05
19199,,43,,,,,4.4107557187089697e-05
19249,,43,,,,,4.410755354911089e-05
19299,,43,,,,,4.39883406215813e-05
19323,,43,0.11180000007152557,10.869769096374512,,,
19323,,43,,,0.10000000149011612,,
19349,,44,,,,,4.386914588394575e-05
19399,,44,,,,,4.386914588394575e-05
19449,,44,,,,,4.374993295641616e-05
19499,,44,,,,,4.3630716390907764e-05
19549,,44,,,,,4.351151073933579e-05
19599,,44,,,,,4.3392294173827395e-05
19649,,44,,,,,4.3392294173827395e-05
19699,,44,,,,,4.3273077608319e-05
19749,,44,,,,,4.3273077608319e-05
19799,,44,,,,,4.3273077608319e-05
19849,,44,,,,,4.315386831876822e-05
19878,,44,0.11180000007152557,10.886414527893066,,,
19878,,44,,,0.10000000149011612,,
19899,,45,,,,,4.291544246370904e-05
19949,,45,,,,,4.291544246370904e-05
19999,,45,,,,,4.291544246370904e-05
20049,,45,,,,,4.2796225898200646e-05
20099,,45,,,,,4.2796225898200646e-05
20149,,45,,,,,4.2557803681120276e-05
20199,,45,,,,,4.243858711561188e-05
20249,,45,,,,,4.243858711561188e-05
20299,,45,,,,,4.243858711561188e-05
20349,,45,,,,,4.2319396015955135e-05
20399,,45,,,,,4.220017945044674e-05
20433,,45,0.11180000007152557,10.904624938964844,,,
20433,,45,,,0.10000000149011612,,
20449,,46,,,,,4.2080973798874766e-05
20499,,46,,,,,4.196175723336637e-05
20549,,46,,,,,4.196175723336637e-05
20599,,46,,,,,4.184254430583678e-05
20649,,46,,,,,4.184254430583678e-05
20699,,46,,,,,4.172336412011646e-05
20749,,46,,,,,4.160415119258687e-05
20799,,46,,,,,4.160415119258687e-05
20849,,46,,,,,4.1484934627078474e-05
20899,,46,,,,,4.1484934627078474e-05
20949,,46,,,,,4.136572533752769e-05
20988,,46,0.11180000007152557,10.922986030578613,,,
20988,,46,,,0.10000000149011612,,
20999,,47,,,,,4.1246512409998104e-05
21049,,47,,,,,4.112732131034136e-05
21099,,47,,,,,4.112731767236255e-05
21149,,47,,,,,4.100810474483296e-05
21199,,47,,,,,4.088888817932457e-05
21249,,47,,,,,4.0650469600223005e-05
21299,,47,,,,,4.0650469600223005e-05
21349,,47,,,,,4.053125303471461e-05
21399,,47,,,,,4.053125303471461e-05
21449,,47,,,,,4.041204374516383e-05
21499,,47,,,,,4.041204374516383e-05
21543,,47,0.11180000007152557,10.942978858947754,,,
21543,,47,,,0.10000000149011612,,
21549,,48,,,,,4.029283081763424e-05
21599,,48,,,,,4.0054401324596256e-05
21649,,48,,,,,4.0054401324596256e-05
21699,,48,,,,,4.0054401324596256e-05
21749,,48,,,,,3.993519567302428e-05
21799,,48,,,,,3.9935192035045475e-05
21849,,48,,,,,3.9577571442350745e-05
21899,,48,,,,,3.945835851482116e-05
21949,,48,,,,,3.945835851482116e-05
21999,,48,,,,,3.9339149225270376e-05
22049,,48,,,,,3.933914558729157e-05
22098,,48,0.11180000007152557,10.964850425720215,,,
22098,,48,,,0.10000000149011612,,
22099,,49,,,,,3.933914558729157e-05
22149,,49,,,,,3.9100727008190006e-05
22199,,49,,,,,3.898151044268161e-05
22249,,49,,,,,3.8862319343024865e-05
22299,,49,,,,,3.8862319343024865e-05
22349,,49,,,,,3.8862319343024865e-05
22399,,49,,,,,3.8623897125944495e-05
22449,,49,,,,,3.8385474908864126e-05
22499,,49,,,,,3.826626198133454e-05
22549,,49,,,,,3.826626198133454e-05
22599,,49,,,,,3.826626198133454e-05
22649,,49,,,,,3.814707088167779e-05
22653,,49,0.11180000007152557,10.9891996383667,,,
22653,,49,,,0.10000000149011612,,
22699,,50,,,,,3.80278579541482e-05
22749,,50,,,,,3.7908645026618615e-05
22799,,50,,,,,3.7789435737067834e-05
22849,,50,,,,,3.7789435737067834e-05
22899,,50,,,,,3.7670222809538245e-05
22949,,50,,,,,3.743179331650026e-05
22999,,50,,,,,3.743179331650026e-05
23049,,50,,,,,3.719337109941989e-05
23099,,50,,,,,3.7074158171890303e-05
23149,,50,,,,,3.7074158171890303e-05
23199,,50,,,,,3.7074158171890303e-05
23208,,50,0.11180000007152557,11.017535209655762,,,
23208,,50,,,0.10000000149011612,,
23249,,51,,,,,3.6835735954809934e-05
23299,,51,,,,,3.6835735954809934e-05
23349,,51,,,,,3.6597313737729564e-05
23399,,51,,,,,3.659731009975076e-05
23449,,51,,,,,3.635890607256442e-05
23499,,51,,,,,3.635890607256442e-05
23549,,51,,,,,3.612048749346286e-05
23599,,51,,,,,3.612048749346286e-05
23649,,51,,,,,3.600127456593327e-05
23699,,51,,,,,3.5882061638403684e-05
23749,,51,,,,,3.5762848710874096e-05
23763,,51,0.11180000007152557,11.045589447021484,,,
23763,,51,,,0.10000000149011612,,
23799,,52,,,,,3.564365397323854e-05
23849,,52,,,,,3.564365397323854e-05
23899,,52,,,,,3.5524441045708954e-05
23949,,52,,,,,3.5286018828628585e-05
23999,,52,,,,,3.5166805901098996e-05
24049,,52,,,,,3.5166805901098996e-05
24099,,52,,,,,3.492840187391266e-05
24149,,52,,,,,3.492840187391266e-05
24199,,52,,,,,3.468997965683229e-05
24249,,52,,,,,3.457077400526032e-05
24299,,52,,,,,3.457077400526032e-05
24318,,52,0.11180000007152557,11.076521873474121,,,
24318,,52,,,0.10000000149011612,,
24349,,53,,,,,3.445155743975192e-05
24399,,53,,,,,3.445155743975192e-05
24449,,53,,,,,3.4213131584692746e-05
24499,,53,,,,,3.4213131584692746e-05
24549,,53,,,,,3.397470936761238e-05
24599,,53,,,,,3.385549644008279e-05
24649,,53,,,,,3.37362835125532e-05
24699,,53,,,,,3.37362835125532e-05
24749,,53,,,,,3.3617077860981226e-05
24799,,53,,,,,3.349786493345164e-05
24849,,53,,,,,3.349786493345164e-05
24873,,53,0.11180000007152557,11.107749938964844,,,
24873,,53,,,0.10000000149011612,,
24899,,54,,,,,3.337865200592205e-05
24949,,54,,,,,3.325943907839246e-05
24999,,54,,,,,3.3021038689184934e-05
25049,,54,,,,,3.302103505120613e-05
25099,,54,,,,,3.278262011008337e-05
25149,,54,,,,,3.278262011008337e-05
25199,,54,,,,,3.278262011008337e-05
25249,,54,,,,,3.2544197893003e-05
25299,,54,,,,,3.242498860345222e-05
25349,,54,,,,,3.230577567592263e-05
25399,,54,,,,,3.230577567592263e-05
25428,,54,0.11180000007152557,11.136802673339844,,,
25428,,54,,,0.10000000149011612,,
25449,,55,,,,,3.230577567592263e-05
25499,,55,,,,,3.2186562748393044e-05
25549,,55,,,,,3.206735345884226e-05
25599,,55,,,,,3.18289348797407e-05
25649,,55,,,,,3.18289348797407e-05
25699,,55,,,,,3.1590509024681523e-05
25749,,55,,,,,3.1590505386702716e-05
25799,,55,,,,,3.1471321563003585e-05
25849,,55,,,,,3.1352108635473996e-05
25899,,55,,,,,3.1352108635473996e-05
25949,,55,,,,,3.123289570794441e-05
25983,,55,0.11180000007152557,11.167400360107422,,,
25983,,55,,,0.10000000149011612,,
25999,,56,,,,,3.123289570794441e-05
26049,,56,,,,,3.111368641839363e-05
26099,,56,,,,,3.0875267839292064e-05
26149,,56,,,,,3.0756054911762476e-05
26199,,56,,,,,3.063683834625408e-05
26249,,56,,,,,3.063683834625408e-05
26299,,56,,,,,3.063683834625408e-05
26349,,56,,,,,3.05176290567033e-05
26399,,56,,,,,3.0398417948163114e-05
26449,,56,,,,,3.0279205020633526e-05
26499,,56,,,,,3.0279205020633526e-05
26538,,56,0.11180000007152557,11.197366714477539,,,
26538,,56,,,0.10000000149011612,,
26549,,57,,,,,3.0040780984563753e-05
26599,,57,,,,,3.0040780984563753e-05
26649,,57,,,,,3.004077916557435e-05
26699,,57,,,,,2.9802364224451594e-05
26749,,57,,,,,2.9683151296922006e-05
26799,,57,,,,,2.9683151296922006e-05
26849,,57,,,,,2.9683151296922006e-05
26899,,57,,,,,2.9563938369392417e-05
26949,,57,,,,,2.9563938369392417e-05
26999,,57,,,,,2.9444754545693286e-05
