step,train_loss,epoch,val_acc,val_loss,test_acc
49,2.975069046020508,0,,,
99,2.8893074989318848,0,,,
149,2.7056567668914795,0,,,
199,2.5072741508483887,0,,,
249,2.6541805267333984,0,,,
299,2.596532106399536,0,,,
349,2.3866195678710938,0,,,
389,,0,0.47440001368522644,1.5203185081481934,
389,,0,,,0.5339999794960022
399,2.4737558364868164,1,,,
449,2.27290415763855,1,,,
499,2.5362985134124756,1,,,
549,2.0804319381713867,1,,,
599,2.3094587326049805,1,,,
649,2.284548282623291,1,,,
699,2.322092294692993,1,,,
749,1.8999433517456055,1,,,
779,,1,0.5443999767303467,1.3679701089859009,
779,,1,,,0.613099992275238
799,1.9758269786834717,2,,,
849,2.389653205871582,2,,,
899,1.8892788887023926,2,,,
949,1.9009499549865723,2,,,
999,2.081853151321411,2,,,
1049,1.91441011428833,2,,,
1099,1.9544615745544434,2,,,
1149,1.807704210281372,2,,,
1169,,2,0.6215000152587891,1.1895262002944946,
1169,,2,,,0.7091000080108643
1199,1.9291727542877197,3,,,
1249,1.9643516540527344,3,,,
1299,1.7048413753509521,3,,,
1349,1.7100598812103271,3,,,
1399,1.8073245286941528,3,,,
1449,1.8370838165283203,3,,,
1499,1.629265546798706,3,,,
1549,1.7268612384796143,3,,,
1559,,3,0.6254000067710876,1.1969596147537231,
1559,,3,,,0.718500018119812
1599,1.6752288341522217,4,,,
1649,1.7098569869995117,4,,,
1699,2.0324602127075195,4,,,
1749,1.6565837860107422,4,,,
1799,1.6151007413864136,4,,,
1849,1.7502200603485107,4,,,
1899,1.7075034379959106,4,,,
1949,1.7207086086273193,4,,,
1949,,4,0.6863999962806702,1.068016529083252,
1949,,4,,,0.7810999751091003
1999,1.5177701711654663,5,,,
2049,1.507778525352478,5,,,
2099,1.6923496723175049,5,,,
2149,1.5954515933990479,5,,,
2199,1.5832281112670898,5,,,
2249,1.4539155960083008,5,,,
2299,1.5875921249389648,5,,,
2339,,5,0.6909999847412109,1.044555902481079,
2339,,5,,,0.7937999963760376
2349,1.5439404249191284,6,,,
2399,1.4914193153381348,6,,,
2449,1.4899482727050781,6,,,
2499,1.4973417520523071,6,,,
2549,1.5354771614074707,6,,,
2599,1.5086095333099365,6,,,
2649,1.7119933366775513,6,,,
2699,1.5907634496688843,6,,,
2729,,6,0.7071999907493591,1.0064570903778076,
2729,,6,,,0.8129000067710876
2749,1.522986650466919,7,,,
2799,1.5820494890213013,7,,,
2849,1.3822557926177979,7,,,
2899,1.4267274141311646,7,,,
2949,1.4314196109771729,7,,,
2999,1.843900442123413,7,,,
3049,1.6570194959640503,7,,,
3099,1.4515259265899658,7,,,
3119,,7,0.7074999809265137,1.0106499195098877,
3119,,7,,,0.8156999945640564
3149,1.4817516803741455,8,,,
3199,1.5008904933929443,8,,,
3249,1.2355999946594238,8,,,
3299,1.4431792497634888,8,,,
3349,1.3656988143920898,8,,,
3399,1.3929842710494995,8,,,
3449,1.387239933013916,8,,,
3499,1.3414089679718018,8,,,
3509,,8,0.7239999771118164,0.9756645560264587,
3509,,8,,,0.8312000036239624
3549,1.3195090293884277,9,,,
3599,1.448269009590149,9,,,
3649,1.446245789527893,9,,,
3699,1.4755502939224243,9,,,
3749,1.3924891948699951,9,,,
3799,1.469779133796692,9,,,
3849,1.4800629615783691,9,,,
3899,1.122452974319458,9,,,
3899,,9,0.7348999977111816,0.9515183568000793,
3899,,9,,,0.8485999703407288
3949,2.2032599449157715,10,,,
3999,2.263747215270996,10,,,
4049,2.344269275665283,10,,,
4099,2.1091268062591553,10,,,
4149,2.276843547821045,10,,,
4199,2.2254204750061035,10,,,
4211,,10,,,0.8557999730110168
4249,2.1231470108032227,11,,,
4299,2.41455340385437,11,,,
4349,1.8071236610412598,11,,,
4399,2.2284090518951416,11,,,
4449,2.155282735824585,11,,,
4499,2.0887513160705566,11,,,
4523,,11,0.7300999760627747,1.0216913223266602,
4523,,11,,,0.8476999998092651
4549,1.9967851638793945,12,,,
4599,1.8809924125671387,12,,,
4649,2.282902479171753,12,,,
4699,2.173048973083496,12,,,
4749,2.3400630950927734,12,,,
4799,1.9940192699432373,12,,,
4835,,12,0.733299970626831,1.0243743658065796,
4835,,12,,,0.8528000116348267
4849,2.329225540161133,13,,,
4899,2.269618511199951,13,,,
4949,2.187560558319092,13,,,
4999,1.9954020977020264,13,,,
5049,2.3147060871124268,13,,,
5099,1.8282848596572876,13,,,
5147,,13,0.7328000068664551,1.0294708013534546,
5147,,13,,,0.8511999845504761
5149,2.3060195446014404,14,,,
5199,2.2907962799072266,14,,,
5249,2.2412075996398926,14,,,
5299,2.2587616443634033,14,,,
5349,2.1579396724700928,14,,,
5399,2.242325782775879,14,,,
5449,2.0857489109039307,14,,,
5459,,14,0.7312999963760376,1.0520738363265991,
5459,,14,,,0.8409000039100647
5499,1.8588829040527344,15,,,
5549,1.8916537761688232,15,,,
5599,2.217669725418091,15,,,
5649,2.286545753479004,15,,,
5699,1.980515718460083,15,,,
5749,2.0489492416381836,15,,,
5771,,15,0.734499990940094,1.0429131984710693,
5771,,15,,,0.8543999791145325
5799,2.165116786956787,16,,,
5849,1.7513773441314697,16,,,
5899,2.253587484359741,16,,,
5949,1.453092098236084,16,,,
5999,2.1318328380584717,16,,,
6049,1.8887851238250732,16,,,
6083,,16,0.7351999878883362,1.0413264036178589,
6083,,16,,,0.8569999933242798
6099,1.9892075061798096,17,,,
6149,1.987224817276001,17,,,
6199,2.0006113052368164,17,,,
6249,2.3442931175231934,17,,,
6299,2.212796211242676,17,,,
6349,2.3453779220581055,17,,,
6395,,17,0.7409999966621399,1.0278692245483398,
6395,,17,,,0.8615000247955322
6399,1.453710675239563,18,,,
6449,1.8784170150756836,18,,,
6499,2.3825855255126953,18,,,
6549,2.082551956176758,18,,,
6599,2.047276496887207,18,,,
6649,2.3143310546875,18,,,
6699,2.172658920288086,18,,,
6707,,18,0.738099992275238,1.033859372138977,
6707,,18,,,0.8583999872207642
6749,1.943337082862854,19,,,
6799,2.3837242126464844,19,,,
6849,1.9055020809173584,19,,,
6899,2.2740561962127686,19,,,
6949,1.6780240535736084,19,,,
6999,1.555002212524414,19,,,
7019,,19,0.7454000115394592,1.028378963470459,
7019,,19,,,0.863099992275238
7049,1.9867663383483887,20,,,
7099,1.8610122203826904,20,,,
7149,2.220064640045166,20,,,
7199,2.1665611267089844,20,,,
7249,2.097757339477539,20,,,
7299,2.2648544311523438,20,,,
7331,,20,0.7379000186920166,1.0311368703842163,
7331,,20,,,0.86080002784729
7349,2.070952892303467,21,,,
7399,2.121811866760254,21,,,
7449,2.1883363723754883,21,,,
7499,2.2115490436553955,21,,,
7549,2.2955009937286377,21,,,
7599,2.203998565673828,21,,,
7643,,21,0.7412999868392944,1.0277773141860962,
7643,,21,,,0.8658999800682068
7649,2.437913179397583,22,,,
7699,2.276388168334961,22,,,
7749,2.3844423294067383,22,,,
7799,1.6969983577728271,22,,,
7849,2.1909003257751465,22,,,
7899,2.0865633487701416,22,,,
7949,2.182522773742676,22,,,
7955,,22,0.7386999726295471,1.0624432563781738,
7955,,22,,,0.8593999743461609
7999,2.3931667804718018,23,,,
8049,2.3003721237182617,23,,,
8099,2.33422589302063,23,,,
8149,2.4369897842407227,23,,,
8199,2.3004753589630127,23,,,
8249,2.302063226699829,23,,,
8267,,23,0.7372999787330627,1.070268154144287,
8267,,23,,,0.8561000227928162
8299,1.9595351219177246,24,,,
8349,2.3599021434783936,24,,,
8399,2.2175369262695312,24,,,
8449,2.398566961288452,24,,,
8499,2.1378910541534424,24,,,
8549,2.5241808891296387,24,,,
8579,,24,0.7422000169754028,1.0467877388000488,
8579,,24,,,0.8634999990463257
8599,2.4414076805114746,25,,,
8649,2.335218667984009,25,,,
8699,1.9662251472473145,25,,,
8749,2.4619593620300293,25,,,
8799,1.8753496408462524,25,,,
8849,1.918148398399353,25,,,
8891,,25,0.7443000078201294,1.034395456314087,
8891,,25,,,0.8682000041007996
8899,2.387058734893799,26,,,
8949,2.053924083709717,26,,,
8999,2.094989776611328,26,,,
9049,2.404322385787964,26,,,
9099,2.354468584060669,26,,,
9149,2.2853879928588867,26,,,
9199,1.961844801902771,26,,,
9203,,26,0.7450000047683716,1.031831979751587,
9203,,26,,,0.8733000159263611
9249,2.110837697982788,27,,,
9299,2.5270254611968994,27,,,
9349,2.4563803672790527,27,,,
9399,2.273862361907959,27,,,
9449,2.15789532661438,27,,,
9499,2.159853219985962,27,,,
9515,,27,0.7430999875068665,1.0551884174346924,
9515,,27,,,0.8661999702453613
9549,2.3129374980926514,28,,,
9599,2.3437557220458984,28,,,
9649,2.1213302612304688,28,,,
9699,2.529273509979248,28,,,
9749,2.130762815475464,28,,,
9799,2.1640381813049316,28,,,
9827,,28,0.7483000159263611,1.043665885925293,
9827,,28,,,0.869700014591217
9849,2.323977470397949,29,,,
9899,2.126182794570923,29,,,
9949,2.381662368774414,29,,,
9999,2.42208194732666,29,,,
10049,1.7736029624938965,29,,,
10099,2.5004425048828125,29,,,
