epoch,train_loss,step,val_acc,test_acc,train_acc
11,0.11215108633041382,3699,,,
11,,3743,0.48669999837875366,,
11,,3743,,0.6777999997138977,0.5189052224159241
12,0.10989579558372498,3749,,,
12,0.03141036629676819,3799,,,
12,0.08333426713943481,3849,,,
12,0.14011496305465698,3899,,,
12,0.09855189919471741,3949,,,
12,0.028453469276428223,3999,,,
12,0.08034878969192505,4049,,,
12,,4055,0.5152000188827515,,
12,,4055,,0.7279999852180481,0.5222606062889099
13,0.11705665290355682,4099,,,
13,0.16878126561641693,4149,,,
13,0.1045403927564621,4199,,,
13,0.1539211869239807,4249,,,
13,0.13067275285720825,4299,,,
13,0.0376453623175621,4349,,,
13,,4367,0.5221999883651733,,
13,,4367,,0.7407000064849854,0.5281700491905212
14,0.05413592606782913,4399,,,
14,0.08986504375934601,4449,,,
14,0.17653585970401764,4499,,,
14,0.07973624020814896,4549,,,
14,0.12010379880666733,4599,,,
14,0.045575156807899475,4649,,,
14,,4679,0.4855000078678131,,
14,,4679,,0.65420001745224,0.534104585647583
15,-0.0011618360877037048,4699,,,
15,0.17804419994354248,4749,,,
15,0.0602191798388958,4799,,,
15,0.15151184797286987,4849,,,
15,0.13752710819244385,4899,,,
15,0.10911637544631958,4949,,,
15,,4991,0.5248000025749207,,
15,,4991,,0.7361000180244446,0.5395632982254028
16,0.08375496417284012,4999,,,
16,0.13397309184074402,5049,,,
16,-0.02147689275443554,5099,,,
16,0.07373493909835815,5149,,,
16,0.13345947861671448,5199,,,
16,0.19612157344818115,5249,,,
16,0.09369416534900665,5299,,,
16,,5303,0.5241000056266785,,
16,,5303,,0.7400000095367432,0.5435196161270142
17,0.12736743688583374,5349,,,
17,0.10975927114486694,5399,,,
17,-0.00277877040207386,5449,,,
17,0.10329156368970871,5499,,,
17,0.13154193758964539,5549,,,
17,0.05050870031118393,5599,,,
17,,5615,0.5340999960899353,,
17,,5615,,0.7605000138282776,0.5448718070983887
18,0.12232708930969238,5649,,,
18,-0.019461313262581825,5699,,,
18,0.04130984842777252,5749,,,
18,0.10707585513591766,5799,,,
18,0.0632830560207367,5849,,,
18,0.0934775099158287,5899,,,
18,,5927,0.5311999917030334,,
18,,5927,,0.7494999766349792,0.5501552224159241
19,0.057145457714796066,5949,,,
19,0.008829811587929726,5999,,,
19,0.20705577731132507,6049,,,
19,0.08696592599153519,6099,,,
19,0.12697985768318176,6149,,,
19,0.10963493585586548,6199,,,
19,,6239,0.5356000065803528,,
19,,6239,,0.7702000141143799,0.5527093410491943
20,0.05476721376180649,6249,,,
20,0.10254055261611938,6299,,,
20,0.08109968155622482,6349,,,
20,0.05968128889799118,6399,,,
20,0.06983140110969543,6449,,,
20,0.11821022629737854,6499,,,
20,0.05316992104053497,6549,,,
20,,6551,0.536899983882904,,
20,,6551,,0.7669000029563904,0.5551131963729858
21,0.06050360947847366,6599,,,
21,0.07107382267713547,6649,,,
21,0.13832858204841614,6699,,,
21,0.09763574600219727,6749,,,
21,0.058597382158041,6799,,,
21,0.1233987957239151,6849,,,
21,,6863,0.5303999781608582,,
21,,6863,,0.7382000088691711,0.5596704483032227
22,0.019325904548168182,6899,,,
22,0.01625974476337433,6949,,,
22,0.037254899740219116,6999,,,
22,0.1485813856124878,7049,,,
22,0.0672595202922821,7099,,,
22,0.04049481451511383,7149,,,
22,,7175,0.531499981880188,,
22,,7175,,0.7526999711990356,0.5610727071762085
23,0.08013280481100082,7199,,,
23,0.0659530758857727,7249,,,
23,0.08983393013477325,7299,,,
23,0.04333985596895218,7349,,,
23,0.08435013145208359,7399,,,
23,-0.05074496194720268,7449,,,
23,,7487,0.5297999978065491,,
23,,7487,,0.7462000250816345,0.5641526579856873
24,0.04482476785778999,7499,,,
24,0.08101341128349304,7549,,,
24,0.03807232156395912,7599,,,
24,0.1588195264339447,7649,,,
24,0.03611559048295021,7699,,,
24,0.15442773699760437,7749,,,
24,0.0159309059381485,7799,,,
24,,7799,0.5375000238418579,,
24,,7799,,0.7663000226020813,0.5666816830635071
25,-0.009985102340579033,7849,,,
25,0.015046343207359314,7899,,,
25,-0.027379853650927544,7949,,,
25,0.045264191925525665,7999,,,
25,0.005703836679458618,8049,,,
25,0.060566116124391556,8099,,,
25,,8111,0.5231000185012817,,
25,,8111,,0.7319999933242798,0.5695362687110901
26,0.07959987223148346,8149,,,
26,0.05040901154279709,8199,,,
26,0.11892937123775482,8249,,,
26,-0.09215374290943146,8299,,,
26,0.023650314658880234,8349,,,
26,0.04853787273168564,8399,,,
26,,8423,0.5309000015258789,,
26,,8423,,0.7497000098228455,0.5714393258094788
27,0.08104675263166428,8449,,,
27,0.09010913968086243,8499,,,
27,0.006019821390509605,8549,,,
27,0.03461642190814018,8599,,,
27,0.029410116374492645,8649,,,
27,0.12387330085039139,8699,,,
27,,8735,0.5268999934196472,,
27,,8735,,0.7470999956130981,0.574143648147583
28,-0.032631468027830124,8749,,,
28,0.01205681636929512,8799,,,
28,0.12109103798866272,8849,,,
28,0.10090859234333038,8899,,,
28,0.05241885408759117,8949,,,
28,0.07065343856811523,8999,,,
28,,9047,0.5346999764442444,,
28,,9047,,0.7425000071525574,0.5760717391967773
29,0.008539961650967598,9049,,,
29,-0.0024733468890190125,9099,,,
29,0.030790481716394424,9149,,,
29,0.0737128034234047,9199,,,
29,0.03052201122045517,9249,,,
29,-0.009839115664362907,9299,,,
29,0.030517712235450745,9349,,,
29,,9359,0.5436000227928162,,
29,,9359,,0.7621999979019165,0.5777243375778198
30,-0.011082198470830917,9399,,,
30,-0.05474068596959114,9449,,,
30,-0.02269812300801277,9499,,,
30,0.055622585117816925,9549,,,
30,0.13289093971252441,9599,,,
30,-0.06656850874423981,9649,,,
30,,9671,0.5304999947547913,,
30,,9671,,0.7501999735832214,0.5779747366905212
31,0.07105699926614761,9699,,,
31,0.019301272928714752,9749,,,
31,-0.017709754407405853,9799,,,
31,-0.015487059950828552,9849,,,
31,0.024248924106359482,9899,,,
31,-0.0209980309009552,9949,,,
31,,9983,0.5403000116348267,,
31,,9983,,0.7566999793052673,0.5813551545143127
32,-0.0718860775232315,9999,,,
32,0.12369686365127563,10049,,,
32,-0.015730155631899834,10099,,,
32,0.19224867224693298,10149,,,
32,0.015232067555189133,10199,,,
32,0.10657882690429688,10249,,,
32,,10295,0.541100025177002,,
32,,10295,,0.7638999819755554,0.5826071500778198
33,0.07190950214862823,10299,,,
33,0.028339048847556114,10349,,,
33,-0.03066740185022354,10399,,,
33,0.1243760734796524,10449,,,
33,0.1373690664768219,10499,,,
33,-0.00534304603934288,10549,,,
33,0.024630293250083923,10599,,,
33,,10607,0.5383999943733215,,
33,,10607,,0.7577999830245972,0.5853866338729858
34,-0.02375910058617592,10649,,,
34,0.07570893317461014,10699,,,
34,0.01812005043029785,10749,,,
34,-0.035337626934051514,10799,,,
34,0.02455369383096695,10849,,,
34,0.015238802880048752,10899,,,
34,,10919,0.5357999801635742,,
34,,10919,,0.7497000098228455,0.5852363705635071
35,0.08000918477773666,10949,,,
35,0.01679334044456482,10999,,,
35,0.08611710369586945,11049,,,
35,0.007064487785100937,11099,,,
35,-0.07584778964519501,11149,,,
35,0.01597769744694233,11199,,,
35,,11231,0.5389999747276306,,
35,,11231,,0.7560999989509583,0.5882411599159241
36,0.0028897933661937714,11249,,,
36,0.06326901167631149,11299,,,
36,-0.0038488171994686127,11349,,,
36,0.009721420705318451,11399,,,
36,-0.118681900203228,11449,,,
36,0.05374188348650932,11499,,,
36,,11543,0.5432000160217285,,
36,,11543,,0.7721999883651733,0.5881159901618958
37,0.0330757312476635,11549,,,
37,0.04275696724653244,11599,,,
37,-0.004209540784358978,11649,,,
37,0.02382604032754898,11699,,,
37,0.12543994188308716,11749,,,
37,0.05863993614912033,11799,,,
37,0.0522734597325325,11849,,,
37,,11855,0.5473999977111816,,
37,,11855,,0.7771000266075134,0.5880659222602844
38,-0.03686519339680672,11899,,,
38,0.037507250905036926,11949,,,
38,0.05786355957388878,11999,,,
38,0.051477715373039246,12049,,,
38,0.04886220395565033,12099,,,
38,0.01387733779847622,12149,,,
38,,12167,0.5289999842643738,,
38,,12167,,0.761900007724762,0.5944761633872986
39,-0.08715062588453293,12199,,,
39,0.03500889986753464,12249,,,
39,0.0583818145096302,12299,,,
39,-0.04162563383579254,12349,,,
39,-0.013333478942513466,12399,,,
39,0.004511695355176926,12449,,,
39,,12479,0.5339999794960022,,
39,,12479,,0.7574999928474426,0.5951021909713745
40,-0.2160376012325287,12499,,,
40,-0.3061164617538452,12549,,,
40,-0.2827977240085602,12599,,,
40,-0.23032578825950623,12649,,,
40,-0.2718091309070587,12699,,,
40,-0.21161438524723053,12749,,,
40,,12791,0.5386000275611877,,
40,,12791,,0.7838000059127808,0.6058694124221802
41,-0.2845015525817871,12799,,,
41,-0.30305272340774536,12849,,,
41,-0.2630288600921631,12899,,,
41,-0.274350106716156,12949,,,
41,-0.23660925030708313,12999,,,
41,-0.28486448526382446,13049,,,
41,-0.2612226605415344,13099,,,
41,,13103,0.5584999918937683,,
41,,13103,,0.7953000068664551,0.6020883321762085
42,-0.2259635329246521,13149,,,
42,-0.2534370720386505,13199,,,
42,-0.2883392572402954,13249,,,
42,-0.24194017052650452,13299,,,
42,-0.2802613079547882,13349,,,
42,-0.2831890881061554,13399,,,
42,,13415,0.5608000159263611,,
42,,13415,,0.7991999983787537,0.6013371348381042
43,-0.31725236773490906,13449,,,
43,-0.2756098508834839,13499,,,
43,-0.2704029083251953,13549,,,
43,-0.29054874181747437,13599,,,
43,-0.26435336470603943,13649,,,
43,-0.2833015024662018,13699,,,
43,,13727,0.5468000173568726,,
43,,13727,,0.7914999723434448,0.5988581776618958
44,-0.30797505378723145,13749,,,
44,-0.21036756038665771,13799,,,
44,-0.24646884202957153,13849,,,
44,-0.30303478240966797,13899,,,
44,-0.2928812801837921,13949,,,
44,-0.3037841320037842,13999,,,
44,,14039,0.5552999973297119,,
44,,14039,,0.7918000221252441,0.6009865999221802
45,-0.2794908285140991,14049,,,
45,-0.2481510490179062,14099,,,
45,-0.2676854431629181,14149,,,
45,-0.29397618770599365,14199,,,
45,-0.24691921472549438,14249,,,
45,-0.2571183741092682,14299,,,
45,-0.2639698386192322,14349,,,
45,,14351,0.5539000034332275,,
45,,14351,,0.7925999760627747,0.6012870669364929
46,-0.2811468839645386,14399,,,
46,-0.28440040349960327,14449,,,
46,-0.19646090269088745,14499,,,
46,-0.2582460045814514,14549,,,
46,-0.24738049507141113,14599,,,
46,-0.24614571034908295,14649,,,
46,,14663,0.5489000082015991,,
46,,14663,,0.76910001039505,0.5984324812889099
47,-0.24170002341270447,14699,,,
47,-0.30308130383491516,14749,,,
47,-0.2681786119937897,14799,,,
47,-0.26799681782722473,14849,,,
47,-0.22967098653316498,14899,,,
47,-0.25625085830688477,14949,,,
47,,14975,0.5426999926567078,,
47,,14975,,0.761900007724762,0.5983323454856873
48,-0.2812842130661011,14999,,,
48,-0.31620901823043823,15049,,,
48,-0.28390467166900635,15099,,,
48,-0.2894720435142517,15149,,,
48,-0.3118118941783905,15199,,,
48,-0.2583150267601013,15249,,,
48,,15287,0.5471000075340271,,
48,,15287,,0.7890999913215637,0.6005358695983887
49,-0.2906959652900696,15299,,,
49,-0.2713857591152191,15349,,,
49,-0.2822154760360718,15399,,,
49,-0.2957153916358948,15449,,,
49,-0.2686538100242615,15499,,,
49,-0.2871702015399933,15549,,,
49,-0.2555764317512512,15599,,,
49,,15599,0.5504999756813049,,
49,,15599,,0.7944999933242798,0.596604585647583
50,-0.2807580828666687,15649,,,
50,-0.2283126413822174,15699,,,
50,-0.30226239562034607,15749,,,
50,-0.27125993371009827,15799,,,
50,-0.2540510892868042,15849,,,
50,-0.2359151840209961,15899,,,
50,,15911,0.5479000210762024,,
50,,15911,,0.7925000190734863,0.5961788892745972
51,-0.2874981164932251,15949,,,
51,-0.3093225359916687,15999,,,
51,-0.2360019087791443,16049,,,
51,-0.26875221729278564,16099,,,
51,-0.2054198980331421,16149,,,
51,-0.26926469802856445,16199,,,
51,,16223,0.5374000072479248,,
51,,16223,,0.7635999917984009,0.5990835428237915
52,-0.23478806018829346,16249,,,
52,-0.26516133546829224,16299,,,
52,-0.2350473403930664,16349,,,
52,-0.26727330684661865,16399,,,
52,-0.22372686862945557,16449,,,
52,-0.27402186393737793,16499,,,
52,,16535,0.5494999885559082,,
52,,16535,,0.7975999712944031,0.5973057150840759
53,-0.2531275153160095,16549,,,
53,-0.23222292959690094,16599,,,
53,-0.25017672777175903,16649,,,
53,-0.26608970761299133,16699,,,
53,-0.26754698157310486,16749,,,
53,-0.2688918709754944,16799,,,
53,,16847,0.5476999878883362,,
53,,16847,,0.7843000292778015,0.6004607081413269
54,-0.2783106565475464,16849,,,
54,-0.2629305422306061,16899,,,
54,-0.2718771696090698,16949,,,
54,-0.30258825421333313,16999,,,
54,-0.292924702167511,17049,,,
54,-0.2725300192832947,17099,,,
54,-0.29259318113327026,17149,,,
54,,17159,0.5509999990463257,,
54,,17159,,0.79830002784729,0.5995843410491943
55,-0.26616331934928894,17199,,,
55,-0.26644885540008545,17249,,,
55,-0.2894812822341919,17299,,,
55,-0.2488822638988495,17349,,,
55,-0.27426326274871826,17399,,,
55,-0.30784738063812256,17449,,,
55,,17471,0.5562000274658203,,
55,,17471,,0.8061000108718872,0.6000350713729858
56,-0.23303788900375366,17499,,,
56,-0.28720033168792725,17549,,,
56,-0.30904892086982727,17599,,,
56,-0.2396927922964096,17649,,,
56,-0.22709211707115173,17699,,,
56,-0.30595284700393677,17749,,,
56,,17783,0.5425999760627747,,
56,,17783,,0.7856000065803528,0.6031149625778198
57,-0.2862103581428528,17799,,,
57,-0.2440868616104126,17849,,,
57,-0.2216181755065918,17899,,,
57,-0.29042497277259827,17949,,,
57,-0.28433674573898315,17999,,,
57,-0.27620360255241394,18049,,,
57,,18095,0.5425999760627747,,
57,,18095,,0.7768999934196472,0.6012119650840759
58,-0.25354063510894775,18099,,,
58,-0.2757478654384613,18149,,,
58,-0.2742166221141815,18199,,,
58,-0.27124422788619995,18249,,,
58,-0.29749512672424316,18299,,,
58,-0.3074951767921448,18349,,,
58,-0.31086334586143494,18399,,,
58,,18407,0.5515000224113464,,
58,,18407,,0.8044000267982483,0.603440523147583
59,-0.28037789463996887,18449,,,
59,-0.29077693819999695,18499,,,
59,-0.29248666763305664,18549,,,
59,-0.26654353737831116,18599,,,
59,-0.24236492812633514,18649,,,
59,-0.2395371049642563,18699,,,
59,,18719,0.5612000226974487,,
59,,18719,,0.807699978351593,0.6032902598381042
60,-0.2563537359237671,18749,,,
60,-0.3157353401184082,18799,,,
60,-0.2733035683631897,18849,,,
60,-0.3285799026489258,18899,,,
60,-0.2753171920776367,18949,,,
60,-0.33539900183677673,18999,,,
60,,19031,0.5710999965667725,,
60,,19031,,0.8241000175476074,0.6161108016967773
61,-0.29908984899520874,19049,,,
61,-0.30792883038520813,19099,,,
61,-0.3096281886100769,19149,,,
61,-0.3065667152404785,19199,,,
61,-0.30232447385787964,19249,,,
61,-0.30301719903945923,19299,,,
61,,19343,0.5726000070571899,,
61,,19343,,0.822700023651123,0.6209685206413269
62,-0.27517199516296387,19349,,,
62,-0.2879384160041809,19399,,,
62,-0.3304591774940491,19449,,,
62,-0.30284595489501953,19499,,,
62,-0.3208155632019043,19549,,,
62,-0.29721689224243164,19599,,,
62,-0.2898842990398407,19649,,,
62,,19655,0.5741999745368958,,
62,,19655,,0.8309000134468079,0.6233974099159241
63,-0.2827375829219818,19699,,,
63,-0.29585811495780945,19749,,,
63,-0.329639196395874,19799,,,
63,-0.2946053743362427,19849,,,
63,-0.3250759243965149,19899,,,
63,-0.2912291884422302,19949,,,
63,,19967,0.5748999714851379,,
63,,19967,,0.8299000263214111,0.6257261633872986
64,-0.2940310835838318,19999,,,
64,-0.32061904668807983,20049,,,
64,-0.3041313588619232,20099,,,
64,-0.3189846873283386,20149,,,
64,-0.27324244379997253,20199,,,
64,-0.3798640966415405,20249,,,
64,,20279,0.5751000046730042,,
64,,20279,,0.829800009727478,0.627028226852417
65,-0.34257033467292786,20299,,,
65,-0.348183274269104,20349,,,
65,-0.26896044611930847,20399,,,
65,-0.3203694224357605,20449,,,
65,-0.2847604751586914,20499,,,
65,-0.2912513315677643,20549,,,
65,,20591,0.5751000046730042,,
65,,20591,,0.8294000029563904,0.6287059187889099
66,-0.32547271251678467,20599,,,
66,-0.29513078927993774,20649,,,
66,-0.3094387650489807,20699,,,
66,-0.31629687547683716,20749,,,
66,-0.2878662347793579,20799,,,
66,-0.3147123157978058,20849,,,
66,-0.294986367225647,20899,,,
66,,20903,0.5738999843597412,,
66,,20903,,0.8285999894142151,0.6287309527397156
67,-0.3036463260650635,20949,,,
67,-0.2929951846599579,20999,,,
67,-0.3476341962814331,21049,,,
67,-0.31891345977783203,21099,,,
67,-0.3205249607563019,21149,,,
67,-0.2693796157836914,21199,,,
67,,21215,0.574999988079071,,
67,,21215,,0.8291000127792358,0.6291065812110901
68,-0.3467923402786255,21249,,,
68,-0.3163643181324005,21299,,,
68,-0.2609873414039612,21349,,,
68,-0.2711876928806305,21399,,,
68,-0.32289838790893555,21449,,,
68,-0.2629569172859192,21499,,,
68,,21527,0.5724999904632568,,
68,,21527,,0.824999988079071,0.6301582455635071
69,-0.2908879518508911,21549,,,
69,-0.3646843731403351,21599,,,
69,-0.3112846612930298,21649,,,
69,-0.2971898913383484,21699,,,
69,-0.30557146668434143,21749,,,
69,-0.29528480768203735,21799,,,
69,,21839,0.5751000046730042,,
69,,21839,,0.8284000158309937,0.6321864724159241
70,-0.3421713709831238,21849,,,
70,-0.3425193130970001,21899,,,
70,-0.3436667025089264,21949,,,
70,-0.30425316095352173,21999,,,
70,-0.30220091342926025,22049,,,
70,-0.3092239499092102,22099,,,
70,-0.3444810211658478,22149,,,
70,,22151,0.5759000182151794,,
70,,22151,,0.8273000121116638,0.6324869990348816
71,-0.3378750681877136,22199,,,
71,-0.3388758897781372,22249,,,
71,-0.33025380969047546,22299,,,
71,-0.3433617353439331,22349,,,
71,-0.3445749878883362,22399,,,
71,-0.33336949348449707,22449,,,
71,,22463,0.5782999992370605,,
71,,22463,,0.8281000256538391,0.6342648267745972
72,-0.29179322719573975,22499,,,
72,-0.3131573796272278,22549,,,
72,-0.29497408866882324,22599,,,
72,-0.33327558636665344,22649,,,
72,-0.36389750242233276,22699,,,
72,-0.33631348609924316,22749,,,
72,,22775,0.5773000121116638,,
72,,22775,,0.829200029373169,0.6362179517745972
73,-0.3516431152820587,22799,,,
73,-0.3501764237880707,22849,,,
73,-0.3184538185596466,22899,,,
73,-0.3552771806716919,22949,,,
73,-0.3273077607154846,22999,,,
73,-0.26337912678718567,23049,,,
73,,23087,0.5752000212669373,,
73,,23087,,0.8291000127792358,0.6355919241905212
74,-0.3233693540096283,23099,,,
74,-0.3231227397918701,23149,,,
74,-0.35300058126449585,23199,,,
74,-0.35119837522506714,23249,,,
74,-0.320143461227417,23299,,,
74,-0.32340964674949646,23349,,,
74,-0.31764528155326843,23399,,,
74,,23399,0.5752000212669373,,
74,,23399,,0.8299999833106995,0.637620210647583
75,-0.3567103147506714,23449,,,
75,-0.3038402497768402,23499,,,
75,-0.33882832527160645,23549,,,
75,-0.31247174739837646,23599,,,
75,-0.3475912809371948,23649,,,
75,-0.3442893624305725,23699,,,
75,,23711,0.5766000151634216,,
75,,23711,,0.8294000029563904,0.636793851852417
76,-0.3014659881591797,23749,,,
76,-0.32152634859085083,23799,,,
76,-0.3219715356826782,23849,,,
76,-0.31703871488571167,23899,,,
76,-0.34517523646354675,23949,,,
76,-0.38664984703063965,23999,,,
76,,24023,0.57669997215271,,
76,,24023,,0.8277000188827515,0.6387720108032227
77,-0.33108294010162354,24049,,,
77,-0.3155178129673004,24099,,,
77,-0.3529941141605377,24149,,,
77,-0.32329434156417847,24199,,,
77,-0.3149348199367523,24249,,,
77,-0.3497900366783142,24299,,,
77,,24335,0.5760999917984009,,
77,,24335,,0.8248000144958496,0.6396234035491943
78,-0.34933310747146606,24349,,,
78,-0.34633392095565796,24399,,,
78,-0.33621329069137573,24449,,,
78,-0.28437644243240356,24499,,,
78,-0.36930930614471436,24549,,,
78,-0.32537412643432617,24599,,,
78,,24647,0.5748000144958496,,
78,,24647,,0.8252999782562256,0.6389723420143127
79,-0.3523353636264801,24649,,,
79,-0.35975733399391174,24699,,,
79,-0.30760103464126587,24749,,,
79,-0.30418097972869873,24799,,,
79,-0.32713210582733154,24849,,,
79,-0.34919440746307373,24899,,,
79,-0.3365757465362549,24949,,,
79,,24959,0.5741999745368958,,
79,,24959,,0.8238000273704529,0.6382211446762085
80,-0.31504690647125244,24999,,,
80,-0.3311004638671875,25049,,,
80,-0.3639037609100342,25099,,,
80,-0.3146534264087677,25149,,,
80,-0.39192909002304077,25199,,,
80,-0.34104955196380615,25249,,,
80,,25271,0.5740000009536743,,
80,,25271,,0.8248000144958496,0.6415765285491943
81,-0.32961660623550415,25299,,,
81,-0.29385215044021606,25349,,,
81,-0.3491186797618866,25399,,,
81,-0.3972235321998596,25449,,,
81,-0.3131096363067627,25499,,,
81,-0.2920970320701599,25549,,,
81,,25583,0.5740000009536743,,
81,,25583,,0.8230000138282776,0.6414763331413269
82,-0.3417351245880127,25599,,,
82,-0.35737475752830505,25649,,,
82,-0.323849081993103,25699,,,
82,-0.3666386604309082,25749,,,
82,-0.3168991208076477,25799,,,
82,-0.30486857891082764,25849,,,
82,,25895,0.5724999904632568,,
82,,25895,,0.8248000144958496,0.6433793902397156
83,-0.2883758544921875,25899,,,
83,-0.347362756729126,25949,,,
83,-0.3268239200115204,25999,,,
83,-0.32574838399887085,26049,,,
83,-0.3220371901988983,26099,,,
83,-0.3385083079338074,26149,,,
83,-0.3410741984844208,26199,,,
83,,26207,0.5746999979019165,,
83,,26207,,0.8300999999046326,0.642503023147583
84,-0.39585810899734497,26249,,,
84,-0.3459426760673523,26299,,,
84,-0.32948756217956543,26349,,,
84,-0.3321249783039093,26399,,,
84,-0.33455783128738403,26449,,,
84,-0.3003392815589905,26499,,,
84,,26519,0.574400007724762,,
84,,26519,,0.8260999917984009,0.6423777937889099
85,-0.31632280349731445,26549,,,
85,-0.3336450457572937,26599,,,
85,-0.3568505644798279,26649,,,
85,-0.31843265891075134,26699,,,
85,-0.29944929480552673,26749,,,
85,-0.34764978289604187,26799,,,
85,,26831,0.5735999941825867,,
85,,26831,,0.828000009059906,0.6432291865348816
86,-0.33843690156936646,26849,,,
86,-0.3621063828468323,26899,,,
86,-0.34915798902511597,26949,,,
86,-0.2672978341579437,26999,,,
86,-0.33924490213394165,27049,,,
86,-0.29746419191360474,27099,,,
86,,27143,0.5742999911308289,,
86,,27143,,0.8248000144958496,0.6442307829856873
87,-0.38026705384254456,27149,,,
87,-0.33273690938949585,27199,,,
87,-0.35498616099357605,27249,,,
87,-0.30228984355926514,27299,,,
87,-0.34343421459198,27349,,,
87,-0.3844701647758484,27399,,,
87,-0.3399118185043335,27449,,,
87,,27455,0.5741999745368958,,
87,,27455,,0.8248999714851379,0.6434294581413269
88,-0.3074026107788086,27499,,,
88,-0.3781842589378357,27549,,,
88,-0.343841016292572,27599,,,
88,-0.29052525758743286,27649,,,
88,-0.305294930934906,27699,,,
88,-0.33420807123184204,27749,,,
88,,27767,0.574400007724762,,
88,,27767,,0.824999988079071,0.6460837125778198
89,-0.3318004608154297,27799,,,
89,-0.3405997157096863,27849,,,
89,-0.3227347731590271,27899,,,
89,-0.3655847907066345,27949,,,
89,-0.33993715047836304,27999,,,
89,-0.30992239713668823,28049,,,
89,,28079,0.5746999979019165,,
89,,28079,,0.8253999948501587,0.6448317170143127
90,-0.3630136549472809,28099,,,
90,-0.32646480202674866,28149,,,
90,-0.36336421966552734,28199,,,
90,-0.2990538477897644,28249,,,
90,-0.3387300968170166,28299,,,
90,-0.357490599155426,28349,,,
90,,28391,0.5737000107765198,,
90,,28391,,0.8260999917984009,0.6453825831413269
91,-0.3280266523361206,28399,,,
91,-0.3495579957962036,28449,,,
91,-0.32091808319091797,28499,,,
91,-0.3493540287017822,28549,,,
91,-0.35277995467185974,28599,,,
91,-0.3358922302722931,28649,,,
91,-0.2940521836280823,28699,,,
91,,28703,0.5740000009536743,,
91,,28703,,0.8281000256538391,0.647536039352417
92,-0.3642576038837433,28749,,,
92,-0.328203022480011,28799,,,
