epoch,step,train_loss,val_loss,val_acc,train_acc,test_acc
0,49,2.557424306869507,,,,
0,99,2.3170347213745117,,,,
0,149,2.1983885765075684,,,,
0,199,2.1413867473602295,,,,
0,249,1.8819918632507324,,,,
0,299,2.11763334274292,,,,
0,312,,384.0058898925781,0.12700000405311584,,
0,312,,,,0.17820000648498535,0.09760680049657822
1,349,2.3922767639160156,,,,
1,399,2.03519606590271,,,,
1,449,2.3033344745635986,,,,
1,499,2.333909749984741,,,,
1,549,2.157130479812622,,,,
1,599,2.249614715576172,,,,
1,625,,3.2667360305786133,0.21060000360012054,,
1,625,,,,0.21867500245571136,0.09760680049657822
2,649,2.1475112438201904,,,,
2,699,1.9971997737884521,,,,
2,749,2.250727653503418,,,,
2,799,1.8457350730895996,,,,
2,849,2.0152268409729004,,,,
2,899,1.8921717405319214,,,,
2,938,,1.7946609258651733,0.3167000114917755,,
2,938,,,,0.25292500853538513,0.09760680049657822
3,949,1.7943483591079712,,,,
3,999,1.8453927040100098,,,,
3,1049,1.7920589447021484,,,,
3,1099,1.7910367250442505,,,,
3,1149,1.7208911180496216,,,,
3,1199,1.8092926740646362,,,,
3,1249,1.8516278266906738,,,,
3,1251,,1.6343494653701782,0.38679999113082886,,
3,1251,,,,0.32587501406669617,0.09760680049657822
4,1299,1.6940017938613892,,,,
4,1349,1.776949405670166,,,,
4,1399,1.5700668096542358,,,,
4,1449,1.528098225593567,,,,
4,1499,1.438809871673584,,,,
4,1549,1.661110758781433,,,,
4,1564,,1.4910496473312378,0.44369998574256897,,
4,1564,,,,0.38852500915527344,0.09760680049657822
5,1599,1.6914701461791992,,,,
5,1649,1.4963188171386719,,,,
5,1699,1.5749462842941284,,,,
5,1749,1.4823123216629028,,,,
5,1799,1.3848307132720947,,,,
5,1849,1.449927568435669,,,,
5,1877,,1.459049105644226,0.46480000019073486,,
5,1877,,,,0.4438000023365021,0.09760680049657822
6,1899,1.4496691226959229,,,,
6,1949,1.4490723609924316,,,,
6,1999,1.4534896612167358,,,,
6,2049,1.3803077936172485,,,,
6,2099,1.4764983654022217,,,,
6,2149,1.4989107847213745,,,,
6,2190,,1.328646183013916,0.5181999802589417,,
6,2190,,,,0.49160000681877136,0.09760680049657822
7,2199,1.3695611953735352,,,,
7,2249,1.3593555688858032,,,,
7,2299,1.127800464630127,,,,
7,2349,1.2867786884307861,,,,
7,2399,1.354780673980713,,,,
7,2449,1.1878877878189087,,,,
7,2499,1.2710552215576172,,,,
7,2503,,1.2116420269012451,0.5709999799728394,,
7,2503,,,,0.5380250215530396,0.09760680049657822
8,2549,1.3951011896133423,,,,
8,2599,1.271947979927063,,,,
8,2649,1.222808599472046,,,,
8,2699,1.1847492456436157,,,,
8,2749,1.1044468879699707,,,,
8,2799,1.1556730270385742,,,,
8,2816,,1.2565191984176636,0.5591999888420105,,
8,2816,,,,0.5726749897003174,0.09760680049657822
9,2849,1.1534560918807983,,,,
9,2899,0.9291632175445557,,,,
9,2949,1.0386165380477905,,,,
9,2999,1.2230663299560547,,,,
9,3049,1.1372166872024536,,,,
9,3099,1.0708123445510864,,,,
9,3129,,1.124995231628418,0.5963000059127808,,
9,3129,,,,0.6036249995231628,0.09760680049657822
10,3149,1.1055251359939575,,,,
10,3199,1.1266332864761353,,,,
10,3249,1.2390292882919312,,,,
10,3299,1.1028239727020264,,,,
10,3349,0.963558554649353,,,,
10,3399,1.1006141901016235,,,,
10,3442,,1.0543476343154907,0.6241999864578247,,
10,3442,,,,0.6243749856948853,0.09760680049657822
11,3449,0.7204822897911072,,,,
11,3499,0.5858626365661621,,,,
11,3549,0.6323647499084473,,,,
11,3599,0.7033104300498962,,,,
11,3649,0.5551823973655701,,,,
11,3699,0.6886112093925476,,,,
11,3749,0.7448362112045288,,,,
11,3755,,1.1094675064086914,0.6322000026702881,,
11,3755,,,,0.6260250210762024,0.09760680049657822
12,3799,0.23696237802505493,,,,
12,3849,0.0616002082824707,,,,
12,3899,0.2500251531600952,,,,
12,3949,0.25315046310424805,,,,
12,3999,0.3199302554130554,,,,
12,4049,0.21587514877319336,,,,
12,4068,,1.3291797637939453,0.6129000186920166,,
12,4068,,,,0.6297000050544739,0.09760680049657822
13,4099,-0.22517573833465576,,,,
13,4149,-0.03363907337188721,,,,
13,4199,-0.4797256588935852,,,,
13,4249,-0.37286376953125,,,,
13,4299,-0.09364688396453857,,,,
13,4349,0.0024825334548950195,,,,
13,4381,,1.1801683902740479,0.6549999713897705,,
13,4381,,,,0.6388000249862671,0.09760680049657822
14,4399,-0.6250084638595581,,,,
14,4449,-0.9583619832992554,,,,
14,4499,-0.9925519227981567,,,,
14,4549,-0.7739248275756836,,,,
14,4599,-1.2007639408111572,,,,
14,4649,-0.9114683866500854,,,,
14,4694,,1.476771354675293,0.640999972820282,,
14,4694,,,,0.6512249708175659,0.09760680049657822
15,4699,-1.7264466285705566,,,,
15,4749,-1.1329646110534668,,,,
15,4799,-1.743086576461792,,,,
15,4849,-1.475481390953064,,,,
15,4899,-1.6544699668884277,,,,
15,4949,-1.384089708328247,,,,
15,4999,-1.2328135967254639,,,,
